Umich_Proteomics	GBM_P_Value	GBM_Median	HNSCC_P_Value	HNSCC_Median	LUAD_P_Value	LUAD_Median	LSCC_P_Value	LSCC_Median	BR_P_Value	BR_Median	EC_P_Value	EC_Median	OV_P_Value	OV_Median	CO_P_Value	CO_Median
DCTN3	3.690286271405677e-05	-0.3673705972044558	0.2234223910335406	-0.1313234878945515	0.295500899985627	-0.1702060567486665	0.025563472790634	-0.1480430615854189	0.9995177788980228	-0.1189616430531925	0.2850759611315702	0.1550951963754876	0.9933878205304212	-0.1875874590158819	0.5385440508112577	-0.0466397644649063
ACTR10	4.746962537321583e-05	-0.4092044776227226	0.0345294345345772	-0.1767373508170191	0.3061943860629301	-0.0850010646049579	0.0281355659546514	-0.1019646740131641	0.9995177788980228	-0.0275374407643607	0.162478606169687	0.1377276384051331	0.9933878205304212	-0.0952459959736096	0.4621605681591972	-0.0455299708089462
SHTN1	4.746962537321583e-05	-0.5007576930338118	0.7221799285519931	-0.0660011880601949	0.6243276270896465	-0.0607416477292641	0.3257374200766064	-0.2466616131394712	0.9995177788980228	-0.3901328757005249	0.1750798631760775	0.249697666890718	0.9977727675372288	0.0049864617250534	0.3083241346345886	-0.2446845922999507
SEMA7A	6.247223929613439e-05	-0.6990087580206428	0.6808371064479987	-0.2124689217895401	0.8246937514864554	-0.1127255923034979	0.0362224149586674	-0.2383870879528178		-0.0167858840951726		-0.0078093162163046	0.9933878205304212	0.0998309426722023		
ADO	7.87645081201682e-05	-0.3529903181885139	0.5476375944321601	-0.0473752192621237	0.0607233547144103	-0.1582701512903153	0.2273716923933059	-0.059111371369541	0.9995177788980228	0.0881033447909205	0.9604957778858852	-0.0288349837388235	0.9933878205304212	-0.0602141118090688	0.421259295591349	-0.2568590576838971
GSTO1	7.87645081201682e-05	-0.6277856411203153	0.8293731360441096	-0.0913053044764069	0.0891000483252682	-0.2570371403091211	0.1515638767861811	-0.1374219854394063	0.9995177788980228	-0.2595428950918768	0.5019860415823264	0.0959694574768477	0.9933878205304212	-0.1254908042528466	0.2330086582958264	-0.4277269776273265
HIF1AN	8.522631042511273e-05	-0.2615977459739831	0.0288512122634789	-0.3165549213453715	0.5501691705900225	-0.0717363903367456	0.1859304858749248	-0.0713329285723123	0.9995177788980228	-0.046190254559133	0.9309277668460498	0.0038019384078999	0.5749506561159807	-0.3648594206976998	0.5283219448967568	-0.1593035263477666
TSPAN14	0.0001352438477856	-0.6497149810349505	0.5600115227684889	-0.1585538137025572	0.231746159610702	-0.2956767077808386	0.0965451113106575	-0.1465434875813223		0.0305957096961577	0.2872352879307282	0.4707378156076931	0.9933878205304212	-0.0642502770671527	0.5962488074186152	-0.1443717067497729
DCTN6	0.0001473149300776	-0.3294716483189681	0.1035368571143665	-0.1983851074986837	0.295500899985627	-0.0663141975602279	0.1331513911581917	-0.0668821306909563	0.9995177788980228	-0.0685278054807696	0.0389782660714885	0.2082353151073341	0.9933878205304212	-0.088163986092935	0.2372528984391613	-0.2475736854708117
DCTN2	0.0001724898793942	-0.2881488605091711	0.1621965102938891	-0.1653479213809685	0.8855783974285125	-0.052867537538825	0.91713030558921	-0.0935199691546557		0.1408093422022265		-0.3615606414675092		0.1895395522141569	0.4851108213605571	-0.1092738176208421
TFRC	0.0002042958448447	0.7054180088554176	0.0815440214226479	0.972143198799028	0.9908392953169084	-0.0552463743612339	0.0455871498548185	0.6818841246991827	0.9995177788980228	0.3669454678334771	0.4272514474666155	-0.1575266247313624	0.9933878205304212	-0.3281848156220697	0.7693931765275549	-0.1989600736154813
PCSK6	0.0002283930613598	-0.5910203307398625			0.6607674483925954	-0.2160864709941687	0.6323567661083156	-0.0772108071044499	0.9995177788980228	-0.407673282562742	0.597403871059242	0.2884092635157582				
STAM	0.0002283930613598	-0.4664942211907927	0.975128702900338	-0.0632101090471408	0.8604326041556245	0.0126053920265949	0.1792333323616534	-0.13145725069357	0.9995177788980228	-0.1854118915082159	0.952869754029926	0.0851107165990541	0.9933878205304212	-0.0526241055405396	0.7342268017706901	0.0687752773729535
ARL3	0.0002286776436349	-0.585954327347487	0.2476017782390235	-0.1245850231681142	0.7155018872117306	-0.0395770513844535	0.6437017928438025	-0.014275659689737	0.9995177788980228	-0.3753293926994523	0.1798963234285175	0.2391333997772076	0.9933878205304212	-0.0780665609102442	0.2154013634037067	-0.4429757742630578
PDIA2	0.0002872784166269	-1.314971655919596		0.6891548808348524		-0.071310149131321	0.8944319647563419	0.1779755309866413			0.9019232536499762	0.2690112721465603	0.9933878205304212	-0.2655207547995442		
CIAO2B	0.0003508886732625	-0.255702823364242	0.534469018731617	-0.1815045268187916	0.529532109846149	-0.0181968333617934	0.1018531995995885	-0.0885253825213858	0.9995177788980228	0.0368631546837328	0.5000702410609837	-0.0625507532041877	0.9334100178373425	-0.1663215628406629	0.4270017322326142	-0.1201262113184356
RBP7	0.0003561989339931	-0.8415297803575115	0.8748115377495014	-0.0977457372356109	0.701706241781377	-0.0998561619334381	0.9221963082439116	-0.0934214462069125	0.9995177788980228	0.0669434399950317	0.8772829125488469	-0.1801115757726634	0.9943872414453016	-0.0552622060575984		0.1123242888007869
WBP2	0.0004534497677031	-0.4253482519502896	0.6694926897311196	-0.1006176020685263	0.6283116273726642	-0.0830972433075363	0.2015119081459997	-0.0793555135241721	0.9995177788980228	-0.3885471073118847	0.7424619895206899	-0.1332322925309057	0.9933878205304212	0.1332926201849691	0.6540905528711798	-0.0591912709851207
MKLN1	0.0004904437213466	0.236428527331526	0.0656177584393621	0.139841999270212	0.6854620512746199	0.0728478929108664	0.397252132902182	0.1297865461943441	0.9995177788980228	0.1882331529228667	0.276379109170405	-0.0570239461205801	0.9933878205304212	-0.0521042950411416		-0.090424033116804
VPS26A	0.0005410772025848	-0.2802158550375928	0.9993363760333256	-0.1034147052895484	0.1966153545209701	-0.1429763578462441	0.0100329751946138	-0.1615295447193627	0.9995177788980228	0.1283194891196712	0.3771658261899078	0.1252472348761149	0.9933878205304212	-0.105507867757371	0.5173997895757044	-0.073136317588041
XPR1	0.0005410772025848	0.4144287425398261	0.3615592529460572	0.2939775141308089	0.9063126038996764	0.0601933261653933	0.8721567204260599	0.0636059040403473		0.2042666520599958	0.7777480518291887	0.0465751170920167	0.9943872414453016	0.2435616445416926		
BORCS5	0.0005687962169352	-0.3419899521493725	0.3942533387679523	-0.2055009073974005	0.4636512359663092	-0.0598281511688192	0.2595407763111656	-0.1106996813130098	0.9995177788980228	-0.0663682407046994	0.6699805509106526	0.0421188289823089	0.9933878205304212	-0.1492648349773322	0.9050610319655192	-0.0770000505372934
MCC	0.0006146845220505	0.3967279427970887	0.3148410029082541	-0.1770240691931341	0.4511919130320657	-0.1577730988549763	0.5339190944383162	-0.0441460192047671	0.9995177788980228	-0.2129164642345422	0.4256258510191291	0.0614212977794057	0.9933878205304212	-0.009209339057687		
PNMA2	0.0007099902981606	0.9166066247656666		0.3814859197493128	0.7181905848464067	-0.2561956369771625	0.2837705968347138	-0.217464066161396		0.354600664148009						
CYTH1	0.0007409569808731	-0.4578234437779294	0.529118863786551	-0.0910674382148446	0.2259152876574718	-0.2684882456383892	0.7916680273625196	-0.0891027560872164	0.9995177788980228	0.2129889312958273	0.4544570887705343	0.0201043181384985	0.9933878205304212	0.1424387001765534	0.3131732190131777	-0.1558995079927747
EIF4G1	0.0007898535418045	0.3317361778695868	0.38339296201104	0.1095604091393589	0.8695792696180651	-0.0031875609208995	0.050326624857671	0.1636697351579812	0.9995177788980228	-0.3992759089744367	0.1342697535552909	-0.0814204520434032	0.9933878205304212	-0.0182494996589266	0.8982491805388872	-0.0291237952464094
P2RY13	0.0007898535418045	-1.3006545952564963						-0.9901019606078164								
NUDT5	0.0007898535418045	-0.4891841791315876	0.4925402508856399	-0.0282770210021858	0.6256587933286527	-0.1004073173235866	0.9456352056152528	-0.1061229575781972	0.9995177788980228	-0.1326969632045136	0.9614973993494528	0.072581870519583	0.9933878205304212	0.1832709050314829	0.609147206393046	-0.3351553741212747
HAGH	0.0007898535418045	-0.4554776941056957	0.9860098621151924	0.0492895368514165	0.97756554823372	0.0171942290065221	0.2574667328786689	-0.1227439286309604	0.9995177788980228	-0.1060637079543225	0.985361238281822	-0.0890658427953621	0.9933878205304212	-0.0147007477463017	0.7535279535973864	-0.0261670581754103
TIAL1_1	0.0007898535418045	-0.2593255720534522	0.1837515742307071	-0.0612158060532959	0.1656133958879966	-0.1183190708979111	0.7631685062620731	0.006965142145928	0.9995177788980228	-0.2364054698660034	0.9667162502171636	0.0012811602284461	0.9933878205304212	-0.0953315181029292		
DCTN5	0.0007898535418045	-0.2420283032003567	0.1819901612549046	-0.1681061453958587	0.2179772178259779	-0.1832846392706617	0.0450633525975901	-0.1103934797462642	0.9995177788980228	-0.0900812858704558	0.1492443898816984	0.1927365109192322	0.9943872414453016	0.0358301856691092	0.5968718451367707	-0.0564257823371896
FCHO1	0.0008126170202333	-0.5263705753177028	0.7676880319957481	-0.2972039967524651	0.961163155858049	-0.015649583605132	0.013765880211496	-0.3332413158207394	0.9995177788980228	-0.3210578054509714	0.3764785148809375	-0.4353964430867574		0.104526459426637		0.1712120024081986
FA2H	0.0008312989205469	-0.9589300320757096			0.9236214453332496	0.1990734120394499	0.6071520308652887	-0.0117277592349029		1.6383594406937103	0.1712731613691395	0.4351959842915249				-0.3097135675390561
DCTN4_1	0.0008879075102844	-0.3177989201013709														
XPNPEP1	0.0008879075102844	-0.2438167931336643	0.3615592529460572	-0.128319005142087	0.3597644718870616	-0.0753754916058788	0.0218887634632633	-0.1484933404290949	0.9995177788980228	0.0860243394430888	0.0364601411667724	0.2624994787486656			0.015808495373112	-0.3415994788523981
GRWD1	0.0008879075102844	0.3640859439253496	0.4017644065409131	0.0817059970723814	0.9114642457783348	0.0358504337383163	0.0112194403132919	0.171889294116653	0.9995177788980228	-0.031456192285832	0.2675041719019495	-0.1277563474554703	0.9933878205304212	0.0396393514566639	0.909641677048706	0.0133677316733482
ARHGDIA	0.0008888837688176	-0.3255197290814813	0.3973155992203506	-0.0593528527725375	0.7905723452065571	-0.0298845014759336	0.4034687448395827	-0.0510760156188698	0.9995177788980228	-0.0952271097862862	0.7074397310315811	-0.0576877656541956	0.9933878205304212	0.0666710867725353	0.4270017322326142	-0.6914047126480796
KIDINS220	0.0009666952962683	0.3266379952066387	0.38715442170748	0.2302626526206168	0.5505430486812697	0.0657557281984164	0.3455563606190026	0.2069981084308381	0.9995177788980228	-0.0174368563280191	0.928090177411141	0.1253941195042927		-0.2957394086178642	0.9184849113536894	0.1376297675368345
SLC29A3	0.000981223548055	-1.0016953260486543		-0.0764917068826562	0.6958596668188524	-0.2451592049957902	0.17505285091188	-0.3410353156341124		-0.1718116716007927	0.445919867896868	0.0546156904512393	0.9933878205304212	0.0638507262799201		0.0385080416279297
AKR1C3	0.000981223548055	-0.8873696305822136	0.0134668600285569	0.90363509196351	0.9833245989311392	0.2020144202913609	0.52053799287678	0.6363527779060192	0.9995177788980228	-0.5923235409439185	0.1310693008860745	0.9705654589913736	0.9933878205304212	0.0521179446589261	0.953387912089144	0.4061761726171333
FOLH1	0.0011198485316852	-0.59542291988868	0.5027576699383344	-0.1191392798356218	0.483986550398006	-0.2907802000844874	0.7304499453632818	0.1377037098545521		0.2861535957223591	0.0599207565073343	0.6174397468214377		-0.02905941021036		
SEC24C	0.0011270361061376	-0.1379144604847368	0.9443654712779858	-0.0551506475141163	0.1264795550446612	-0.1291257452345036	0.0022241296157788	-0.1914560792105764	0.9995177788980228	-0.0420159095688976	0.0491193472669587	0.1700047920449012	0.9933878205304212	-0.0015020958639038	0.2632944257259137	-0.161998937428784
EIF2S2	0.0011270361061376	0.2317879384366286	0.96595272748227	0.0477834179148022	0.6208854418133029	0.0249556925394038	0.4579665262369308	0.0115327463843062	0.9995177788980228	0.1609132707398419	0.3422434870618432	-0.1484123201767762	0.9933878205304212	0.0263590643111015	0.9495528702870332	0.1469743222195276
SGCD	0.0011270361061376	-0.7987764003718993	0.529118863786551	-0.3938258567163526	0.9744379249070928	-0.1078883933340133	0.6093928326636084	-0.1346357343945285	0.9995177788980228	-0.0573409939619802	0.9115169212722392	-0.0818600684202337	0.9933878205304212	-0.3841354254051268	0.622213053933557	-0.0172263256018503
EDIL3	0.0011270361061376	-0.6906404490661586	0.6566112410050755	0.0613240869382973	0.699836393002632	0.007919285731166	0.9133054476764704	0.0825125961589012	0.9995177788980228	-0.1337586449965888	0.8198933463641066	0.2138794466913456		-0.2352807212087633		0.3740868507979762
PXK	0.0011270361061376	-0.3034768215726693	0.9681261245103856	0.0662402784934244	0.231746159610702	-0.1344966021101932	0.1503979665923978	-0.1212579798199264	0.9995177788980228	-0.1128509780290887	0.9991785962333136	-0.0290986577383129	0.9933878205304212	-0.0636463831562608	0.9748243366391026	0.0597128873599182
URGCP	0.0011270361061376	0.3552864189001461	0.8037431750162977	0.0243953989533274	0.2332460553553321	0.1879017923565751	0.1690235871320655	0.2136013058235573	0.9995177788980228	0.2333078871283866	0.8515618838163919	-0.0209132232219895	0.9943872414453016	0.0599025411231899	0.6195712208606194	0.0070326276002337
DOCK10	0.0012492192617672	-0.491092938529146		-0.042809652913256	0.4872778255401763	-0.2669107911564428	0.0452313175842825	-0.3006443932858058		-0.3865524295899369	0.5010313228157142	-0.0653832474201738	0.9968128386369188	0.0003388519559006	0.9185100253168096	-0.013481474474208
LIPA	0.00126436612516	-0.547602993429301	0.4644384351199931	-0.2167686223473346	0.6980353012873254	-0.0586532992246233	0.0887511089667158	-0.2598059306659781	0.9995177788980228	-0.2804697170452055	0.8761718084210081	-0.0388989868771076	0.9943872414453016	-0.1598364877248599	0.7154265137515022	-0.1429669940618403
DEPTOR	0.0012980589516669	-0.6200645259946427	0.7203584869833353	-0.0468750480700705	0.3061943860629301	0.3457378367593087	0.2496063762093282	-0.2428811675353621	0.9995177788980228	-0.1896617634400366	0.1332597046616162	0.2949244224041916	0.9933878205304212	-0.1699924614648633	0.580919872764546	-0.1905916476004598
CDR2L	0.0012980589516669	-0.3109575163808493	0.7082679333580016	0.0798872591823673	0.9384799615240942	0.0403465122678952	0.8725085078886443	0.0398189670486566	0.9995177788980228	-0.1048118980647201	0.2874557623579754	-0.2902180214922722	0.9933878205304212	0.2531644238834563		0.0437249253493838
ABHD6	0.0013795183611474	-0.3689201253212602	0.4910379317648747	0.1152662378577176	0.586864640731547	-0.0873048331188375	0.2139645344812211	-0.1579530760182006		0.1675290818337025	0.4078616442002755	0.1990482530710178	0.9933878205304212	-0.3508771275204161	0.9618409908470494	-0.0797888371009882
MAPK8	0.001406393795324	-0.3884257289148642	0.318723854117426	-0.1271231192126816	0.3801878136265179	-0.1624236335871636	0.481597569400865	-0.032542128172226	0.9995177788980228	0.0607999061559301	0.5924397536421445	0.0604207738589046	0.9933878205304212	0.0013757985226963	0.7885306960498696	-0.0067725574976318
DOCK5	0.001406393795324	-0.564453677230393	0.7075139835936312	-0.0898259776045318	0.3355962937287959	-0.1752880337724072	0.2276894786463403	-0.1372405313515177	0.9995177788980228	-0.1034651514673763	0.0786430030864438	0.3559064363102058	0.9933878205304212	-0.0871664174340907	0.3131732190131777	-0.1467304999209311
PTER	0.0014615609004854	-0.957756386237655	0.9839703517631452	0.0700122393744173	0.976953809746862	-0.0460340687808695	0.4737578673749315	-0.212312412564458	0.9995177788980228	-0.0798784929367322	0.4576138628108639	0.2358790733437015	0.9933878205304212	0.0797245179922043	0.8424387888067172	-0.155517358190675
FAM107B	0.0016289383921797	-0.463675936631386	0.1406525081956297	-0.3732641717515061	0.9851582862735384	0.0869392056653577	0.0238819295356034	-0.4654016611301568	0.9995177788980228	-0.1187605164459126	0.299765443546712	0.2757417780829438	0.9933878205304212	-0.0179825099313735	0.6722664665108942	-0.2985769721273072
TPM3_3	0.0017249190891465	-0.6329208510928375	0.9849824530006468	0.0505471677586459	0.9526654154398304	-0.1164544997011596	0.6450724172215746	0.0305138970335754	0.9995177788980228	-0.0855076802121796	0.3999894364044658	-0.5754836855741452	0.9933878205304212	-0.0407116658024016		
UROS	0.0017430628872458	-0.2952664629931441	0.4812486311564811	-0.1036845101741175	0.7454639760327153	-0.1099988307012473	0.712900936769957	-0.1252602765593042	0.9995177788980228	-0.0289536225201629	0.9289516996498904	0.0001205864214259	0.9933878205304212	-0.0791289558371648	0.9443402889016256	-0.0310731177533263
NT5C2	0.0017430628872458	-0.2944913063075702	0.3432998207759478	-0.1047933272809569	0.9851582862735384	0.1463738597717121	0.008424033898435	-0.1834813317396904	0.9995177788980228	0.1684524326100778	0.5787285193692207	0.0668193109021126	0.9397012093313704	-0.2000693214771161	0.4254910890861127	-0.2300721001596919
PLCL1	0.0017815590480426	-0.3175270307447277	0.7483175565981377	-0.1006583459887018	0.5479272379318191	-0.0777199786686271	0.7429719807951994	-0.0723628980337842	0.9995177788980228	-0.0532072902881566	0.9964385326846028	-0.0285404546579499	0.9933878205304212	-0.0789256971069356		-0.7328387460311951
GRID1	0.0017841108933179	-0.5630240603911112														
RARS1	0.0017841108933179	0.2645499343032149	0.5912352486239904	0.0439754318037817	0.5960789373651012	0.1088467459566899	0.5751149469098072	-0.028074411606445	0.9995177788980228	-0.0642541437100199	0.983143270714946	-0.0218045520234557	0.9933878205304212	-0.0694144082814975	0.3115128910491316	0.1311180746505407
SLC44A1	0.0019236854544065	-0.450928425216194	0.5146733694065809	0.1326405002198232	0.8249010849134539	0.0810335625122018	0.0738227100133746	0.3647926327021	0.9995177788980228	-0.1585161408663706	0.2812279306604901	0.2572738498251947	0.9933878205304212	0.0373742911275307	0.7850174188570718	0.1185614849412992
FAM171A1	0.0019244281623608	-0.5078492378364778		-0.1901297151732404	0.2259152876574718	-0.333397324594868	0.9709981720917232	-0.0273289699334835		-0.0508220663122811	0.5295709322877935	-0.0716123841588114	0.9933878205304212	-0.1184308947256305		-0.5976188266311908
USP54	0.0019922127608518	-0.5483452350167752	0.318723854117426	-0.1039884859506212	0.9740898270754442	0.029567347692339	0.2181191424897062	-0.0739458127476062	0.9995177788980228	0.0740649034663558	0.0750008710101299	0.2671839544431673	0.9933878205304212	0.0550182207923004	0.239225070186677	-0.5405699213495101
GART	0.0021273156035322	0.3556929452004098	0.2692331324449046	0.1482195240597601	0.437897525156009	0.1505808791461209	0.0779399145592644	0.2446639442197771	0.9995177788980228	-0.0032296753373843	0.9853910278454816	0.0321052122038825	0.9933878205304212	-0.0398020189808985	0.7381966484496658	0.1926245006522435
CDK18	0.002128040869072	-0.4480316066926662	0.5985080145725828	-0.0774022828529705	0.983114545191892	0.0414083111319385	0.1741216078833477	-0.2322527877386804	0.9995177788980228	-0.0272172437083177	0.5251793975955454	0.1117690890440723	0.9933878205304212	0.8681772992229728	0.681881579082126	-0.1925755010496868
NEK7	0.0022306000254272	-0.3488888202364926	0.8380416156198941	-0.0085118816344689	0.5739553039031061	-0.109900657492318	0.299675257585069	-0.12534451517514	0.9995177788980228	0.0105954303731197	0.6917580123998198	-0.0618016998970762	0.9933878205304212	-0.0558740273068956	0.6534938440593553	-0.084715229929106
EIF2S1	0.0022655948836944	0.2641370049386573	0.7650032076440022	-0.0003592779520751	0.6265196455424898	0.0341921786755161	0.5997023262284304	0.0494548420936311	0.9995177788980228	0.1092400595721692	0.5326681762074297	-0.057004741100572	0.9933878205304212	0.0693888047650084	0.913554859468483	0.0652374180691239
GLTP	0.0022655948836944	-0.5817858925996973	0.7270284647679699	-0.0493534704050393	0.2684098132962549	0.2603725460182708	0.915592290028574	0.1210346657439966	0.9995177788980228	-0.1657169678571382	0.020760231269074	0.3837024016073513	0.9933878205304212	0.0215595830863755	0.7342268017706901	-0.1202104638219836
TALDO1	0.002409079163529	-0.2755188327586531	0.1621965102938891	0.3939592044365607	0.9521680048732268	0.0785130320421192	0.2967989153980689	0.2733353810363201	0.9995177788980228	-0.0433195048619134	0.2704841663951104	0.0806497390366391	0.9933878205304212	-0.0969591530755522	0.8894281091665107	0.0279064737008098
LIPE	0.002409079163529	-0.5379582453540976	0.4825738779339336	-0.1117506233655323	0.4653309624571066	-0.1198413775192648	0.5893558179740017	-0.0826546176441329	0.9995177788980228	0.1621123844256979	0.5573772439976181	0.2054170849753482	0.9933878205304212	-0.1021867721648419	0.9517617904696288	-0.2218763704279212
RNF13	0.0025028249949386	-0.3054918375101891	0.9108949670136928	0.057007383969923	0.3877872789072752	-0.2937618433359095	0.9385577026411714	-0.0314122402054444	0.9995177788980228	-0.2427282657500118	0.8019872736163194	0.0234530637348751	0.9933878205304212	-0.004904512318145		
PBLD	0.0025028249949386	-0.4648178996173264	0.7604545434536606	-0.1326216262583912	0.8649687900871353	0.154426729672064	0.0946144701727901	-0.2615483080292495	0.9995177788980228	0.1778267955747576	0.0872768336316271	0.5891207294873997	0.9933878205304212	-0.0961592002175795	0.2632944257259137	-0.4242471410946109
TSPAN8	0.0025028249949386	-1.4891725358288035	0.9569533669877162	-0.1069267367792701	0.903676126748714	0.0370606716677279	0.0187129247875079	-0.6876850470117599	0.9995177788980228	0.4186692329465362	0.1837754647520018	1.2758602512595587	0.9949511816027132	0.0050334355617192	0.5904104510462291	0.1228271099119702
C8orf33	0.0025028249949386	0.608544046464413	0.6747881329636005	-0.0598316392826632	0.9671330380474036	-0.010952704903179	0.2791725278511372	0.0914802628612694	0.9995177788980228	-0.1793266520592391	0.9127125576971936	0.075847208347632	0.9933878205304212	0.1590601752573572	0.7253954137921615	-0.063398250462729
GGNBP2	0.0025028249949386	-0.2874407312259741	0.9408658463184296	0.0815113402250382	0.8691837086373899	0.0340732664153478	0.0443958601304688	0.1364788056739669	0.9995177788980228	0.3247344288213218	0.79024332196105	0.0146646607314693	0.9943872414453016	-0.0876773619383755		0.0442288488245985
PLEKHB1	0.0025402879232305	-0.6219782932399376			0.8978916409443332	0.0028323371106591				-0.3036012120143603	0.9193446733315084	0.0503158299765971				
BCAS1_1	0.0027075055521417	-0.9762913793452412			0.8625272275767147	0.0266400206021319			0.9995177788980228	-0.6147820580070258						
KLK6	0.0028354956183547	-0.7060192512920018	0.568198257056681	-0.3899061273345783		0.3155042566143589	0.4595604147507192	0.2803678532924252	0.9995177788980228	-0.1684563966481871	0.1098824025162699	-0.5510340243924237	0.9949511816027132	-0.1285706060479281		
REPS2	0.0029353348739488	-0.5657244131282226	0.7141974195727656	0.0572670240686505	0.5185375547242342	0.2089635851905082	0.2336329561715439	-0.0881876521818796	0.9995177788980228	-0.5293688283227516	0.3977433223228397	0.1267940992243978	0.9943872414453016	-0.0583780326992275	0.9555573759418264	-0.0116011685148897
PACS2	0.0029660033228719	-0.4155665787398597	0.7416493019432537	0.0376165204806859	0.402234808374516	0.0613873641976887	0.2322606548341926	-0.0591486052123393	0.9995177788980228	-0.1697062253034937	0.8743288156832701	-0.0545163868948179	0.9933878205304212	-0.0179957043531846	0.5908542200828081	-0.2148182237663647
CHUK	0.0030591750572229	-0.2595998903393059	0.2945299127440196	-0.1375665538387025					0.9995177788980228	-0.0528132055694525	0.3720410463898136	0.1145514261483562	0.9933878205304212	-0.1296484574087699	0.2632944257259137	-0.2013015006506968
