,Comparison,Slope_Gbm,R_squared_gbm,P_value_Gbm,Slope_kidney,R_squared_kidney,P_value_kidney,Slope_Endo,R_squared_Endo,P_value_Endo,Slope_Ovar,R_squared_Ovar,P_value_Ovar,Slope_Brca,R_squared_Brca,P_value_Brca,Slope_Luad,R_squared_Luad,P_value_Luad,Slope_hnscc,R_squared_hnscc,P_value_hnscc,Slope_colon,R_squared_colon,P_value_colon
27,TPM3,-0.08981334566040547,0.16133934462751953,1.4980082118305127e-05,0.21806829063260794,0.2717680490905861,0.038372570766990736,-0.11454023233063093,0.005579136269309061,0.3735972997307878,0.1859137276574456,0.012174183798847906,0.26720574271840064,0.1335974145602647,0.02663276029420697,0.08139286143816979,,,,-0.14434383198205444,0.04782440893163141,0.003360419726769545,0.8996791537834484,0.17398099636450995,1.0782956278676428e-09
28,TPM3,-0.08981334566040547,0.16133934462751953,1.4980082118305127e-05,0.21806829063260794,0.2717680490905861,0.038372570766990736,-0.11454023233063093,0.005579136269309061,0.3735972997307878,0.1859137276574456,0.012174183798847906,0.26720574271840064,0.1335974145602647,0.02663276029420697,0.08139286143816979,,,,-0.14434383198205444,0.04782440893163141,0.003360419726769545,0.8996791537834484,0.17398099636450995,1.0782956278676428e-09
29,TPM3,-0.08981334566040547,0.16133934462751953,1.4980082118305127e-05,0.21806829063260794,0.2717680490905861,0.038372570766990736,-0.11454023233063093,0.005579136269309061,0.3735972997307878,0.1859137276574456,0.012174183798847906,0.26720574271840064,0.1335974145602647,0.02663276029420697,0.08139286143816979,,,,-0.14434383198205444,0.04782440893163141,0.003360419726769545,0.8996791537834484,0.17398099636450995,1.0782956278676428e-09
30,TPM3,-0.08981334566040547,0.16133934462751953,1.4980082118305127e-05,0.21806829063260794,0.2717680490905861,0.038372570766990736,-0.11454023233063093,0.005579136269309061,0.3735972997307878,0.1859137276574456,0.012174183798847906,0.26720574271840064,0.1335974145602647,0.02663276029420697,0.08139286143816979,,,,-0.14434383198205444,0.04782440893163141,0.003360419726769545,0.8996791537834484,0.17398099636450995,1.0782956278676428e-09
31,TPM3,-0.08981334566040547,0.16133934462751953,1.4980082118305127e-05,0.21806829063260794,0.2717680490905861,0.038372570766990736,-0.11454023233063093,0.005579136269309061,0.3735972997307878,0.1859137276574456,0.012174183798847906,0.26720574271840064,0.1335974145602647,0.02663276029420697,0.08139286143816979,,,,-0.14434383198205444,0.04782440893163141,0.003360419726769545,0.8996791537834484,0.17398099636450995,1.0782956278676428e-09
32,TPM3,-0.08981334566040547,0.16133934462751953,1.4980082118305127e-05,0.21806829063260794,0.2717680490905861,0.038372570766990736,-0.11454023233063093,0.005579136269309061,0.3735972997307878,0.1859137276574456,0.012174183798847906,0.26720574271840064,0.1335974145602647,0.02663276029420697,0.08139286143816979,,,,-0.14434383198205444,0.04782440893163141,0.003360419726769545,0.8996791537834484,0.17398099636450995,1.0782956278676428e-09
33,SHC1,-0.1303681089093668,0.1580355974686752,1.8660877555703734e-05,0.16007040033412878,0.5420935020376981,0.03726614348228733,-0.053580262918200616,0.017913316160553618,0.1097552862989663,0.20255785040531776,0.08920809230291685,0.002180195369286301,0.035650519999414064,0.008264281133071797,0.3339274515348424,,,,0.017624881628139348,0.004623203996740299,0.36715881089073454,0.1191830486115721,0.057477829589364676,0.0006908236662640214
34,PPP1R12A,-0.05654103487811074,0.15789273335606602,1.8838741464671428e-05,-0.00410695065656676,0.00012745798545552814,0.8758466076449343,-0.0034611581360300962,7.903990192334799e-06,0.9733214179294208,0.26490385341377365,0.08317869293906162,0.0031334065285608236,0.07817263297734753,0.038938510751466725,0.03453014507649182,,,,-0.02829927260293713,0.01874728592395898,0.06838321028106975,0.8638604458246001,0.22403557666240456,2.155037222289178e-12
35,TEAD1,0.16068235315846902,0.15505811295589078,2.27346171692142e-05,0.05474936767595202,0.017941672037534384,0.12426869061248612,0.02519265418597675,0.0005143123994645326,0.7873107707594755,0.03222092473729908,0.0013269446417868544,0.7148832601899808,,,,,,,-0.025041502839775413,0.001400127567677631,0.6595629747322997,,,
36,REL,-0.0921356098032471,0.15383803675953442,2.4646940589403782e-05,0.2651300674728363,0.34484415650050904,2.2690347976984076e-19,-0.13489997374313314,0.06671351837662329,0.0017739652621866875,-0.03751502947217357,0.0021576742668471954,0.6412712460190675,-0.10395988178280867,0.04972730632326114,0.0165981641208583,,,,0.1946495183597803,0.2279017952283296,1.610524611152615e-11,-0.023583039179481197,0.001374657365346041,0.6212099873094371
37,MAP3K4,-0.07433458155201687,0.15322395743824185,2.5668639734664815e-05,0.08718511667014057,0.08114640070793089,5.679270684852722e-05,0.02123777726656153,0.002986551823731576,0.5153285248503989,0.14512123639517993,0.03417910044993253,0.06154813739531334,0.01820557109738533,0.0028690762243853115,0.5696678783737005,,,,0.16143653133706207,0.18570143388917446,1.918700971755022e-09,0.30380520555757784,0.08272608185959485,0.009224401312388024
38,TRIM28,0.14653545876837407,0.15068109580062974,3.0363318856729134e-05,0.04786805691866152,0.036073525953858994,0.007989439948445972,0.059356465529168616,0.010852519261140944,0.21401751995450974,-0.4356762080651669,0.1549270357167832,3.9013553836363314e-05,-0.13907295445330134,0.08963577879952715,0.001152237961524306,,,,0.039405665593036224,0.017438043113561882,0.07890079535135902,-0.7355460494729982,0.336999661640997,3.853957212147429e-19
39,RAPGEF1,-0.05702924943533394,0.15064333986414782,3.043905335249298e-05,0.33501308350076764,0.5410586937639897,2.629717725764964e-34,-0.07534669721286379,0.02394628810842645,0.0640347023710762,-0.06443210883503467,0.007365742503119238,0.3886989046342851,0.0423470973115362,0.014632282460762772,0.19783039803218275,,,,-0.015014894305076625,0.0020432365662098784,0.5490863470686689,0.3005121942941898,0.13708359508798548,6.709583984635645e-07
40,PSAT1,0.15777714980617288,0.14751239404203048,3.741355695229833e-05,-1.646015076935488,0.6638567675847169,2.4768526358674484e-47,-0.604115085383323,0.11447068031086953,3.3593426203992504e-05,-0.2206325228074304,0.014156005873545888,0.23129653131828265,1.0519314454216775,0.3712692831938556,4.973595244978055e-13,,,,0.11824227889823508,0.025224136038488932,0.034220166659799066,-0.2731215793137061,0.028065087254584373,0.01862087359202852
41,COL6A2,-0.2429841563529506,0.145806271519725,4.185567783917588e-05,0.5680919588084832,0.3877338776136022,0.0006806267097940477,0.5293671167058943,0.06640918176921692,0.0018190519974724511,1.24829453687071,0.3176567551145041,5.704739658220529e-10,0.16458075266352185,0.024970642475511062,0.10077748299122703,,,,-0.10301111710738883,0.02366933131385849,0.040329715981404536,1.4310668247959564,0.3370379308568635,3.832116792176474e-19
42,COL6A2,-0.2429841563529506,0.145806271519725,4.185567783917588e-05,0.5680919588084832,0.3877338776136022,0.0006806267097940477,0.5293671167058943,0.06640918176921692,0.0018190519974724511,1.24829453687071,0.3176567551145041,5.704739658220529e-10,0.16458075266352185,0.024970642475511062,0.10077748299122703,,,,-0.10301111710738883,0.02366933131385849,0.040329715981404536,1.4310668247959564,0.3370379308568635,3.832116792176474e-19
43,COL6A2,-0.2429841563529506,0.145806271519725,4.185567783917588e-05,0.5680919588084832,0.3877338776136022,0.0006806267097940477,0.5293671167058943,0.06640918176921692,0.0018190519974724511,1.24829453687071,0.3176567551145041,5.704739658220529e-10,0.16458075266352185,0.024970642475511062,0.10077748299122703,,,,-0.10301111710738883,0.02366933131385849,0.040329715981404536,1.4310668247959564,0.3370379308568635,3.832116792176474e-19
44,COL6A2,-0.2429841563529506,0.145806271519725,4.185567783917588e-05,0.5680919588084832,0.3877338776136022,0.0006806267097940477,0.5293671167058943,0.06640918176921692,0.0018190519974724511,1.24829453687071,0.3176567551145041,5.704739658220529e-10,0.16458075266352185,0.024970642475511062,0.10077748299122703,,,,-0.10301111710738883,0.02366933131385849,0.040329715981404536,1.4310668247959564,0.3370379308568635,3.832116792176474e-19
45,COL6A2,-0.2429841563529506,0.145806271519725,4.185567783917588e-05,0.5680919588084832,0.3877338776136022,0.0006806267097940477,0.5293671167058943,0.06640918176921692,0.0018190519974724511,1.24829453687071,0.3176567551145041,5.704739658220529e-10,0.16458075266352185,0.024970642475511062,0.10077748299122703,,,,-0.10301111710738883,0.02366933131385849,0.040329715981404536,1.4310668247959564,0.3370379308568635,3.832116792176474e-19
46,COL6A2,-0.2429841563529506,0.145806271519725,4.185567783917588e-05,0.5680919588084832,0.3877338776136022,0.0006806267097940477,0.5293671167058943,0.06640918176921692,0.0018190519974724511,1.24829453687071,0.3176567551145041,5.704739658220529e-10,0.16458075266352185,0.024970642475511062,0.10077748299122703,,,,-0.10301111710738883,0.02366933131385849,0.040329715981404536,1.4310668247959564,0.3370379308568635,3.832116792176474e-19
47,COL6A2,-0.2429841563529506,0.145806271519725,4.185567783917588e-05,0.5680919588084832,0.3877338776136022,0.0006806267097940477,0.5293671167058943,0.06640918176921692,0.0018190519974724511,1.24829453687071,0.3176567551145041,5.704739658220529e-10,0.16458075266352185,0.024970642475511062,0.10077748299122703,,,,-0.10301111710738883,0.02366933131385849,0.040329715981404536,1.4310668247959564,0.3370379308568635,3.832116792176474e-19
48,COL6A2,-0.2429841563529506,0.145806271519725,4.185567783917588e-05,0.5680919588084832,0.3877338776136022,0.0006806267097940477,0.5293671167058943,0.06640918176921692,0.0018190519974724511,1.24829453687071,0.3176567551145041,5.704739658220529e-10,0.16458075266352185,0.024970642475511062,0.10077748299122703,,,,-0.10301111710738883,0.02366933131385849,0.040329715981404536,1.4310668247959564,0.3370379308568635,3.832116792176474e-19
49,NOTCH1,0.09120146283974084,0.14422272314714088,4.64427540324205e-05,0.13530248210504686,0.039282765343340485,0.006691799764668888,-0.00518013345560881,8.994267722281861e-05,0.9101761129028249,0.14166233020559402,0.02599818413560467,0.1404252542351871,0.11222284397191998,0.0144691609187477,0.20036707343553067,,,,0.05296052530273908,0.007936869745054856,0.250807329234295,,,
50,RB1,0.15969960259238605,0.14289971206860452,5.065312809933186e-05,0.3629404109410415,0.5574075874991121,7.966328499908582e-36,-0.006821629696056639,7.068265738048341e-05,0.9203363385518586,-0.25201265076247625,0.06177822239662128,0.011354172509584485,-0.10396373717521956,0.040182397619053636,0.03171259456735738,,,,0.23097421335322596,0.15206596711774448,7.425533698878827e-08,-0.5509373901284381,0.19154091713060092,1.2677611984769215e-10
51,PRKACA,-0.10888091311405863,0.14068601825454968,5.8556838088374185e-05,-0.2954404791852015,0.5954770820435437,1.3719055505169963e-39,0.09738277777865112,0.027230326335749646,0.04809738108131723,0.05950744619270725,0.00557605671353893,0.4534675134612558,-0.030648902357356518,0.0020562934638814587,0.6303594384815299,,,,-0.15297726042119225,0.07658345597312452,0.00018444573407517439,0.4029246208846348,0.15562756636451286,9.686201275177582e-09
52,ZEB1,0.1246756781297918,0.14033986928109932,5.989826337660631e-05,0.33947321619390003,0.3924681170349632,1.8427500048929397e-10,0.2181064438615111,0.031396569356174575,0.03362007401164038,0.2203222517663233,0.04655930877916405,0.28975006301572204,0.06583139633994882,0.006969126876409128,0.4113532154739703,,,,-0.11462536281427173,0.04913015833301477,0.004986530248614064,,,
53,TRAF6,0.06937373145367885,0.1381694180851581,6.902898815438798e-05,-0.0038244164305375615,0.0004150791729735575,0.7779701030704559,-0.02289705550707746,0.002274366877978048,0.5702935000733508,0.1877186703881643,0.02419551374070493,0.1166594948942809,0.06320122832331905,0.025788580736599,0.08644616772559857,,,,0.034799882752020665,0.018408212304218758,0.07095562438916303,0.306576210442388,0.10155711002433256,8.305843803545143e-06
54,MET,-0.15716658898123415,0.13764209087052046,7.144734928879852e-05,0.927872891545772,0.7069525602584533,4.5724306749275935e-53,0.2121559821671575,0.04506024158159835,0.0106412052264931,0.16761831780465258,0.01903892114992597,0.2079128358594821,0.7368077872863662,0.20345844117779893,7.889146850149117e-05,0.5927623328910844,0.24585535779305365,1.713630892834361e-14,0.2310775687189481,0.11828961653558699,2.595208584160647e-06,-0.3683667759244637,0.08471404631997817,5.0730542803279995e-05
55,RASSF5,-0.1130964127791962,0.14889240302383194,7.998252297534548e-05,0.5786980361221539,0.4330214882830729,4.2742539150502647e-19,-0.14469052408359664,0.031888764525350256,0.04372069486820065,0.07390371339888052,0.0032478047611218877,0.58535145343383,0.16980492212795734,0.055877773874212736,0.014233741874665647,,,,-0.08120950085074047,0.03865205423230377,0.008532738049644717,0.10118501612440088,0.014947259625925715,0.5435178847948572
56,PGM1,0.0831989650447605,0.1349438147695293,8.519465861736664e-05,0.16058636557182113,0.09248265878533683,1.625696289045904e-05,-0.11071114593243743,0.028199646572999476,0.044232833632376525,0.16904895648858054,0.021002902622281185,0.14412841910557775,0.17808884844426104,0.121450226064193,0.00013521623821976134,,,,-0.21080802682802385,0.05897657932536163,0.0010898371802946767,0.9311812331336214,0.27850390713754025,1.6077824997910217e-15
57,SERPINB2,-0.2444965808344744,0.18272626647953585,8.52436433897453e-05,,,,-0.16188631761937491,0.012264679141390476,0.3071716744835417,0.20240478313780036,0.01089078162439523,0.2941463317006312,0.37086084599217656,0.08858696804190018,0.00902279056260447,,,,-0.09220764438095272,0.005708283019369195,0.31618088992649396,0.4344790662558219,0.08130417598508895,0.2514221042757915
58,YES1,0.08964064854981839,0.13410990922323665,8.994981573870269e-05,-0.4210737560868709,0.4553352371698703,3.94758010247535e-27,0.15179684492596762,0.043574023514450534,0.012045133946606012,0.13354697405979218,0.06175130281075721,0.011372627972272006,0.2984679645965227,0.16741101591902768,5.6204039081526165e-06,,,,0.1928830244175637,0.22690424061578726,1.8081007903410602e-11,0.32917788338827064,0.1621536663392111,4.45857991464749e-09
59,PPP2R3A,-0.10411213358372512,0.14362418345806466,0.00010963206827541696,0.21072141211533174,0.2854188488791235,1.036324463132273e-15,0.07411601348970348,0.009885665316537246,0.2357557733258205,0.264905108625041,0.06676885265759029,0.008405043952863268,0.27534327822894183,0.19903802322075528,5.820667303693647e-07,0.2260580942760773,0.1247709206643878,1.3539558446179022e-07,0.09939037386625918,0.042436658852795066,0.005803301971485392,,,
60,MKNK1,-0.07456355572305433,0.13000508764676105,0.00011746177536874387,0.41323002524977615,0.5111315696579716,2.9524902889814233e-22,-0.12645019284852402,0.06227381645784246,0.002558478433623045,0.2123918558969521,0.05085605755351828,0.048611612573398334,0.1821012067282402,0.18221293776162076,1.96224950045011e-06,,,,-0.005949210232187211,0.00029016045425896093,0.8214515261488258,,,
61,SLIT2,-0.15601651536862468,0.15734661868589214,0.00011888871827826604,-0.9856039998017786,0.6466319421483971,3.3598198544560477e-43,-0.23906415881175516,0.02144654918233198,0.07986041772728074,0.4133848425373976,0.10749404352671013,0.0007227739567031874,0.13597595311351604,0.039933359937473316,0.032257116754494074,,,,-0.15533176092187556,0.039846709783218026,0.017637126212121282,,,
62,GNA12,0.08774803166007952,0.12979408421267255,0.0001190816014786323,-0.21133986754922987,0.3157175662127301,1.541513494635991e-17,0.06237162771429396,0.006175073749713896,0.34916512885574824,0.3904955138611271,0.1446061509085215,7.427777601660339e-05,0.05750909037155615,0.016266761131022246,0.17435581401761993,,,,0.07739220462928803,0.04805462126900732,0.006479353820136551,0.2317491824586681,0.07699631422216249,0.06821021100768694
63,MMP2,0.15425684102373582,0.12917599419870227,0.00012395475344007534,-0.4170039812034486,0.2540719353693828,6.757865044826712e-14,0.1998543296679172,0.01949150405040239,0.0951319822285045,0.2886035943769367,0.02644805379912646,0.10073457697535762,0.25493635438388745,0.0463901360745446,0.02079408111141357,,,,0.10843842242039327,0.024339419345114268,0.0375684675166234,-0.031737720143735736,0.0006180719833289568,0.7287607073877439
64,COL1A1,-0.3363249645694376,0.1289364891564015,0.00012589562806210043,0.5546141666795646,0.20523401402970892,3.2983092621251905e-11,1.2456030357858066,0.20335079016492735,1.4117649718912137e-08,1.9055077957236068,0.3282886149084162,2.5413230732360665e-10,0.17210384978323442,0.016546583506939234,0.17066486312873386,,,,0.2143815822026731,0.060363812885673426,0.000947586674056435,1.7539151240074857,0.2831645214452106,8.4787767808243475e-16
65,ITGB8,0.13683942016486164,0.12811350087498166,0.0001327967732366868,0.008823930267690723,7.125166043753486e-05,0.9070084152637928,0.4083748684631264,0.09681168885348612,0.00014712515963834983,0.015232826805064653,0.0001263365884194178,0.9102807235955064,0.3406350935712919,0.0735496955301229,0.01314010307711313,,,,0.430239599139906,0.2501916597207067,1.1695623394835685e-12,,,
66,AJUBA,0.09685858409988887,0.1275147867539458,0.0001380511147290718,0.22534696604885185,0.17135718773921674,5.45707976090176e-07,-0.07364314953125135,0.01337539373847639,0.1674741352638315,0.2099257975991089,0.021646715805289516,0.1380614511133542,0.10085286931822868,0.0178712636183921,0.15434924190562355,,,,0.16749972247904768,0.05833675203876688,0.0011624661544890164,,,
