,Comparison,Correlation,P_value,Cancer Type
36228,SYNPO2_phosphoproteomics_S729S737,-0.6376021347139852,0.00011431016489206652,Lscc
16600,JCAD_phosphoproteomics_S255,-0.3795052078438299,0.00011624036087376155,Lscc
8947,DCTN1_phosphoproteomics_S351,0.6054917895352354,0.0001162422224245837,Lscc
6997,CFL1_phosphoproteomics_Y140,0.41023735833861363,0.00011727494638407221,Lscc
7588,CLIC5_phosphoproteomics_S235,0.6939613885278667,0.00011931766807994032,Lscc
8251,CRYBG1_phosphoproteomics_S484,0.3791717409762603,0.00012811758879916212,Lscc
36242,SYNPO2_phosphoproteomics_T601S604,-0.4323103136269851,0.00013376318666678556,Lscc
15859,IL1RAP_phosphoproteomics_S555,0.37597577103059887,0.00013608006203085263,Lscc
36243,SYNPO2_phosphoproteomics_T626,-0.4184298988562075,0.0001376827492099156,Lscc
12404,FAT2_phosphoproteomics_S4258,0.3759097020765586,0.00014797665333497672,Lscc
37434,TIMM8A_phosphoproteomics_S94,-0.5468501190893157,0.00014807969320923805,Lscc
31827,SCN7A_phosphoproteomics_S905S906,-0.416350388708282,0.00014979058623579348,Lscc
1312,AKAP12_phosphoproteomics_T21,-0.42625346111626206,0.00015267276180111353,Lscc
20163,MARCKS_phosphoproteomics_N32N42S46,0.3722111741167999,0.00016067044302410256,Lscc
26847,PLEKHM2_phosphoproteomics_S353S357,-0.644417346165086,0.00016136906394800617,Lscc
13448,GAB1_phosphoproteomics_Y689,0.371946887300869,0.00016254274312969285,Lscc
17583,KIRREL2_phosphoproteomics_S208,0.3716805709273535,0.000164449841252789,Lscc
27885,PRKCD_phosphoproteomics_M346Y353,0.47496497725033815,0.00016505258893315843,Lscc
32466,SH2D3A_phosphoproteomics_S125,0.370930383863597,0.00016993390160348977,Lscc
12826,FLNA_phosphoproteomics_S2053,0.642406186533799,0.00017174466528358716,Lscc
6312,CDC42EP1_phosphoproteomics_S101,0.3898202824956235,0.00017388774206908794,Lscc
16770,KANK2_phosphoproteomics_S478,-0.4007087678599905,0.00017413808689210395,Lscc
41728,ZDHHC5_phosphoproteomics_S621,0.38884576135517707,0.00018110537319103283,Lscc
20341,MAST3_phosphoproteomics_S85,-0.37855548125134275,0.00018290144184335752,Lscc
24458,OTUD7B_phosphoproteomics_S745,-0.4210662004931997,0.00018715471165834361,Lscc
23876,NSUN2_phosphoproteomics_T453,-0.5564334180160894,0.00019268731719840467,Lscc
18587,LIMCH1_phosphoproteomics_S10S14,-0.528031869483792,0.00019309673214552983,Lscc
8442,CTNND1_phosphoproteomics_S252,0.366961572200877,0.00020187189198048034,Lscc
8447,CTNND1_phosphoproteomics_S300,0.6371028697547445,0.00020199205662261926,Lscc
11391,EPS15L1_phosphoproteomics_S241S244S246,-0.595518714627782,0.00020277857448609496,Lscc
30833,ROCK1_phosphoproteomics_T237,0.5065754344174853,0.00020400274535957235,Lscc
26800,PLEKHG3_phosphoproteomics_S640,0.4355572927198673,0.00020539894263003382,Lscc
16790,KANK3_phosphoproteomics_S293,0.37379954443955205,0.0002063558124692548,Lscc
10551,EGFR_phosphoproteomics_M1007S1026,0.5467710198170723,0.0002166181918716922,Lscc
11601,ESAM_phosphoproteomics_S388,0.4300752974655844,0.00022582826507264438,Lscc
23354,NHSL1_phosphoproteomics_S1384,-0.44790467398653344,0.00023234904752438568,Lscc
31283,RTKN_phosphoproteomics_S543,0.3636457188635357,0.00023271805078488905,Lscc
1304,AKAP12_phosphoproteomics_S806,-0.3629537424113879,0.00023968091946554104,Lscc
25583,PEAK1_phosphoproteomics_T813,-0.5013103391545783,0.0002433274892143486,Lscc
33122,SLC12A7_phosphoproteomics_T980,0.5260318483516219,0.0002451327050749356,Lscc
42200,ZNF34_phosphoproteomics_S113,-0.3803588160073377,0.00025671470707680803,Lscc
16358,ITGB4_phosphoproteomics_T1797,0.37929160969042564,0.00026804927140883873,Lscc
2400,ARHGAP21_phosphoproteomics_S682,0.46063387176979953,0.00027416819264513604,Lscc
19471,MAGT1_phosphoproteomics_N287S293T301T312M326,-0.5222568932313036,0.0002766180510422341,Lscc
1251,AKAP12_phosphoproteomics_S1226,-0.36699894177525494,0.0002963553473335404,Lscc
37855,TMEM237_phosphoproteomics_S49,0.623778002074997,0.00029971980846402727,Lscc
18639,LIMCH1_phosphoproteomics_T702,-0.36666473628452123,0.0003004404571896302,Lscc
41074,WWTR1_phosphoproteomics_S90,0.4579101640232736,0.0003011755476722827,Lscc
11585,ERO1A_phosphoproteomics_S106,0.36579487045973724,0.00031131748501289267,Lscc
17212,KIAA1211_phosphoproteomics_S873S874,-0.3655257833432983,0.0003147549278268136,Lscc
1053,AHNAK_phosphoproteomics_S5762,0.3632352704621276,0.00032030552689923345,Lscc
14168,GPRC5C_phosphoproteomics_M446S448,0.4383624267963502,0.00032637252747321437,Lscc
28008,PROM2_phosphoproteomics_S818,0.3547157301074244,0.00033873117110366774,Lscc
18320,LASP1_phosphoproteomics_S150,-0.5442979069256704,0.0003410168615180689,Lscc
11247,EPB41L2_phosphoproteomics_S828,-0.3633584133259554,0.0003437426183212195,Lscc
28398,PSIP1_phosphoproteomics_T272S273S275,-0.35405632052744135,0.0003481010389879748,Lscc
21321,MLLT6_phosphoproteomics_S191M205,-0.35348189098088234,0.00035645722530111904,Lscc
16429,ITPRID2_phosphoproteomics_S425S427,0.3618974638618574,0.0003646466432353698,Lscc
26782,PLEKHG3_phosphoproteomics_S1000,0.5133653603214571,0.0003656742933646897,Lscc
41716,ZDHHC5_phosphoproteomics_S409,0.3711014212892905,0.0003716205479762586,Lscc
2758,ARHGEF12_phosphoproteomics_T764,0.39218412787814794,0.0003835546805362531,Lscc
25165,PCNP_phosphoproteomics_S87,-0.3605917963441199,0.0003843113027826607,Lscc
3741,BAG6_phosphoproteomics_T1053,-0.37003670817802803,0.00038750023289382574,Lscc
26528,PLCG1_phosphoproteomics_Y783,0.48682808360846636,0.0003894816545467109,Lscc
16623,JCAD_phosphoproteomics_S901,-0.35983662621195617,0.0003961251002808026,Lscc
18554,LIMA1_phosphoproteomics_S362,0.3498585110173069,0.00041356561160483624,Lscc
7964,COL17A1_phosphoproteomics_S85S93,0.37849150915774155,0.0004184806712201506,Lscc
37869,TMEM40_phosphoproteomics_S137,0.34933669387587474,0.0004224500827232318,Lscc
38443,TNS4_phosphoproteomics_S350,0.3578093654409461,0.00042950877250886395,Lscc
32128,SEPT4_phosphoproteomics_S107,-0.3575435185883935,0.0004340731508633704,Lscc
22451,NBAS_phosphoproteomics_S1937,-0.35706371632812656,0.00044242383969899155,Lscc
18048,KRT6A_phosphoproteomics_S22,0.347778053769453,0.00045004244862046066,Lscc
17277,KIAA1217_phosphoproteomics_Y244,0.3765727213457511,0.0004501092377417691,Lscc
36015,SYDE2_phosphoproteomics_S626,-0.4857664140353194,0.00046527331484892416,Lscc
28717,PTPRB_phosphoproteomics_S1169,0.608165505467641,0.00046543105223256044,Lscc
21982,MYH10_phosphoproteomics_T763,-0.5336306969350472,0.0004681566109240303,Lscc
27697,PRAG1_phosphoproteomics_S745,0.4274590328362692,0.00047546748457601753,Lscc
31396,S100A11_phosphoproteomics_S5,0.34597170163328544,0.0004840857267603072,Lscc
12841,FLNA_phosphoproteomics_S2352,-0.4087317180509892,0.0004888711408763484,Lscc
40381,VDAC1_phosphoproteomics_S57,0.41133626933761225,0.0004927047672490125,Lscc
14171,GPRC5C_phosphoproteomics_S428,0.34501576115712335,0.000503043346587581,Lscc
16717,JUN_phosphoproteomics_T239S243,0.38484614135869183,0.0005032675238835762,Lscc
15543,HTATSF1_phosphoproteomics_S481,-0.44127091786060957,0.0005258154281384997,Lscc
32468,SH2D3A_phosphoproteomics_S180,0.343455826762871,0.0005354469343435481,Lscc
7833,CNP_phosphoproteomics_S170,0.3433830153997915,0.0005370051507774631,Lscc
22078,MYLK_phosphoproteomics_T335,-0.3830541520679565,0.0005372734587849446,Lscc
1132,AHNAK2_phosphoproteomics_S294,0.34311253313892615,0.0005428301544031423,Lscc
27447,PPP1R12B_phosphoproteomics_S900,-0.35175961866995853,0.0005450853563796953,Lscc
1289,AKAP12_phosphoproteomics_S612,-0.34266260356067285,0.0005526481423819149,Lscc
8864,DCAF8_phosphoproteomics_S129S130,0.3822754916438005,0.0005526933369000672,Lscc
18013,KRT19_phosphoproteomics_Y391,0.4393276393674528,0.0005601487271447655,Lscc
24380,OSBPL3_phosphoproteomics_S416,0.4047584976582401,0.0005613313117363054,Lscc
2239,ARFGAP3_phosphoproteomics_S457,0.6010119421201549,0.0005651392089106278,Lscc
33138,SLC16A3_phosphoproteomics_S464,0.34193123026302,0.000568955495800663,Lscc
6632,CENPC_phosphoproteomics_S528,-0.36990278540872157,0.0005778497183189521,Lscc
9558,DLG5_phosphoproteomics_S1209,0.37868865256062834,0.0005788788415503186,Lscc
39422,TTYH2_phosphoproteomics_S504,-0.35901099957134686,0.0005926965304831314,Lscc
23692,NOTCH3_phosphoproteomics_S2032,0.39243859341453435,0.0005947734140158728,Lscc
37124,TESK1_phosphoproteomics_S357,0.40301273359861656,0.0005961557382884132,Lscc
1924,ANXA2_phosphoproteomics_S221,0.34927343921721504,0.0006003507650163387,Lscc
12906,FLNC_phosphoproteomics_S1624,-0.41732108862290174,0.0006019404143923326,Lscc
23977,NUFIP2_phosphoproteomics_S629,0.3400361369789803,0.0006132832912177351,Lscc
25358,PDLIM1_phosphoproteomics_Y321,0.5237490926372642,0.0006221152557912119,Lscc
23960,NUDT9_phosphoproteomics_S121,0.39095308098881276,0.0006265713666864113,Lscc
9922,DOCK6_phosphoproteomics_S880S884,-0.33915509302960806,0.0006349499020338043,Lscc
21581,MRVI1_phosphoproteomics_S489,-0.347816051789551,0.0006350850625092381,Lscc
9341,DGCR2_phosphoproteomics_S545,0.4755774576345731,0.0006351564841724512,Lscc
28389,PSIP1_phosphoproteomics_S206,-0.3391022625286659,0.0006362711146740383,Lscc
21504,MPRIP_phosphoproteomics_S619,-0.3388526450630106,0.0006425477838610145,Lscc
27900,PRKCD_phosphoproteomics_Y332,0.34722546792283127,0.0006496766482680729,Lscc
17116,KIAA0232_phosphoproteomics_S712,-0.35638390997608654,0.0006544022712536401,Lscc
35849,SUCO_phosphoproteomics_S1254,0.41473540727330666,0.0006560121470484899,Lscc
17819,KMT2D_phosphoproteomics_T4682,0.3461411311264945,0.000677268205939961,Lscc
36222,SYNPO2_phosphoproteomics_S675,-0.35539551116241364,0.0006790985118773069,Lscc
37155,TEX2_phosphoproteomics_S270,0.4296803445424788,0.0006832549758665071,Lscc
2873,ARHGEF25_phosphoproteomics_S595,-0.3550042048464256,0.0006891087036360802,Lscc
36217,SYNPO2_phosphoproteomics_S604,-0.33686279355713383,0.0006946464526779989,Lscc
10283,DUSP16_phosphoproteomics_S446,0.5197932543797058,0.0006954380801359521,Lscc
37830,TMEM184B_phosphoproteomics_S402S403,0.4677283314702152,0.0007022160019607434,Lscc
34107,SORBS2_phosphoproteomics_S436T447,-0.39814106509497577,0.0007039798536272328,Lscc
37654,TLN1_phosphoproteomics_S1094,-0.3643519945839839,0.0007085285611604878,Lscc
18418,LDB3_phosphoproteomics_N114S121,-0.3431471112591614,0.0007096038539823765,Lscc
39135,TRIP4_phosphoproteomics_S276,-0.4281721637869464,0.000717004048406005,Lscc
16344,ITGB4_phosphoproteomics_S1084,0.36392426635718156,0.0007196394301855348,Lscc
10381,E2F4_phosphoproteomics_S240S244,0.36391134858130675,0.0007199774457524372,Lscc
27470,PPP1R13L_phosphoproteomics_S113,0.4001841372207151,0.0007214182641662586,Lscc
30786,RNF31_phosphoproteomics_S383,-0.5182385035997067,0.000726299753062217,Lscc
12400,FAT1_phosphoproteomics_S4473,0.4955630817061524,0.0007275681406596244,Lscc
24989,PBRM1_phosphoproteomics_S501S502S505,-0.3743614447735439,0.0007339709839963635,Lscc
15693,IFI16_phosphoproteomics_S153M159M163S166S168,0.34403151271325455,0.000734039891986022,Lscc
6543,CDKL5_phosphoproteomics_S529,0.36326753802346845,0.0007370083349462324,Lscc
6399,CDH1_phosphoproteomics_S793,0.3531964857771895,0.0007371247839000507,Lscc
28007,PROM2_phosphoproteomics_S817S818,0.3438348897270365,0.0007395466790508215,Lscc
11586,ERO1A_phosphoproteomics_S121,0.4491359004973283,0.0007422691364335695,Lscc
21803,MTSS1_phosphoproteomics_T262S266,0.34365115582223904,0.0007447265575214614,Lscc
38096,TNKS1BP1_phosphoproteomics_S1545S1554,0.3880568035831726,0.0007566890486455411,Lscc
28317,PRRG4_phosphoproteomics_S38,0.5493781238731729,0.0007651613239963865,Lscc
37435,TIMM8A_phosphoproteomics_S96,-0.3729512337750477,0.0007714505332440121,Lscc
10268,DUOX1_phosphoproteomics_S955,0.3519516106466671,0.0007719448607079136,Lscc
11305,EPHA2_phosphoproteomics_Y575,0.4477888665850639,0.0007734447156953387,Lscc
21460,MPIG6B_phosphoproteomics_T227,-0.4252564909969871,0.0007865539168381137,Lscc
11230,EPB41L2_phosphoproteomics_S529,-0.35906055202828857,0.0007961558598235785,Lscc
17317,KIAA1522_phosphoproteomics_S728S732,0.3417607439626448,0.0007999788645501911,Lscc
34131,SORBS3_phosphoproteomics_S544S545,-0.341599701131503,0.000804854520132044,Lscc
17303,KIAA1522_phosphoproteomics_S400,0.34157391155375305,0.0008056378269680005,Lscc
22880,NECTIN2_phosphoproteomics_S520,0.3692081083093792,0.000812718946692646,Lscc
21067,MICALL1_phosphoproteomics_S578,0.33211074012915365,0.0008350633387448876,Lscc
2636,ARHGAP5_phosphoproteomics_S1218,0.3320899293714663,0.0008357315230900354,Lscc
27135,POLR2A_phosphoproteomics_T1894,-0.34047381216418404,0.0008397059565714126,Lscc
36809,TBC1D9_phosphoproteomics_S471,-0.48524545626861426,0.0008421587317207726,Lscc
16579,JCAD_phosphoproteomics_S1117,-0.3348781276042384,0.0008530491786414497,Lscc
36246,SYNPO2_phosphoproteomics_T821,-0.3314453698367176,0.0008566700451949022,Lscc
26807,PLEKHG3_phosphoproteomics_S76,0.3398319506798261,0.0008601851592103045,Lscc
13806,GJA5_phosphoproteomics_T262,-0.33613831244549613,0.0008673307501481112,Lscc
1260,AKAP12_phosphoproteomics_S1628,-0.5445808554385722,0.0008689973943772716,Lscc
25784,PHB2_phosphoproteomics_S291,0.3918276291591418,0.0008699890332069083,Lscc
13297,FSCN1_phosphoproteomics_S38,0.33101989508161156,0.0008707527616534211,Lscc
10048,DPF2_phosphoproteomics_S94,-0.4030517125044954,0.0008719987419323389,Lscc
25439,PDLIM7_phosphoproteomics_S110,-0.42156758480331635,0.0008832570547664413,Lscc
23538,NME1-NME2_phosphoproteomics_S235,0.39134053153750575,0.0008841649822278144,Lscc
42572,ZNRF1_phosphoproteomics_S123,0.3712196916152599,0.0008880770998930422,Lscc
5713,CBLC_phosphoproteomics_S461,0.4022537412175248,0.0008948433083203526,Lscc
17859,KPNA1_phosphoproteomics_S244,0.34603970663121564,0.0008949272868655244,Lscc
41881,ZFYVE16_phosphoproteomics_S815,0.5745746881757965,0.0008978419456450911,Lscc
26803,PLEKHG3_phosphoproteomics_S643,0.3386776717442287,0.0008981629719804203,Lscc
8166,CRKL_phosphoproteomics_Y207S222,0.4681853920582546,0.0009042546831687624,Lscc
39220,TSC1_phosphoproteomics_S515,-0.32995553375012354,0.0009069119574852097,Lscc
10939,ELF2_phosphoproteomics_S363,0.5428266964831225,0.0009099592608065163,Lscc
14170,GPRC5C_phosphoproteomics_S404,0.3774079805497835,0.0009170523893731492,Lscc
28706,PTPN6_phosphoproteomics_Y536,0.37738260774545884,0.0009178429799868715,Lscc
24578,PAG1_phosphoproteomics_Y227,0.379144465433729,0.0009398731720160249,Lscc
40248,UTRN_phosphoproteomics_T3207,-0.33731671898992066,0.0009449003213581653,Lscc
15493,HSPB1_phosphoproteomics_S135,0.5409325764947199,0.0009560921378930587,Lscc
7829,CNOT4_phosphoproteomics_S429,0.5337033538708926,0.0009608530810018962,Lscc
19351,MACC1_phosphoproteomics_S112S115S116,0.4562833956176563,0.0009837865919173384,Lscc
10067,DPYSL2_phosphoproteomics_S645,-0.45622533429243955,0.0009854416342333144,Lscc
26825,PLEKHH2_phosphoproteomics_S353,-0.3658931684869942,0.0009865397968174701,Lscc
11221,EPB41L2_phosphoproteomics_S15,-0.3636238486103478,0.0009878097826008009,Lscc
31465,SAFB2_phosphoproteomics_S513,-0.32770242617082934,0.0009880141222528597,Lscc
20294,MARVELD3_phosphoproteomics_T409,0.3653316198807989,0.0010057950720538413,Lscc
23265,NFIX_phosphoproteomics_S280M286S288,-0.3544001948073616,0.001012039870289253,Lscc
20943,MFSD6_phosphoproteomics_T10,0.3269440022769565,0.0010167665724917314,Lscc
1164,AHNAK2_phosphoproteomics_S851,0.38962185319222986,0.0010228795435154095,Lscc
36123,SYNM_phosphoproteomics_S1181,-0.3647971011351957,0.001024439562271871,Lscc
42077,ZNF217_phosphoproteomics_S421N431S441S445,-0.499788875926481,0.0010249633655420548,Lscc
35542,STARD7_phosphoproteomics_S235,-0.5380360633500899,0.0010306272614393247,Lscc
39641,UBE2O_phosphoproteomics_S73,-0.576941915910231,0.0010513880490195132,Lscc
25876,PHF2_phosphoproteomics_S929,-0.33409791695338714,0.001064381727286032,Lscc
9604,DMAP1_phosphoproteomics_T409,0.41845330651329543,0.0010797519475610614,Lscc
32702,SHE_phosphoproteomics_S107,-0.3609130584307565,0.001084583836282954,Lscc
37268,TGOLN2_phosphoproteomics_S351,0.3991740012020587,0.001085327609834465,Lscc
13789,GJA1_phosphoproteomics_S282,0.5749864480793574,0.0011034763661167898,Lscc
21357,MLX_phosphoproteomics_S77,-0.4176402793537163,0.001106781023977081,Lscc
31300,RTN3_phosphoproteomics_M123S126,0.5748120048910137,0.0011082304206177151,Lscc
27488,PPP1R13L_phosphoproteomics_S71,0.3327612094552247,0.0011179186901613082,Lscc
39151,TRMT1_phosphoproteomics_S632,-0.43141564680109334,0.0011258345342324756,Lscc
17765,KMT2C_phosphoproteomics_S200,-0.33254450389482426,0.0011268250851215317,Lscc
25250,PDCD4_phosphoproteomics_S71,-0.5020241706010397,0.0011285908999850909,Lscc
20860,MEOX2_phosphoproteomics_S155,-0.33073022342229336,0.0011308173359920843,Lscc
23385,NHSL2_phosphoproteomics_S1151,-0.3572235863796558,0.0011425089816599623,Lscc
18,AAK1_phosphoproteomics_T606,0.3234011355099315,0.0011614431108958945,Lscc
16956,KCTD16_phosphoproteomics_T341,-0.4299652142674576,0.0011750077435039527,Lscc
20942,MFSD6_phosphoproteomics_S733,0.33136064699614926,0.001176629306874918,Lscc
1268,AKAP12_phosphoproteomics_S283,-0.3229698015522551,0.001180280056622745,Lscc
34110,SORBS2_phosphoproteomics_S452S460,-0.3229064063242847,0.0011830719099285168,Lscc
22080,MYLK_phosphoproteomics_T978,-0.3398339574349607,0.0011981383817013498,Lscc
28623,PTPN13_phosphoproteomics_S345S348,0.5319923883872137,0.0012028097312332144,Lscc
27800,PRICKLE2_phosphoproteomics_S642,-0.3957264393669345,0.00120947186459473,Lscc
12325,FAM8A1_phosphoproteomics_S231,-0.5315141500074859,0.0012174558444839252,Lscc
8809,DBN1_phosphoproteomics_S337,-0.4286098359488703,0.0012226902110252537,Lscc
23968,NUFIP2_phosphoproteomics_S212,0.3218522842951195,0.0012303829570883174,Lscc
39612,UBE2E2_phosphoproteomics_S11T14,-0.33011664071290187,0.0012311117264276307,Lscc
5749,CBX5_phosphoproteomics_S97,-0.35709274428434806,0.0012355793644443544,Lscc
4793,C19orf33_phosphoproteomics_S29,0.32152553248394733,0.0012453935685991587,Lscc
2396,ARHGAP21_phosphoproteomics_S612,-0.3279515312599852,0.0012518353421020073,Lscc
17773,KMT2C_phosphoproteomics_S4267,-0.32136001258029884,0.0012530607008583267,Lscc
8241,CRYBG1_phosphoproteomics_S103,0.3295293352267508,0.0012576209721680512,Lscc
11130,EOMES_phosphoproteomics_S665,-0.4313267381336122,0.0012618130521187961,Lscc
7646,CLIP2_phosphoproteomics_S294,0.3291585262371395,0.001274624006219798,Lscc
33681,SMC4_phosphoproteomics_S41,0.32232386567179705,0.0012829949322766333,Lscc
24774,PAPPA_phosphoproteomics_T1414,-0.3694846310053235,0.0012951835659666807,Lscc
40864,WDR55_phosphoproteomics_S14S21,0.4421392529775137,0.0013055507644370256,Lscc
4608,BSDC1_phosphoproteomics_S252,0.43013422071838947,0.001306126168288961,Lscc
32052,SEMA4B_phosphoproteomics_S871,0.31999604936432535,0.0013178933658415436,Lscc
36225,SYNPO2_phosphoproteomics_S712,-0.3788852322992221,0.001325696720402002,Lscc
21799,MTSS1_phosphoproteomics_S294Y305,-0.39264807453766415,0.0013309807584862311,Lscc
26548,PLCH2_phosphoproteomics_S562,0.41124204460224284,0.001341649325871537,Lscc
35510,STAM_phosphoproteomics_S183,-0.49529939709750026,0.0013464949950049647,Lscc
19042,LRIF1_phosphoproteomics_T732,-0.5274166875244107,0.0013495036680507679,Lscc
21738,MTFR1L_phosphoproteomics_S232,0.3782753367356432,0.0013517086653235862,Lscc
29644,RAVER1_phosphoproteomics_Y601,0.368146062034112,0.0013529932096428105,Lscc
14867,HIF1A_phosphoproteomics_M171T173,0.5661810230146819,0.001366880099038159,Lscc
