,Comparison,Correlation,P_value,Cancer Type
43,NOL3_proteomics,0.4959086735293742,3.612607367791957e-08,Kidney
81,USP11_proteomics,-0.4913958893007957,5.008274913079129e-08,Kidney
13,COX7A2L_proteomics,-0.49083705528816024,5.213316860266355e-08,Kidney
58,POLD2_proteomics,0.4803005162975936,1.0962764075667359e-07,Kidney
6,ARPC5L_proteomics,-0.48006052802495525,1.114671601731639e-07,Kidney
24,EMC2_proteomics,-0.47905902424690094,1.1946647882364632e-07,Kidney
71,TCAF2_proteomics,0.47844933987209864,1.246012792468267e-07,Kidney
62,RHOB_proteomics,0.47596236519311785,1.478113078845386e-07,Kidney
10,CFAP36_proteomics,0.47319773673047216,1.7843846820032475e-07,Kidney
77,TRNT1_proteomics,-0.4704782580114704,2.1440488049048293e-07,Kidney
72,TM6SF1_proteomics,-0.6139687480218804,2.3241574701224737e-07,Kidney
34,KIAA1671_proteomics,0.46843251165861954,2.4590712754988433e-07,Kidney
22,EIF4EBP1_proteomics,0.467487293875278,2.6190800667532964e-07,Kidney
47,PDCD5_proteomics,0.4668654289670046,2.7297060049521167e-07,Kidney
75,TMSB10_proteomics,0.46681965249483837,2.7380227882238665e-07,Kidney
73,TMEM243_proteomics,0.5999782499355109,3.2173494610566774e-07,Kidney
64,SEMA4B_proteomics,0.4622726463604424,3.695874873646038e-07,Kidney
66,SEPT9_proteomics,0.46169853748979844,3.837364212786876e-07,Kidney
65,SEPT9_proteomics,0.46169853748979844,3.837364212786876e-07,Kidney
36,LDHA_proteomics,0.4574243924174143,5.064884016686268e-07,Kidney
17,DENND6A_proteomics,-0.45627320875759136,5.454505608018136e-07,Kidney
84,YWHAG_proteomics,0.4506110008257434,7.822788457056202e-07,Kidney
70,SRI_proteomics,0.45054815037449614,7.853877852232792e-07,Kidney
52,PFKP_proteomics,0.4475114417645887,9.5039276980772e-07,Kidney
57,PLEKHA2_proteomics,0.44576260418819735,1.0598316025739392e-06,Kidney
48,PDK1_proteomics,0.44563576753551737,1.0682172263440644e-06,Kidney
1,ADAM9_proteomics,0.4443930552223458,1.1537759456259224e-06,Kidney
4,ANKZF1_proteomics,0.4432515294453041,1.2380621802416253e-06,Kidney
30,GYS1_proteomics,0.4409781052531989,1.423626035728912e-06,Kidney
19,EEF1AKMT1_proteomics,0.43965906042703984,1.543073388681777e-06,Kidney
29,GNAI3_proteomics,0.4392895954120083,1.5781968747042254e-06,Kidney
8,CA9_proteomics,0.4381393311124113,1.6924629922071695e-06,Kidney
35,KIF1BP_proteomics,0.4372581278308557,1.7852580532942818e-06,Kidney
16,CTPS2_proteomics,0.4371423163922751,1.7978059830382685e-06,Kidney
79,UBP1_proteomics,-0.4371052344624067,1.8018413612090937e-06,Kidney
23,EIF6_proteomics,0.4369884268142504,1.8146089162399713e-06,Kidney
80,UQCRB_proteomics,-0.43661881033735117,1.855576545454054e-06,Kidney
21,EIF4A2_proteomics,-0.43636366280180283,1.8843661282486743e-06,Kidney
38,MICALL1_proteomics,-0.43550116886982937,1.9848500199227894e-06,Kidney
26,FAM13A_proteomics,0.4354934389879527,1.985773111501948e-06,Kidney
39,MTR_proteomics,0.4351272310750163,2.029974029159228e-06,Kidney
51,PFKL_proteomics,0.43479765166586304,2.070549053070406e-06,Kidney
37,LPCAT1_proteomics,0.4318754950216019,2.4654635735339732e-06,Kidney
49,PFKFB2_proteomics,-0.43720354616974555,2.786226199621911e-06,Kidney
50,PFKFB2_proteomics,-0.43720354616974555,2.786226199621911e-06,Kidney
41,NDUFS1_proteomics,-0.4286134523222177,2.9901991038899894e-06,Kidney
69,SNX1_proteomics,-0.4281641309950198,3.070258863391999e-06,Kidney
32,INPP4A_proteomics,-0.42712614128024795,3.2630270527601128e-06,Kidney
55,PHLDA3_proteomics,0.4325299757098131,3.651700740714689e-06,Kidney
12,CLASP2_proteomics,-0.43355402844784396,3.837621453894198e-06,Kidney
11,CLASP2_proteomics,-0.43355402844784396,3.837621453894198e-06,Kidney
28,GK_proteomics,-0.42429165721696815,3.8493963064863535e-06,Kidney
42,NDUFS4_proteomics,-0.4240125623607438,3.912231477510481e-06,Kidney
14,CPNE8_proteomics,0.42391219382415285,3.935064375490383e-06,Kidney
27,GGA1_proteomics,-0.4229122060363112,4.169534292817011e-06,Kidney
78,TULP3_proteomics,0.42179368359720393,4.447416785536921e-06,Kidney
0,ABCC3_proteomics,0.421531974365294,4.514914333876223e-06,Kidney
15,CSNK2A1_proteomics,0.4206784789963057,4.741825069118896e-06,Kidney
54,PHKA2_proteomics,0.42011023531521174,4.89882486723436e-06,Kidney
