,Comparison,Correlation,P_value
3813,GPC1_proteomics,0.40775270825304955,9.805197079637915e-06
2710,DSG3_proteomics,0.4077454019992966,9.809141514202573e-06
1590,CDC42BPG_proteomics,0.4070375505582877,1.0198455855171542e-05
7260,PRNP_proteomics,0.4064526389548037,1.0531084701733906e-05
2703,DSC3_proteomics,0.40626226352193134,1.064153283299658e-05
5992,NDRG1_proteomics,0.40538276193746914,1.116608937185643e-05
3493,FRRS1_proteomics,0.4223488762974402,1.2031793333537536e-05
1321,CAPNS2_proteomics,0.40360028900924727,1.2304726118331882e-05
6925,PLCH2_proteomics,0.40351495204170584,1.2361889435598991e-05
4813,KRT14_proteomics,0.4031571605373604,1.2604288331884711e-05
3459,FOSL2_proteomics,0.40285841406196293,1.2810103310100206e-05
4596,JUP_proteomics,0.40233479526762284,1.3178485621319085e-05
4393,IL1RN_proteomics,0.4009858095877312,1.4173969907258208e-05
3739,GNAI1_proteomics,0.3996792360170014,1.5205216614662257e-05
10659,ZNF185_proteomics,0.3991499175769059,1.5642736927957903e-05
2177,CRYBG3_proteomics,0.39910121067756826,1.5683585741669525e-05
1871,CLCA4_proteomics,0.4271409300715915,1.5825545745796063e-05
4566,JAG1_proteomics,0.3981032589546122,1.654293160581357e-05
8355,SERPINB5_proteomics,0.39796788853574605,1.6662851380651835e-05
7620,RASA4_proteomics,-0.3978429624614769,1.6774243154465603e-05
1623,CDK18_proteomics,0.3957100319191914,1.878744999274291e-05
9640,TMTC3_proteomics,0.39546928921803587,1.9028414169567757e-05
9603,TMEM40_proteomics,0.41308496028117314,1.94342703315747e-05
2003,COL17A1_proteomics,0.3950264923237538,1.947921422886923e-05
8122,S100A11_proteomics,0.39435330985579226,2.018381593539185e-05
4560,IVL_proteomics,0.3928568010032339,2.183679697146036e-05
9992,TWF1_proteomics,0.392732424994927,2.1979747801739793e-05
9736,TP73_proteomics,0.392716003504487,2.1998687238032532e-05
10006,TXNDC17_proteomics,0.3920524662533641,2.2776904360417584e-05
1552,CD44_proteomics,0.39196258345366836,2.288428655691305e-05
4589,JPT2_proteomics,0.3915641164888692,2.3366077241722858e-05
2113,CPNE8_proteomics,0.39002130666564405,2.5322721962515733e-05
2478,DEPTOR_proteomics,-0.3892208098297453,2.6397493125702224e-05
8433,SH2D3A_proteomics,0.3973095399611625,2.7098230587141e-05
8351,SERPINB13_proteomics,0.39656846248575206,2.8137893772085034e-05
8126,S100A16_proteomics,0.3878179209727453,2.8384887473865827e-05
9488,TLDC1_proteomics,0.3873336690670437,2.9102859448504623e-05
645,ARHGEF2_proteomics,-0.38709911519044526,2.945670442159636e-05
915,BAIAP2_proteomics,0.38579606249376275,3.1497014924204484e-05
1607,CDH1_proteomics,0.3857244099096886,3.1612961498074886e-05
6911,PLAU_proteomics,0.38566542334481324,3.170871214697367e-05
4812,KRT13_proteomics,0.38423687078725477,3.4112283228936365e-05
7858,RND3_proteomics,0.38346825452368855,3.547506280271344e-05
8305,SEMA4B_proteomics,0.38289631205549873,3.652202989739016e-05
4816,KRT17_proteomics,0.3826411612215764,3.6998364209790806e-05
4702,KIAA1522_proteomics,0.38250445043759923,3.7255972374507934e-05
1074,BSG_proteomics,0.3824863431114357,3.729021817535039e-05
294,AHNAK2_proteomics,0.39067391611873786,3.784131653999788e-05
5271,MARK1_proteomics,0.3813343074500568,3.953061056464862e-05
4814,KRT15_proteomics,0.38076878584235996,4.067591106071604e-05
641,ARHGEF16_proteomics,0.38020937308383873,4.183932317278618e-05
4709,KIDINS220_proteomics,0.3794139082961858,4.354733959642569e-05
6131,NIPSNAP2_proteomics,0.37936715593921533,4.3649727587812734e-05
2709,DSG2_proteomics,0.3793405225531985,4.370815550415195e-05
5983,NCS1_proteomics,0.38755128624710433,4.4172066425699715e-05
9248,TBC1D10A_proteomics,0.3776013892899035,4.768574549057813e-05
4712,KIF13B_proteomics,-0.37729433960009773,4.8422217582563605e-05
1975,CNTN1_proteomics,0.3760240886401819,5.15834036024058e-05
806,ATP2A2_proteomics,0.3749047400635023,5.452785233241564e-05
828,ATP6AP1_proteomics,0.37440762725808596,5.58852176278369e-05
7516,RAB38_proteomics,0.37340668246807684,5.8714569560486814e-05
5016,LOXL4_proteomics,0.3813510598618841,5.977914930071517e-05
2175,CRYBG1_proteomics,0.3729927843025629,5.992315952466308e-05
3100,EXT1_proteomics,0.37208988107792007,6.264069889503594e-05
3658,GGCX_proteomics,0.3713271016311065,6.50256849264903e-05
6979,PLSCR3_proteomics,0.3790801484399998,6.668393820148604e-05
4705,KIAA1671_proteomics,0.37078915493348513,6.675834709598997e-05
9196,TACSTD2_proteomics,0.37046903243811774,6.780976815247934e-05
10131,ULBP2_proteomics,0.36981462022815415,7.00073870028735e-05
1990,COBLL1_proteomics,0.40610404156620816,7.146765590293262e-05
9971,TUBB2B_proteomics,-0.37925158520491875,7.179415363490315e-05
2236,CTNNB1_proteomics,0.36919848300541247,7.213702509098772e-05
4016,HCAR2_proteomics,0.3861973233489545,7.231654549849811e-05
829,ATP6AP2_proteomics,0.36879669742756166,7.355815140661597e-05
6949,PLEKHG3_proteomics,0.3684576070613307,7.477779183511532e-05
7498,RAB21_proteomics,0.36783598296680664,7.70627527846533e-05
10246,VANGL2_proteomics,0.36763731311256154,7.780663828769179e-05
6232,NR1D1_proteomics,0.40408690646317436,7.823445984362448e-05
1919,CLSTN1_proteomics,0.3668129648931993,8.096535465217061e-05
2558,DLG5_proteomics,0.3650603047019515,8.808236032028874e-05
2712,DSP_proteomics,0.36435627328863907,9.110192995089115e-05
2493,DGKA_proteomics,0.36382143883675067,9.3459950390455e-05
1517,CD109_proteomics,0.3628803966246831,9.77473767506122e-05
7365,PTGFRN_proteomics,0.36203015546305894,0.00010177785488423141
4861,LAGE3_proteomics,-0.36181897455615547,0.0001028026378541949
3232,FAM83F_proteomics,0.361436181135258,0.00010468470888370528
660,ARID4A_proteomics,-0.361362666124725,0.00010504980807854839
8125,S100A14_proteomics,0.3612771859811499,0.00010547581950147042
6891,PKP1_proteomics,0.36125931275538037,0.00010556509807733495
7535,RAB7B_proteomics,0.3602322177286273,0.00011081526616122655
329,AKR1B1_proteomics,-0.36004509162937465,0.00011179756177315778
2009,COL22A1_proteomics,0.36771193943682146,0.000113885158257285
4372,IGSF3_proteomics,0.35935626841233925,0.00011548365541059014
331,AKR1B15_proteomics,-0.37554119857388296,0.0001180634870558279
5258,MAPKBP1_proteomics,0.358306277725378,0.0001213204419123774
4815,KRT16_proteomics,0.35814649563355594,0.00012223232388341513
4081,HID1_proteomics,-0.35813361789101894,0.0001223060943398083
7371,PTHLH_proteomics,0.3936630840974031,0.0001237272119740408
8090,RTN4_proteomics,0.37519820458638475,0.00012995631980760515
5201,MANBAL_proteomics,0.39245665806423846,0.00013034113381187485
2824,EFNB1_proteomics,0.3564391912379398,0.00013238179864220992
803,ATP1A1_proteomics,0.3557484633543858,0.00013670615793277688
3377,FHIT_proteomics,-0.3555673724547272,0.00013786140445244875
5097,LSR_proteomics,0.35542766703823625,0.00013875882593609605
1406,CCDC120_proteomics,0.36301498141636745,0.00014125915703310066
4555,ITPRIP_proteomics,0.35469396735345443,0.0001435615948523131
2826,EFR3A_proteomics,0.35452825663930415,0.0001446674857913304
10810,ZNF771_proteomics,-0.3624490994524081,0.00014494073226021484
1573,CD9_proteomics,0.35436994305799735,0.00014573139390095975
2207,CSTA_proteomics,0.354094465310801,0.0001476000099047878
2322,CYP2S1_proteomics,0.3539692503736437,0.00014845669722368934
3777,GOLGA7B_proteomics,0.37005271133171314,0.00015098297310804518
3164,FAM129B_proteomics,0.35320095999548584,0.00015381499473207978
5272,MARK2_proteomics,0.3689268424762138,0.00015871000826817535
5317,MCC_proteomics,0.3522895759281094,0.00016040384748472675
494,ANXA2_proteomics,0.3519658172192271,0.00016280681983447452
7096,POU2F1_proteomics,-0.3507902092521538,0.00017181592653183023
3299,FBXO3_proteomics,0.3506099810597173,0.0001732372621119204
1423,CCDC158_proteomics,0.4655107944708752,0.00017831620469259952
5398,MEMO1_proteomics,0.3498868908183773,0.00017905010381997268
2496,DGKH_proteomics,0.34984564492145576,0.0001793870651129616
4973,LIN7C_proteomics,0.34938851972427243,0.00018316114999619612
9255,TBC1D2_proteomics,0.3490322624372353,0.00018615334127087955
6175,NOCT_proteomics,0.37413280958001993,0.00018777581667212432
293,AHNAK_proteomics,0.35644033964493305,0.00018991803693064628
3545,GABPA_proteomics,-0.3482554186759733,0.00019283578394002816
10496,YKT6_proteomics,0.3481056486414835,0.00019414939647251865
175,ADAM9_proteomics,0.34797969616975155,0.0001952605211118257
3031,ERLIN1_proteomics,0.34774188658405336,0.00019737450322574184
7795,RHBDD3_proteomics,0.3477263952998749,0.00019751294417534728
3085,EXOC6B_proteomics,0.3470103227622894,0.0002040113287040291
7866,RNF126_proteomics,0.34694014229357895,0.00020465876047946608
1559,CD58_proteomics,0.3539456676489166,0.00021213839647311433
2,A2ML1_proteomics,0.34607240175762183,0.00021282266303872648
8809,SOCS2_proteomics,0.478573820103939,0.00021916621818546318
4830,KRT6C_proteomics,0.370368932242534,0.00022039728014625043
1313,CAPN1_proteomics,0.34486743621506233,0.00022465999031499862
3152,FAM117A_proteomics,-0.369341305114109,0.00023017214630348035
6535,PARD6G_proteomics,0.34404714131507047,0.0002330638704065147
9126,SUMF2_proteomics,0.3439604184408954,0.00023396913879007307
7196,PRDM11_proteomics,0.36000162528085233,0.00023423701344109387
542,APEX1_proteomics,-0.3432511681833087,0.000241495766890599
3128,FABP5_proteomics,0.34317045816585023,0.00024236631636225406
10430,WNT7B_proteomics,0.359199944559799,0.00024243767270127196
6867,PITPNB_proteomics,0.34307073213514555,0.00024344598410444158
251,AFAP1L2_proteomics,0.34266210885230797,0.0002479164990578091
6988,PLXNB1_proteomics,0.3424795626322357,0.0002499380639302114
974,BCR_proteomics,0.34242152130338577,0.00025058401582219505
1220,C6orf132_proteomics,0.3421955618213115,0.0002531134889441372
6691,PECAM1_proteomics,-0.34110268916219305,0.0002656841117904313
2355,DAPL1_proteomics,0.3567137597156417,0.0002695861440630689
3344,FERMT1_proteomics,0.34073821992571784,0.00027000304191123105
1332,CARD8_proteomics,-0.3405557945494681,0.00027218904776692295
10266,VDAC2_proteomics,0.3402357486171418,0.00027606372213935775
940,BCAR1_proteomics,0.3398514974185801,0.0002807830126078949
8443,SH3BP5L_proteomics,0.33932526438924915,0.0002873670818808141
171,ADAM17_proteomics,0.33916983282733304,0.0002893389033729391
4315,IFFO2_proteomics,0.3732966991114094,0.00029028081535684456
5880,N4BP1_proteomics,0.3388152435912683,0.0002938841253499706
10553,ZC3H10_proteomics,-0.3831484159354305,0.00029539685101028065
1082,BTBD11_proteomics,0.36277839215376706,0.0003026531638031938
7855,RNASEH2C_proteomics,-0.33801151072450675,0.00030443178097816124
1873,CLCN3_proteomics,0.3380046677906433,0.00030452306490911016
9633,TMPRSS11E_proteomics,0.38156536604151065,0.00031443872547824405
1108,C11orf54_proteomics,-0.3365497109363064,0.00032451621333375746
5023,LPIN1_proteomics,-0.3359175604936668,0.00033357463730221594
8653,SLC9A1_proteomics,0.33574210312647074,0.0003361299009524827
403,ALS2CL_proteomics,0.3429689257688988,0.0003415113654124702
7743,REPIN1_proteomics,-0.33493992564682207,0.0003480439857517952
7374,PTK6_proteomics,0.33481129141971677,0.0003499903236468828
5226,MAP3K4_proteomics,0.33467291522684767,0.0003520952681137121
8805,SNX7_proteomics,0.3345796894379386,0.0003535199709723978
8439,SH3BP1_proteomics,0.33316625345156553,0.00037578205100729676
9735,TP63_proteomics,0.33274580077455607,0.0003826494700188492
6971,PLP2_proteomics,0.340122305794769,0.0003853098349227245
1730,CES2_proteomics,0.332459117629221,0.0003873980873990695
4022,HCN3_proteomics,0.4270048618336561,0.0003891966655288045
7388,PTPN13_proteomics,0.3312362289443438,0.00040827008549851416
9446,THYN1_proteomics,-0.33108828110819444,0.0004108642622208546
2746,DVL3_proteomics,0.33098564207545056,0.0004126728854005531
9028,STARD5_proteomics,0.33051694441838886,0.00042102545657686865
1744,CFAP57_proteomics,0.36384763018611477,0.0004232427942791452
9075,STON2_proteomics,0.3303546129990842,0.00042395443434385617
3073,EVPL_proteomics,0.3303064464829919,0.0004248271143208776
8551,SLC22A23_proteomics,0.4790013143185674,0.0004330410358795104
2788,EDARADD_proteomics,0.3298495570859686,0.00043318765796234414
116,ACOT11_proteomics,0.32880859420499564,0.0004528047274957305
2343,DAB2IP_proteomics,0.32835732837650106,0.00046156019032866854
1289,CALML3_proteomics,0.3280113707503174,0.0004683776364706496
5069,LRRC8A_proteomics,0.3278070025266387,0.000472448314761086
170,ADAM15_proteomics,0.32772850436665285,0.0004740204994852875
9556,TMEM159_proteomics,0.3430651678108463,0.00047549958528646116
4440,INPPL1_proteomics,-0.3269253178922347,0.0004903857424796214
9047,STIM1_proteomics,0.3268010879240292,0.0004929628702545115
3689,GKAP1_proteomics,-0.33419125009952855,0.0004936373019280913
307,AJUBA_proteomics,0.3267445002657511,0.0004941408935262366
5227,MAP3K5_proteomics,0.3264985774460913,0.0004992905587798132
9542,TMEM119_proteomics,-0.3251981740333757,0.0005273508769148234
7148,PPP1R1B_proteomics,-0.37865206868067064,0.000533441056884081
4829,KRT6B_proteomics,0.324734826371394,0.0005376942140802555
6982,PLVAP_proteomics,-0.3246586105211674,0.0005394133256895388
672,ARL4C_proteomics,0.35716687894433574,0.0005487772672761467
8909,SPRR1B_proteomics,0.32414205898044784,0.0005511982888398205
10513,YWHAZ_proteomics,0.32402489207254187,0.0005539041076446858
3201,FAM213A_proteomics,0.3239586720056325,0.0005554387649349635
8685,SMAD3_proteomics,0.32318251843359297,0.0005737196367255905
6468,P4HA1_proteomics,0.3227840739567718,0.0005833173265657779
959,BCL2L13_proteomics,0.32264947580914055,0.0005865926690944426
4027,HDAC5_proteomics,-0.3220167069832898,0.0006022180241188176
4874,LAMC3_proteomics,0.3217002060012661,0.000610176047068846
2165,CROT_proteomics,0.32166743159002864,0.0006110056080783331
5253,MAPK8IP3_proteomics,0.32127002537048605,0.0006211471314686114
2904,ELOVL1_proteomics,0.3204543772016462,0.0006424472517030898
3776,GOLGA7_proteomics,0.3202922307622569,0.0006467605987512771
9573,TMEM189_proteomics,0.3271257076152134,0.0006588971617066348
630,ARHGAP5_proteomics,0.31964406440609516,0.0006642693966786766
5406,METAP1_proteomics,0.31928395035779855,0.0006741838326408301
3893,GSDME_proteomics,0.3190198620349576,0.0006815405541664964
6465,P3H2_proteomics,0.31876402044269003,0.0006887376397852524
3839,GPRC5C_proteomics,0.3257399633098543,0.0006967302518470699
9778,TRAF7_proteomics,0.3184553681305993,0.000697513016046124
10782,ZNF672_proteomics,-0.31838460776401284,0.0006995392049130716
5706,MSMO1_proteomics,0.3182912997984554,0.0007022192779199871
9955,TTLL12_proteomics,0.31821884003441153,0.0007043070166070385
9182,SYTL1_proteomics,0.31778195561330014,0.0007170156742459207
3276,FBLN5_proteomics,-0.31763015608020473,0.0007214803579995268
4526,ITGAV_proteomics,0.3175363683114337,0.0007242515284580422
2610,DNAJC12_proteomics,-0.3945662194048456,0.0007248948270214894
796,ATP11B_proteomics,0.3173220851177458,0.0007306196282563487
5289,MATN2_proteomics,0.3495985724473909,0.00073158119710215
9441,THTPA_proteomics,-0.3172696662906201,0.0007321852055325291
520,AP3B2_proteomics,0.36977439474552687,0.0007359969639909973
3609,GBP6_proteomics,0.3171094854558537,0.0007369883366988367
111,ACKR3_proteomics,0.32418881619153617,0.0007414315427068033
3891,GSDMC_proteomics,0.3808951099249566,0.0007481808370665676
5009,LOC728743_proteomics,-0.3690302484633193,0.000755813758998217
4467,IQGAP2_proteomics,-0.31648149900859157,0.0007560985575574894
995,BIRC2_proteomics,0.3152860553709591,0.0007937360921971958
8581,SLC25A6_proteomics,0.3151506313273511,0.0007981061938416234
5019,LPCAT2_proteomics,0.3148647043148708,0.000807405389727817
5122,LYPD3_proteomics,0.3147774340781368,0.0008102633597374317
5105,LTBR_proteomics,0.314406700213104,0.0008225078030217525
2981,EPHA4_proteomics,0.314405118243268,0.0008225604123766284
8845,SP4_proteomics,-0.31433146494771896,0.0008250132072553996
7409,PTPRK_proteomics,0.31426453347276506,0.0008272479528997575
2889,ELF1_proteomics,-0.3140448183646826,0.0008346229009863211
6583,PCDH7_proteomics,0.320987406411531,0.0008420958402777062
8153,SAMD8_proteomics,0.4041248180745419,0.0008421094526418073
3036,ERO1A_proteomics,0.312916600756604,0.0008734485763704969
9222,TANC2_proteomics,0.3128778728623338,0.0008748101756559214
10039,UBAC2_proteomics,0.31285855235121385,0.000875490173347073
3557,GALM_proteomics,-0.3128014867996633,0.0008775014538589995
8445,SH3GL1_proteomics,0.3127967029463726,0.0008776702529262393
2461,DEGS1_proteomics,0.3126753818061127,0.0008819610233998243
7854,RNASEH2B_proteomics,-0.31253759690191896,0.0008868573160037052
6666,PDLIM1_proteomics,0.3125347679650858,0.0008869581042226705
10428,WNT5A_proteomics,0.31249454162265683,0.0008883924053822498
10653,ZNF143_proteomics,-0.31226673119532544,0.0008965552345469511
7576,RALB_proteomics,0.3121263902635668,0.0009016179445805278
6886,PKM_proteomics,0.3120507462830577,0.0009043575756958455
916,BAIAP2L1_proteomics,0.3118579279111195,0.0009113754060228104
9332,TEC_proteomics,-0.3749679238204444,0.0009177521464830287
4593,JUN_proteomics,0.3112817340818155,0.0009326441570835393
366,ALDOA_proteomics,0.3111494096369018,0.0009375921637292738
1372,CBFA2T3_proteomics,0.3106325844241147,0.0009571483797570391
6917,PLCB3_proteomics,0.310494644273533,0.0009624305206276764
1861,CKMT1A_proteomics,0.31032342157194914,0.0009690241730448256
487,ANP32E_proteomics,-0.30993410820871725,0.00098417011185455
6507,PAK5_proteomics,0.30992570255841323,0.0009844994977164351
9963,TUBA1C_proteomics,0.30981487351474957,0.0009888518933134196
3359,FGD6_proteomics,0.3094376875888326,0.0010037964025313313
1557,CD53_proteomics,-0.3164592732944385,0.0010058708379720631
1811,CHMP4C_proteomics,0.30911462491530894,0.001016760076669427
7435,PUSL1_proteomics,0.4310554505966537,0.0010182127695965721
8321,SEPT1_proteomics,-0.3089888631953839,0.0010218477520107386
2133,CR2_proteomics,-0.3224597793944298,0.0010682042032201173
8451,SH3PXD2A_proteomics,0.30781605442267157,0.0010704243156768772
9177,SYNPO2_proteomics,-0.3077689338150763,0.0010724193034505724
442,ANKLE2_proteomics,0.3075415595882507,0.0010820935969781472
2410,DDAH2_proteomics,-0.3074384236852638,0.0010865079940841841
5730,MT1X_proteomics,0.307275562465969,0.0010935121890781033
1146,C19orf33_proteomics,0.3070587820822813,0.0011028991683982926
2643,DNPH1_proteomics,-0.3066213964070855,0.0011220627692600119
10036,UBA6_proteomics,0.3060965165529223,0.0011454602813244102
314,AK9_proteomics,0.409603854290005,0.001154461566395578
5546,MNT_proteomics,-0.30547887785008176,0.0011735616552151426
9755,TPRG1L_proteomics,0.30537673546288385,0.001178269002221615
4108,HIST2H2AB_proteomics,-0.3047833610317357,0.0012059572214729124
8890,SPINT1_proteomics,0.3047110635740623,0.0012093709811953344
1935,CMIP_proteomics,0.3045555092584422,0.0012167458429985822
6095,NFIB_proteomics,-0.30451670969694455,0.0012185917086592422
9606,TMEM43_proteomics,0.30432564334197293,0.0012277188294821451
6264,NSD1_proteomics,-0.3112339619816268,0.0012306399620329363
8114,RXRA_proteomics,0.3041241864390677,0.00123740968213438
9829,TRIM5_proteomics,0.30382534406501266,0.0012519134809464425
3723,GMEB1_proteomics,-0.3036011093303537,0.0012628977723986615
9540,TMEM110-MUSTN1_proteomics,-0.303534224793987,0.001266191102414378
1882,CLDND1_proteomics,0.3178760371366544,0.0012693640201663964
9632,TMPRSS11D_proteomics,0.36496571675736733,0.001284440438277715
4419,ING1_proteomics,-0.30298129922931427,0.001293717527755109
2999,EPS8L2_proteomics,0.30291821484715276,0.0012968924379097738
1069,BRPF3_proteomics,-0.3027681293496991,0.001304474459644414
9844,TRIP6_proteomics,0.30246418662276187,0.0013199527276373125
10527,ZBTB14_proteomics,-0.3023341893524323,0.0013266237010057416
1056,BRD8_proteomics,-0.3022569797463387,0.0013306003127661241
8083,RTKN_proteomics,0.302254714727457,0.0013307171340906632
2274,CUTA_proteomics,-0.30176175118267645,0.0013563655118539906
3174,FAM160B2_proteomics,0.3014227221704748,0.0013742649006962732
7415,PTPRZ1_proteomics,0.3013255915057146,0.0013794324533269828
4550,ITPKC_proteomics,0.30121934433406095,0.0013851052524093842
8823,SORT1_proteomics,-0.3011223359743038,0.0013903032853615923
9347,TENM4_proteomics,0.3007982957432492,0.0014077952787112278
2352,DAPK1_proteomics,-0.30072818810325963,0.0014116059801464525
3755,GNG12_proteomics,0.3006953396460811,0.0014133946823105686
4554,ITPRID2_proteomics,0.3004710102161229,0.0014256653119591276
7396,PTPN4_proteomics,-0.3405688951656662,0.0014261074029088524
2740,DUSP23_proteomics,-0.3002596713743926,0.0014373138659257972
938,BCAP29_proteomics,0.3001665553999342,0.0014424736213722884
3762,GNL3L_proteomics,-0.2999873365998316,0.0014524519242826908
6957,PLEKHO1_proteomics,-0.29997976985535596,0.0014528745920211667
4692,KIAA1143_proteomics,-0.2999736642037485,0.001453215726637945
2711,DSN1_proteomics,-0.29900756725826455,0.0015081194899846347
6873,PITX1_proteomics,0.29897916778596384,0.001509761580686603
9690,TNRC6C_proteomics,-0.2989255869175417,0.0015128641121626189
4688,KIAA0930_proteomics,0.29885360055165267,0.0015170415064981546
1725,CERS3_proteomics,0.3225695843188655,0.0015202283659049767
4163,HMGN4_proteomics,-0.2985918802292187,0.0015323176623247062
2394,DCTD_proteomics,0.29854128071730046,0.0015352871315469066
988,BICD2_proteomics,0.29835940154471396,0.001546004043645315
808,ATP2B1_proteomics,0.298329835205174,0.0015477525929455506
71,ABI3BP_proteomics,-0.29743986044140724,0.001601233463186682
6672,PDP1_proteomics,0.29712386812263103,0.0016206220894172528
9180,SYPL1_proteomics,0.29701381548309014,0.001627424547243506
