,Comparison,Correlation,P_value,fdr_bh_p_val,Cancer Type
41,HSD17B11_proteomics,-0.4918426646717746,2.3402960541558966e-07,5.963854444673944e-05,GBM
42,SVIL_proteomics,-0.4913031523433264,2.423511222761499e-07,6.032288515631704e-05,GBM
43,SOX9_proteomics,0.4906701048845136,2.524741038548541e-07,6.141432576269325e-05,GBM
44,DOCK10_proteomics,-0.4897150736461749,2.685098314979208e-07,6.386357170049437e-05,GBM
45,MITF_proteomics,-0.5096486438817509,2.892238411102922e-07,6.619683790963951e-05,GBM
46,SH3BP1_proteomics,-0.4884798437640261,2.906896554006407e-07,6.619683790963951e-05,GBM
47,GPHN_proteomics,0.4865991159955391,3.278328525577992e-07,7.28721806487145e-05,GBM
48,DPP6_proteomics,0.4863244796622994,3.3362018609614224e-07,7.28721806487145e-05,GBM
49,ENG_proteomics,-0.4856390335726473,3.484908307567381e-07,7.459794723178737e-05,GBM
50,ST14_proteomics,-0.4846592320611137,3.708446279663333e-07,7.662197730949509e-05,GBM
51,ARHGAP27_proteomics,-0.4844488272181881,3.7581942145057674e-07,7.662197730949509e-05,GBM
52,OSTF1_proteomics,-0.4842980609146354,3.794230400264636e-07,7.662197730949509e-05,GBM
53,APBB1IP_proteomics,-0.4830555483585245,4.1039702836079743e-07,7.98401911156248e-05,GBM
54,PPP2R3A_proteomics,-0.5037773152130771,4.157858052098756e-07,7.98401911156248e-05,GBM
55,COL6A2_proteomics,-0.4827741454334567,4.177380830117714e-07,7.98401911156248e-05,GBM
56,HAAO_proteomics,-0.481973589288038,4.393105507041477e-07,8.176586692694852e-05,GBM
57,CTSZ_proteomics,-0.4817090471537244,4.4666869836978187e-07,8.176586692694852e-05,GBM
58,CSK_proteomics,-0.481564725075465,4.507321450705375e-07,8.176586692694852e-05,GBM
59,THEMIS2_proteomics,-0.4810653113683931,4.650658810265321e-07,8.296000207711621e-05,GBM
60,NFIA_proteomics,0.4804297800333734,4.839326688475611e-07,8.491035007664669e-05,GBM
61,NIPSNAP2_proteomics,0.4788812086777817,5.329931202626609e-07,9.144414288701263e-05,GBM
62,LANCL2_proteomics,0.4787231306558208,5.382585258228344e-07,9.144414288701263e-05,GBM
63,RNF130_proteomics,-0.4754253341978527,6.600401161969358e-07,0.00010906225221072757,GBM
64,ARHGAP15_proteomics,-0.4748493488654879,6.838276050482958e-07,0.00010906225221072757,GBM
65,CD14_proteomics,-0.4746481984106531,6.923247520802883e-07,0.00010906225221072757,GBM
66,KCND3_proteomics,0.4746196748668135,6.935377402357279e-07,0.00010906225221072757,GBM
67,FCGRT_proteomics,-0.4743710606768027,7.041959501140814e-07,0.00010906225221072757,GBM
68,ABCA1_proteomics,-0.4740946903532618,7.162263363932542e-07,0.00010906225221072757,GBM
69,ZYG11B_proteomics,0.4738725020249037,7.260392455215334e-07,0.00010906225221072757,GBM
70,BCR_proteomics,0.473802830539309,7.29142438563256e-07,0.00010906225221072757,GBM
71,ARMT1_proteomics,-0.4735976201606943,7.383558239359148e-07,0.00010906225221072757,GBM
72,DOCK11_proteomics,-0.473476158513799,7.438610119950587e-07,0.00010906225221072757,GBM
73,PLCG2_proteomics,-0.4724528986019063,7.918099271287726e-07,0.00011452353581161155,GBM
74,GGA2_proteomics,-0.4714654913986547,8.40845681956795e-07,0.00011999428445311436,GBM
75,SYK_proteomics,-0.4708487814463348,8.729179979271179e-07,0.00012025095504716426,GBM
76,GBA_proteomics,-0.4707960576500572,8.75713070820446e-07,0.00012025095504716426,GBM
77,PROCR_proteomics,-0.47078406471315504,8.763500414536871e-07,0.00012025095504716426,GBM
78,UAP1_proteomics,-0.4701864303894616,9.08653735392082e-07,0.00012216647890428257,GBM
79,CTNND2_proteomics,0.4700018930346916,9.188543432270417e-07,0.00012216647890428257,GBM
80,GMIP_proteomics,-0.4698996531247181,9.245524424223942e-07,0.00012216647890428257,GBM
81,APC_proteomics,0.4683330913466173,1.0161593863179835e-06,0.00013263358428977293,GBM
82,ARHGAP24_proteomics,-0.4678576140628673,1.0456226741850344e-06,0.00013483493351569185,GBM
83,CD4_proteomics,-0.467479032996641,1.069658518176667e-06,0.00013629232285767692,GBM
84,NCKAP1L_proteomics,-0.4671625433058982,1.0901529368139768e-06,0.00013647702685706556,GBM
85,ARHGAP30_proteomics,-0.4670639849246152,1.0966106988421598e-06,0.00013647702685706556,GBM
86,PI4K2A_proteomics,-0.4666231050334723,1.1259442531821032e-06,0.00013851702691733392,GBM
87,PIK3CD_proteomics,-0.4662648948315302,1.1503230583396594e-06,0.00013990804197056106,GBM
88,SCRN1_proteomics,0.4659651498233915,1.1711062077486946e-06,0.00014025313898467375,GBM
89,BLOC1S1_proteomics,-0.4658473823629272,1.1793686357676015e-06,0.00014025313898467375,GBM
90,LDLRAP1_proteomics,-0.465400890732669,1.2111980974805808e-06,0.00014245553008060063,GBM
91,NPAS3_proteomics,0.4651766456630772,1.2274892687755456e-06,0.00014246388846860696,GBM
92,FYB1_proteomics,-0.4650349443921815,1.2378904631954076e-06,0.00014246388846860696,GBM
93,RASAL3_proteomics,-0.4645787127341439,1.2719486848179605e-06,0.00014453169687359734,GBM
94,ADAP2_proteomics,-0.4644349187011614,1.2828656641120942e-06,0.00014453169687359734,GBM
95,FAM19A5_proteomics,0.4640521725822081,1.3123580555885118e-06,0.0001463142528017067,GBM
96,PARVG_proteomics,-0.4631967506858821,1.3806093311406378e-06,0.0001523367182597757,GBM
97,DOCK8_proteomics,-0.4629196820492616,1.4034267493707835e-06,0.00015327424998485206,GBM
98,MAN2A1_proteomics,-0.4621881013097853,1.4654022962371955e-06,0.0001584262704709768,GBM
99,REL_proteomics,-0.4611850658076229,1.5545942514295218e-06,0.00016638822273050172,GBM
100,LCP2_proteomics,-0.4608809701320738,1.582634110168639e-06,0.00016650849753803302,GBM
101,CTNNB1_proteomics,0.4608358789852845,1.5868323599812544e-06,0.00016650849753803302,GBM
102,EHBP1L1_proteomics,-0.4600736240604506,1.6594172612743353e-06,0.00017133233501540575,GBM
103,DNAJC21_proteomics,-0.4600181607794885,1.6648194750632718e-06,0.00017133233501540575,GBM
104,ABI3_proteomics,-0.4585684170672143,1.8120722625614602e-06,0.00018471056596376485,GBM
105,RAB3IL1_proteomics,-0.4583886434542359,1.8311677593124092e-06,0.0001847678931852253,GBM
106,AIF1_proteomics,-0.45812400454394603,1.8596242009010608e-06,0.0001847678931852253,GBM
107,MLC1_proteomics,0.4580797432124604,1.864424223489147e-06,0.0001847678931852253,GBM
108,FCGR2A_proteomics,-0.4561475438424893,2.0857650169367127e-06,0.00020480681629608845,GBM
109,PLCB2_proteomics,-0.4539868320636522,2.362634100990606e-06,0.00022988429802638598,GBM
110,TRAF3IP3_proteomics,-0.4537069264726966,2.4009424834709734e-06,0.00023150709369900742,GBM
111,CTSL_proteomics,-0.4530784324156623,2.489108678720406e-06,0.0002378654481102188,GBM
112,INPP5F_proteomics,-0.45233733977324503,2.5970001028285062e-06,0.0002459795761112699,GBM
113,MSR1_proteomics,-0.4518416229187484,2.6716184804940325e-06,0.0002506588317218205,GBM
114,TBXAS1_proteomics,-0.4517004156979906,2.693241675045255e-06,0.0002506588317218205,GBM
115,COL6A3_proteomics,-0.4506960778806665,2.851874186008257e-06,0.000257721735703069,GBM
116,NAIP_proteomics,-0.45059904142645096,2.8676596764713416e-06,0.000257721735703069,GBM
117,OTULINL_proteomics,-0.450567114368572,2.872871454449018e-06,0.000257721735703069,GBM
118,FGD3_proteomics,-0.4505039970948786,2.8832010612871964e-06,0.000257721735703069,GBM
119,COL1A1_proteomics,-0.4504654484371207,2.8895270750601026e-06,0.000257721735703069,GBM
120,RIN2_proteomics,-0.4499853188856706,2.969424942369167e-06,0.0002610042060574146,GBM
121,RGS12_proteomics,0.4498798737719337,2.987249160811488e-06,0.0002610042060574146,GBM
122,GAS2_proteomics,-0.4697398983127423,2.999487745964869e-06,0.0002610042060574146,GBM
123,PHLDB2_proteomics,-0.4490432852775595,3.132287791032836e-06,0.00027036190505987453,GBM
124,TNFAIP8_proteomics,-0.4487992023446223,3.175841313088115e-06,0.00027192823659185673,GBM
125,MYO10_proteomics,0.4474781939588647,3.421652102638465e-06,0.00028945934070622516,GBM
126,FCGR3A_proteomics,-0.44714792640110335,3.485855457407905e-06,0.00028945934070622516,GBM
127,VAV1_proteomics,-0.44714281575333015,3.4868578325968787e-06,0.00028945934070622516,GBM
128,MAN2B1_proteomics,-0.4470946229040094,3.496323507772922e-06,0.00028945934070622516,GBM
129,HEXB_proteomics,-0.4468664074316057,3.5414781316379732e-06,0.00028945934070622516,GBM
130,IL18_proteomics,-0.44685949345758735,3.542854679296972e-06,0.00028945934070622516,GBM
131,LIG4_proteomics,-0.4459812151698548,3.7218825977673714e-06,0.00029866057508575665,GBM
132,B4GALT1_proteomics,-0.44594460701449457,3.729527011232262e-06,0.00029866057508575665,GBM
133,GAA_proteomics,-0.4458984482707353,3.7391868692414635e-06,0.00029866057508575665,GBM
134,ST6GAL1_proteomics,-0.4456766956565269,3.7859241266766863e-06,0.00030015367353941163,GBM
135,EMILIN3_proteomics,0.4448454995715303,3.9660608068097495e-06,0.00031023553855196833,GBM
136,TBC1D2B_proteomics,-0.4447880007431165,3.9788163544768615e-06,0.00031023553855196833,GBM
137,RNASET2_proteomics,-0.4446926822173949,4.000047119515243e-06,0.00031023553855196833,GBM
138,ACSL1_proteomics,-0.4430988657917541,4.3712706832383725e-06,0.00033658784260935475,GBM
139,TMX2_proteomics,0.442471215963916,4.526188443300322e-06,0.00034359245912801863,GBM
140,AFAP1L1_proteomics,0.4424701949535215,4.526444617121426e-06,0.00034359245912801863,GBM
141,PTBP3_proteomics,-0.4421726263221297,4.6016907007768496e-06,0.00034684433500291984,GBM
142,HLA-DMB_proteomics,-0.4420053958513874,4.644494274570248e-06,0.0003476225330120655,GBM
143,GPSM3_proteomics,-0.4413199028416614,4.823904368713601e-06,0.00035636965045418616,GBM
144,CTSS_proteomics,-0.4413047063447187,4.827954715113239e-06,0.00035636965045418616,GBM
145,TYROBP_proteomics,-0.43982109140816705,5.239193515315559e-06,0.00038156649596622605,GBM
146,B3GLCT_proteomics,0.4397362703871937,5.263675157589547e-06,0.00038156649596622605,GBM
147,CD300A_proteomics,-0.43969280266112093,5.276262861160558e-06,0.00038156649596622605,GBM
148,ADGRG1_proteomics,0.43904986726272655,5.465793645545528e-06,0.0003900158334257509,GBM
149,NF1_proteomics,0.4390237262660885,5.473633839323637e-06,0.0003900158334257509,GBM
150,PITPNC1_proteomics,0.4389280514887456,5.5024190271221495e-06,0.0003900158334257509,GBM
151,TFRC_proteomics,0.4387652236476279,5.551736418091483e-06,0.0003902649041866292,GBM
152,TPMT_proteomics,-0.4386762540766719,5.578859230174182e-06,0.0003902649041866292,GBM
153,GMFG_proteomics,-0.4382236838709577,5.71877111298457e-06,0.0003970096845292139,GBM
154,TES_proteomics,-0.43812580224901176,5.749462870412796e-06,0.0003970096845292139,GBM
155,STXBP2_proteomics,-0.4378059058846811,5.850855429916688e-06,0.0004014211901692199,GBM
156,FCER1G_proteomics,-0.43757752821444573,5.924268696656898e-06,0.0004038659753073811,GBM
157,ABI2_proteomics,0.43736669249384297,5.992812535471229e-06,0.0004038659753073811,GBM
158,PCDH19_proteomics,0.437345661196642,5.999690747815903e-06,0.0004038659753073811,GBM
159,VAMP8_proteomics,-0.4371798002477917,6.0541961496271024e-06,0.00040498788368411806,GBM
160,ELOVL2_proteomics,0.4369619362258975,6.1264997587705026e-06,0.00040727904918087376,GBM
161,CXXC5_proteomics,0.4368327665975318,6.1697511633964205e-06,0.0004076225105051351,GBM
162,RCSD1_proteomics,-0.4360327950753824,6.4440876197694125e-06,0.0004231353975116075,GBM
163,TRIM9_proteomics,0.4355361097258303,6.6201546004401296e-06,0.0004320458212714068,GBM
164,NEDD4_proteomics,-0.4349245255836749,6.843175520631761e-06,0.0004428009654600602,GBM
165,OTULIN_proteomics,-0.4348584303290468,6.86769693229655e-06,0.0004428009654600602,GBM
166,SLC1A4_proteomics,0.4343277691531323,7.0675927771230725e-06,0.0004512944449998627,GBM
167,ARHGDIB_proteomics,-0.4342854740521416,7.083758456505368e-06,0.0004512944449998627,GBM
168,DOK3_proteomics,-0.4331266451370768,7.5404584984994005e-06,0.0004775474988724205,GBM
169,TPD52L2_proteomics,-0.43283322233579696,7.660418024780941e-06,0.0004822909065837083,GBM
170,SNAPIN_proteomics,-0.4324808050285488,7.806870073885636e-06,0.00048598909089233515,GBM
171,NLGN3_proteomics,0.4324734096342814,7.809971375640629e-06,0.00048598909089233515,GBM
172,CHDH_proteomics,0.4323313546635734,7.869768441636317e-06,0.000486879373588633,GBM
173,AMPD3_proteomics,-0.43196184325911535,8.027335870245036e-06,0.0004937734242484634,GBM
174,PIK3AP1_proteomics,-0.4317342235852393,8.12587010128734e-06,0.0004969782153947338,GBM
175,ARPC1B_proteomics,-0.4314725422377172,8.240555164155397e-06,0.0004997861401183348,GBM
176,TNS3_proteomics,-0.4313928875879236,8.275765998041958e-06,0.0004997861401183348,GBM
177,WDFY4_proteomics,-0.4312759004135461,8.327736122944417e-06,0.0004997861401183348,GBM
178,ARHGAP22_proteomics,-0.43120682776068503,8.358564802502284e-06,0.0004997861401183348,GBM
179,MYO1F_proteomics,-0.4307765840534468,8.553022639297012e-06,0.0005070584604989566,GBM
180,CSPG5_proteomics,0.4307286699443128,8.574939862684398e-06,0.0005070584604989566,GBM
181,YWHAE_proteomics,0.4301541477005727,8.841890125764737e-06,0.0005199711539343954,GBM
182,DUSP23_proteomics,-0.4299489119185799,8.939132882377902e-06,0.0005228171543174353,GBM
183,DOCK2_proteomics,-0.42884069263366176,9.481833678444754e-06,0.0005515438361977945,GBM
184,PGM1_proteomics,0.4282548716357236,9.781083515692746e-06,0.000565875334424105,GBM
185,FHL2_proteomics,-0.4281008737367134,9.861210191731695e-06,0.0005674437240973352,GBM
186,CDKN2C_proteomics,0.42719733165047696,1.0343903942379364e-05,0.0005860091538203678,GBM
187,CTBS_proteomics,-0.4271931207859735,1.034620460811116e-05,0.0005860091538203678,GBM
188,PAWR_proteomics,-0.4271896496512475,1.0348101473610156e-05,0.0005860091538203678,GBM
189,IL16_proteomics,-0.4265713290680917,1.0691259256906133e-05,0.0006022555148771912,GBM
190,DGKZ_proteomics,0.4263280321554888,1.0829194366621506e-05,0.0006036735136249398,GBM
191,UPP1_proteomics,-0.4262618708725739,1.0866992166339388e-05,0.0006036735136249398,GBM
192,ALDH7A1_proteomics,0.4262293120626578,1.0885638431244824e-05,0.0006036735136249398,GBM
193,FCGR2B_proteomics,-0.42602763013464,1.1001812293341296e-05,0.0006047032155735097,GBM
194,HCK_proteomics,-0.4260010610637584,1.1017203310925383e-05,0.0006047032155735097,GBM
195,GAB1_proteomics,0.4258739014606532,1.1091145297688345e-05,0.0006047224559255321,GBM
196,PLAUR_proteomics,-0.4256393559046623,1.1228755975352762e-05,0.0006047224559255321,GBM
197,CLDN10_proteomics,0.42562711333320014,1.1235982711167627e-05,0.0006047224559255321,GBM
198,SERPINB8_proteomics,-0.4256142933763225,1.1243554959280657e-05,0.0006047224559255321,GBM
199,TMED5_proteomics,-0.42530730301280817,1.1426320841761017e-05,0.0006114795598468407,GBM
200,PTPRC_proteomics,-0.42495788600673146,1.1637740899611716e-05,0.0006196952281022097,GBM
201,CPNE2_proteomics,0.4248405049107025,1.1709584962769149e-05,0.0006197765174232832,GBM
202,HGF_proteomics,-0.4438754601660816,1.1755081102207464e-05,0.0006197765174232832,GBM
203,PTPN18_proteomics,-0.4238355954905362,1.2341928674073344e-05,0.0006449551485997643,GBM
204,WIPF1_proteomics,-0.4238181973608884,1.2353153831911771e-05,0.0006449551485997643,GBM
205,BTK_proteomics,-0.4233800315892208,1.2639037545166258e-05,0.0006552046936406375,GBM
206,ARPC3_proteomics,-0.4233302584972303,1.2671902418351113e-05,0.0006552046936406375,GBM
207,NAGA_proteomics,-0.4229703523952185,1.2911945585057975e-05,0.0006644065076772863,GBM
208,AHR_proteomics,-0.4227607316675828,1.305371540938351e-05,0.0006684876364910608,GBM
209,GIMAP1-GIMAP5_proteomics,-0.4226368649588044,1.3138174148339802e-05,0.0006696089424270519,GBM
210,DPYD_proteomics,-0.4222140537304998,1.3430350019199409e-05,0.0006812560959975892,GBM
211,SULF1_proteomics,-0.4410860997763089,1.3531927358667576e-05,0.0006831708420746182,GBM
212,EDNRB_proteomics,0.4217204154726886,1.3779186900256986e-05,0.0006854436107224183,GBM
213,SLC6A9_proteomics,0.4215702800908227,1.3886957899363873e-05,0.0006854436107224183,GBM
214,TLR7_proteomics,-0.4214657674336453,1.3962446363579873e-05,0.0006854436107224183,GBM
215,NANS_proteomics,-0.4214297954217941,1.3988517585978851e-05,0.0006854436107224183,GBM
216,TCIRG1_proteomics,-0.4214257021892915,1.3991487108177747e-05,0.0006854436107224183,GBM
217,LUZP1_proteomics,-0.4213159483758319,1.4071331355051648e-05,0.0006854436107224183,GBM
218,GIMAP4_proteomics,-0.4212923279613036,1.408857069134712e-05,0.0006854436107224183,GBM
219,STAMBPL1_proteomics,-0.42122833188373415,1.4135377848550253e-05,0.0006854436107224183,GBM
220,CNPY3_proteomics,-0.4211264967824083,1.4210161803128892e-05,0.0006854436107224183,GBM
221,MYO1G_proteomics,-0.4211167115526103,1.4217367240995692e-05,0.0006854436107224183,GBM
222,RASSF1_proteomics,-0.4617734428726475,1.429718265411205e-05,0.0006862006544706784,GBM
223,FPR1_proteomics,-0.42089503362601977,1.4381523534142935e-05,0.0006871671713657671,GBM
224,ALDH3B1_proteomics,-0.4208084927416039,1.4446090062999949e-05,0.0006871844530857265,GBM
225,PTER_proteomics,-0.4203613592944818,1.4784045017849848e-05,0.0006977804877015251,GBM
226,RALGAPA1_proteomics,0.4202735232277472,1.4851299831708444e-05,0.0006977804877015251,GBM
227,NKAIN3_proteomics,0.4222427316581944,1.486442597364736e-05,0.0006977804877015251,GBM
228,LILRB1_proteomics,-0.4197620483657131,1.5248668014794268e-05,0.0007121880501850404,GBM
229,PLBD2_proteomics,-0.4196912845112893,1.5304424137396924e-05,0.0007121880501850404,GBM
230,HEPACAM_proteomics,0.4193243321972752,1.5596633783161414e-05,0.0007199402783136275,GBM
231,KBTBD6_proteomics,0.4193132437143131,1.5605544666800113e-05,0.0007199402783136275,GBM
232,NOVA1_proteomics,0.4189851266128369,1.5871397224504033e-05,0.0007274616450929044,GBM
233,BRI3_proteomics,-0.4189446141231125,1.5904515084718268e-05,0.0007274616450929044,GBM
234,ACSS1_proteomics,0.4186308268749209,1.616323233433789e-05,0.0007361492581890146,GBM
235,SLFN5_proteomics,-0.4184524366691809,1.631206993809093e-05,0.0007397800192685901,GBM
236,FGL2_proteomics,-0.4183446680806845,1.6402607291333347e-05,0.0007407472820216912,GBM
237,COL1A2_proteomics,-0.417762961922836,1.6899498749161662e-05,0.0007599803996314173,GBM
238,RAB11FIP1_proteomics,-0.4365183610279324,1.6994879054332408e-05,0.0007610719268557313,GBM
239,EVI2B_proteomics,-0.4174054665566349,1.721183852452858e-05,0.0007642168364492213,GBM
240,ACSBG1_proteomics,0.417256577986408,1.7343511101268445e-05,0.0007642168364492213,GBM
241,FLNB_proteomics,-0.4172346263709471,1.7363004175076974e-05,0.0007642168364492213,GBM
242,MRC1_proteomics,-0.4171237639253955,1.7461764553572105e-05,0.0007642168364492213,GBM
243,HCLS1_proteomics,-0.4171020146537781,1.748120132479528e-05,0.0007642168364492213,GBM
244,SERPINB2_proteomics,-0.4827558458776459,1.7493518165940318e-05,0.0007642168364492213,GBM
245,BLOC1S5_proteomics,-0.4163216726122936,1.8192148872219885e-05,0.0007904837347795238,GBM
246,FHOD1_proteomics,-0.4162674963657118,1.8242500466275104e-05,0.0007904837347795238,GBM
247,EHD4_proteomics,-0.4156646681960542,1.8811658424303848e-05,0.0008088836270106465,GBM
248,HMGA1_proteomics,-0.4154867251670677,1.898281898136315e-05,0.0008088836270106465,GBM
249,HEXA_proteomics,-0.4154743813952714,1.89947462479845e-05,0.0008088836270106465,GBM
250,SCIN_proteomics,-0.4154529256827804,1.9015494720089385e-05,0.0008088836270106465,GBM
251,FAM49B_proteomics,-0.4154224486799629,1.904500364446257e-05,0.0008088836270106465,GBM
252,HPS5_proteomics,-0.4150805145291152,1.937903260260624e-05,0.0008198173357537334,GBM
253,TRMT1L_proteomics,-0.4149458098301448,1.9512124722899576e-05,0.0008221979169653312,GBM
254,DEF6_proteomics,-0.4148077668451957,1.964940377139965e-05,0.0008239738538221484,GBM
255,HSPBP1_proteomics,0.41456606897323467,1.9891946735873514e-05,0.0008239738538221484,GBM
256,TUT7_proteomics,-0.4145261482995832,1.9932276000834514e-05,0.0008239738538221484,GBM
257,CTSA_proteomics,-0.41451604843654893,1.994249137723584e-05,0.0008239738538221484,GBM
258,NTAN1_proteomics,-0.4143712413352745,2.0089495256397738e-05,0.0008239738538221484,GBM
259,IRF5_proteomics,-0.4331115903040691,2.0100338410017267e-05,0.0008239738538221484,GBM
260,ZBTB47_proteomics,0.4143113269248181,2.015061513101038e-05,0.0008239738538221484,GBM
261,NFKB2_proteomics,-0.41429221012761336,2.0170153200168448e-05,0.0008239738538221484,GBM
262,RHBDF2_proteomics,-0.4141361962652817,2.0330270133856886e-05,0.000827356962899887,GBM
263,EPN2_proteomics,0.4140606955147329,2.0408183528718202e-05,0.0008273817738934505,GBM
264,LRRC25_proteomics,-0.41365897012503294,2.0827473458164813e-05,0.0008388393327051674,GBM
265,MARC1_proteomics,0.41363993108833264,2.0847543912881862e-05,0.0008388393327051674,GBM
266,POU3F3_proteomics,0.4131017596264,2.1422424118784105e-05,0.0008572411707271105,GBM
267,ARHGAP10_proteomics,-0.4130586731656679,2.1469085958435808e-05,0.0008572411707271105,GBM
268,NHS_proteomics,-0.4129886135815363,2.1545162564289705e-05,0.0008572411707271105,GBM
269,ACSL4_proteomics,-0.4126802038742674,2.1883073016425687e-05,0.0008658360759689849,GBM
270,ITGAL_proteomics,-0.41264408258515983,2.1922972679397826e-05,0.0008658360759689849,GBM
271,ITGB1_proteomics,-0.4123638693676748,2.2234820131312855e-05,0.0008749238230347116,GBM
272,WIPF3_proteomics,0.4120990789075213,2.253331831734791e-05,0.0008825530148361985,GBM
273,TYMP_proteomics,-0.41204598504497547,2.2593621046913795e-05,0.0008825530148361985,GBM
274,LRMDA_proteomics,-0.41176039732682457,2.292058657960469e-05,0.0008920692296782145,GBM
275,CTHRC1_proteomics,-0.4116504665307511,2.30476221538142e-05,0.0008937634054792512,GBM
276,ENTPD1_proteomics,-0.4109100759710935,2.3920545698936527e-05,0.0009242657061939263,GBM
277,FBXO17_proteomics,0.4104407031390381,2.448987289488436e-05,0.0009407493869000011,GBM
278,FBP1_proteomics,-0.41041375252678935,2.4522944870139246e-05,0.0009407493869000011,GBM
279,SAMSN1_proteomics,-0.4101538826517691,2.48439925524224e-05,0.0009496616153163462,GBM
280,ZNF185_proteomics,-0.41006583681591496,2.4953655482589105e-05,0.0009504589844489364,GBM
281,P2RX4_proteomics,-0.4099886887798543,2.505011736788865e-05,0.0009507496673351498,GBM
282,FOXP1_proteomics,-0.4522307372496968,2.5396857627420645e-05,0.0009578078139318844,GBM
283,LPXN_proteomics,-0.4096993086044339,2.5415062987634795e-05,0.0009578078139318844,GBM
284,PDGFA_proteomics,0.4129047933502273,2.633332787765381e-05,0.0009889319588579954,GBM
285,RELB_proteomics,-0.4087096386196151,2.670113525660627e-05,0.0009992386386414578,GBM
286,GLB1_proteomics,-0.4085894131018872,2.6861452116292778e-05,0.0010017356167271137,GBM
287,MYOF_proteomics,-0.4084881177494487,2.699722507321451e-05,0.0010033031248563018,GBM
