,Comparison,Correlation_Gbm,P_value_Gbm,Correlation_kidney,P_value_kidney,Correlation_Ovar,P_value_Ovar,Correlation_Brca,P_value_Brca,Correlation_Luad,P_value_Luad,Correlation_hnscc,P_value_hnscc,Correlation_colon,P_value_colon,Correlation_Lscc,P_value_Lscc
21,SEC23IP_proteomics,-0.5144035788843105,5.137602364276023e-08,-0.15281021839796993,0.11099114810260127,0.2298877454814547,0.036554627343928704,-0.2573069982684186,0.0055020382535906215,-0.26661208835537786,0.004870772734459116,-0.22270043873123385,0.019935145642689712,-0.09825311713381513,0.3383374119931762,-0.10056720651505477,0.2958558507931692
22,TOR4A_proteomics,-0.5138471291537452,5.340484729091261e-08,0.10470259114917332,0.2763387945491566,0.03389572509198791,0.7609687059153173,0.08911512570295838,0.4470682723066683,-0.03301410429669255,0.7320553302038282,-0.05480362136822388,0.5713966321625662,-0.0076834697832132565,0.9414095566671336,0.09666073134949037,0.3151087958597845
23,XRN1_proteomics,-0.5116564308207833,6.215974541674247e-08,-0.148404556574611,0.12179554269445543,0.05202704827868465,0.6404160430010409,0.1535613118382554,0.101316259710641,,,-0.08279622124860472,0.3920403380716711,0.17370376615864044,0.08883657072721125,0.032595247796874234,0.7353281940639486
24,PCDH17_proteomics,0.5060447136622968,9.126315836197023e-08,,,,,,,0.0618993251339453,0.5284714367875585,,,,,0.03173482252206924,0.7479273591205323
25,WAS_proteomics,-0.5019180366341212,1.2051684359689666e-07,-0.27981387372305405,0.003070749503077864,-0.09041309487565263,0.4162884463776179,0.1534959798405785,0.1014633894495014,-0.3379086881786271,0.00030580608749053087,-0.5034268684782973,2.4113325017541083e-08,0.2824011479649168,0.0050699254527539215,-0.17795440103795562,0.06289182083469583
26,LRP4_proteomics,0.5008960940270109,1.2903455595560912e-07,-0.006955659101274797,0.9754922246820078,,,,,-0.13609597209171587,0.27213974944979324,-0.052418103627374514,0.7832430643486736,,,0.016890055562014634,0.8642143267690738
27,ARHGAP4_proteomics,-0.4989264348229207,1.470944267430579e-07,-0.09774796984597584,0.30967064430253993,-0.13510880479402726,0.22329031899641466,0.11089845492716197,0.2380379605318611,-0.1972943945119724,0.03883262211717519,-0.4664129768292121,3.1939818346802137e-07,0.1646283257346079,0.1070932364229947,-0.19381922248091002,0.042473240191415816
28,NPC2_proteomics,-0.498790591960705,1.4842485672807221e-07,-0.319133468723472,0.0006783668360179059,-0.18319294190707092,0.09737459732543156,0.2795993233274339,0.0024764008073463913,0.29251983063392983,0.001928339186059513,-0.07305004017430353,0.45032008376904803,0.040840252387118685,0.6912338070282396,-0.013309590298661876,0.8902375468181319
29,IKBKE_proteomics,-0.5197345389973977,1.5256152296365938e-07,0.060433261810288436,0.7383175332663969,0.1282506543801246,0.2478946209799429,0.11997229802757073,0.20155881002524,0.04013914967370348,0.6887508485656911,-0.10581279629939816,0.2997508788790289,,,0.04779095573207225,0.6200402111909423
30,GPRIN3_proteomics,-0.4978363548048215,1.5809856909910795e-07,-0.14275840934377146,0.13680616817103994,0.09973667319328364,0.3849575951091703,-0.10538296544384793,0.26233676088089586,-0.2408571056392249,0.0112542033956579,-0.5445271846593618,7.159621410487706e-08,0.13870417350171274,0.1923080241726149,-0.2102539258502994,0.0274767545420794
31,PPP1R18_proteomics,-0.4972021285670396,1.648569205371532e-07,-0.11696738350377155,0.22362989970891206,-0.03983687733250872,0.7206657864755102,0.3591418178715906,8.092840237916114e-05,-0.08395474849393042,0.3832045619527312,-0.17185523930665847,0.07396091332212221,0.19211067069373786,0.05941063608854678,-0.04611845043484629,0.6323487370311328
32,NEO1_proteomics,0.4969841203020866,1.6724287017663087e-07,0.015362147482286996,0.873441657706802,-0.34596670783825345,0.0013569689091819364,0.16923643258756632,0.07059121489101135,-0.1084138897346247,0.2595768067985528,0.016299115093308062,0.8664125036300333,-0.15803976365139566,0.13242407213479748,0.11682973077011755,0.2241790872593816
33,CTSB_proteomics,-0.4968953119173142,1.682242054480339e-07,-0.2263098922272121,0.01743634524964176,-0.03321076931872504,0.7656587852918936,0.34104789265687063,0.0001915971081969414,-0.2493331222817278,0.008619764294410723,0.2123973624310506,0.026603133243288942,0.09610549076684484,0.3490524928948286,0.1427038238708131,0.13695786019663886
34,EPHB3_proteomics,0.4960189368683785,1.7820656121740215e-07,0.12960495031883484,0.2958776096747939,0.04105419069492696,0.7124970009611747,0.36945002605750177,4.837258904785697e-05,0.3547889384770181,0.00014293133690100493,0.357080046048712,0.00013812831331959716,0.19587924541371154,0.0584799830880171,0.18827431463840527,0.048868953867188716
35,KYNU_proteomics,-0.4955165794395106,1.8418019170073093e-07,-0.22762110447966505,0.01677870118850752,-0.049701723136129236,0.6554433079773206,0.3735752990183355,3.9175064308385043e-05,-0.3413634076774579,0.00026263389272781297,-0.050657580471176834,0.6008912070949132,0.2060172006147828,0.06501086061827903,-0.04396722053376315,0.6483288403049954
36,LRRC75A_proteomics,0.4954021585844763,1.855671837806378e-07,,,,,,,,,,,,,,
37,RGMA_proteomics,0.4950729034600597,1.8961401926600872e-07,,,,,,,,,,,,,,
38,CLIP2_proteomics,0.4932799211035536,2.131667000797299e-07,0.1947265213664974,0.04985331538172167,0.09345042334951452,0.40073839715614135,0.3475684993808784,0.00014128748393897906,-0.06570165870096112,0.4952702986799292,0.013982155118016705,0.8852619447739062,-0.020808099810129016,0.8396812739864453,0.10565790758397407,0.271956172384802
39,STAB1_proteomics,-0.4929776568817793,2.1740173356435914e-07,0.04141480585790412,0.6674978355394847,0.12351160371756767,0.2659468688181716,0.09899339808623014,0.29253500035630353,-0.30056770558688306,0.0014203643325056462,-0.3690812190840141,7.838959755845973e-05,0.08816291265672482,0.3904942516050858,-0.16963490398970016,0.0764467374424294
40,ARHGAP45_proteomics,-0.4925637699560174,2.233306774461418e-07,-0.2862066056706469,0.0024362925626127034,-0.0580097477380947,0.6024238977663449,0.08695292084627082,0.35547000733310496,-0.2275087684629171,0.016834190313942125,-0.4436198247737188,1.3562729523466459e-06,0.23118664356851246,0.02270479628358948,-0.21117464553320295,0.026790628697098976
41,HSD17B11_proteomics,-0.4918426646717746,2.3402960541558966e-07,0.27221811074463764,0.004015103333451849,-0.04860576186145952,0.6625741153665047,0.4816670749023298,5.0440470648095895e-08,-0.2233268324783104,0.01901604263746035,-0.4021456901239445,1.4603890631544925e-05,-0.0021218372551244998,0.9835433751298156,-0.08263465358598687,0.3907554492402665
42,SVIL_proteomics,-0.4913031523433264,2.423511222761499e-07,-0.04262410210087375,0.7165296876667999,0.1988665347388384,0.07149324136787404,0.2852147821475852,0.00200416372842555,0.13645079435160007,0.15519547377506904,0.148025806637859,0.12451553693469836,0.1831000212145372,0.0726286510952841,0.15665422357326525,0.10218710083354303
43,SOX9_proteomics,0.4906701048845136,2.524741038548541e-07,0.006918633426755194,0.9611753301702392,0.0960541038089236,0.38768518966991583,0.2529196282079981,0.006388999919022494,,,0.26295221192847057,0.015042425292093875,-0.006971728163799769,0.9495075354487044,0.07306230515512685,0.5333212584611479
44,DOCK10_proteomics,-0.4897150736461749,2.685098314979208e-07,,,0.2907060710231179,0.007672875822876842,,,,,-0.4211909004674405,5.0984999196236185e-06,0.004070059827295726,0.9698039159062598,-0.11054542348320083,0.3289738532127637
45,MITF_proteomics,-0.5096486438817509,2.892238411102922e-07,0.009572197183707505,0.9209402014726664,-0.140506823050607,0.20516938196234494,0.10370639877442699,0.270046693168081,-0.02233039737390885,0.8168823941172524,0.2700861430015637,0.046126172079863886,,,0.020717240672876374,0.8299036387368858
46,SH3BP1_proteomics,-0.4884798437640261,2.906896554006407e-07,-0.2661300362175485,0.0049514456694529155,0.07285818737071986,0.5127421075080064,0.16440568575375816,0.0791290171853101,-0.20476145943755786,0.031887778806362385,0.034109147119592315,0.7247580940161371,0.10497797114323758,0.3061468030197715,0.33316625345156553,0.00037578205100729676
47,GPHN_proteomics,0.4865991159955391,3.278328525577992e-07,-0.16223273752314385,0.09039626061074683,0.2750773120037551,0.011841829730051169,-0.1827515476888099,0.05059736864415223,-0.003773883214551507,0.9687876954694896,0.06392306294129148,0.5090240362207189,0.16082183764524433,0.11557075245879275,0.1747436412238303,0.0678704655356143
48,DPP6_proteomics,0.4863244796622994,3.3362018609614224e-07,0.047144878522220914,0.8349661201374989,,,,,,,,,,,,
49,ENG_proteomics,-0.4856390335726473,3.484908307567381e-07,0.07420190363276168,0.4410574016791412,0.1412225406963801,0.20284790264525895,0.2227661019507676,0.016713327823581512,-0.21920344859059115,0.021401805407460454,-0.21820312997214072,0.02264428597554341,-0.02548898048650354,0.8083759066237579,-0.07693002567013997,0.42439673144945134
50,ST14_proteomics,-0.4846592320611137,3.708446279663333e-07,-0.11225475913765183,0.24297497167296106,0.09604448801857823,0.38773292425474976,0.18778130387896674,0.044468642839626094,0.025162479396993963,0.7941442589836236,0.047995115955614176,0.6201819004793693,-0.09173197420947142,0.3715203380465817,0.2804303311183384,0.003003668674724711
51,ARHGAP27_proteomics,-0.4844488272181881,3.7581942145057674e-07,-0.09122624007685096,0.3432123021789601,0.055200723991330455,0.6357747476865507,0.20086195921813466,0.03136104298936026,-0.11483630550579894,0.23223890744158746,-0.19450116634685424,0.04269936539385612,0.01387107541361262,0.8927307092202807,0.08707743258529002,0.3656970684179486
52,OSTF1_proteomics,-0.4842980609146354,3.794230400264636e-07,-0.4173499938529385,5.733814591989715e-06,-0.17883479083933715,0.10574383039170074,0.11505317487982668,0.2208014024604524,-0.2755570745759093,0.003571920049697225,-0.10454518428876132,0.2793111809770267,0.16261714707645614,0.1115098616647426,-0.05390275288294085,0.5759668409155677
53,APBB1IP_proteomics,-0.4830555483585245,4.1039702836079743e-07,0.07551637860987524,0.4329841842676685,-0.15461292840221758,0.16282395308613493,0.1140099360351419,0.22504404189735366,-0.2771508905356152,0.003376268833257495,-0.3825552618620904,4.0390148162286515e-05,0.4043758593035532,3.992875980703307e-05,-0.19188699051491884,0.044617731354399545
54,PPP2R3A_proteomics,-0.5037773152130771,4.157858052098756e-07,0.28573499558630844,0.002478698706862031,0.10383035591614784,0.3502410921089253,0.4461367763598457,5.820667303693802e-07,0.3484898309218405,0.0001907963076161991,0.26444057758579803,0.005458421785147306,,,0.2355225002545145,0.013252478166351616
55,COL6A2_proteomics,-0.4827741454334567,4.177380830117714e-07,,,0.17001056887311072,0.12439376656076427,0.1580210190940149,0.10077748299122788,0.060439319889359966,0.6324649979023304,0.06452860675642334,0.505010594335005,0.30350939218143397,0.0025102964662212317,-0.0066583667210075295,0.9462537370048816
56,HAAO_proteomics,-0.481973589288038,4.393105507041477e-07,0.07196022596434268,0.45501956343810995,0.034605313117691036,0.7561190387472478,0.4629989162539492,1.8873270422494322e-07,-0.29123233925766445,0.002023381618649646,-0.2315750248838932,0.015398338399363703,0.011210889984103295,0.9132132005479022,-0.21650082852005964,0.02310128001958041
57,CTSZ_proteomics,-0.4817090471537244,4.4666869836978187e-07,-0.15616476436696952,0.10327668427595782,-0.12536020610436913,0.258802212080514,0.2674715286461375,0.0038545748430105,-0.11145235030838976,0.2463809963609269,-0.2681026850317217,0.004823381419880478,0.01540984238483635,0.8809139361026624,-0.16895733800181406,0.0776469266762975
58,CSK_proteomics,-0.481564725075465,4.507321450705375e-07,-0.2212702567185352,0.020175647150035888,-0.27622828030755475,0.011478544470003531,0.1698995303390998,0.06947976878433941,-0.36156774738483016,0.00010403425411968935,-0.3802600095388597,4.531369102418434e-05,0.14851140025316256,0.1465655528255407,-0.14557102557143442,0.12916167067997267
59,THEMIS2_proteomics,-0.4810653113683931,4.650658810265321e-07,-0.22792832334899066,0.016627756204007114,-0.09366515680553728,0.3996521582917464,0.2867549232942161,0.0018897505309860266,-0.2935074113715896,0.003355020309031133,-0.4010718283582962,1.5467358892048302e-05,0.184132540208686,0.07725596362852506,-0.1935922491965133,0.042720604365682494
60,NFIA_proteomics,0.4804297800333734,4.839326688475611e-07,0.2991634989636152,0.0014991322079583613,0.09148303892550948,0.4107712663935018,-0.11615198755792105,0.2163942759968649,,,0.07511992574696716,0.4375535465116924,-0.07564284698670695,0.4662709880939044,0.043184593261591714,0.6541828295437648
61,NIPSNAP2_proteomics,0.4788812086777817,5.329931202626609e-07,-0.03894501020993674,0.6862524303244251,0.04853168433529794,0.6630571902200264,,,0.42155672041097736,4.508490888530989e-06,0.2699553552784687,0.004527935136728871,-0.020335864231242142,0.8432727172913544,0.3793671559392153,4.364972758781274e-05
62,LANCL2_proteomics,0.4787231306558208,5.382585258228344e-07,0.18821665198267126,0.04893943587305883,0.11098308593919227,0.3178625843139181,0.30098089285215235,0.001081050666223323,0.5888080582787203,1.3285073202682635e-11,0.7967283641326608,3.798194315546157e-25,0.32078635342762024,0.0013575389733702806,0.5722612417035284,6.528910213751107e-11
63,RNF130_proteomics,-0.4754253341978527,6.600401161969358e-07,,,,,0.06391941631671078,0.4973497132001508,-0.026478914937557385,0.7836320981919619,,,,,-0.18008543504548394,0.05975486478738003
64,ARHGAP15_proteomics,-0.4748493488654879,6.838276050482958e-07,-0.2606401235977462,0.0059578509016781425,-0.14814963243302592,0.22096810110711565,-0.019800940876507925,0.8336346302958999,-0.31571400968009755,0.0007800696403449244,-0.3888292496480555,2.9363995728174023e-05,0.22761358705160964,0.09466794503900464,-0.1751490826022411,0.06722468142616375
65,CD14_proteomics,-0.4746481984106531,6.923247520802883e-07,-0.08966725865794029,0.35155707111575185,0.14062568530362451,0.20478253738547825,0.252201482659813,0.006545688142653911,-0.09392059798782912,0.3290871462155198,-0.23904532272405465,0.012302772060487854,0.14241161369172614,0.16407004550384716,0.037738201651923535,0.6954870722914595
66,KCND3_proteomics,0.4746196748668135,6.935377402357279e-07,,,,,,,,,,,,,,
67,FCGRT_proteomics,-0.4743710606768027,7.041959501140814e-07,0.28412346988269976,0.002628675706546337,0.15505589251633872,0.16160793191346445,-0.05325374054624528,0.5719068689822682,-0.04912423461959952,0.6103025877558285,-0.2972067299371613,0.0016987781065163654,-0.14676157724734856,0.15143653162277645,-0.05584112085274941,0.5622999738231726
68,ABCA1_proteomics,-0.4740946903532618,7.162263363932542e-07,0.1008389638587399,0.3132407613122615,-0.06707508843365398,0.5468448379372354,0.04793883848212535,0.6238927112344358,0.06836415253342877,0.47792158106436,-0.141808821033876,0.14901566914491352,,,0.13364040695173313,0.16396089639397207
69,ZYG11B_proteomics,0.4738725020249037,7.260392455215334e-07,0.24384417723424126,0.010254774631577332,-0.07214975551760039,0.5168604557507114,0.14572504374483547,0.12019327372579718,0.4427123003127549,1.2798776198439659e-06,-0.07447486800240778,0.4415099150929497,,,-0.2519076106880356,0.007935427572103089
70,BCR_proteomics,0.473802830539309,7.29142438563256e-07,-0.18909393835873256,0.047876166870518,0.23210718931923474,0.03473318296862856,-0.013114961852042648,0.8893617639891788,0.1970146624824551,0.03911566002149889,0.004779761233455564,0.9606585961163852,0.04685481971967576,0.6485808371931472,0.34242152130338577,0.000250584015822195
71,ARMT1_proteomics,-0.4735976201606943,7.383558239359148e-07,0.11608693547561537,0.227158993847876,0.09537310923169276,0.3910744596297166,-0.4737404840606695,8.918252380568419e-08,-0.16252695327784702,0.08980570889677755,-0.1705983179477334,0.07613090878676695,0.19445598778342615,0.05631329487645555,-0.05755745993856865,0.5503289982523378
72,DOCK11_proteomics,-0.473476158513799,7.438610119950587e-07,-0.04783935765309494,0.6196855414970829,-0.056921587540502964,0.6092597115785771,0.2883338206186284,0.0017786331523443023,-0.1738725971468975,0.06927487673531235,-0.2234823476197897,0.01949378558493844,-0.03308249367236188,0.7476883352327347,-0.2588918858491394,0.006314474788718118
73,PLCG2_proteomics,-0.4724528986019063,7.918099271287726e-07,-0.3170090773489909,0.0007400138367125306,-0.015868859124301277,0.8867730702936558,0.2686127470048235,0.0037004739432112102,-0.40815336175374417,9.591168268365167e-06,-0.3789496501144576,4.837060683348736e-05,0.20798240431824436,0.040929221616259566,-0.23758308543593415,0.012446653687200307
74,GGA2_proteomics,-0.4714654913986547,8.40845681956795e-07,-0.3158460144987256,0.0007758978158572392,-0.2465002768431197,0.024675064735842776,-0.4555283468975414,3.131792745360764e-07,0.22417895690524767,0.018552677139498742,-0.09637420900296263,0.3188135250684006,-0.026906032757782423,0.8115447455760648,-0.2359348007675647,0.01308769640688593
75,SYK_proteomics,-0.4708487814463348,8.729179979271179e-07,-0.5524810495881947,0.002805507160029867,-0.17828797999855558,0.1068322822161966,0.19342296201321726,0.038342671789616666,-0.24957772786869695,0.008552579905803116,-0.2984282292601957,0.0016220632782481413,0.05921675263811085,0.5645052031904577,0.011783838542735509,0.9073665295861504
76,GBA_proteomics,-0.4707960576500572,8.75713070820446e-07,-0.17063258103391438,0.0747067262008786,0.024992400053605316,0.8225444801440779,0.13238039078247127,0.15844275365815333,0.3739493032962086,5.716456853416972e-05,0.22258217903007174,0.020002642203107282,0.057723543326149235,0.5743820437833239,0.17675871055285933,0.0647099028214706
77,PROCR_proteomics,-0.47078406471315504,8.763500414536871e-07,0.2849246513433313,0.0025531205430733106,-0.030131602452166343,0.7868446925328062,0.33602239239898,0.00024120230421928468,-0.11581227906026816,0.2282678661144432,0.1571125621465987,0.10277598661720104,0.004822594221839976,0.9626076130616102,0.041267839463765284,0.6686082662996715
78,UAP1_proteomics,-0.4701864303894616,9.08653735392082e-07,0.0055314220984899,0.9542649942995644,0.18730942691018887,0.08995533641880221,0.2758597031829649,0.002844356828905509,-0.13882031933219402,0.14808168533735527,0.11297572741310367,0.2421410697384072,0.19773588478100726,0.05220477865517939,-0.15991677243769914,0.09515311627659898
79,CTNND2_proteomics,0.4700018930346916,9.188543432270417e-07,,,0.034536792538026,0.7565869338073229,-0.4681084440171536,1.3254744186245338e-07,0.012332638613769929,0.9025795537183249,,,,,0.00013334324539550357,0.9990633736863695
80,GMIP_proteomics,-0.4698996531247181,9.245524424223942e-07,-0.2074382250327763,0.02966849042800122,-0.010928309681694335,0.9218889143427806,0.2355271303811929,0.011279827898144024,-0.07582767395645157,0.4310847001254401,-0.4827415434899717,1.0607590312205474e-07,0.07234963924193899,0.4812785832830994,-0.1300905372692153,0.1755518006113844
81,APC_proteomics,0.4683330913466173,1.0161593863179835e-06,,,-0.03246273641256203,0.7927041038317424,-0.20338726880126012,0.02925010895674305,-0.007374624972461483,0.9390505958929416,0.0862871712710433,0.3723157469821569,,,0.20924979435153102,0.028242022051885887
82,ARHGAP24_proteomics,-0.4678576140628673,1.0456226741850344e-06,,,,,0.1741477139377954,0.06269128429624363,-0.10951824878395552,0.254725931993442,-0.14113723328218122,0.1432304671080138,,,0.17266047328041342,0.07126828726640244
83,CD4_proteomics,-0.467479032996641,1.069658518176667e-06,-0.1866297010488222,0.05091245625884239,-0.1596337322338695,0.14943255299087316,0.1564835950338556,0.09490496238550906,-0.0952120324032581,0.3224504598812551,-0.4172324388659395,6.378811906335976e-06,0.02181586383537014,0.8587805422687143,-0.15201413842035247,0.1128861522989154
84,NCKAP1L_proteomics,-0.4671625433058982,1.0901529368139768e-06,-0.19894647749888397,0.03719578245077041,-0.2017636012073637,0.06737901545551674,0.08965575182899581,0.3406568020296391,-0.20228722612426908,0.034062389596650554,-0.4107485259871254,9.15114237727726e-06,0.185074489370412,0.06954617850853906,-0.22012149279691887,0.020849484218915727
85,ARHGAP30_proteomics,-0.4670639849246152,1.0966106988421598e-06,-0.2136205634589736,0.025038375984237787,-0.0361476389772628,0.7456107288650136,0.07678189452263579,0.4147266316384475,-0.2890853981874569,0.0021913316566771336,-0.4656505687590924,3.3580145885310175e-07,0.22795816930255144,0.0723564460890184,-0.17967507293903975,0.060348774463554675
86,PI4K2A_proteomics,-0.4666231050334723,1.1259442531821032e-06,-0.2454938567056025,0.009736917591596356,-0.07490128359644088,0.5009596087793939,0.15165115796456713,0.10568769964578464,0.043108047448974514,0.6547565210824949,0.13111085861012606,0.1741686331496866,-0.09912195821384036,0.3445057913964756,0.15466984274402412,0.10666097340201824
87,PIK3CD_proteomics,-0.4662648948315302,1.1503230583396594e-06,-0.18865328096460776,0.04840782490077255,-0.21114127463974972,0.05535523490384822,0.09900859126833816,0.2924605682608843,-0.33176003913986385,0.00039920615749863104,-0.17986923194070234,0.061271031300713714,0.47517734566216496,0.02948781229792765,-0.13659749484228115,0.15474775214201955
88,SCRN1_proteomics,0.4659651498233915,1.1711062077486946e-06,,,-0.0039023504427194993,0.9720693279600672,-0.04683346369116311,0.6191754673432762,0.2738904276256204,0.007236137306096973,0.0009591698393710684,0.9921022063892132,0.05084840861913016,0.6208636292943622,0.15391665179347508,0.1083986100770077
89,BLOC1S1_proteomics,-0.4658473823629272,1.1793686357676015e-06,0.05908188270175691,0.539801416436917,-0.13105394487241814,0.2376215994584107,0.20931179877958306,0.024766364863687627,-0.20600326763311105,0.03084134211876739,-0.1735844766088961,0.07105725381382555,-0.08361525796339805,0.41549240844189,-0.1884343880435613,0.048673733773060765
90,LDLRAP1_proteomics,-0.465400890732669,1.2111980974805808e-06,-0.3121391279245416,0.0009011573659152773,0.1649222189610523,0.13623751159548095,0.13847804356193785,0.1399681802376701,0.018082186958357185,0.8512714004244467,0.0710655099349286,0.4627530778550226,-0.3075486254228925,0.06033497045961639,0.12171117425259753,0.2052804180382837
91,NPAS3_proteomics,0.4651766456630772,1.2274892687755456e-06,,,-0.20330285065722808,0.23434657692927396,,,,,,,,,,
92,FYB1_proteomics,-0.4650349443921815,1.2378904631954076e-06,-0.23182289517448645,0.014813814216969597,-0.07457828561870374,0.50281291370713,,,-0.2776553814679984,0.0033163754650029865,-0.3708165975212031,7.208989001228766e-05,,,-0.17853103553504504,0.06203003350165452
