,Comparison,Correlation,P_value,fdr_bh_p_val,Cancer Type
1162,ITGA6_proteomics,0.4726931621622974,9.605408702942197e-08,6.511048852329946e-06,Brca
379,CASZ1_proteomics,-0.47244071722508496,9.778447317843685e-08,6.584154527348082e-06,Brca
549,CPNE2_proteomics,0.4723247240200951,9.858949315067966e-08,6.594396561734203e-06,Brca
2071,RND3_proteomics,0.48950591644422764,1.0096515895796212e-07,6.708869114969852e-06,Brca
1161,ITGA5_proteomics,0.4718690283575349,1.0181382090436532e-07,6.721043079307776e-06,Brca
66,ADI1_proteomics,0.4710886751899245,1.0757043333164846e-07,7.033613991627498e-06,Brca
1813,PLEKHF2_proteomics,-0.4710397388098839,1.0794160086161011e-07,7.033613991627498e-06,Brca
1861,POR_proteomics,0.46911639789229015,1.2353756668708914e-07,7.998265535510259e-06,Brca
1999,RALGPS2_proteomics,-0.46853840815209497,1.28629947905966e-07,8.27492021560673e-06,Brca
32,ACSL5_proteomics,0.4682479835104154,1.3126375521785054e-07,8.390910934811965e-06,Brca
577,CTNND2_proteomics,-0.46810844401715357,1.325474418624534e-07,8.419680269250185e-06,Brca
1315,LPCAT2_proteomics,0.46753966792700824,1.3790488048936524e-07,8.705245580891181e-06,Brca
1799,PLAUR_proteomics,0.4674275936294324,1.3898462520800624e-07,8.718911270812814e-06,Brca
1533,MYL6_proteomics,0.4670419881052762,1.4276157936082746e-07,8.845962892910167e-06,Brca
1532,MYL6_proteomics,0.4670419881052762,1.4276157936082746e-07,8.845962892910167e-06,Brca
1086,HPGD_proteomics,0.46660974007991307,1.4711177918905227e-07,9.059932742740413e-06,Brca
1420,MGAT1_proteomics,0.4655466026459387,1.5835586987656032e-07,9.693298701534905e-06,Brca
661,DNAJB4_proteomics,0.4649922736730765,1.6453920245288933e-07,1.0011120149242062e-05,Brca
593,CXADR_proteomics,0.46485153021293985,1.6614542074078907e-07,1.0048315865161495e-05,Brca
1589,NECTIN1_proteomics,0.48004350089100606,1.6751808180641492e-07,1.0071027537171373e-05,Brca
2497,TNFAIP3_proteomics,0.46366707129749346,1.8026830818691025e-07,1.0773431436022447e-05,Brca
2284,SMARCC2_proteomics,-0.463209235651457,1.8602826824932724e-07,1.0987634557416403e-05,Brca
2285,SMARCC2_proteomics,-0.463209235651457,1.8602826824932724e-07,1.0987634557416403e-05,Brca
1027,HAAO_proteomics,0.4629989162539492,1.8873270422494316e-07,1.1082559957394917e-05,Brca
22,ACADSB_proteomics,-0.46284098742463997,1.9078806719360326e-07,1.1138494096273946e-05,Brca
2331,SREK1_proteomics,-0.4623182684961785,1.977442985985328e-07,1.147826101060449e-05,Brca
587,CTTNBP2NL_proteomics,0.4616822952661652,2.0653400398570502e-07,1.1919962515746404e-05,Brca
2046,REPS2_proteomics,-0.4615864345210506,2.0789076116880644e-07,1.1930094817073551e-05,Brca
1500,MSN_proteomics,0.4611501866251499,2.1417320596500155e-07,1.222118293924585e-05,Brca
2575,TUBA1C_proteomics,0.4607503770453698,2.2008949887006876e-07,1.2488224374088172e-05,Brca
2561,TTC13_proteomics,0.4606588710823959,2.2146532500143444e-07,1.2496088170472e-05,Brca
840,FBLIM1_proteomics,0.4601825452723828,2.28760482676033e-07,1.2836004861266297e-05,Brca
220,ATG4B_proteomics,0.45903135507954657,2.4734904408607763e-07,1.3802349973864002e-05,Brca
201,ASB13_proteomics,-0.4879841451288161,2.606583768912887e-07,1.4465107728582507e-05,Brca
1645,NT5DC2_proteomics,0.45767866230659804,2.710314735739809e-07,1.4958567667197853e-05,Brca
2566,TTC39A_proteomics,-0.45752583265793156,2.738390802953063e-07,1.5031384298818444e-05,Brca
1280,LARP1_proteomics,-0.45629479136129647,2.9748687397771503e-07,1.6241175282026604e-05,Brca
1409,METTL14_proteomics,-0.4562070987252446,2.9924362390623e-07,1.6249250545445823e-05,Brca
298,BSG_proteomics,0.45606382281471175,3.021351559979004e-07,1.631852981592938e-05,Brca
2428,TCEAL3_proteomics,-0.455559053246755,3.125357041497855e-07,1.6616901593644745e-05,Brca
952,GGA2_proteomics,-0.4555283468975414,3.131792745360764e-07,1.6616901593644745e-05,Brca
1656,NUMA1_proteomics,-0.47057357774924313,3.1424041627585604e-07,1.6616901593644745e-05,Brca
1657,NUMA1_proteomics,-0.47057357774924313,3.1424041627585604e-07,1.6616901593644745e-05,Brca
1057,HIST1H1A_proteomics,0.4546058353092977,3.3311332431363596e-07,1.7523148831081893e-05,Brca
2753,ZNF552_proteomics,-0.45406295790561935,3.454027912281016e-07,1.8075482857014645e-05,Brca
2411,TAX1BP3_proteomics,0.45359408165367376,3.563633860270808e-07,1.8552939169451113e-05,Brca
225,ATP11B_proteomics,0.45337608461610857,3.615713934414167e-07,1.8727543967991326e-05,Brca
2211,SERPINE1_proteomics,0.484666271463388,3.706792752255231e-07,1.910132999886624e-05,Brca
457,CELSR1_proteomics,-0.45233741461322596,3.8739656317494885e-07,1.9861448162776565e-05,Brca
540,CORO1C_proteomics,0.45186300619519226,3.9976770449796143e-07,2.0392190987017224e-05,Brca
2607,UBE3B_proteomics,-0.4511200973396993,4.1989897692576576e-07,2.1311455612815247e-05,Brca
1192,KCTD3_proteomics,-0.4508852731297909,4.264604037212471e-07,2.153625038792298e-05,Brca
904,FN3K_proteomics,-0.4507464466767832,4.3038524959704933e-07,2.1626323487214916e-05,Brca
1505,MT1X_proteomics,0.44862552082264673,4.947926874094882e-07,2.473963437047441e-05,Brca
785,EVL_proteomics,-0.447444268322874,5.345378976634711e-07,2.6545575044616638e-05,Brca
2467,TLDC1_proteomics,0.44733099438533575,5.385048066807048e-07,2.6545575044616638e-05,Brca
1943,PTK7_proteomics,0.4473227014955907,5.38796325163011e-07,2.6545575044616638e-05,Brca
834,FAM98A_proteomics,0.44715454967665896,5.447398164541292e-07,2.6708117214498564e-05,Brca
1225,KIF3A_proteomics,-0.44646608356657813,5.697309997637755e-07,2.773756367624538e-05,Brca
1775,PHGDH_proteomics,0.4464257331864679,5.712290341246574e-07,2.773756367624538e-05,Brca
1891,PPP2R3A_proteomics,0.4461367763598457,5.820667303693802e-07,2.812858362072124e-05,Brca
619,DCAF8_proteomics,-0.4460580194086712,5.850543513075593e-07,2.8138328324792135e-05,Brca
2315,SPATA20_proteomics,-0.44570537616443406,5.986115145221499e-07,2.8653916097979686e-05,Brca
1939,PTGES3_proteomics,-0.4455430868225429,6.049505214695524e-07,2.8820755975672072e-05,Brca
435,CDC42EP1_proteomics,0.44510528120848747,6.223710786848146e-07,2.951149246345834e-05,Brca
455,CEBPB_proteomics,0.44491034920731093,6.30280070037457e-07,2.9746863118590257e-05,Brca
1105,ICAM1_proteomics,0.44472804485480427,6.37763118456257e-07,2.9960034867014865e-05,Brca
1633,NPEPPS_proteomics,-0.44458634417108445,6.436377711564207e-07,3.0096025410554853e-05,Brca
2766,ZPR1_proteomics,0.4438652046185476,6.743407313354356e-07,3.1386365836349774e-05,Brca
2221,SFXN2_proteomics,-0.4437727843475283,6.783747733861166e-07,3.142928995963201e-05,Brca
1962,PYM1_proteomics,-0.44352631198824877,6.89245486823082e-07,3.1642633713241496e-05,Brca
1961,PYM1_proteomics,-0.44352631198824877,6.89245486823082e-07,3.1642633713241496e-05,Brca
898,FMN1_proteomics,-0.4434435471955658,6.929328356803789e-07,3.1667971223401934e-05,Brca
948,GFPT2_proteomics,0.4433662337578559,6.963942479956505e-07,3.168280137277509e-05,Brca
1446,MMP15_proteomics,0.4560077246287048,7.066503773627227e-07,3.200524130656278e-05,Brca
1808,PLEK2_proteomics,0.4947315928109084,7.178600737654037e-07,3.2225652603491514e-05,Brca
35,ACTA1_proteomics,0.5074393733705931,7.178982015629297e-07,3.2225652603491514e-05,Brca
1456,MOGS_proteomics,0.44219824506031724,7.507283830227913e-07,3.355025074570882e-05,Brca
173,ARHGAP31_proteomics,0.441966878271992,7.619590690277044e-07,3.390214359991108e-05,Brca
2100,RPL5_proteomics,0.44125126562239464,7.977146795689835e-07,3.533736080546813e-05,Brca
654,DIDO1_proteomics,-0.44085499559405067,8.181943772616377e-07,3.6086302228570044e-05,Brca
970,GNAI1_proteomics,0.4399076473503408,8.69198104209104e-07,3.816913414135631e-05,Brca
897,FLYWCH2_proteomics,-0.4393832923720342,8.987125480441457e-07,3.929435816123754e-05,Brca
129,ANP32A_proteomics,-0.43916807294262084,9.111000960162348e-07,3.966427142139643e-05,Brca
977,GOLPH3L_proteomics,-0.43899493896307423,9.211828354978751e-07,3.967251621984868e-05,Brca
97,AKR1C1_proteomics,0.43898044443703976,9.22031738396163e-07,3.967251621984868e-05,Brca
1196,KDELC2_proteomics,0.43896267602460337,9.23073397194499e-07,3.967251621984868e-05,Brca
2220,SFXN1_proteomics,-0.43878740063546906,9.334088462331394e-07,3.9946734520994524e-05,Brca
996,GRB10_proteomics,0.43870299563168635,9.384250677675834e-07,3.997089675308621e-05,Brca
1342,LUZP1_proteomics,0.4386449689050739,9.418884581420314e-07,3.997089675308621e-05,Brca
570,CSPG4_proteomics,0.4382872006533078,9.635119104251438e-07,4.071744893428432e-05,Brca
1989,RABGEF1_proteomics,-0.43795297087344365,9.841379630326417e-07,4.1375859357065376e-05,Brca
809,FAM102A_proteomics,-0.43790255564957725,9.872853569359164e-07,4.1375859357065376e-05,Brca
1683,P4HA1_proteomics,0.4368757898713937,1.0535041103026237e-06,4.378761939940946e-05,Brca
1684,P4HA1_proteomics,0.4368757898713937,1.0535041103026237e-06,4.378761939940946e-05,Brca
1421,MICAL3_proteomics,0.4361748839073477,1.1011060538543254e-06,4.557857026200282e-05,Brca
1697,PALM2_proteomics,0.4359741746756471,1.1151088762055028e-06,4.57949082062964e-05,Brca
393,CCAR1_proteomics,-0.4359700168352842,1.1154007345295956e-06,4.57949082062964e-05,Brca
1671,OSBPL3_proteomics,0.4357530676315388,1.1307304258711206e-06,4.608049232139595e-05,Brca
1065,HK3_proteomics,0.4357425116199869,1.1314813956144748e-06,4.608049232139595e-05,Brca
670,DNM2_proteomics,0.46499304327300084,1.2409820512866299e-06,5.013567487197985e-05,Brca
671,DNM2_proteomics,0.46499304327300084,1.2409820512866299e-06,5.013567487197985e-05,Brca
354,CALR_proteomics,0.43398490453274385,1.2633437154031978e-06,5.070761304779203e-05,Brca
82,AGR3_proteomics,-0.43396167958894105,1.2651800483211477e-06,5.070761304779203e-05,Brca
541,CORO2A_proteomics,-0.433672380949771,1.2882674287255913e-06,5.142885782659475e-05,Brca
1422,MICALL1_proteomics,0.43338331882054115,1.3117348516738289e-06,5.2159535440573505e-05,Brca
1319,LRBA_proteomics,-0.4331971775267516,1.3270607677642252e-06,5.235669435319794e-05,Brca
1320,LRBA_proteomics,-0.4331971775267516,1.3270607677642252e-06,5.235669435319794e-05,Brca
2373,STXBP4_proteomics,-0.4327705650131549,1.3628292568918735e-06,5.355865951209309e-05,Brca
1946,PTPN14_proteomics,0.43230733794547316,1.4027026942513913e-06,5.491200469743819e-05,Brca
2280,SLPI_proteomics,0.4312912917120652,1.49407186710231e-06,5.8263034199742594e-05,Brca
1790,PKP1_proteomics,0.43110981495619816,1.5109744309510173e-06,5.869554520232798e-05,Brca
2435,TEAD3_proteomics,0.4309736463977749,1.5237759625744348e-06,5.885262330753133e-05,Brca
533,COL4A2_proteomics,0.4309429919660778,1.5266720105518028e-06,5.885262330753133e-05,Brca
932,GARS_proteomics,0.43036114307149387,1.5826415923585999e-06,6.054803061674947e-05,Brca
931,GARS_proteomics,0.43036114307149387,1.5826415923585999e-06,6.054803061674947e-05,Brca
946,GFOD1_proteomics,0.4298717946076587,1.6312143505716838e-06,6.199007279119088e-05,Brca
1945,PTP4A2_proteomics,-0.4298579408666471,1.632609837867007e-06,6.199007279119088e-05,Brca
2241,SHTN1_proteomics,-0.4296782429410169,1.6508136920356553e-06,6.24465104477907e-05,Brca
7,ABAT_proteomics,-0.42952544649283975,1.666443597977356e-06,6.280253858048991e-05,Brca
1231,KLC2_proteomics,-0.42898458086161934,1.7229049669567011e-06,6.447958955375932e-05,Brca
2032,RBMS2_proteomics,0.42897697435418614,1.7237117999519816e-06,6.447958955375932e-05,Brca
1177,JUN_proteomics,0.4286790220446001,1.7555993559522207e-06,6.543008669785029e-05,Brca
1,A2ML1_proteomics,0.4285764773195807,1.766702703625924e-06,6.56018283331685e-05,Brca
1681,P3H1_proteomics,0.42847704407454046,1.7775326952684369e-06,6.571430187854293e-05,Brca
994,GRAMD1C_proteomics,0.44097818889479806,1.7827444272000755e-06,6.571430187854293e-05,Brca
757,EOGT_proteomics,0.4282313969624377,1.8045583290628958e-06,6.627650590376453e-05,Brca
2363,STK39_proteomics,-0.4279611404587524,1.8347412897903761e-06,6.714089502493768e-05,Brca
1685,P4HA2_proteomics,0.4278818970250496,1.8436817395968746e-06,6.722449664234092e-05,Brca
2703,WWP1_proteomics,-0.42781903754807504,1.850803063719657e-06,6.724140627182926e-05,Brca
1546,N6AMT1_proteomics,-0.4275446807008424,1.8821911981861679e-06,6.801236079652819e-05,Brca
102,ALDH1A3_proteomics,0.4275160885776296,1.8854911903988015e-06,6.801236079652819e-05,Brca
