,Comparison,Correlation,P_value
6047,NFKB2_proteomics,-0.40788741152781227,0.0008743110048391901
4035,HGF_proteomics,-0.40769311631799887,0.0008763495127422368
3330,FGFR1_proteomics,-0.43453532126739,0.0009567385595782405
10493,ZFPL1_proteomics,0.40533505295786904,0.000980958987098542
9085,SYK_proteomics_1,-0.40504881367546286,0.0009883092055023948
4051,HIP1_proteomics,0.40468884186930987,0.0009997767239097986
2593,DNAJC21_proteomics,0.40448488413397254,0.0010028628068246006
1151,C1QTNF3_proteomics,0.41669510805808657,0.0010150676644052887
5468,MMGT1_proteomics,0.40208754228767707,0.0011154245148158387
3436,FOXO1_proteomics,-0.4021944124397684,0.0011154245148158387
1880,CLK3_proteomics,-0.40147949190360555,0.0011437244124938815
1320,CAPRIN1_proteomics,0.4001748033417667,0.0012175123186243522
447,ANKHD1-EIF4EBP3_proteomics,0.3996255179686653,0.0012443721730844843
840,ATP6V1B1_proteomics,-0.4082483240791149,0.0012457219612908718
5952,NDUFA2_proteomics,-0.3992214001255991,0.0012524956974014545
3515,GALK2_proteomics,-0.3987735021277554,0.001273309926713309
5927,NCOA2_proteomics,0.39788751056179794,0.0013251198338762409
7675,REEP6_proteomics,0.3969170687279768,0.0013411459796756344
10487,ZFP36L1_proteomics,0.3969326225390398,0.0013411459796756344
5636,MS4A1_proteomics,-0.4272518229908282,0.0013411459796756344
4351,IL16_proteomics,-0.39705572318527155,0.0013411459796756344
7371,PVALB_proteomics,-0.4093321033927583,0.0013411459796756344
2909,EML4_proteomics,0.39671197149493725,0.0013411459796756344
1892,CLPTM1L_proteomics,0.3967366866149457,0.0013411459796756344
582,APP_proteomics,0.39638553377727415,0.0013550537447505407
3094,F9_proteomics,-0.3962497307025976,0.0013553752894464287
5400,MGST1_proteomics,0.39578762481481283,0.0013794079896677033
3680,GLUL_proteomics,0.39542273206379785,0.001396681286667304
4347,IKZF3_proteomics,-0.3943951156819243,0.0014645569987472098
4003,HDHD2_proteomics,-0.3939376593973767,0.0014901527660487134
4475,ITFG1_proteomics,0.39284880545541656,0.0015673376887907315
5148,MANBA_proteomics,0.3925072226989976,0.0015850290952517177
2406,DDX24_proteomics,0.392078341234195,0.0016103019193502526
7676,REEP6_proteomics_1,0.4543093450143066,0.0016216338323024064
5753,MX1_proteomics,0.39147932676012986,0.0016398193005036183
3930,GZMK_proteomics,-0.42500430996069316,0.0016565368260251388
1849,CLCN7_proteomics,0.3906685267664506,0.0016565368260251388
8980,STK3_proteomics,0.3907490667690602,0.0016565368260251388
8516,SLC25A5_proteomics,0.3906873378259788,0.0016565368260251388
1673,CEP135_proteomics,-0.3911316613764656,0.0016565368260251388
1412,CCDC134_proteomics,0.38965576877536034,0.0017274226077672401
2784,EFCAB14_proteomics,0.40743718411789254,0.0017274226077672401
6548,PDCD4_proteomics,-0.38922862177355744,0.001752018026917767
6847,PLCL2_proteomics,-0.4064919142953151,0.0017777189136368619
1512,CD163L1_proteomics,-0.3955432605200226,0.0017777189136368619
4104,HLCS_proteomics,0.3885445101156666,0.0017820161270317983
9966,UBE2N_proteomics,-0.3878812242577347,0.0018329960291436963
341,AKR1C1_proteomics,-0.38749421660645345,0.0018587050866398136
2120,CRABP2_proteomics,0.38690053256837087,0.0019049599909952031
8180,SDC4_proteomics,0.38678349601180834,0.0019050603690896914
7340,PTPRF_proteomics,0.3850418202269308,0.0020708072333636284
8683,SNRK_proteomics,-0.38460462510430893,0.002092847436271187
10407,ZAP70_proteomics,-0.38461257775012225,0.002092847436271187
1022,BNIP1_proteomics,0.38441817989224736,0.0021005876226444136
7104,PPP2R5E_proteomics,0.384177569591857,0.0021142505968387397
5387,MFSD4A_proteomics,0.44035901835537616,0.002133417771642977
5485,MMRN1_proteomics,-0.3835968308490342,0.00214408850566304
3633,GIMAP7_proteomics,-0.3834540004100019,0.00214408850566304
8621,SMAD4_proteomics,-0.3835318964435682,0.00214408850566304
8842,SPTB_proteomics,0.43231352050304084,0.0021504954650798202
10168,VEZT_proteomics,0.3832643091557233,0.0021504954650798202
10093,USP25_proteomics,0.38294523108033945,0.002151664455115745
3085,F12_proteomics,-0.38303516690958334,0.002151664455115745
9052,SUMF2_proteomics,0.38231324731713323,0.0022096041470602338
299,AHR_proteomics,0.38185635847638333,0.002249000591211741
6392,P2RX1_proteomics,-0.4481688277445325,0.002252582995108363
5713,MTMR6_proteomics,-0.38099680779180134,0.0023235109885423495
6430,PAIP1_proteomics,0.38059980989702613,0.002357782993228677
7165,PRKACB_proteomics_1,-0.3799355299829027,0.0024249787927277775
4718,KLC3_proteomics,0.37927614176576535,0.0024933683143672863
224,ADH1C_proteomics,-0.37876888402219044,0.0025307155988429143
6748,PIGR_proteomics,0.37883564988404483,0.0025307155988429143
8469,SLC12A9_proteomics,0.3784457913442867,0.0025395845081623326
89,ACADM_proteomics,-0.3784446454486524,0.0025395845081623326
2886,ELOVL5_proteomics,0.3921145867516172,0.0025395845081623326
308,AIFM2_proteomics,-0.37783586657924967,0.002597031175366814
10564,ZNF346_proteomics,0.3772451079278162,0.002609096337095193
360,ALDH1A1_proteomics,-0.37732974347154574,0.002609096337095193
8934,STAG1_proteomics,-0.37750215890090766,0.002609096337095193
928,BBIP1_proteomics,-0.4305092087148902,0.002609096337095193
5180,MAP4K1_proteomics,-0.37754774619429765,0.002609096337095193
7661,RCSD1_proteomics,-0.3771271851475395,0.0026098352480285036
5754,MX2_proteomics,0.37655220143328166,0.0026615563764322927
4387,ING3_proteomics,-0.3765334927697185,0.0026615563764322927
7827,RNF175_proteomics,0.38431157183762366,0.002726576159823637
2241,CUEDC1_proteomics,0.3841281460284994,0.0027375868362466537
2323,DAGLB_proteomics,0.37498797857366917,0.002815965009829375
6862,PLEKHA2_proteomics,-0.37507924246045754,0.002815965009829375
8265,SEPT1_proteomics,-0.3749046702109369,0.002815965009829375
2203,CTDP1_proteomics,-0.3741530170963837,0.002908532551808163
3558,GBA_proteomics,0.3739493032962086,0.002923871950384087
8958,STAU1_proteomics,0.3735837817738594,0.0029628822295726326
6301,OARD1_proteomics,-0.37291297934887613,0.0030478581204511006
6431,PAIP1_proteomics_1,0.4048324875042483,0.003157823757299006
7332,PTPN6_proteomics,-0.3719903148809657,0.003159186698155954
2482,DHCR24_proteomics,0.3717214214280116,0.0031861385737035008
3634,GIMAP8_proteomics,-0.37159552475983115,0.0031909354675898833
9575,TNIP2_proteomics,-0.3712874202843134,0.0032244230239685456
4860,LCK_proteomics,-0.3708936631703347,0.003271948080006365
4615,KCTD9_proteomics,-0.3704439195751777,0.0033225837968058895
1214,C6orf47_proteomics,0.3703911481518304,0.0033225837968058895
6651,PFN1_proteomics,-0.3702617746389454,0.003328414574856254
2892,EMC1_proteomics,0.36945638520216106,0.003445873384107985
4361,IL37_proteomics,0.6124814208719738,0.0034566598427516445
6711,PHLDA2_proteomics,0.39134345658496555,0.0035389035390531558
1021,BMX_proteomics,-0.5605382887366708,0.00361837400018593
10270,WDR37_proteomics,-0.36772922172916606,0.0036802901984012816
6597,PDS5B_proteomics,-0.36754810703977114,0.0036933132583831653
3525,GALNT6_proteomics,0.3674730443860813,0.0036933132583831653
5416,MID2_proteomics,0.3913598468873872,0.003776501710540194
10182,VNN1_proteomics,-0.3667067713535783,0.0037970876384107117
10017,UFC1_proteomics,-0.36662655992866017,0.0037970876384107117
3033,ESYT2_proteomics,0.3661614073943552,0.0038662674988436596
8920,SSSCA1_proteomics,0.3659178488108259,0.0038949537230135536
4465,ISG20_proteomics,-0.36577478204397174,0.0039049927848328362
2369,DCTN1_proteomics,-0.36536134692261335,0.003966258367689517
6532,PCP4L1_proteomics,0.3651958041526431,0.003980865590065348
7312,PTMS_proteomics,-0.3645125925781465,0.004095867720805662
6757,PIK3C3_proteomics,-0.36396952604660693,0.004159869408676826
6581,PDK1_proteomics,-0.36409563147275636,0.004159869408676826
5296,MDH1_proteomics,-0.3637884041528766,0.004159869408676826
10644,ZNF740_proteomics,-0.36374939263794964,0.004159869408676826
1447,CCDC50_proteomics_1,-0.36381822887764104,0.004159869408676826
154,ACTR1A_proteomics,-0.3632989356902668,0.004232638146539048
2089,CPD_proteomics,0.36311490537329194,0.00425233875401601
7773,RIOX1_proteomics,0.36301771372578484,0.004254556389771
10377,YIF1A_proteomics,0.36288721447406574,0.004258836556891991
551,APCS_proteomics,-0.36273980304750164,0.004258836556891991
171,ADAM15_proteomics,0.36278759807425404,0.004258836556891991
2813,EHF_proteomics,0.36248305161603606,0.004259412986587576
1614,CDK5RAP2_proteomics,0.36253712478521133,0.004259412986587576
816,ATP5F1C_proteomics,-0.36253288431809494,0.004259412986587576
8729,SNX8_proteomics,0.3622098442528179,0.004280809894286604
605,ARFGEF1_proteomics,0.36221483479196287,0.004280809894286604
2177,CSK_proteomics,-0.36156774738483016,0.0043861070939354985
7224,PRPSAP2_proteomics,-0.3615308681530174,0.0043861070939354985
8845,SPTBN2_proteomics,0.36131452708581957,0.0044002740753354055
6818,PLA2G2A_proteomics,-0.36129717257098887,0.0044002740753354055
5399,MGRN1_proteomics,0.3611507686100598,0.0044028252237921705
5914,NCF1_proteomics,-0.3611204979540282,0.0044028252237921705
6455,PANX2_proteomics,0.4374480549778988,0.004492733371349847
982,BET1_proteomics,0.37530645817291053,0.004509280179986794
2499,DHX29_proteomics,0.36040097638075397,0.004509280179986794
81,ACAA2_proteomics,-0.35994749217482036,0.004582546184370978
8785,SPATS2L_proteomics,0.35970245472292184,0.0046181293017928775
625,ARHGAP25_proteomics,-0.35950057044783973,0.004644571005013587
2620,DNPEP_proteomics_1,-0.3673370594370623,0.004674319248917082
4862,LCMT1_proteomics,0.35905630975066816,0.004706970851155417
8959,STAU2_proteomics,0.35893894252288705,0.0047152723235998105
5147,MAN2C1_proteomics,-0.3585112269221389,0.004757447768293581
633,ARHGAP35_proteomics,0.35859549364658627,0.004757447768293581
5105,MACO1_proteomics,0.3585426543502056,0.004757447768293581
2865,ELAC2_proteomics,-0.35787331998192373,0.0048837173569094075
8741,SORBS3_proteomics,-0.35774926002211904,0.004894095861246703
10677,ZSCAN18_proteomics,0.35749569863300057,0.004934341931372713
2941,EOGT_proteomics,-0.35740631766652875,0.004936917435675953
9223,TBXAS1_proteomics,-0.3573043796713608,0.004942452910852397
1744,CGGBP1_proteomics,-0.3572100303492294,0.0049462985692178135
1671,CEP128_proteomics,-0.3568436656570562,0.005013226985794089
9495,TMEM192_proteomics,0.3567673724215219,0.005013226985794089
10301,WDSUB1_proteomics,-0.3559686035066975,0.005057712283370088
3304,FECH_proteomics,-0.35640450973174914,0.005057712283370088
6799,PKIG_proteomics,-0.35609197923319114,0.005057712283370088
7028,POU2F2_proteomics,-0.3708639546423269,0.005057712283370088
7308,PTK2B_proteomics,-0.356123955081717,0.005057712283370088
444,ANK3_proteomics_1,0.35648947091892225,0.005057712283370088
715,ARPP19_proteomics,-0.35602721589579417,0.005057712283370088
7769,RINT1_proteomics,0.35631752132139527,0.005057712283370088
9579,TNKS1BP1_proteomics,0.35568098216826716,0.005107942379932296
3886,GTF2B_proteomics,-0.3553736402515522,0.005163393551139244
1446,CCDC50_proteomics,-0.3551808192385384,0.005191780465881421
10302,WDTC1_proteomics,0.3550431209891743,0.005207029696712575
2965,EPHB3_proteomics,0.35478893847701815,0.005250639145951005
6367,OSMR_proteomics,0.35420584739610683,0.005375818769478476
7333,PTPN7_proteomics,-0.35413097456969705,0.005376051667784213
7706,RFK_proteomics,-0.3537687095831371,0.005448204509032898
5849,NAAA_proteomics,-0.3535892515026209,0.005474906686068641
4792,KRT80_proteomics,0.3533581573030102,0.005514893716525678
10357,XRCC4_proteomics_1,0.3662018177858466,0.005527054411488109
3587,GDF10_proteomics,-0.3531199872335159,0.005538354785075716
1482,CCL5_proteomics,-0.360819125513599,0.00556053354094812
2449,DENND3_proteomics,-0.3528941592829694,0.00556053354094812
9056,SUN1_proteomics,0.35273431490512014,0.00556292613470085
1121,C16orf58_proteomics,0.3527468326340955,0.00556292613470085
599,ARF5_proteomics,0.3525566136864282,0.005590082255508366
6216,NSMCE3_proteomics,-0.3522643125375573,0.00561015967970735
3615,GGCX_proteomics,0.352314749164903,0.00561015967970735
95,ACAP2_proteomics,-0.3523022332213751,0.00561015967970735
9839,TTC39B_proteomics,0.3520946780841935,0.005635629676610513
2799,EFR3A_proteomics,0.3519261866773138,0.005660953541868075
2915,ENDOD1_proteomics,0.35176341745595685,0.005663732473512393
5133,MALSU1_proteomics,0.38297572072235253,0.005663732473512393
1625,CDKN1B_proteomics,-0.3517042213149987,0.005663732473512393
3050,EVL_proteomics,-0.351042338119793,0.005787568887469656
6203,NRP1_proteomics,0.3509663640708975,0.005787568887469656
1519,CD209_proteomics,-0.3508353728887912,0.005787568887469656
262,AGAP2_proteomics,-0.35086254895526026,0.005787568887469656
8791,SPCS3_proteomics,-0.35106769935706383,0.005787568887469656
2658,DPP8_proteomics,-0.350814666362148,0.005787568887469656
168,ADA2_proteomics,-0.35043536954012755,0.005862572230115095
4959,LMTK2_proteomics,0.35039525879480804,0.005862572230115095
10386,YKT6_proteomics,0.3502614678035463,0.005880058573553212
6671,PGM2L1_proteomics,0.34992031561658216,0.0059351898563581905
7492,RAC2_proteomics,-0.34993673127223235,0.0059351898563581905
10354,XPR1_proteomics,0.34959667589624455,0.006004720311218935
7417,R3HDM2_proteomics,0.37865123266669576,0.006010082081338743
7620,RBM47_proteomics,0.349248236966622,0.006063171247778546
2376,DCTN6_proteomics,-0.34900531621209524,0.0061108151124313476
4249,HUWE1_proteomics,0.34888557978567014,0.0061108151124313476
292,AHCYL1_proteomics,0.3488739584145786,0.0061108151124313476
2923,ENO3_proteomics,-0.3487587780567051,0.006124200069840277
7100,PPP2R3A_proteomics,0.34848983092184055,0.006180644025506571
10208,VPS4B_proteomics,-0.34829421111260367,0.006216893390021285
7809,RNF121_proteomics,0.35578855855234875,0.00624064703275154
644,ARHGEF1_proteomics,-0.34794501347904316,0.00624064703275154
375,ALDOA_proteomics,0.3481133539084685,0.00624064703275154
9799,TSPAN13_proteomics,0.3480457028333218,0.00624064703275154
3496,G3BP2_proteomics_1,0.34781338015391505,0.006241007117471908
7243,PRSS8_proteomics,0.34779044239667706,0.006241007117471908
3484,FXN_proteomics,-0.34774684021285174,0.006241007117471908
2215,CTNNB1_proteomics,0.3474829302100987,0.006288217121847732
1361,CAST_proteomics,0.36897702370688956,0.006288217121847732
8175,SCYL2_proteomics,0.347196702542354,0.006341932686038548
9352,THOC3_proteomics,0.3469347007147092,0.006398653903800697
9820,TTC1_proteomics,0.34676961323340894,0.006427709063855605
3837,GRHL2_proteomics,0.3466568599434797,0.006441703846982041
517,AOX1_proteomics,-0.3465626432928945,0.006450378414895487
4450,IRF4_proteomics,-0.34638950559444665,0.006461507093155065
8397,SH3RF1_proteomics,0.34637435242905695,0.006461507093155065
8921,SSU72_proteomics,0.34633228493525503,0.006461507093155065
5716,MTMR9_proteomics,-0.34594924140293193,0.00655506869295291
9522,TMEM65_proteomics,0.3742366191307866,0.00670458625736531
1680,CEP170B_proteomics_1,0.38383399748228597,0.006785379311759608
8373,SGTB_proteomics,-0.3449423192218908,0.006799901598549459
9894,TWISTNB_proteomics,0.34470750302017894,0.006833028558434523
9837,TTC38_proteomics,-0.3447648738458106,0.006833028558434523
3240,FBLN5_proteomics,-0.34442755207734777,0.00688036799871352
3126,FAM118A_proteomics,-0.350615740319026,0.00688036799871352
2580,DNAJB4_proteomics,-0.3441417358125089,0.006949402183365817
8314,SESN2_proteomics,0.350037158658717,0.0070138085004976735
2522,DIS3L_proteomics,-0.34364913590618895,0.007064492953535222
4536,JAK3_proteomics,-0.34972908497572774,0.007069993861231689
3650,GKN2_proteomics,-0.37193556721743193,0.007156582390836392
10672,ZNRF2_proteomics,0.34300118025131576,0.0071735120935748796
7737,RHBDF1_proteomics,0.3429640228223921,0.0071735120935748796
5178,MAP3K8_proteomics,-0.3574221256124127,0.0071735120935748796
4510,ITIH5_proteomics,-0.34293406395967185,0.0071735120935748796
814,ATP5F1A_proteomics,-0.3426148369322798,0.007256306131746481
9467,TMEM120B_proteomics,0.35501939280252887,0.007307901214249547
4618,KDF1_proteomics,0.3668390920126733,0.00742696310576704
3666,GLOD4_proteomics,-0.34148167509045935,0.007547840999467527
3001,ERGIC1_proteomics,0.3414906639557606,0.007547840999467527
4803,KYNU_proteomics,-0.3413634076774579,0.007547840999467527
9547,TMTC2_proteomics,-0.49900041707643195,0.007547840999467527
3640,GIPC2_proteomics,-0.3412806221076272,0.007554617238768972
3376,FLI1_proteomics,-0.3410238714262723,0.00762055937171039
908,BAG2_proteomics,-0.3409291970036451,0.007632145544005612
2372,DCTN3_proteomics,-0.3406678430784859,0.007634502434596331
5120,MAGED1_proteomics,0.34050390365673666,0.007634502434596331
732,ASAP2_proteomics,-0.3405358500219626,0.007634502434596331
3701,GNA14_proteomics,0.3408511792314233,0.007634502434596331
8848,SPTLC1_proteomics,0.3406149671986661,0.007634502434596331
4299,IFNGR1_proteomics,0.34062214238550625,0.007634502434596331
2688,DTD1_proteomics,-0.3406256536998845,0.007634502434596331
3041,ETS1_proteomics,-0.34013105934926025,0.007740960472364989
5075,LXN_proteomics,-0.3399424039321878,0.0077449835324787135
6593,PDP1_proteomics,0.3399819528771606,0.0077449835324787135
5166,MAP2K6_proteomics,-0.34001945305362125,0.0077449835324787135
8326,SEZ6L2_proteomics,0.3398460885681548,0.007757845472541039
6312,OCRL_proteomics,0.339737753405346,0.0077651913877510295
7778,RIPOR1_proteomics,-0.33970765830679395,0.0077651913877510295
4289,IFI44L_proteomics,0.34571403801249445,0.007776813807664779
6703,PHF6_proteomics,0.3388341920856015,0.008009486107961619
5828,MZB1_proteomics,-0.3387826055986336,0.008009486107961619
378,ALG1_proteomics,0.33877103658335184,0.008009486107961619
4919,LIME1_proteomics,-0.3511255379443092,0.00804237807906093
4509,ITIH4_proteomics_1,-0.3384492621143581,0.008082301848968373
10236,WAS_proteomics,-0.3379086881786271,0.008234425882301702
9479,TMEM159_proteomics,0.42777413216166166,0.008234425882301702
2279,CYB5R4_proteomics,-0.33759444184342946,0.008327505330609374
5894,NBEAL2_proteomics,-0.33732735592920665,0.008387298209773459
803,ATP13A4_proteomics,0.34494653566058725,0.008387298209773459
1779,CHIT1_proteomics,-0.3372041897432245,0.008407443258846785
2118,CR2_proteomics,-0.42677889269024344,0.008413705400872358
6449,PAN3_proteomics,-0.33706759221701316,0.008415787560673021
3739,GOLGA5_proteomics,0.33691046899949084,0.008431876071977255
750,ASPH_proteomics,0.3369404324495567,0.008431876071977255
3296,FCRL5_proteomics,-0.3364108174435899,0.00859641381973566
2289,CYGB_proteomics,-0.33632392286139356,0.008607820858171947
6907,PLVAP_proteomics,-0.3361204544769919,0.008641967229423097
1781,CHKB_proteomics,-0.3361553566354125,0.008641967229423097
6694,PHF14_proteomics,0.3359163941128658,0.008676627310038723
3119,FAM110A_proteomics,0.4059026355864904,0.008676627310038723
1952,COA1_proteomics,0.4375084382898509,0.008725519531678038
1241,CA13_proteomics,0.33566479865682153,0.008729599998786346
1574,CDC34_proteomics,0.3354557618790956,0.008766800100632681
1000,BLK_proteomics,-0.36551155254329004,0.008766800100632681
949,BCCIP_proteomics_1,-0.33532365602777114,0.008796045192869069
4894,LGALS3_proteomics,0.33522479846923514,0.008812690229189016
2257,CWF19L1_proteomics,-0.3350761904414439,0.008829566454711453
8965,STEAP4_proteomics,0.3350704431651324,0.008829566454711453
10431,ZBTB45_proteomics,-0.3707735423585073,0.00885294584671729
3878,GSTO1_proteomics,-0.33489896166664046,0.008853217216475065
9492,TMEM184A_proteomics,0.37260279459773027,0.008872253847980084
1553,CD7_proteomics,-0.35723084746446043,0.00892098629017693
7425,RAB11FIP4_proteomics,0.3345326948942629,0.008931196697448063
4865,LCP1_proteomics,-0.33398659758915433,0.009101781372983814
