,Comparison,Correlation,P_value
5062,KLC3_proteomics,0.42433580837845475,4.723433077971274e-06
544,ANXA8L1_proteomics,0.4230220003726851,5.090011148233647e-06
10617,TTYH3_proteomics,0.43108439762884615,5.473887200512473e-06
2383,CTNNA1_proteomics,0.4206789708210336,5.8112919704597916e-06
7370,PLEKHA1_proteomics,0.42047646940789896,5.8779616877161875e-06
2574,DDR1_proteomics,0.4203667087253302,5.914399160749964e-06
2800,DNASE1L1_proteomics,0.4199065903403883,6.069477022184382e-06
7423,PLXNA1_proteomics,0.419703995643859,6.138968497318543e-06
11120,WLS_proteomics,0.41959207110534313,6.177680550828736e-06
2189,COMT_proteomics,0.41896112071790675,6.400254364944547e-06
9170,SLC2A1_proteomics,0.4186492328549266,6.513048336578312e-06
6618,NPTN_proteomics,0.41849060801670734,6.5711314271500945e-06
2319,CRYBG2_proteomics,0.4374554997978549,6.6639390526043144e-06
7427,PLXNB2_proteomics,0.415633076900528,7.704908092762373e-06
4869,JADE3_proteomics,-0.41556241277041095,7.735153450928464e-06
3981,GNAI1_proteomics,0.4148801100852144,8.03300167609028e-06
10652,TWF1_proteomics,0.41330613784321424,8.761825281768122e-06
1750,CDKN1B_proteomics,-0.4129313462613222,8.944327258346135e-06
10929,VANGL1_proteomics,0.41287729419768326,8.970941022193405e-06
3443,FAM83B_proteomics,0.41280077153777095,9.008746251106815e-06
7340,PLAU_proteomics,0.41213864832571173,9.34218524522056e-06
10333,TNS4_proteomics,0.42118520928728187,9.40986867366517e-06
9421,SOWAHC_proteomics,0.4115584135115627,9.643907157987091e-06
1732,CDK18_proteomics,0.4083400851737596,1.1490989987600476e-05
1698,CDC42BPG_proteomics,0.40783818874940136,1.1807428763029164e-05
8677,S100A2_proteomics,0.4071852096381793,1.2231403341302256e-05
6375,NDRG1_proteomics,0.4069720018267243,1.2372910635296536e-05
1413,CAPNS2_proteomics,0.4062430582389194,1.2868433889760393e-05
3925,GJA1_proteomics,0.4056383640216996,1.329359524882473e-05
8147,RASA4_proteomics,-0.40562580970124007,1.3302560591762958e-05
10239,TMEM40_proteomics,0.4243037105403362,1.33635984650086e-05
1993,CLCA4_proteomics,0.4341810699745163,1.3729176592699389e-05
8794,SDC1_proteomics,0.40198301058466823,1.6158346671858985e-05
8867,SEMA4B_proteomics,0.4014951564527741,1.658186774371922e-05
4786,IRF6_proteomics,0.4003541288844682,1.761349533625995e-05
4870,JAG1_proteomics,0.40026739235107606,1.769433166419432e-05
5129,KRT14_proteomics,0.3991297247840024,1.878738236426228e-05
10185,TMEM132A_proteomics,0.3990647283694456,1.885170557578762e-05
4060,GPC1_proteomics,0.398910202365884,1.90054621299736e-05
8672,S100A11_proteomics,0.3979818115195769,1.99542983601329e-05
3688,FOSL2_proteomics,0.3976701170017737,2.0282702444638782e-05
1715,CDH1_proteomics,0.3970119430665044,2.0992896193672314e-05
9009,SH2D3A_proteomics,0.4050434328604213,2.1962925544938495e-05
3722,FRRS1_proteomics,0.41409018386321206,2.24937905517036e-05
7355,PLCH2_proteomics,0.39563409488341184,2.2555875119956955e-05
8676,S100A16_proteomics,0.3949444830083685,2.3378519920481802e-05
4686,IL1RN_proteomics,0.39480182924657525,2.3552168731105613e-05
11368,ZNF185_proteomics,0.39468000672223263,2.370141705962035e-05
2886,DSG3_proteomics,0.3928618443047503,2.6037005227215824e-05
5016,KIDINS220_proteomics,0.3923859587077182,2.66830168739554e-05
2879,DSC3_proteomics,0.39178457816906076,2.7520882699169516e-05
4900,JUP_proteomics,0.39164974192368873,2.7712095312016565e-05
7734,PRNP_proteomics,0.3880439064666761,3.331193335065506e-05
2320,CRYBG3_proteomics,0.38711544281041005,3.491649895472963e-05
4864,IVL_proteomics,0.3865440907085682,3.593956614246508e-05
10278,TMTC3_proteomics,0.38597244427981126,3.699118471753258e-05
892,ATP6AP2_proteomics,0.3852817176871862,3.830027874224185e-05
4893,JPT2_proteomics,0.38232445933316817,4.441050083722944e-05
695,ARHGEF16_proteomics,0.3821109339716644,4.488522277513193e-05
6366,NCS1_proteomics,0.3888525532297563,4.51607055078373e-05
10123,TLDC1_proteomics,0.38198319614207066,4.517148031250639e-05
2139,COL17A1_proteomics,0.38174356935647796,4.571308738615611e-05
8401,RND3_proteomics,0.3816593283665587,4.590492749934534e-05
5009,KIAA1522_proteomics,0.381460477197724,4.6360755521623796e-05
10666,TXNDC17_proteomics,0.3811198502766887,4.7151420932126526e-05
189,ADAM9_proteomics,0.3809112447897276,4.764184081060741e-05
1655,CD44_proteomics,0.3805871378784509,4.841326374424852e-05
8922,SERPINB5_proteomics,0.37991062650364027,5.0061220358154366e-05
2726,DLG5_proteomics,0.37978538351941415,5.037199905652797e-05
891,ATP6AP1_proteomics,0.37955227656139245,5.0955236823324896e-05
8029,RAB38_proteomics,0.37946167823952026,5.118361308872484e-05
982,BAIAP2_proteomics,0.379218794130256,5.18005912065124e-05
1505,CCDC120_proteomics,0.3876975926455497,5.207452393145195e-05
2640,DEPTOR_proteomics,-0.3785938503400723,5.342016526609315e-05
699,ARHGEF2_proteomics,-0.378307067998758,5.417909833670597e-05
1154,BSG_proteomics,0.3781945731895944,5.447954171977049e-05
10378,TP73_proteomics,0.3767681262652455,5.842662679796526e-05
3776,GABPA_proteomics,-0.37660853040121717,5.888447078232787e-05
2385,CTNNB1_proteomics,0.3761510229755433,6.0215583261581406e-05
7417,PLSCR3_proteomics,0.3845671958501667,6.054654196324653e-05
865,ATP1A1_proteomics,0.37530524850325914,6.275059420917811e-05
5343,LOXL4_proteomics,0.3835432804447436,6.358558261879823e-05
8917,SERPINB13_proteomics,0.3831727297538422,6.472001436526302e-05
8918,SERPINB13_proteomics,0.3831727297538422,6.472001436526302e-05
2119,COBLL1_proteomics,0.40997461868824014,6.61034992419064e-05
2120,COBLL1_proteomics,0.40997461868824014,6.61034992419064e-05
5128,KRT13_proteomics,0.3740060434259283,6.683932256438766e-05
6622,NR1D1_proteomics,0.411721564713836,6.738464472591373e-05
5615,MARK1_proteomics,0.37365025522370443,6.800161130193247e-05
185,ADAM17_proteomics,0.3735269695094766,6.840873928117427e-05
8010,RAB21_proteomics,0.3719209286371022,7.392433153175514e-05
3309,EXT1_proteomics,0.37160168066375865,7.506896984955091e-05
5130,KRT15_proteomics,0.3703910503856417,7.956139620211356e-05
868,ATP2A2_proteomics,0.3703139091373113,7.98559770655406e-05
8675,S100A14_proteomics,0.3702272897237469,8.018796348168054e-05
4273,HCAR2_proteomics,0.38736861179593596,8.129267745055862e-05
2043,CLSTN1_proteomics,0.36974226524070697,8.207080157285424e-05
10629,TUBB2B_proteomics,-0.37788642815138807,8.310068854284674e-05
6520,NIPSNAP2_proteomics,0.36929996425498035,8.382361462698573e-05
5132,KRT17_proteomics,0.3692230725097478,8.413186716936535e-05
4663,IGSF3_proteomics,0.3688543391871256,8.562481538687355e-05
2885,DSG2_proteomics,0.36846365515071133,8.723353562022632e-05
321,AHNAK2_proteomics,0.3755641471834934,9.262177104324937e-05
322,AHNAK2_proteomics,0.3755641471834934,9.262177104324937e-05
3599,FHIT_proteomics,-0.36718509166524144,9.269720880690402e-05
11521,ZNF771_proteomics,-0.37552472515262164,9.279182429570987e-05
2104,CNTN1_proteomics,0.3671476492802027,9.286191122285103e-05
7383,PLEKHG3_proteomics,0.36614869469167083,9.735803067349223e-05
2318,CRYBG1_proteomics,0.365712855178949,9.938244966028197e-05
9873,TBC1D10A_proteomics,0.36536969894007043,0.0001010038529921728
10806,ULBP2_proteomics,0.3650433767605539,0.00010256851509173838
9814,TACSTD2_proteomics,0.3645464659543319,0.00010499448673805282
715,ARID4A_proteomics,-0.36393844656184043,0.00010803549916614546
5019,KIF13B_proteomics,-0.3636698328202143,0.00010940488894562078
8398,RNASEH2C_proteomics,-0.3630345195127441,0.00011270820208522145
1995,CLCN3_proteomics,0.3622130766162046,0.0001171168105402882
2145,COL22A1_proteomics,0.36949978379543524,0.00012248082505761487
1618,CD109_proteomics,0.360461444099923,0.0001270581977166837
5751,MEMO1_proteomics,0.3604237244952925,0.00012728065326949215
4022,GOLGA7B_proteomics,0.37713372666832035,0.00012924898059374725
3377,FAM129B_proteomics,0.3600921107353627,0.0001292520140990183
1057,BHLHE40_proteomics,0.3595781649454074,0.0001323634073159269
1189,C11orf54_proteomics,-0.35901473341485346,0.00013585423052221292
5177,LAGE3_proteomics,-0.3578991895546355,0.00014301930132573786
1678,CD9_proteomics,0.3578917952667231,0.00014306794344479492
3896,GGCX_proteomics,0.357372046565305,0.00014652575942600323
3238,ERLIN1_proteomics,0.35704036463472555,0.00014877276668241678
11129,WNT7B_proteomics,0.37211352124204233,0.00014907710446178708
5537,MANBAL_proteomics,0.39300605178533704,0.00015210578407596082
536,ANXA2_proteomics,0.35655134360564933,0.00015214406555324236
5429,LSR_proteomics,0.3564305154334979,0.00015298790311054207
1008,BCAR1_proteomics,0.3563428160976265,0.00015360309357560886
5012,KIAA1671_proteomics,0.35617498699920813,0.0001547867793412288
2656,DGKA_proteomics,0.35612188809690354,0.00015516304052278006
10073,THTPA_proteomics,-0.35392769197180823,0.00017147401800147476
5616,MARK2_proteomics,0.3705905408142448,0.00017247354149099674
5617,MARK2_proteomics,0.3705905408142448,0.00017247354149099674
591,APEX1_proteomics,-0.3536863919224189,0.0001733616412153418
8409,RNF126_proteomics,0.35318988367428394,0.00017730643290861319
1162,BTBD11_proteomics,0.37692918150440596,0.00018062812004896562
2352,CSTA_proteomics,0.35275858510206876,0.0001808004854404045
7866,PTGFRN_proteomics,0.3526786228124382,0.00018145524930051504
9394,SNX7_proteomics,0.35259647206128597,0.00018213022107389066
7911,PTPRK_proteomics,0.35221187960067896,0.00018532118575862364
7408,PLP2_proteomics,0.35996785005113496,0.00018794312398990148
1663,CD58_proteomics,0.35991701852727725,0.00018836605276773127
2888,DSP_proteomics,0.3517137491070218,0.00018953118530527432
7872,PTHLH_proteomics,0.3846964085658626,0.00019746890409804116
8638,RTN4_proteomics,0.36916620251263654,0.00019837976793858202
8639,RTN4_proteomics,0.36916620251263654,0.00019837976793858202
10952,VDAC2_proteomics,0.3498891147545495,0.00020572059838509663
11215,YWHAZ_proteomics,0.34945807431920706,0.00020972759760416886
10177,TMEM119_proteomics,-0.34880264105100633,0.00021595922837699407
5298,LIN7C_proteomics,0.3488003395792082,0.00021598140875856765
4280,HCN3_proteomics,0.4497769888686779,0.0002171067898665942
4859,ITPRIP_proteomics,0.3486611338474932,0.00021732692801070303
1522,CCDC158_proteomics,0.46347329573538226,0.000218354128424336
10930,VANGL2_proteomics,0.34851755882156266,0.00021872280276656307
5146,KRT6C_proteomics,0.37037130976057897,0.0002203751163585458
3007,EFNB1_proteomics,0.34814210079695385,0.00022241241964604947
4345,HID1_proteomics,-0.3480823790785842,0.0002230045847480021
8051,RAB7B_proteomics,0.3480561203334399,0.00022326541231228503
6565,NOCT_proteomics,0.3719206415748847,0.0002233863635893327
5131,KRT16_proteomics,0.3479549411439973,0.0002242730645480645
7665,PRDM11_proteomics,0.36267509611021403,0.00022498205861551965
5191,LAMC3_proteomics,0.34710545252435604,0.00023290067229098286
7319,PKP1_proteomics,0.34692912725986286,0.00023472951541512752
3084,ELF1_proteomics,-0.3467711305257467,0.00023637952949289354
5601,MAPKBP1_proteomics,0.34667577157510443,0.00023738057997964266
2475,CYP2S1_proteomics,0.34659124340959896,0.00023827120862280997
3363,FAM117A_proteomics,-0.3697843570969546,0.00024432119229521093
11198,YKT6_proteomics,0.3458331021464692,0.0002463986261074715
1426,CARD8_proteomics,-0.34416501576908753,0.00026519119972227346
361,AKR1B1_proteomics,-0.34367261747941025,0.00027098660627921165
4829,ITGAV_proteomics,0.342778738884555,0.0002818073369706184
9019,SH3BP5L_proteomics,0.34274264034375396,0.00028225259339868716
3516,FBXO3_proteomics,0.34265315947424635,0.0002833590955799885
363,AKR1B15_proteomics,-0.3586702170970401,0.0002872430595615907
4021,GOLGA7_proteomics,0.3421944888267387,0.0002890940875117812
4604,IFFO2_proteomics,0.3732990309059932,0.0002902533899901145
858,ATP11B_proteomics,0.34170108501607643,0.0002953828947930038
9398,SOCS2_proteomics,0.4726244444703358,0.0003078070934863267
9882,TBC1D2_proteomics,0.3406877671808138,0.0003086963219907203
7426,PLXNB1_proteomics,0.3403929663383909,0.0003126722783448659
3493,FBLN5_proteomics,-0.34038711329701865,0.00031275169415401275
7548,POU2F1_proteomics,-0.34027572780939314,0.0003142665577543731
270,AFAP1L2_proteomics,0.3401541021556909,0.00031592842073753394
3447,FAM83F_proteomics,0.3393827481159617,0.0003266582190169565
5638,MATN2_proteomics,0.37337928097179707,0.00033963484830636966
5637,MATN2_proteomics,0.37337928097179707,0.00033963484830636966
11256,ZC3H10_proteomics,-0.38145074647077953,0.0003435433639217521
3009,EFR3A_proteomics,0.33783717697390836,0.00034917613603640586
6483,NFIB_proteomics,-0.337319076811733,0.00035703913363914074
1929,CHMP4C_proteomics,0.337301754521907,0.00035730482496416113
10328,TNRC6C_proteomics,-0.3363769578438752,0.00037175693180443417
4086,GPRC5C_proteomics,0.3441246581733727,0.0003719684143701402
9488,SPINT1_proteomics,0.3362581768740084,0.0003736516994215031
9487,SPINT1_proteomics,0.3362581768740084,0.0003736516994215031
9015,SH3BP1_proteomics,0.3358657880295925,0.0003799744313676767
2,A2ML1_proteomics,0.33561472566389355,0.0003840714624138705
4858,ITPRID2_proteomics,0.33560255771859376,0.0003842710585550401
1304,C6orf132_proteomics,0.3353637573676207,0.0003882075957021802
2659,DGKH_proteomics,0.33515796584824087,0.0003916297569889704
1405,CAPN1_proteomics,0.334846823284336,0.0003968566204703491
9235,SLC9A1_proteomics,0.3348216754019423,0.00039728187176010554
11493,ZNF672_proteomics,-0.33460999144415127,0.0004008781211785767
5439,LTBR_proteomics,0.3345642113181643,0.000401659801099802
3928,GKAP1_proteomics,-0.34203032664394245,0.00040601947099817197
320,AHNAK_proteomics,0.3420015376791581,0.00040650690722682844
319,AHNAK_proteomics,0.3420015376791581,0.00040650690722682844
8280,REPIN1_proteomics,-0.33409056308190216,0.00040982996817250995
7876,PTK6_proteomics,0.33287320543066773,0.00043153577242981714
6257,N4BP1_proteomics,0.3327024723160382,0.00043466319024243656
1046,BCR_proteomics,0.33241166741173844,0.00044003808795760525
5667,MCC_proteomics,0.3314717757545359,0.00045783095970138965
10078,THYN1_proteomics,-0.331386537422997,0.0004594768832102672
5350,LPIN1_proteomics,-0.33043572363890955,0.0004782093554431591
5596,MAPK8IP3_proteomics,0.33040899654902767,0.000478745924047018
9268,SMAD3_proteomics,0.3303485320934082,0.0004799618415452857
2508,DAPL1_proteomics,0.3456439544984849,0.0004905102438846865
7890,PTPN13_proteomics,0.3291225768988649,0.0005052359448063509
7314,PKM_proteomics,0.32884783215799984,0.0005110652464065989
7313,PKM_proteomics,0.32884783215799984,0.0005110652464065989
3338,FABP5_proteomics,0.32877978231454374,0.0005125185875223035
5566,MAP3K4_proteomics,0.32876419066846463,0.0005128521127021776
6942,PARD6G_proteomics,0.32869265351783844,0.000514384941545799
983,BAIAP2L1_proteomics,0.32854969824414215,0.0005174606663577916
5399,LRRC8A_proteomics,0.3284683296007356,0.0005192188732585292
8397,RNASEH2B_proteomics,-0.32763782278431514,0.0005374809130129505
9130,SLC22A23_proteomics,0.4758363452295543,0.0005490567279831091
3293,EXOC6B_proteomics,0.3269494118087914,0.0005530635359951037
2623,DEGS1_proteomics,0.32686075511111323,0.0005551002086338785
10191,TMEM159_proteomics,0.3424390933145312,0.0005575856767826569
8883,SEPT1_proteomics,-0.32653616971984123,0.00056261566658869
3243,ERO1A_proteomics,0.3264404158382748,0.0005648505300883727
2308,CROT_proteomics,0.32624641434203583,0.0005694034606681523
9739,SUMF2_proteomics,0.325638122151427,0.0005838984716893556
9438,SP4_proteomics,-0.3247821497970936,0.000604869373031225
1846,CES2_proteomics,0.324745027498081,0.0006057942924550783
3415,FAM213A_proteomics,0.32462723924143744,0.0006087376379485795
5145,KRT6B_proteomics,0.32378806420048184,0.0006300899267674383
3281,EVPL_proteomics,0.32372333213937776,0.0006317651945867785
8333,RHBDD3_proteomics,0.32352406612625895,0.0006369478763514409
7323,PKP4_proteomics,0.32332824292556406,0.0006420789648966495
2505,DAPK1_proteomics,-0.32324728090430543,0.0006442114362636728
3564,FERMT1_proteomics,0.3232119614280186,0.0006451437539877862
7420,PLVAP_proteomics,-0.32310899954516603,0.0006478686716722753
3581,FGD6_proteomics,0.3228508283537802,0.0006547477119727847
10703,UBAC2_proteomics,0.32271446945915994,0.0006584079899900057
10704,UBAC2_proteomics,0.32271446945915994,0.0006584079899900057
1860,CFAP57_proteomics,0.35593148790541884,0.0006656028878381278
11362,ZNF143_proteomics,-0.322348581481131,0.0006683223879950685
5904,MNT_proteomics,-0.32222816660249265,0.0006716150504619209
8034,RAB3GAP2_proteomics,0.32218265576107696,0.0006728633794991877
6993,PCDH7_proteomics,0.32965033478954775,0.0006730632925176464
4140,GSDMC_proteomics,0.38573864242276723,0.0006884704720517628
6873,P4HA1_proteomics,0.3215133936670401,0.0006914679688936317
6872,P4HA1_proteomics,0.3215133936670401,0.0006914679688936317
72,ABI3BP_proteomics,-0.3212652341260573,0.0006984854021855445
184,ADAM15_proteomics,0.3207189987089606,0.0007141622052197513
4739,INPPL1_proteomics,-0.32070814189516983,0.0007144770331276726
4286,HDAC5_proteomics,-0.32055268057637565,0.0007189990920766333
1229,C19orf33_proteomics,0.320033723472749,0.0007342849650083813
1030,BCL2L13_proteomics,0.3199353144924143,0.0007372169438498543
9793,SYNPO2_proteomics,-0.3198593453567778,0.0007394876807307328
9794,SYNPO2_proteomics,-0.3198593453567778,0.0007394876807307328
9845,TANC2_proteomics,0.31980138659156854,0.0007412243871187895
10208,TMEM189_proteomics,0.3256261398432342,0.000743445992567747
6912,PAK5_proteomics,0.3195300001496807,0.0007494061334887082
3964,GMEB1_proteomics,-0.319506991953708,0.0007501035709908834
8098,RALB_proteomics,0.31934319726198135,0.000755085804232705
2817,DNPH1_proteomics,-0.31865058161815685,0.000776490088863239
2496,DAB2IP_proteomics,0.31789520400970755,0.000800465794304894
11229,ZBTB14_proteomics,-0.31774305067438086,0.0008053763275546353
438,ALS2CL_proteomics,0.3251146587887549,0.000805783629917439
4897,JUN_proteomics,0.31760137950827594,0.0008099733197500737
9654,STIM1_proteomics,0.31757710574709064,0.0008107633666335272
9683,STON2_proteomics,0.31728051541234575,0.0008204736825843592
10271,TMPRSS11E_proteomics,0.3602180789544319,0.000822774084697915
337,AJUBA_proteomics,0.3169495455610551,0.0008314350580261624
567,AP3B2_proteomics,0.36840758219716896,0.0008359497594784413
5759,METAP1_proteomics,0.3167709400550839,0.0008374057562028791
8703,SAMD8_proteomics,0.4041264954558689,0.0008420634673452979
2275,CR2_proteomics,-0.33180072476153766,0.000845067862178757
124,ACOT11_proteomics,0.3163360466874537,0.0008521083370637548
7294,PITPNB_proteomics,0.31610783252444996,0.0008599176963337605
8396,RNASEH2A_proteomics,-0.31570840802611266,0.0008737433916316518
7391,PLEKHO1_proteomics,-0.3156524891560333,0.0008756950975694379
4624,IFNGR1_proteomics,0.3155785356112644,0.0008782823765927664
5346,LPCAT2_proteomics,0.31551491787521124,0.0008805136425954287
3186,EPHA4_proteomics,0.3151926538953337,0.000891896198962793
9633,STARD5_proteomics,0.31510835843668916,0.0008948956655535972
11127,WNT5A_proteomics,0.31508634861690554,0.0008956803519613079
728,ARL4C_proteomics,0.3459770485106605,0.0008969868588175324
9799,SYTL1_proteomics,0.3148745870464704,0.0009032621846371371
399,ALDOA_proteomics,0.314566566004561,0.0009143951544349749
10404,TPRKB_proteomics,-0.31427419125356626,0.000925078418421785
1067,BIRC2_proteomics,0.3141832768024879,0.0009284235594323591
1378,CALML3_proteomics,0.31407175540847676,0.0009325420057463196
4142,GSDME_proteomics,0.3138539343015556,0.000940634217643779
7110,PECAM1_proteomics,-0.31366957279339674,0.0009475334289851831
10426,TRAF7_proteomics,0.31356659859733427,0.0009514070292588867
11183,YBX3_proteomics,0.32062657093542035,0.0009602587296517368
11184,YBX3_proteomics,0.32062657093542035,0.0009602587296517368
529,ANP32E_proteomics,-0.31311512694326543,0.0009685613631489125
10286,TNC_proteomics,0.3131096115423262,0.0009687726635892559
3190,EPHB4_proteomics,0.3130680631790799,0.0009703657752578105
5567,MAP3K5_proteomics,0.31300833829528896,0.000972660029024634
2465,CYFIP1_proteomics,0.3130076796743019,0.0009726853566722777
4436,HMGN4_proteomics,-0.31239891883897286,0.0009963547253713856
7941,PUSL1_proteomics,0.43546627714228714,0.0009981360470130208
10074,THUMPD1_proteomics,-0.3118292103379467,0.001018980594796877
9508,SPRR1B_proteomics,0.3116862855575596,0.0010247298962221838
2085,CNNM4_proteomics,0.31165183879671016,0.0010261199721535979
3789,GALM_proteomics,-0.31157833400763235,0.0010290919620972682
3429,FAM3C_proteomics,0.3112211340985769,0.0010436465910614247
10377,TP63_proteomics,0.3109734511927532,0.0010538487541724428
2924,DVL3_proteomics,0.3108899657837152,0.0010573079951322769
6068,MSMO1_proteomics,0.3107472087270976,0.001063247173645971
1135,BRD8_proteomics,-0.3102960149911001,0.0010822189467149938
6869,P3H2_proteomics,0.3087572872893882,0.0011492636449162374
9021,SH3GL1_proteomics,0.308536230029003,0.0011592003233368783
6248,MYORG_proteomics,0.32315499252139446,0.0011721587380152554
683,ARHGAP5_proteomics,0.3082456612387542,0.0011723806392687402
3204,EPS8L2_proteomics,0.308240844673775,0.0011726002660695887
3097,ELOB_proteomics,0.30805290501373717,0.001181199296018946
1937,CHP1_proteomics,0.3080483771814752,0.0011814071700618285
8032,RAB3D_proteomics,0.3080418941741404,0.0011817048647440659
1712,CDCA7L_proteomics,-0.33121445514710535,0.0011829163019709725
6054,MS4A1_proteomics,-0.30783430279493473,0.0011912734951359638
3092,ELMO3_proteomics,0.3077172894084949,0.0011966981048363607
9120,SLC16A3_proteomics,0.30716391458248316,0.0012226579436316759
10175,TMEM110-MUSTN1_proteomics,-0.30704842257964504,0.0012281401324263916
4999,KIAA1143_proteomics,-0.30682903576938225,0.0012386156826034091
3845,GBP6_proteomics,0.30670056803790463,0.0012447876106298453
5137,KRT23_proteomics,0.30647112854572606,0.0012558801708019833
10480,TRIM5_proteomics,0.3063843307301336,0.0012600999279999325
1982,CKMT1A_proteomics,0.3063483502583851,0.0012618529322732043
5291,LIMK2_proteomics,0.30489106575947367,0.0013347461826321368
5456,LYPD3_proteomics,0.30481459172082287,0.0013386751101313178
9161,SLC25A6_proteomics,0.30457808810942866,0.0013508923612267412
2969,EDARADD_proteomics,0.3044192630278283,0.0013591537243271784
1006,BCAP29_proteomics,0.304234886122564,0.0013688017772543852
1005,BCAP29_proteomics,0.304234886122564,0.0013688017772543852
7089,PDP1_proteomics,0.30411797543028546,0.0013749516810628122
8863,SEMA3C_proteomics,0.30367973496716844,0.0013982288438375455
2004,CLDND1_proteomics,0.31825171658866647,0.0014052410845475404
9027,SH3PXD2A_proteomics,0.30349780114952446,0.0014079970405728433
1661,CD53_proteomics,-0.3105625917061771,0.0014093257541400734
4716,ING1_proteomics,-0.3030275658966697,0.0014335323920395696
2887,DSN1_proteomics,-0.3029761584040333,0.0014363493555425379
5336,LOC728743_proteomics,-0.3545794733285528,0.0014466835965449083
5927,MOV10_proteomics,0.3027868494152235,0.0014467662898849803
4006,GNL3L_proteomics,-0.30272845912220253,0.0014499931019300281
8033,RAB3GAP1_proteomics,0.3021413413883253,0.0014828041832726502
