,Comparison,Correlation,P_value,Significant
573,ARHGAP22_proteomics,-0.431206827760685,8.358564802502284e-06,1.0
5678,MYO1F_proteomics,-0.43077658405344676,8.553022639297012e-06,1.0
2124,CSPG5_proteomics,0.43072866994431275,8.574939862684398e-06,1.0
10427,YWHAE_proteomics,0.4301541477005727,8.841890125764737e-06,1.0
2636,DUSP23_proteomics,-0.4299489119185799,8.939132882377902e-06,1.0
2553,DOCK2_proteomics,-0.42884069263366176,9.481833678444754e-06,1.0
6613,PGM1_proteomics,0.4282548716357236,9.781083515692746e-06,1.0
3273,FHL2_proteomics,-0.4281008737367134,9.861210191731697e-06,1.0
1567,CDKN2C_proteomics,0.42719733165047696,1.0343903942379364e-05,1.0
2137,CTBS_proteomics,-0.4271931207859735,1.034620460811116e-05,1.0
6397,PAWR_proteomics,-0.4271896496512475,1.0348101473610156e-05,1.0
4266,IL16_proteomics,-0.4265713290680917,1.0691259256906133e-05,1.0
2416,DGKZ_proteomics,0.4263280321554888,1.0829194366621506e-05,1.0
10069,UPP1_proteomics,-0.4262618708725739,1.0866992166339388e-05,1.0
339,ALDH7A1_proteomics,0.4262293120626578,1.0885638431244824e-05,1.0
3220,FCGR2B_proteomics,-0.42602763013464,1.1001812293341297e-05,1.0
3914,HCK_proteomics,-0.4260010610637584,1.1017203310925385e-05,1.0
3418,GAB1_proteomics,0.4258739014606532,1.1091145297688345e-05,1.0
6761,PLAUR_proteomics,-0.4256393559046623,1.1228755975352762e-05,1.0
1786,CLDN10_proteomics,0.42562711333320014,1.1235982711167627e-05,1.0
8276,SERPINB8_proteomics,-0.4256142933763225,1.1243554959280655e-05,1.0
9435,TMED5_proteomics,-0.42530730301280817,1.1426320841761018e-05,1.0
7304,PTPRC_proteomics,-0.42495788600673146,1.1637740899611714e-05,1.0
2033,CPNE2_proteomics,0.4248405049107025,1.1709584962769149e-05,1.0
3972,HGF_proteomics,-0.4438754601660816,1.1755081102207466e-05,1.0
7294,PTPN18_proteomics,-0.4238355954905362,1.2341928674073345e-05,1.0
10338,WIPF1_proteomics,-0.4238181973608884,1.2353153831911773e-05,1.0
1042,BTK_proteomics,-0.4233800315892208,1.2639037545166258e-05,1.0
660,ARPC3_proteomics,-0.42333025849723027,1.2671902418351113e-05,1.0
5725,NAGA_proteomics,-0.4229703523952185,1.2911945585057977e-05,1.0
270,AHR_proteomics,-0.42276073166758277,1.305371540938351e-05,1.0
3559,GIMAP1-GIMAP5_proteomics,-0.4226368649588044,1.3138174148339802e-05,1.0
2594,DPYD_proteomics,-0.4222140537304998,1.343035001919941e-05,1.0
9039,SULF1_proteomics,-0.4410860997763089,1.3531927358667577e-05,1.0
2693,EDNRB_proteomics,0.4217204154726886,1.3779186900256984e-05,1.0
8560,SLC6A9_proteomics,0.4215702800908227,1.3886957899363873e-05,1.0
9408,TLR7_proteomics,-0.4214657674336453,1.3962446363579876e-05,1.0
5732,NANS_proteomics,-0.42142979542179404,1.398851758597885e-05,1.0
9249,TCIRG1_proteomics,-0.4214257021892915,1.3991487108177748e-05,1.0
4980,LUZP1_proteomics,-0.42131594837583186,1.4071331355051648e-05,1.0
3561,GIMAP4_proteomics,-0.42129232796130356,1.4088570691347121e-05,1.0
8941,STAMBPL1_proteomics,-0.42122833188373415,1.4135377848550253e-05,1.0
1881,CNPY3_proteomics,-0.4211264967824083,1.4210161803128892e-05,1.0
5679,MYO1G_proteomics,-0.4211167115526103,1.421736724099569e-05,1.0
7535,RASSF1_proteomics,-0.4617734428726475,1.429718265411205e-05,1.0
3357,FPR1_proteomics,-0.42089503362601977,1.4381523534142936e-05,1.0
335,ALDH3B1_proteomics,-0.42080849274160387,1.4446090062999947e-05,1.0
7265,PTER_proteomics,-0.4203613592944818,1.4784045017849848e-05,1.0
7482,RALGAPA1_proteomics,0.4202735232277472,1.4851299831708444e-05,1.0
5967,NKAIN3_proteomics,0.4222427316581944,1.486442597364736e-05,1.0
4814,LILRB1_proteomics,-0.4197620483657131,1.5248668014794267e-05,1.0
6763,PLBD2_proteomics,-0.41969128451128934,1.5304424137396924e-05,1.0
3955,HEPACAM_proteomics,0.41932433219727516,1.5596633783161414e-05,1.0
4489,KBTBD6_proteomics,0.4193132437143131,1.5605544666800113e-05,1.0
6041,NOVA1_proteomics,0.41898512661283693,1.5871397224504037e-05,1.0
1011,BRI3_proteomics,-0.4189446141231125,1.5904515084718268e-05,1.0
126,ACSS1_proteomics,0.41863082687492104,1.616323233433789e-05,1.0
8582,SLFN5_proteomics,-0.4184524366691809,1.631206993809093e-05,1.0
3268,FGL2_proteomics,-0.4183446680806845,1.6402607291333347e-05,1.0
1925,COL1A2_proteomics,-0.417762961922836,1.6899498749161666e-05,1.0
7385,RAB11FIP1_proteomics,-0.4365183610279324,1.6994879054332408e-05,1.0
2980,EVI2B_proteomics,-0.4174054665566349,1.721183852452858e-05,1.0
117,ACSBG1_proteomics,0.41725657798640803,1.7343511101268445e-05,1.0
3307,FLNB_proteomics,-0.4172346263709471,1.7363004175076974e-05,1.0
5447,MRC1_proteomics,-0.4171237639253955,1.7461764553572105e-05,1.0
3915,HCLS1_proteomics,-0.4171020146537781,1.748120132479528e-05,1.0
8274,SERPINB2_proteomics,-0.4827558458776459,1.7493518165940318e-05,1.0
966,BLOC1S5_proteomics,-0.4163216726122936,1.8192148872219885e-05,1.0
3276,FHOD1_proteomics,-0.4162674963657118,1.8242500466275104e-05,1.0
2736,EHD4_proteomics,-0.4156646681960542,1.8811658424303848e-05,1.0
4035,HMGA1_proteomics,-0.4154867251670677,1.898281898136315e-05,1.0
3965,HEXA_proteomics,-0.4154743813952714,1.89947462479845e-05,1.0
8128,SCIN_proteomics,-0.41545292568278036,1.9015494720089385e-05,1.0
3130,FAM49B_proteomics,-0.4154224486799629,1.904500364446257e-05,1.0
4097,HPS5_proteomics,-0.41508051452911515,1.9379032602606238e-05,1.0
9762,TRMT1L_proteomics,-0.41494580983014484,1.9512124722899576e-05,1.0
2375,DEF6_proteomics,-0.4148077668451957,1.9649403771399654e-05,1.0
4147,HSPBP1_proteomics,0.41456606897323467,1.9891946735873514e-05,1.0
9901,TUT7_proteomics,-0.4145261482995832,1.9932276000834514e-05,1.0
2161,CTSA_proteomics,-0.41451604843654904,1.994249137723584e-05,1.0
6124,NTAN1_proteomics,-0.41437124133527453,2.008949525639774e-05,1.0
4364,IRF5_proteomics,-0.4331115903040691,2.0100338410017267e-05,1.0
10457,ZBTB47_proteomics,0.4143113269248181,2.015061513101038e-05,1.0
5921,NFKB2_proteomics,-0.41429221012761336,2.0170153200168448e-05,1.0
7701,RHBDF2_proteomics,-0.4141361962652817,2.0330270133856886e-05,1.0
2909,EPN2_proteomics,0.4140606955147329,2.0408183528718202e-05,1.0
4917,LRRC25_proteomics,-0.413658970125033,2.0827473458164813e-05,1.0
5121,MARC1_proteomics,0.41363993108833264,2.084754391288186e-05,1.0
6959,POU3F3_proteomics,0.41310175962639994,2.1422424118784105e-05,1.0
567,ARHGAP10_proteomics,-0.4130586731656679,2.1469085958435808e-05,1.0
5944,NHS_proteomics,-0.4129886135815363,2.1545162564289708e-05,1.0
122,ACSL4_proteomics,-0.4126802038742674,2.1883073016425687e-05,1.0
4396,ITGAL_proteomics,-0.41264408258515983,2.1922972679397826e-05,1.0
4400,ITGB1_proteomics,-0.4123638693676748,2.2234820131312855e-05,1.0
10340,WIPF3_proteomics,0.4120990789075213,2.253331831734791e-05,1.0
9926,TYMP_proteomics,-0.41204598504497547,2.2593621046913795e-05,1.0
4902,LRMDA_proteomics,-0.41176039732682457,2.292058657960469e-05,1.0
2147,CTHRC1_proteomics,-0.41165046653075105,2.30476221538142e-05,1.0
2871,ENTPD1_proteomics,-0.4109100759710935,2.3920545698936523e-05,1.0
3193,FBXO17_proteomics,0.41044070313903813,2.448987289488436e-05,1.0
3177,FBP1_proteomics,-0.41041375252678935,2.4522944870139243e-05,1.0
8069,SAMSN1_proteomics,-0.4101538826517691,2.48439925524224e-05,1.0
10563,ZNF185_proteomics,-0.410065836815915,2.4953655482589102e-05,1.0
6303,P2RX4_proteomics,-0.4099886887798543,2.505011736788865e-05,1.0
3352,FOXP1_proteomics,-0.45223073724969676,2.5396857627420645e-05,1.0
4887,LPXN_proteomics,-0.40969930860443393,2.5415062987634795e-05,1.0
6509,PDGFA_proteomics,0.4129047933502273,2.6333327877653806e-05,1.0
7639,RELB_proteomics,-0.40870963861961507,2.670113525660627e-05,1.0
3581,GLB1_proteomics,-0.40858941310188723,2.6861452116292778e-05,1.0
5687,MYOF_proteomics,-0.4084881177494487,2.699722507321451e-05,1.0
2334,DDR1_proteomics,0.40830140973003015,2.724916696963916e-05,1.0
4312,INPP5D_proteomics,-0.4081806069217912,2.7413347703178122e-05,1.0
1292,CARD11_proteomics,-0.40816321074792977,2.7437066619030427e-05,1.0
1325,CAV1_proteomics,-0.4079974999455609,2.766397086461079e-05,1.0
1800,CLIC2_proteomics,-0.40751970241859525,2.8328079293053193e-05,1.0
1499,CDC34_proteomics,0.4074059174559267,2.8488417751704322e-05,1.0
1632,CERS1_proteomics,0.40715432670602053,2.884596278572316e-05,1.0
7317,PTPRZ1_proteomics,0.40704902886856287,2.8996848228349526e-05,1.0
2098,CRYBG1_proteomics,-0.4068802113983254,2.9240295333361443e-05,1.0
10266,WASF3_proteomics,0.4066422126456417,2.958675664524732e-05,1.0
5920,NFKB1_proteomics,-0.406439468334648,2.9884922582519644e-05,1.0
659,ARPC2_proteomics,-0.4063273917893301,3.0050952071511766e-05,1.0
5675,MYO1C_proteomics,-0.4059147320458793,3.066973036681934e-05,1.0
1232,CACUL1_proteomics,-0.4059102128717704,3.067657231588578e-05,1.0
7351,PYCARD_proteomics,-0.4058488671481377,3.076958998981653e-05,1.0
3744,GPX3_proteomics,-0.4053625710111532,3.151634374504714e-05,1.0
201,ADGRL2_proteomics,0.4050506627240138,3.200419446213451e-05,1.0
3249,FGB_proteomics,-0.40493606022275647,3.218520970945114e-05,1.0
1420,CCNDBP1_proteomics,-0.4047649460274346,3.24572682480398e-05,1.0
4274,IL4I1_proteomics,-0.4047159052383673,3.2535634937796614e-05,1.0
4903,LRMP_proteomics,-0.404324668295278,3.316719372840479e-05,1.0
6806,PLEKHO2_proteomics,-0.4036127628005014,3.4345898144323674e-05,1.0
2146,CTH_proteomics,0.40350979659830066,3.4519585859474736e-05,1.0
3218,FCGR1A_proteomics,-0.40333545106828633,3.4815552684022874e-05,1.0
8530,SLC38A3_proteomics,0.403315138214721,3.485018939669169e-05,1.0
1457,CD2AP_proteomics,-0.4032292148942779,3.499705921373055e-05,1.0
2541,DNMBP_proteomics,-0.403173371414394,3.5092823169081695e-05,1.0
6597,PFN1_proteomics,-0.4026947909828807,3.5923626208011404e-05,1.0
3320,FMNL1_proteomics,-0.4026844501521673,3.594177886483791e-05,1.0
2276,DBI_proteomics,0.4021201509340753,3.6945469694248996e-05,1.0
8455,SLC1A3_proteomics,0.4021191873892645,3.694720568566548e-05,1.0
7300,PTPN6_proteomics,-0.4020169106226247,3.71319089301395e-05,1.0
2488,DMRTA2_proteomics,0.41959917128288926,3.843308138368567e-05,1.0
628,ARL4A_proteomics,0.49760626867840085,3.874491954522754e-05,1.0
33,ABCD1_proteomics,-0.4008443531187188,3.9312015688266196e-05,1.0
4720,LAIR1_proteomics,-0.40050658892929325,3.996185206105604e-05,1.0
7023,PPP1R1C_proteomics,0.40018509073385394,4.0589702426499785e-05,1.0
9956,UBASH3B_proteomics,-0.4001597279916402,4.0639623127450946e-05,1.0
5028,MAGED2_proteomics,-0.40013391079197663,4.069049721534001e-05,1.0
4391,ITGA4_proteomics,-0.3996057835812449,4.17443435506601e-05,1.0
1920,COL14A1_proteomics,-0.3995424007342699,4.187251937379363e-05,1.0
4276,ILDR2_proteomics,0.39953215931646496,4.1893264517587854e-05,1.0
6077,NRBF2_proteomics,-0.3994514017128499,4.205718469806746e-05,1.0
9204,TBC1D8B_proteomics,-0.41762398549019064,4.215583570584676e-05,1.0
9405,TLR1_proteomics,-0.4174059480487964,4.258677335185666e-05,1.0
7303,PTPRA_proteomics,0.39897406917402956,4.303836228845207e-05,1.0
6957,POU2F2_proteomics,-0.4624454522783024,4.3194464224343374e-05,1.0
5031,MAGI1_proteomics,0.3988067725464009,4.338727650246062e-05,1.0
3562,GIMAP6_proteomics,-0.41697283505827065,4.345500259614189e-05,1.0
2731,EHBP1_proteomics,-0.398721794706447,4.3565516273442685e-05,1.0
8015,RUSC1_proteomics,-0.4375827899536873,4.4076061563362714e-05,1.0
461,AOAH_proteomics,-0.3982750748919244,4.451380165622929e-05,1.0
7198,PSAT1_proteomics,0.3979466242971892,4.522328313411529e-05,1.0
6120,NT5DC1_proteomics,-0.39783295991692635,4.547125666620981e-05,1.0
5369,MLX_proteomics,-0.4157786812190126,4.593505157049425e-05,1.0
9406,TLR2_proteomics,-0.39728485964627347,4.6684926130075626e-05,1.0
697,ASIC1_proteomics,0.3971460115779735,4.69971443581848e-05,1.0
8255,SEPT7_proteomics,0.39706783294665793,4.71737957813383e-05,1.0
4717,LACTB_proteomics,-0.39700208535978865,4.7322837697909756e-05,1.0
3341,FOLR2_proteomics,-0.3966539984038359,4.811925851027416e-05,1.0
2408,DGKA_proteomics,-0.3964967855996573,4.848304535024185e-05,1.0
3564,GIMAP8_proteomics,-0.3962941148471736,4.895580809668012e-05,1.0
3266,FGG_proteomics,-0.39627544761929967,4.899956812267551e-05,1.0
412,ANKMY2_proteomics,0.3959198994881884,4.984004984553468e-05,1.0
8248,SEPT11_proteomics,0.39587096612633277,4.995677098641642e-05,1.0
185,ADCY8_proteomics,0.39554960087191277,5.072968623362512e-05,1.0
1448,CD163_proteomics,-0.39547616793666257,5.090785862306351e-05,1.0
4938,LRRFIP1_proteomics,-0.3953881522168185,5.1122182796294035e-05,1.0
7582,RBM47_proteomics,-0.39510025696661333,5.182912110290651e-05,1.0
8058,SALL2_proteomics,0.39506702791711107,5.191130077442891e-05,1.0
