,Comparison,Correlation,P_value,fdr_bh_p_val,Cancer Type
444,TMEM134_proteomics,0.46049482545525183,5.314400465601658e-07,0.00017575481539811196,Lscc
144,EPHA2_proteomics,0.45946857748662484,5.674310168393151e-07,0.0001783672260979511,Lscc
97,COL7A1_proteomics,0.4593933416295043,5.701587356910748e-07,0.0001783672260979511,Lscc
357,RAB10_proteomics,0.4555224523045231,7.285889780959723e-07,0.00021661505894632606,Lscc
173,FSCN1_proteomics,0.45549503225779414,7.298477148083557e-07,0.00021661505894632606,Lscc
453,TNKS1BP1_proteomics,0.4548286130089668,7.610827594578437e-07,0.00022023832351811352,Lscc
243,KRT6A_proteomics,0.45434278525879357,7.846489159313275e-07,0.0002215197854123199,Lscc
345,PROM2_proteomics,0.5071078801822884,8.54086314855109e-07,0.0002333778640496827,Lscc
163,FAM83H_proteomics,0.45184530484778995,9.171369552599242e-07,0.0002333778640496827,Lscc
298,NOL3_proteomics,0.4518205726406787,9.185493947616804e-07,0.0002333778640496827,Lscc
214,ITGA6_proteomics,0.45166532417169797,9.274627858561906e-07,0.0002333778640496827,Lscc
213,ITGA6_proteomics,0.45166532417169797,9.274627858561906e-07,0.0002333778640496827,Lscc
340,PPP1R13L_proteomics,0.4466405084509317,1.2645299380314235e-06,0.0003096367921549647,Lscc
240,KRT19_proteomics,0.4463904611775447,1.2840229825864626e-06,0.0003096367921549647,Lscc
199,HSPB1_proteomics,0.4457644540734367,1.3340818906731238e-06,0.0003118722114047555,Lscc
164,FAT1_proteomics,0.4456043312690522,1.3471801788542356e-06,0.0003118722114047555,Lscc
324,PKP3_proteomics,0.44429884477992365,1.4586132700488166e-06,0.0003310480117806873,Lscc
266,MAP3K6_proteomics,0.43842138743628545,2.077624261054114e-06,0.0004624711696481033,Lscc
290,NCKAP1_proteomics,0.43437079665819067,2.641094017533444e-06,0.0005768049670367853,Lscc
308,PANX1_proteomics,0.4323487177322789,2.97378200564008e-06,0.0006374356799126652,Lscc
450,TMPRSS4_proteomics,0.4315575066446269,3.1144413606443345e-06,0.0006543981771648073,Lscc
347,PSPH_proteomics,0.43127599920537407,3.165986861445288e-06,0.0006543981771648073,Lscc
85,CLCA2_proteomics,0.42764803278882146,3.906743301322415e-06,0.0007905814745455461,Lscc
8,AGAP3_proteomics,0.43654610404880795,4.029745744983778e-06,0.0007905814745455461,Lscc
9,AGAP3_proteomics,0.43654610404880795,4.029745744983778e-06,0.0007905814745455461,Lscc
99,CPNE8_proteomics,0.4266551903182387,4.136362645771264e-06,0.0007979732937467063,Lscc
94,COL14A1_proteomics,-0.4258250522662611,4.3380786130083715e-06,0.0008231681958290475,Lscc
158,FAM160A1_proteomics,0.42492848434726616,4.566354599929857e-06,0.0008525089434546467,Lscc
234,KLC3_proteomics,0.42433580837845475,4.723433077971274e-06,0.0008678371091669445,Lscc
26,ANXA8L1_proteomics,0.4230220003726851,5.090011148233647e-06,0.0009205762350125697,Lscc
466,TTYH3_proteomics,0.43108439762884615,5.473887200512473e-06,0.0009747729899374135,Lscc
107,CTNNA1_proteomics,0.4206789708210336,5.8112919704597916e-06,0.0010067525042011887,Lscc
330,PLEKHA1_proteomics,0.42047646940789896,5.8779616877161875e-06,0.0010067525042011887,Lscc
116,DDR1_proteomics,0.4203667087253302,5.914399160749964e-06,0.0010067525042011887,Lscc
124,DNASE1L1_proteomics,0.4199065903403883,6.069477022184382e-06,0.00100713594895553,Lscc
336,PLXNA1_proteomics,0.419703995643859,6.138968497318543e-06,0.00100713594895553,Lscc
480,WLS_proteomics,0.41959207110534313,6.177680550828736e-06,0.00100713594895553,Lscc
98,COMT_proteomics,0.41896112071790675,6.400254364944547e-06,0.0010278492739089506,Lscc
408,SLC2A1_proteomics,0.4186492328549266,6.513048336578312e-06,0.0010278492739089506,Lscc
299,NPTN_proteomics,0.41849060801670734,6.5711314271500945e-06,0.0010278492739089506,Lscc
103,CRYBG2_proteomics,0.4374554997978549,6.6639390526043144e-06,0.0010284679271185993,Lscc
338,PLXNB2_proteomics,0.415633076900528,7.704908092762373e-06,0.0011627844310973634,Lscc
222,JADE3_proteomics,-0.41556241277041095,7.735153450928464e-06,0.0011627844310973634,Lscc
183,GNAI1_proteomics,0.4148801100852144,8.03300167609028e-06,0.0011920768512916026,Lscc
469,TWF1_proteomics,0.41330613784321424,8.761825281768122e-06,0.0012716614372751387,Lscc
76,CDKN1B_proteomics,-0.4129313462613222,8.944327258346135e-06,0.0012716614372751387,Lscc
476,VANGL1_proteomics,0.41287729419768326,8.970941022193405e-06,0.0012716614372751387,Lscc
161,FAM83B_proteomics,0.41280077153777095,9.008746251106815e-06,0.0012716614372751387,Lscc
327,PLAU_proteomics,0.41213864832571173,9.34218524522056e-06,0.0012966574987818373,Lscc
455,TNS4_proteomics,0.42118520928728187,9.40986867366517e-06,0.0012966574987818373,Lscc
417,SOWAHC_proteomics,0.4115584135115627,9.643907157987091e-06,0.001313273239455301,Lscc
75,CDK18_proteomics,0.4083400851737596,1.1490989987600476e-05,0.0015466070826334363,Lscc
71,CDC42BPG_proteomics,0.40783818874940136,1.1807428763029164e-05,0.0015709308957708341,Lscc
385,S100A2_proteomics,0.4071852096381793,1.2231403341302256e-05,0.0016088465190406093,Lscc
292,NDRG1_proteomics,0.4069720018267243,1.2372910635296536e-05,0.0016091734899276113,Lscc
60,CAPNS2_proteomics,0.4062430582389194,1.2868433889760393e-05,0.0016550235808219617,Lscc
179,GJA1_proteomics,0.4056383640216996,1.329359524882473e-05,0.0016632650777685433,Lscc
366,RASA4_proteomics,-0.40562580970124007,1.3302560591762958e-05,0.0016632650777685433,Lscc
447,TMEM40_proteomics,0.4243037105403362,1.33635984650086e-05,0.0016632650777685433,Lscc
86,CLCA4_proteomics,0.4341810699745163,1.3729176592699389e-05,0.0016905874368137812,Lscc
387,SDC1_proteomics,0.40198301058466823,1.6158346671858985e-05,0.0019687669760712397,Lscc
391,SEMA4B_proteomics,0.4014951564527741,1.658186774371922e-05,0.001999324157641146,Lscc
211,IRF6_proteomics,0.4003541288844682,1.761349533625995e-05,0.0020899172348270334,Lscc
223,JAG1_proteomics,0.40026739235107606,1.769433166419432e-05,0.0020899172348270334,Lscc
236,KRT14_proteomics,0.3991297247840024,1.878738236426228e-05,0.0021781012292519247,Lscc
443,TMEM132A_proteomics,0.3990647283694456,1.885170557578762e-05,0.0021781012292519247,Lscc
187,GPC1_proteomics,0.398910202365884,1.90054621299736e-05,0.0021781012292519247,Lscc
382,S100A11_proteomics,0.3979818115195769,1.99542983601329e-05,0.002264421603122925,Lscc
171,FOSL2_proteomics,0.3976701170017737,2.0282702444638782e-05,0.002279342532006737,Lscc
74,CDH1_proteomics,0.3970119430665044,2.0992896193672314e-05,0.00233646897540151,Lscc
399,SH2D3A_proteomics,0.4050434328604213,2.1962925544938495e-05,0.002421151077930125,Lscc
172,FRRS1_proteomics,0.41409018386321206,2.24937905517036e-05,0.0024400397618084277,Lscc
329,PLCH2_proteomics,0.39563409488341184,2.2555875119956955e-05,0.0024400397618084277,Lscc
384,S100A16_proteomics,0.3949444830083685,2.3378519920481802e-05,0.002494035476955505,Lscc
205,IL1RN_proteomics,0.39480182924657525,2.3552168731105613e-05,0.002494035476955505,Lscc
492,ZNF185_proteomics,0.39468000672223263,2.370141705962035e-05,0.002494035476955505,Lscc
128,DSG3_proteomics,0.3928618443047503,2.6037005227215824e-05,0.0027151201396848935,Lscc
231,KIDINS220_proteomics,0.3923859587077182,2.66830168739554e-05,0.002757642145678873,Lscc
126,DSC3_proteomics,0.39178457816906076,2.7520882699169516e-05,0.0028137500283911556,Lscc
226,JUP_proteomics,0.39164974192368873,2.7712095312016565e-05,0.0028137500283911556,Lscc
344,PRNP_proteomics,0.3880439064666761,3.331193335065506e-05,0.0033529185089898462,Lscc
104,CRYBG3_proteomics,0.38711544281041005,3.491649895472963e-05,0.0034841247879396162,Lscc
221,IVL_proteomics,0.3865440907085682,3.593956614246508e-05,0.003555559641872079,Lscc
451,TMTC3_proteomics,0.38597244427981126,3.699118471753258e-05,0.0036285844330969457,Lscc
41,ATP6AP2_proteomics,0.3852817176871862,3.830027874224185e-05,0.0037254262726172218,Lscc
224,JPT2_proteomics,0.38232445933316817,4.441050083722944e-05,0.0042507962864393786,Lscc
32,ARHGEF16_proteomics,0.3821109339716644,4.488522277513193e-05,0.0042507962864393786,Lscc
291,NCS1_proteomics,0.3888525532297563,4.51607055078373e-05,0.0042507962864393786,Lscc
440,TLDC1_proteomics,0.38198319614207066,4.517148031250639e-05,0.0042507962864393786,Lscc
95,COL17A1_proteomics,0.38174356935647796,4.571308738615611e-05,0.0042507962864393786,Lscc
376,RND3_proteomics,0.3816593283665587,4.590492749934534e-05,0.0042507962864393786,Lscc
229,KIAA1522_proteomics,0.381460477197724,4.6360755521623796e-05,0.004258934485419012,Lscc
470,TXNDC17_proteomics,0.3811198502766887,4.7151420932126526e-05,0.004297462183380823,Lscc
6,ADAM9_proteomics,0.3809112447897276,4.764184081060741e-05,0.004308236776427975,Lscc
67,CD44_proteomics,0.3805871378784509,4.841326374424852e-05,0.00434405835534633,Lscc
395,SERPINB5_proteomics,0.37991062650364027,5.0061220358154366e-05,0.0044508083135825285,Lscc
123,DLG5_proteomics,0.37978538351941415,5.037199905652797e-05,0.0044508083135825285,Lscc
40,ATP6AP1_proteomics,0.37955227656139245,5.0955236823324896e-05,0.004454513695503684,Lscc
359,RAB38_proteomics,0.37946167823952026,5.118361308872484e-05,0.004454513695503684,Lscc
43,BAIAP2_proteomics,0.379218794130256,5.18005912065124e-05,0.004464908255604121,Lscc
64,CCDC120_proteomics,0.3876975926455497,5.207452393145195e-05,0.004464908255604121,Lscc
119,DEPTOR_proteomics,-0.3785938503400723,5.342016526609315e-05,0.004546605977610501,Lscc
33,ARHGEF2_proteomics,-0.378307067998758,5.417909833670597e-05,0.004569570256567706,Lscc
53,BSG_proteomics,0.3781945731895944,5.447954171977049e-05,0.004569570256567706,Lscc
457,TP73_proteomics,0.3767681262652455,5.842662679796526e-05,0.004865382771125524,Lscc
175,GABPA_proteomics,-0.37660853040121717,5.888447078232787e-05,0.004868483923610322,Lscc
108,CTNNB1_proteomics,0.3761510229755433,6.0215583261581406e-05,0.0049353959382012575,Lscc
334,PLSCR3_proteomics,0.3845671958501667,6.054654196324653e-05,0.0049353959382012575,Lscc
37,ATP1A1_proteomics,0.37530524850325914,6.275059420917811e-05,0.005079287608190466,Lscc
255,LOXL4_proteomics,0.3835432804447436,6.358558261879823e-05,0.005111132769531871,Lscc
393,SERPINB13_proteomics,0.3831727297538422,6.472001436526302e-05,0.005131055933410407,Lscc
394,SERPINB13_proteomics,0.3831727297538422,6.472001436526302e-05,0.005131055933410407,Lscc
93,COBLL1_proteomics,0.40997461868824014,6.61034992419064e-05,0.0051699189440882875,Lscc
92,COBLL1_proteomics,0.40997461868824014,6.61034992419064e-05,0.0051699189440882875,Lscc
235,KRT13_proteomics,0.3740060434259283,6.683932256438766e-05,0.00519238361532072,Lscc
300,NR1D1_proteomics,0.411721564713836,6.738464472591373e-05,0.005199848418016343,Lscc
269,MARK1_proteomics,0.37365025522370443,6.800161130193247e-05,0.0052094155077604745,Lscc
5,ADAM17_proteomics,0.3735269695094766,6.840873928117427e-05,0.0052094155077604745,Lscc
358,RAB21_proteomics,0.3719209286371022,7.392433153175514e-05,0.005592641421438338,Lscc
153,EXT1_proteomics,0.37160168066375865,7.506896984955091e-05,0.005642359259795791,Lscc
237,KRT15_proteomics,0.3703910503856417,7.956139620211356e-05,0.005911946989174855,Lscc
38,ATP2A2_proteomics,0.3703139091373113,7.98559770655406e-05,0.005911946989174855,Lscc
383,S100A14_proteomics,0.3702272897237469,8.018796348168054e-05,0.005911946989174855,Lscc
192,HCAR2_proteomics,0.38736861179593596,8.129267745055862e-05,0.005955460389178582,Lscc
89,CLSTN1_proteomics,0.36974226524070697,8.207080157285424e-05,0.0059746511207911185,Lscc
468,TUBB2B_proteomics,-0.37788642815138807,8.310068854284674e-05,0.006011273842502494,Lscc
296,NIPSNAP2_proteomics,0.36929996425498035,8.382361462698573e-05,0.006011273842502494,Lscc
239,KRT17_proteomics,0.3692230725097478,8.413186716936535e-05,0.006011273842502494,Lscc
202,IGSF3_proteomics,0.3688543391871256,8.562481538687355e-05,0.006080412503699763,Lscc
127,DSG2_proteomics,0.36846365515071133,8.723353562022632e-05,0.006156879114659266,Lscc
12,AHNAK2_proteomics,0.3755641471834934,9.262177104324937e-05,0.006360216700618347,Lscc
13,AHNAK2_proteomics,0.3755641471834934,9.262177104324937e-05,0.006360216700618347,Lscc
170,FHIT_proteomics,-0.36718509166524144,9.269720880690402e-05,0.006360216700618347,Lscc
494,ZNF771_proteomics,-0.37552472515262164,9.279182429570987e-05,0.006360216700618347,Lscc
91,CNTN1_proteomics,0.3671476492802027,9.286191122285103e-05,0.006360216700618347,Lscc
331,PLEKHG3_proteomics,0.36614869469167083,9.735803067349223e-05,0.006628936500268662,Lscc
102,CRYBG1_proteomics,0.365712855178949,9.938244966028197e-05,0.006727203829343648,Lscc
434,TBC1D10A_proteomics,0.36536969894007043,0.0001010038529921728,0.006797206967351164,Lscc
474,ULBP2_proteomics,0.3650433767605539,0.00010256851509173838,0.006862604405704461,Lscc
431,TACSTD2_proteomics,0.3645464659543319,0.00010499448673805282,0.0069845470344423064,Lscc
34,ARID4A_proteomics,-0.36393844656184043,0.00010803549916614546,0.007145776587703621,Lscc
232,KIF13B_proteomics,-0.3636698328202143,0.00010940488894562078,0.00719523630423614,Lscc
375,RNASEH2C_proteomics,-0.3630345195127441,0.00011270820208522145,0.007370607000770838,Lscc
87,CLCN3_proteomics,0.3622130766162046,0.0001171168105402882,0.007615882483167618,Lscc
96,COL22A1_proteomics,0.36949978379543524,0.00012248082505761487,0.00792019860358599,Lscc
66,CD109_proteomics,0.360461444099923,0.0001270581977166837,0.008139632936985478,Lscc
275,MEMO1_proteomics,0.3604237244952925,0.00012728065326949215,0.008139632936985478,Lscc
186,GOLGA7B_proteomics,0.37713372666832035,0.00012924898059374725,0.008175366465552659,Lscc
157,FAM129B_proteomics,0.3600921107353627,0.0001292520140990183,0.008175366465552659,Lscc
50,BHLHE40_proteomics,0.3595781649454074,0.0001323634073159269,0.008326665433053554,Lscc
55,C11orf54_proteomics,-0.35901473341485346,0.00013585423052221292,0.008500068747538458,Lscc
247,LAGE3_proteomics,-0.3578991895546355,0.00014301930132573786,0.00885567617846792,Lscc
70,CD9_proteomics,0.3578917952667231,0.00014306794344479492,0.00885567617846792,Lscc
178,GGCX_proteomics,0.357372046565305,0.00014652575942600323,0.00902146630508504,Lscc
149,ERLIN1_proteomics,0.35704036463472555,0.00014877276668241678,0.009081934127079923,Lscc
482,WNT7B_proteomics,0.37211352124204233,0.00014907710446178708,0.009081934127079923,Lscc
263,MANBAL_proteomics,0.39300605178533704,0.00015210578407596082,0.009163327520669283,Lscc
24,ANXA2_proteomics,0.35655134360564933,0.00015214406555324236,0.009163327520669283,Lscc
260,LSR_proteomics,0.3564305154334979,0.00015298790311054207,0.009163327520669283,Lscc
47,BCAR1_proteomics,0.3563428160976265,0.00015360309357560886,0.009163327520669283,Lscc
230,KIAA1671_proteomics,0.35617498699920813,0.0001547867793412288,0.009163327520669283,Lscc
120,DGKA_proteomics,0.35612188809690354,0.00015516304052278006,0.009163327520669283,Lscc
437,THTPA_proteomics,-0.35392769197180823,0.00017147401800147476,0.010032066546524056,Lscc
270,MARK2_proteomics,0.3705905408142448,0.00017247354149099674,0.010032066546524056,Lscc
271,MARK2_proteomics,0.3705905408142448,0.00017247354149099674,0.010032066546524056,Lscc
29,APEX1_proteomics,-0.3536863919224189,0.0001733616412153418,0.010033304985337907,Lscc
377,RNF126_proteomics,0.35318988367428394,0.00017730643290861319,0.010210557019488545,Lscc
54,BTBD11_proteomics,0.37692918150440596,0.00018062812004896562,0.010283694189903827,Lscc
106,CSTA_proteomics,0.35275858510206876,0.0001808004854404045,0.010283694189903827,Lscc
348,PTGFRN_proteomics,0.3526786228124382,0.00018145524930051504,0.010283694189903827,Lscc
415,SNX7_proteomics,0.35259647206128597,0.00018213022107389066,0.010283694189903827,Lscc
354,PTPRK_proteomics,0.35221187960067896,0.00018532118575862364,0.010413071481340139,Lscc
333,PLP2_proteomics,0.35996785005113496,0.00018794312398990148,0.010482389715319661,Lscc
69,CD58_proteomics,0.35991701852727725,0.00018836605276773127,0.010482389715319661,Lscc
130,DSP_proteomics,0.3517137491070218,0.00018953118530527432,0.01049676301391651,Lscc
349,PTHLH_proteomics,0.3846964085658626,0.00019746890409804116,0.01083134817872211,Lscc
379,RTN4_proteomics,0.36916620251263654,0.00019837976793858202,0.01083134817872211,Lscc
380,RTN4_proteomics,0.36916620251263654,0.00019837976793858202,0.01083134817872211,Lscc
479,VDAC2_proteomics,0.3498891147545495,0.00020572059838509663,0.011179417494401378,Lscc
487,YWHAZ_proteomics,0.34945807431920706,0.00020972759760416886,0.01134391094517876,Lscc
442,TMEM119_proteomics,-0.34880264105100633,0.00021595922837699407,0.01147210276861075,Lscc
253,LIN7C_proteomics,0.3488003395792082,0.00021598140875856765,0.01147210276861075,Lscc
193,HCN3_proteomics,0.4497769888686779,0.0002171067898665942,0.01147210276861075,Lscc
220,ITPRIP_proteomics,0.3486611338474932,0.00021732692801070303,0.01147210276861075,Lscc
65,CCDC158_proteomics,0.46347329573538226,0.000218354128424336,0.01147210276861075,Lscc
477,VANGL2_proteomics,0.34851755882156266,0.00021872280276656307,0.01147210276861075,Lscc
245,KRT6C_proteomics,0.37037130976057897,0.0002203751163585458,0.01147210276861075,Lscc
133,EFNB1_proteomics,0.34814210079695385,0.00022241241964604947,0.01147210276861075,Lscc
196,HID1_proteomics,-0.3480823790785842,0.0002230045847480021,0.01147210276861075,Lscc
363,RAB7B_proteomics,0.3480561203334399,0.00022326541231228503,0.01147210276861075,Lscc
297,NOCT_proteomics,0.3719206415748847,0.0002233863635893327,0.01147210276861075,Lscc
238,KRT16_proteomics,0.3479549411439973,0.0002242730645480645,0.01147210276861075,Lscc
343,PRDM11_proteomics,0.36267509611021403,0.00022498205861551965,0.01147210276861075,Lscc
250,LAMC3_proteomics,0.34710545252435604,0.00023290067229098286,0.01182379509547424,Lscc
323,PKP1_proteomics,0.34692912725986286,0.00023472951541512752,0.011864603235502626,Lscc
136,ELF1_proteomics,-0.3467711305257467,0.00023637952949289354,0.011887884654349248,Lscc
268,MAPKBP1_proteomics,0.34667577157510443,0.00023738057997964266,0.011887884654349248,Lscc
111,CYP2S1_proteomics,0.34659124340959896,0.00023827120862280997,0.011887884654349248,Lscc
156,FAM117A_proteomics,-0.3697843570969546,0.00024432119229521093,0.0121374154541505,Lscc
486,YKT6_proteomics,0.3458331021464692,0.0002463986261074715,0.01218830810766659,Lscc
61,CARD8_proteomics,-0.34416501576908753,0.00026519119972227346,0.013062077177809852,Lscc
17,AKR1B1_proteomics,-0.34367261747941025,0.00027098660627921165,0.013290974439329977,Lscc
215,ITGAV_proteomics,0.342778738884555,0.0002818073369706184,0.013723353687608228,Lscc
401,SH3BP5L_proteomics,0.34274264034375396,0.00028225259339868716,0.013723353687608228,Lscc
167,FBXO3_proteomics,0.34265315947424635,0.0002833590955799885,0.013723353687608228,Lscc
18,AKR1B15_proteomics,-0.3586702170970401,0.0002872430595615907,0.013853493393439218,Lscc
185,GOLGA7_proteomics,0.3421944888267387,0.0002890940875117812,0.013882987558411468,Lscc
200,IFFO2_proteomics,0.3732990309059932,0.0002902533899901145,0.013882987558411468,Lscc
36,ATP11B_proteomics,0.34170108501607643,0.0002953828947930038,0.01407019344538691,Lscc
416,SOCS2_proteomics,0.4726244444703358,0.0003078070934863267,0.014584326232826888,Lscc
435,TBC1D2_proteomics,0.3406877671808138,0.0003086963219907203,0.014584326232826888,Lscc
337,PLXNB1_proteomics,0.3403929663383909,0.0003126722783448659,0.014656278784747765,Lscc
166,FBLN5_proteomics,-0.34038711329701865,0.00031275169415401275,0.014656278784747765,Lscc
339,POU2F1_proteomics,-0.34027572780939314,0.0003142665577543731,0.0146678847016406,Lscc
7,AFAP1L2_proteomics,0.3401541021556909,0.00031592842073753394,0.014686230803361268,Lscc
162,FAM83F_proteomics,0.3393827481159617,0.0003266582190169565,0.015124275540485087,Lscc
273,MATN2_proteomics,0.37337928097179707,0.00033963484830636966,0.015600291147405672,Lscc
272,MATN2_proteomics,0.37337928097179707,0.00033963484830636966,0.015600291147405672,Lscc
489,ZC3H10_proteomics,-0.38145074647077953,0.0003435433639217521,0.015717448369147353,Lscc
134,EFR3A_proteomics,0.33783717697390836,0.00034917613603640586,0.015912258955202353,Lscc
295,NFIB_proteomics,-0.337319076811733,0.00035703913363914074,0.016155481831875644,Lscc
82,CHMP4C_proteomics,0.337301754521907,0.00035730482496416113,0.016155481831875644,Lscc
454,TNRC6C_proteomics,-0.3363769578438752,0.00037175693180443417,0.01663468623386115,Lscc
189,GPRC5C_proteomics,0.3441246581733727,0.0003719684143701402,0.01663468623386115,Lscc
420,SPINT1_proteomics,0.3362581768740084,0.0003736516994215031,0.01663468623386115,Lscc
419,SPINT1_proteomics,0.3362581768740084,0.0003736516994215031,0.01663468623386115,Lscc
400,SH3BP1_proteomics,0.3358657880295925,0.0003799744313676767,0.016851356486899838,Lscc
0,A2ML1_proteomics,0.33561472566389355,0.0003840714624138705,0.016912309896481327,Lscc
219,ITPRID2_proteomics,0.33560255771859376,0.0003842710585550401,0.016912309896481327,Lscc
57,C6orf132_proteomics,0.3353637573676207,0.0003882075957021802,0.017020844394896727,Lscc
121,DGKH_proteomics,0.33515796584824087,0.0003916297569889704,0.017106092215650313,Lscc
59,CAPN1_proteomics,0.334846823284336,0.0003968566204703491,0.01722298751169746,Lscc
409,SLC9A1_proteomics,0.3348216754019423,0.00039728187176010554,0.01722298751169746,Lscc
493,ZNF672_proteomics,-0.33460999144415127,0.0004008781211785767,0.01728331672018665,Lscc
261,LTBR_proteomics,0.3345642113181643,0.000401659801099802,0.01728331672018665,Lscc
180,GKAP1_proteomics,-0.34203032664394245,0.00040601947099817197,0.017298961217465218,Lscc
11,AHNAK_proteomics,0.3420015376791581,0.00040650690722682844,0.017298961217465218,Lscc
10,AHNAK_proteomics,0.3420015376791581,0.00040650690722682844,0.017298961217465218,Lscc
369,REPIN1_proteomics,-0.33409056308190216,0.00040982996817250995,0.017376490408779494,Lscc
350,PTK6_proteomics,0.33287320543066773,0.00043153577242981714,0.01823002396304793,Lscc
288,N4BP1_proteomics,0.3327024723160382,0.00043466319024243656,0.01829536882565892,Lscc
49,BCR_proteomics,0.33241166741173844,0.00044003808795760525,0.01845449589894667,Lscc
274,MCC_proteomics,0.3314717757545359,0.00045783095970138965,0.019131096845895118,Lscc
439,THYN1_proteomics,-0.331386537422997,0.0004594768832102672,0.019131096845895118,Lscc
257,LPIN1_proteomics,-0.33043572363890955,0.0004782093554431591,0.0197706701632978,Lscc
267,MAPK8IP3_proteomics,0.33040899654902767,0.000478745924047018,0.0197706701632978,Lscc
413,SMAD3_proteomics,0.3303485320934082,0.0004799618415452857,0.0197706701632978,Lscc
114,DAPL1_proteomics,0.3456439544984849,0.0004905102438846865,0.020133532173635626,Lscc
351,PTPN13_proteomics,0.3291225768988649,0.0005052359448063509,0.020664685728386967,Lscc
321,PKM_proteomics,0.32884783215799984,0.0005110652464065989,0.02067363089719661,Lscc
322,PKM_proteomics,0.32884783215799984,0.0005110652464065989,0.02067363089719661,Lscc
155,FABP5_proteomics,0.32877978231454374,0.0005125185875223035,0.02067363089719661,Lscc
264,MAP3K4_proteomics,0.32876419066846463,0.0005128521127021776,0.02067363089719661,Lscc
309,PARD6G_proteomics,0.32869265351783844,0.000514384941545799,0.02067363089719661,Lscc
44,BAIAP2L1_proteomics,0.32854969824414215,0.0005174606663577916,0.020723994682646466,Lscc
259,LRRC8A_proteomics,0.3284683296007356,0.0005192188732585292,0.020723994682646466,Lscc
374,RNASEH2B_proteomics,-0.32763782278431514,0.0005374809130129505,0.021379180646477328,Lscc
406,SLC22A23_proteomics,0.4758363452295543,0.0005490567279831091,0.02176483433700167,Lscc
152,EXOC6B_proteomics,0.3269494118087914,0.0005530635359951037,0.02184884105509667,Lscc
118,DEGS1_proteomics,0.32686075511111323,0.0005551002086338785,0.021854710595024297,Lscc
