Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_2016	mRNA Splicing - Minor Pathway Homo sapiens R-HSA-72165	6/52	3.5987985885330994e-05	0.0007610792570564444	0	0	10.988851727982162	112.44150665981678	PRPF6;SF3B3;NCBP1;DDX23;SNRNP200;SF3B1
Reactome_2016	Translesion synthesis by POLK Homo sapiens R-HSA-5655862	4/17	4.256527086691506e-05	0.0008193744103817104	0	0	25.74576271186441	259.1175047150618	RFC5;RFC3;PCNA;RFC2
Reactome_2016	Translesion synthesis by POLI Homo sapiens R-HSA-5656121	4/17	4.256527086691506e-05	0.0008193744103817104	0	0	25.74576271186441	259.1175047150618	RFC5;RFC3;PCNA;RFC2
Reactome_2016	Transport of the SLBP independent Mature mRNA Homo sapiens R-HSA-159227	5/33	4.304944362776061e-05	0.0008193744103817104	0	0	14.993920972644377	150.73630532327832	NXF1;NCBP1;NUP133;RAE1;NUP160
Reactome_2016	Transport of the SLBP Dependant Mature mRNA Homo sapiens R-HSA-159230	5/34	4.998094128989776e-05	0.0008918474211416131	0	0	14.47615553925165	143.36994518050693	NXF1;NCBP1;NUP133;RAE1;NUP160
Reactome_2016	Purine metabolism Homo sapiens R-HSA-73847	5/34	4.998094128989776e-05	0.0008918474211416131	0	0	14.47615553925165	143.36994518050693	GMPR2;ADK;AMPD3;NT5C2;LHPP
Reactome_2016	Global Genome Nucleotide Excision Repair (GG-NER) Homo sapiens R-HSA-5696399	7/82	5.8085373653025455e-05	0.0010050529804811	0	0	7.885264663805437	76.90969116817145	RFC5;RFC3;PCNA;PARP1;RFC2;ACTL6A;LIG3
Reactome_2016	rRNA processing Homo sapiens R-HSA-72312	10/180	6.602889736765551e-05	0.0010789416762934	0	0	5.010230179028133	48.22556011439326	EMG1;UTP6;DDX47;XRN2;MPHOSPH10;IMP4;WDR46;UTP18;DCAF13;RRP9
Reactome_2016	Translesion Synthesis by POLH Homo sapiens R-HSA-110320	4/19	6.802434386438561e-05	0.0010789416762934	0	0	22.31073446327684	214.08588578832035	RFC5;RFC3;PCNA;RFC2
Reactome_2016	PCNA-Dependent Long Patch Base Excision Repair Homo sapiens R-HSA-5651801	4/19	6.802434386438561e-05	0.0010789416762934	0	0	22.31073446327684	214.08588578832035	RFC5;RFC3;PCNA;RFC2
Reactome_2016	Activation of ATR in response to replication stress Homo sapiens R-HSA-176187	5/37	7.603580790849278e-05	0.0011734174679932	0	0	13.117021276595745	124.40584585117335	RFC5;ORC4;RFC3;RFC2;CDK2
Reactome_2016	Lagging Strand Synthesis Homo sapiens R-HSA-69186	4/20	8.423209849301924e-05	0.0012221543973138	0	0	20.91525423728813	196.22554513993933	RFC5;RFC3;PCNA;RFC2
Reactome_2016	Metabolism of nucleotides Homo sapiens R-HSA-15869	7/87	8.486271984005843e-05	0.0012221543973138	0	0	7.390557939914163	69.28260557915927	GMPR2;CAD;ADK;AMPD3;UMPS;NT5C2;LHPP
Reactome_2016	Transcriptional Regulation by TP53 Homo sapiens R-HSA-3700989	14/348	8.561501907627523e-05	0.0012221543973138	0	0	3.602935721477399	33.74383434071803	RFC5;RFC3;PCNA;RFC2;CHD4;RABGGTB;RABGGTA;AURKB;CDK9;TPX2;MSH2;CDK2;FAS;TOPBP1
Reactome_2016	Regulation of TP53 Activity through Phosphorylation Homo sapiens R-HSA-6804756	7/89	9.805825455183282e-05	0.001339004513316	0	0	7.209567675075893	66.54394066751406	RFC5;TPX2;RFC3;RFC2;CDK2;TOPBP1;AURKB
Reactome_2016	Dual Incision in GG-NER Homo sapiens R-HSA-5696400	5/39	9.849069975354467e-05	0.001339004513316	0	0	12.344180225281605	113.88183253388914	RFC5;RFC3;PCNA;PARP1;RFC2
Reactome_2016	Dual incision in TC-NER Homo sapiens R-HSA-6782135	6/63	0.00010761003820868816	0.0014289612050502	0	0	8.863247863247864	80.983465792522	RFC5;XAB2;RFC3;AQR;PCNA;RFC2
Reactome_2016	Telomere C-strand (Lagging Strand) Synthesis Homo sapiens R-HSA-174417	4/22	0.00012479841454302138	0.001619543061456	0	0	18.5894538606403	167.09708374186926	RFC5;RFC3;PCNA;RFC2
Reactome_2016	SUMO E3 ligases SUMOylate target proteins Homo sapiens R-HSA-3108232	7/96	0.00015801287700998576	0.0020050078393933	0	0	6.640160100303805	58.12021927860224	TOP2A;PCNA;NUP133;PARP1;RAE1;NUP160;AURKB
Reactome_2016	Transport of Mature mRNA derived from an Intron-Containing Transcript Homo sapiens R-HSA-159236	6/68	0.00016491639617552186	0.0020471143960048	0	0	8.146401985111662	70.95574703552246	NXF1;NCBP1;NUP133;THOC3;RAE1;NUP160
Reactome_2016	SUMOylation Homo sapiens R-HSA-2990846	7/101	0.0002167617453826643	0.0026334246087979	0	0	6.285362067391106	53.027788039364495	TOP2A;PCNA;NUP133;PARP1;RAE1;NUP160;AURKB
Reactome_2016	tRNA processing Homo sapiens R-HSA-72306	7/103	0.0002447018477751074	0.0029109323974913	0	0	6.15379113018598	51.171665753070805	CPSF1;NUP133;XPOT;TRMT6;RAE1;TRMT61A;NUP160
Reactome_2016	Recognition of DNA damage by PCNA-containing replication complex Homo sapiens R-HSA-110314	4/28	0.0003301317333207161	0.0037701043945225	0	0	13.937853107344631	111.7260924185564	RFC5;RFC3;PCNA;RFC2
Reactome_2016	Extension of Telomeres Homo sapiens R-HSA-180786	4/28	0.0003301317333207161	0.0037701043945225	0	0	13.937853107344631	111.7260924185564	RFC5;RFC3;PCNA;RFC2
Reactome_2016	HDR through Homologous Recombination (HR) or Single Strand Annealing (SSA) Homo sapiens R-HSA-5693567	7/112	0.00040851424070928303	0.0043958682767878	0	0	5.623748211731044	43.882016097468274	RFC5;TIPIN;RFC3;PCNA;RFC2;CDK2;TOPBP1
Reactome_2016	Chromatin organization Homo sapiens R-HSA-4839726	10/226	0.0004199872686208832	0.0043958682767878	0	0	3.9339774557165854	30.58780046500313	SMARCD1;SMARCB1;CDK4;KANSL2;ACTL6A;KAT7;ARID4B;CHD4;EZH2;MSL1
Reactome_2016	Chromatin modifying enzymes Homo sapiens R-HSA-3247509	10/226	0.0004199872686208832	0.0043958682767878	0	0	3.9339774557165854	30.58780046500313	SMARCD1;SMARCB1;CDK4;KANSL2;ACTL6A;KAT7;ARID4B;CHD4;EZH2;MSL1
Reactome_2016	Processing of DNA double-strand break ends Homo sapiens R-HSA-5693607	6/81	0.0004296308864145218	0.0043958682767878	0	0	6.72991452991453	52.17422852436236	RFC5;RFC3;TIPIN;RFC2;CDK2;TOPBP1
Reactome_2016	NEP/NS2 Interacts with the Cellular Export Machinery Homo sapiens R-HSA-168333	4/30	0.0004336388860066548	0.0043958682767878	0	0	12.864406779661016	99.61294082124998	XPO1;NUP133;RAE1;NUP160
Reactome_2016	Termination of translesion DNA synthesis Homo sapiens R-HSA-5656169	4/30	0.0004336388860066548	0.0043958682767878	0	0	12.864406779661016	99.61294082124998	RFC5;RFC3;PCNA;RFC2
Reactome_2016	Purine salvage Homo sapiens R-HSA-74217	3/13	0.00044651551673151904	0.0043958682767878	0	0	25.0	192.85091015833143	GMPR2;ADK;AMPD3
Reactome_2016	DEx/H-box helicases activate type I IFN and inflammatory cytokines production Homo sapiens R-HSA-3134963	3/13	0.00044651551673151904	0.0043958682767878	0	0	25.0	192.85091015833143	DHX9;DHX36;NFKB2
Reactome_2016	Epigenetic regulation of gene expression Homo sapiens R-HSA-212165	7/115	0.0004793103484771878	0.0046169190590408	0	0	5.466698458114768	41.78286334851972	TWISTNB;SMARCA5;ARID4B;CHD4;DEK;SF3B1;EZH2
Reactome_2016	Regulation of TP53 Activity Homo sapiens R-HSA-5633007	8/151	0.0004872799407231991	0.0046169190590408	0	0	4.730407523510972	36.07726553474715	RFC5;TPX2;RFC3;RFC2;CDK2;CHD4;TOPBP1;AURKB
Reactome_2016	Export of Viral Ribonucleoproteins from Nucleus Homo sapiens R-HSA-168274	4/31	0.0004932260290744217	0.0046169190590408	0	0	12.387319522912744	94.32377731265755	XPO1;NUP133;RAE1;NUP160
Reactome_2016	DNA strand elongation Homo sapiens R-HSA-69190	4/32	0.0005584178872422163	0.0051051969748418	0	0	11.944309927360775	89.46769460230794	RFC5;RFC3;PCNA;RFC2
Reactome_2016	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha) Homo sapiens R-HSA-5358565	3/14	0.0005632704192907818	0.0051051969748418	0	0	22.726121979286532	170.031179633247	MSH6;PCNA;MSH2
Reactome_2016	tRNA processing in the nucleus Homo sapiens R-HSA-6784531	5/57	0.0006011280469939024	0.0053631892942737	0	0	8.063829787234043	59.80702726475108	NUP133;CPSF1;XPOT;RAE1;NUP160
Reactome_2016	Rev-mediated nuclear export of HIV RNA Homo sapiens R-HSA-165054	4/33	0.0006295035794681237	0.0055299468288661	0	0	11.531852717708942	84.99643168312998	XPO1;NUP133;RAE1;NUP160
Reactome_2016	Mismatch Repair Homo sapiens R-HSA-5358508	3/15	0.0006978693830776945	0.0060376275414752	0	0	20.831223628691983	151.39047199528824	MSH6;PCNA;MSH2
Reactome_2016	S Phase Homo sapiens R-HSA-69242	7/124	0.000752006278263319	0.0064088893266918	0	0	5.0438721983786365	36.279391878285104	RFC5;ORC4;RFC3;PCNA;CDK4;RFC2;CDK2
Reactome_2016	Interactions of Rev with host cellular proteins Homo sapiens R-HSA-177243	4/35	0.000790519853677105	0.0066380417124945	0	0	10.786768726079824	77.04794508676717	XPO1;NUP133;RAE1;NUP160
Reactome_2016	Late Phase of HIV Life Cycle Homo sapiens R-HSA-162599	7/128	0.000907008901176171	0.0075058272836462	0	0	4.876139467243642	34.159104059710145	CDK9;XPO1;NCBP1;NUP133;RNMT;RAE1;NUP160
Reactome_2016	HDR through Single Strand Annealing (SSA) Homo sapiens R-HSA-5685938	4/37	0.0009786106346486656	0.0078702348223153	0	0	10.131997945557268	70.20843060958533	RFC5;RFC3;RFC2;TOPBP1
Reactome_2016	Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template Homo sapiens R-HSA-110313	4/37	0.0009786106346486656	0.0078702348223153	0	0	10.131997945557268	70.20843060958533	RFC5;RFC3;PCNA;RFC2
Reactome_2016	HDR through Homologous Recombination (HRR) Homo sapiens R-HSA-5685942	5/64	0.0010227518171489	0.0081109901054451	0	0	7.104579877389109	48.91686845281472	RFC5;RFC3;PCNA;RFC2;TOPBP1
Reactome_2016	Synthesis of DNA Homo sapiens R-HSA-69239	6/97	0.0011160585465219	0.0087297182200555	0	0	5.542124542124542	37.6750963679722	RFC5;ORC4;RFC3;PCNA;RFC2;CDK2
Reactome_2016	Presynaptic phase of homologous DNA pairing and strand exchange Homo sapiens R-HSA-5693616	4/39	0.0011961188442673	0.0092295116226576	0	0	9.552058111380145	64.27267799462554	RFC5;RFC3;RFC2;TOPBP1
Reactome_2016	Resolution of Sister Chromatid Cohesion Homo sapiens R-HSA-2500257	6/99	0.0012407158303285	0.0094459831882344	0	0	5.4223876481941	36.28698026722881	XPO1;NUP133;NUF2;NUP160;AURKB;SPC25
Reactome_2016	MHC class II antigen presentation Homo sapiens R-HSA-2132295	6/103	0.001521729780321	0.0114329961126749	0	0	5.197726671953476	33.72237026230655	DCTN6;ACTR1A;DCTN1;DCTN3;KIF20A;SEC24C
Reactome_2016	Homologous DNA Pairing and Strand Exchange Homo sapiens R-HSA-5693579	4/42	0.0015826552175951	0.0116462084549387	0	0	8.796610169491526	56.72627182471374	RFC5;RFC3;RFC2;TOPBP1
Reactome_2016	HIV Life Cycle Homo sapiens R-HSA-162587	7/141	0.0015909006295713	0.0116462084549387	0	0	4.400166549228109	28.35227510590439	CDK9;XPO1;NCBP1;NUP133;RNMT;RAE1;NUP160
Reactome_2016	DNA Replication Homo sapiens R-HSA-69306	6/105	0.0016792098266397	0.0121370735571049	0	0	5.092204092204092	32.53629145898683	RFC5;ORC4;RFC3;PCNA;RFC2;CDK2
Reactome_2016	AURKA Activation by TPX2 Homo sapiens R-HSA-8854518	5/72	0.0017369476127056	0.0123974635856865	0	0	6.253731343283582	39.7463772210695	TPX2;ACTR1A;DCTN1;DCTN3;CEP78
Reactome_2016	Positive epigenetic regulation of rRNA expression Homo sapiens R-HSA-5250913	5/73	0.0018467216690583	0.0128737575344987	0	0	6.16145181476846	38.78229284163454	TWISTNB;SMARCA5;CHD4;DEK;SF3B1
Reactome_2016	Mitotic Prometaphase Homo sapiens R-HSA-68877	6/107	0.0018487707842887	0.0128737575344987	0	0	4.990860624523991	31.408655277036605	XPO1;NUP133;NUF2;NUP160;AURKB;SPC25
Reactome_2016	RMTs methylate histone arginines Homo sapiens R-HSA-3214858	4/45	0.0020484840528924	0.0139975899142845	0	0	8.15171558495246	50.464460848097886	SMARCD1;SMARCB1;CDK4;ACTL6A
Reactome_2016	Pyrimidine biosynthesis Homo sapiens R-HSA-500753	2/6	0.0020837042779582	0.0139975899142845	0	0	41.50420168067227	256.2306742824512	CAD;UMPS
Reactome_2016	PTK6 Regulates Cell Cycle Homo sapiens R-HSA-8849470	2/6	0.0020837042779582	0.0139975899142845	0	0	41.50420168067227	256.2306742824512	CDK4;CDK2
Reactome_2016	DNA Damage Bypass Homo sapiens R-HSA-73893	4/46	0.002222719779831	0.0147578255149249	0	0	7.957223567393059	48.61086741432712	RFC5;RFC3;PCNA;RFC2
Reactome_2016	RHO GTPases Activate Formins Homo sapiens R-HSA-5663220	6/114	0.0025458996763306	0.0167092955768366	0	0	4.665716999050332	27.869592903357745	XPO1;NUP133;NUF2;NUP160;AURKB;SPC25
Reactome_2016	Metabolism of non-coding RNA Homo sapiens R-HSA-194441	4/50	0.0030219619876053	0.0193880932013779	0	0	7.263817243920412	42.14357076754112	NCBP1;NUP133;RAE1;NUP160
Reactome_2016	snRNP Assembly Homo sapiens R-HSA-191859	4/50	0.0030219619876053	0.0193880932013779	0	0	7.263817243920412	42.14357076754112	NCBP1;NUP133;RAE1;NUP160
Reactome_2016	G0 and Early G1 Homo sapiens R-HSA-1538133	3/25	0.0032291153465408	0.0204869429208311	0	0	11.356731875719218	65.13707018664526	TOP2A;PCNA;CDK2
Reactome_2016	Chromosome Maintenance Homo sapiens R-HSA-73886	5/86	0.0037770348371712	0.0236998559563163	0	0	5.16916206987129	28.837804122941897	RFC5;RFC3;PCNA;RFC2;SMARCA5
Reactome_2016	Post-translational protein modification Homo sapiens R-HSA-597592	14/521	0.004303358160223	0.0267088859726889	0	0	2.3523939187656	12.816687975198306	TOP2A;DCTN6;PCNA;TRAPPC2L;PARP1;NUP133;DCTN1;GBF1;DCTN3;ALG3;NUP160;AURKB;SEC24C;RAE1
Reactome_2016	COPI-independent Golgi-to-ER retrograde traffic Homo sapiens R-HSA-6811436	3/29	0.0049524986256104	0.0301946492401651	0	0	9.60759493670886	50.99579823027307	DCTN6;DCTN1;DCTN3
Reactome_2016	G2/M Transition Homo sapiens R-HSA-69275	7/173	0.0049707478609028	0.0301946492401651	0	0	3.5461502663012565	18.809436962185675	TPX2;ACTR1A;XPO1;DCTN1;CDK2;DCTN3;CEP78
Reactome_2016	ER to Golgi Anterograde Transport Homo sapiens R-HSA-199977	6/131	0.0050459319290782	0.0303287066474072	0	0	4.027692307692308	21.303161079628484	DCTN6;TRAPPC2L;DCTN1;DCTN3;GBF1;SEC24C
Reactome_2016	B-WICH complex positively regulates rRNA expression Homo sapiens R-HSA-5250924	4/58	0.0051677008842018	0.0307370542174922	0	0	6.185185185185185	32.56702498398774	TWISTNB;SMARCA5;DEK;SF3B1
Reactome_2016	Mitotic G2-G2/M phases Homo sapiens R-HSA-453274	7/175	0.0052881389181568	0.0311291476522426	0	0	3.503576537911302	18.366760417151426	TPX2;ACTR1A;XPO1;DCTN1;CDK2;DCTN3;CEP78
Reactome_2016	Regulation of Glucokinase by Glucokinase Regulatory Protein Homo sapiens R-HSA-170822	3/30	0.0054545959343203	0.0313608458264693	0	0	9.251289263947491	48.21121353552661	NUP133;RAE1;NUP160
Reactome_2016	Transport of Ribonucleoproteins into the Host Nucleus Homo sapiens R-HSA-168271	3/30	0.0054545959343203	0.0313608458264693	0	0	9.251289263947491	48.21121353552661	NUP133;RAE1;NUP160
Reactome_2016	Telomere Maintenance Homo sapiens R-HSA-157579	4/59	0.0054922672200471	0.0313608458264693	0	0	6.072419106317412	31.603383836782143	RFC5;RFC3;PCNA;RFC2
Reactome_2016	HDR through MMEJ (alt-NHEJ) Homo sapiens R-HSA-5685939	2/10	0.0060561357564169	0.0342381536328128	0	0	20.747899159663863	105.95295110838458	PARP1;LIG3
Reactome_2016	Nuclear import of Rev protein Homo sapiens R-HSA-180746	3/32	0.0065476669030605	0.0362982310839568	0	0	8.61239633347883	43.30869659968045	NUP133;RAE1;NUP160
Reactome_2016	Vpr-mediated nuclear import of PICs Homo sapiens R-HSA-180910	3/32	0.0065476669030605	0.0362982310839568	0	0	8.61239633347883	43.30869659968045	NUP133;RAE1;NUP160
Reactome_2016	Nuclear Pore Complex (NPC) Disassembly Homo sapiens R-HSA-3301854	3/34	0.0077620075733128	0.0426164069650157	0	0	8.055941200489995	39.13990528364077	NUP133;RAE1;NUP160
Reactome_2016	Interactions of Vpr with host cellular proteins Homo sapiens R-HSA-176033	3/35	0.0084155865411972	0.0457647610954631	0	0	7.80379746835443	37.28396711453449	NUP133;RAE1;NUP160
Reactome_2016	Loss of Nlp from mitotic centrosomes Homo sapiens R-HSA-380259	4/69	0.0095088489874417	0.0506505549482472	0	0	5.135593220338983	23.90892084396695	ACTR1A;DCTN1;DCTN3;CEP78
Reactome_2016	Loss of proteins required for interphase microtubule organization?from the centrosome Homo sapiens R-HSA-380284	4/69	0.0095088489874417	0.0506505549482472	0	0	5.135593220338983	23.90892084396695	ACTR1A;DCTN1;DCTN3;CEP78
Reactome_2016	G2/M Checkpoints Homo sapiens R-HSA-69481	6/150	0.0095801399902113	0.0506505549482472	0	0	3.492877492877493	16.235114897869295	RFC5;ORC4;RFC3;RFC2;CDK2;TOPBP1
Reactome_2016	Golgi-to-ER retrograde transport Homo sapiens R-HSA-8856688	5/110	0.010543435019811	0.0552321229019458	0	0	3.982776089159068	18.130599962418117	DCTN6;DCTN1;DCTN3;GBF1;KIF20A
Reactome_2016	NS1 Mediated Effects on Host Pathways Homo sapiens R-HSA-168276	3/39	0.01134660035182	0.058899170917175	0	0	6.935302390998594	31.062089706754374	NUP133;RAE1;NUP160
Reactome_2016	Synthesis of PIPs at the early endosome membrane Homo sapiens R-HSA-1660516	2/14	0.0118663124313473	0.0594356526166607	0	0	13.829131652661063	61.319085841477786	INPP5F;PI4K2A
Reactome_2016	TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain Homo sapiens R-HSA-6803205	2/14	0.0118663124313473	0.0594356526166607	0	0	13.829131652661063	61.319085841477786	RABGGTB;RABGGTA
Reactome_2016	Synthesis of bile acids and bile salts via 24-hydroxycholesterol Homo sapiens R-HSA-193775	2/14	0.0118663124313473	0.0594356526166607	0	0	13.829131652661063	61.319085841477786	AKR1C1;AKR1C3
Reactome_2016	Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta) Homo sapiens R-HSA-5358606	2/14	0.0118663124313473	0.0594356526166607	0	0	13.829131652661063	61.319085841477786	PCNA;MSH2
Reactome_2016	SUMOylation of DNA damage response and repair proteins Homo sapiens R-HSA-3108214	4/75	0.0126481516711913	0.0628008226456544	0	0	4.70016710432084	20.54087796762404	NUP133;PARP1;RAE1;NUP160
Reactome_2016	Host Interactions with Influenza Factors Homo sapiens R-HSA-168253	3/41	0.0130057232921918	0.0640195517227721	0	0	6.569620253164557	28.52769407743104	NUP133;RAE1;NUP160
Reactome_2016	Processing of Intronless Pre-mRNAs Homo sapiens R-HSA-77595	2/15	0.0135845398773752	0.0644553297223637	0	0	12.764705882352942	54.87321004281362	CPSF1;NCBP1
Reactome_2016	Synthesis of bile acids and bile salts via 27-hydroxycholesterol Homo sapiens R-HSA-193807	2/15	0.0135845398773752	0.0644553297223637	0	0	12.764705882352942	54.87321004281362	AKR1C1;AKR1C3
