,Proteomics,Gbm_P_Value,Gbm_Median,Hnscc_P_Value,Hnscc_Median,Luad_P_Value,Luad_Median,Lscc_P_Value,Lscc_Median,Brca_P_Value,Brca_Median,Ov_P_Value,Ov_Median,En_P_Value,En_Median,Colon_P_Value,Colon_Median
18,ATE1_proteomics,3.7908639023020695e-07,0.3782040342065589,0.0018108952111308742,0.12841576792294518,2.8518001704790456e-07,0.88365,0.00028634385647488504,0.48619999999999997,0.0001408246770658831,0.661,0.7065086598672503,0.0003903929999999889,0.14742943721851687,-0.033,0.3453925371714257,0.060000000000000026
19,STAM_proteomics,4.799193283260324e-07,0.591531385772912,0.2652006763755526,-0.08806183568774983,0.8147054782793853,-0.15855,0.03237925928472342,0.35395,0.46829193927631274,0.1191,0.7726680102225094,-0.048795536499999986,0.034806614282392484,-0.132,0.2942156799610854,-0.08550000000000002
20,DCTN4_proteomics,5.25634274659359e-07,0.3621403649312675,0.6119077317133326,0.1118523627921526,0.13032602107045962,0.3775,0.6728800192941689,0.007799999999999974,0.23932375358219296,-0.3238,0.10207027564671155,0.16332766250000003,1.7365617896762145e-05,-0.262,0.017533360225863007,0.054500000000000035
21,DOCK1_proteomics,5.308552363960757e-07,0.44450339145630036,0.2598815783871974,0.11284692255090434,0.013145393301563661,0.5690999999999999,0.03385456249727125,0.3793000000000001,0.056168958039569075,0.34004999999999996,0.0032484021722644007,0.296575587,0.25393663286223694,0.11699999999999999,0.07863179731197005,0.044700000000000004
22,MEPCE_proteomics,5.345358715119454e-07,-0.39013900603514406,0.12772795786001953,-0.2070234633786434,0.32481391136332316,-0.11535000000000001,0.18623033274852768,-0.36400000000000005,0.6301090137134049,-0.1295,0.08543211080152795,0.16660647550000002,0.02828765318511903,0.2626,0.6578455184326679,-0.014500000000000013
23,PPM1G_proteomics,5.486113626614827e-07,-0.5742656729739299,0.073067224960705,-0.15788277299404996,0.9432879457718512,-0.1603,0.047330961129158695,-0.23355000000000004,0.0024303577211023573,-0.4205,0.45113267591944695,0.022372929500000027,0.0030037315799024498,0.2803,0.8370675731533386,0.016000000000000014
24,CDK18_proteomics,5.659283339275525e-07,0.8602582164171539,0.053015777636036515,0.02029989462110038,0.7587579794620113,-0.04564999999999997,0.07661489862975375,0.57715,0.2975686707322598,0.04409999999999997,0.043660652372300816,0.3825493075,0.38801196926511783,-0.07390000000000001,0.7081453170135819,-0.0684999999999999
25,ANKRD17_proteomics,5.850713472725194e-07,-0.29168315845033954,0.2860402186491663,-0.06580640360495238,0.6456903392146904,0.03005000000000002,0.02930089505435854,-0.3913000000000001,0.02967787296824416,-0.23715000000000003,0.0003419378505003594,-0.0962665825,0.700371109653056,-0.0040000000000000036,0.6149645889860998,0.019399999999999987
26,ADAM10_proteomics,7.234269137082467e-07,0.5166038311790795,0.049512778664032246,0.08082357182729538,0.042995431523583,0.30195,0.11887026400866074,0.1036999999999999,0.3765704725829966,0.36830000000000007,0.4771098002270854,0.05627059300000001,0.27662295855289126,-0.19338,0.2177912205378909,0.05299999999999999
27,PPIG_proteomics,7.333519082186828e-07,-0.48664532104942404,3.2201126728222526e-05,-0.2601645812465989,0.08188115330807047,-0.2388,0.003819943342787062,-0.2514,0.5525278088743033,-0.014549999999999993,0.9844108720507809,0.00012414350000000685,0.4628064190537874,-0.011199999999999995,0.1945716534143516,0.04250000000000001
28,USP54_proteomics,7.428345054545272e-07,0.5871442067152436,0.2479897990207692,0.09749641264039965,0.9980298704665748,0.0495,0.17103431396168867,0.37339999999999995,0.3889575549809241,-0.132,0.030998803597470467,0.234643,0.016407595610390256,-0.28600000000000003,0.004502467866037871,0.52235
29,RABGGTB_proteomics,7.48449235907232e-07,0.271572669319554,0.13805757724490914,0.15859350639334835,0.7174438157333689,0.08595,0.0038901744105420757,0.29125,0.12089269434326401,0.42224999999999996,0.951223251473582,0.06748696299999996,0.9046323679673982,0.028000000000000025,0.2920149654869892,-0.03484999999999999
30,FAM49B_proteomics,7.767825349443321e-07,0.5683652465577332,0.20371080690394808,0.02866698522910127,0.19317435633267901,0.4839,0.04349210653120529,0.4535,0.28762153598131635,-0.05965000000000001,0.08014845654616025,-0.2368147305,0.0004895435096275272,0.38539999999999996,0.3149936066904653,0.11509999999999998
31,PLEKHB1_proteomics,8.490307640031509e-07,1.046206409207111,,,,,,,,,,,0.6382546346485951,-0.019299999999999998,,
32,MAPK3_proteomics,1.0206600748639713e-06,0.6651049672988946,0.12949408358969608,0.06141670580199943,0.5256186559576419,-0.33845000000000003,0.049821968960729296,0.17280000000000006,0.28541167368759573,0.22335000000000005,0.842428227069159,-0.059507287500000006,0.27211126390226903,-0.08199999999999999,0.0033895793615515073,-0.19490000000000002
33,DCTN6_proteomics,1.0814311084086874e-06,0.29149198815814903,0.00047765988089290925,0.22588346373199997,0.016290542562368598,0.3116,0.08013108038293465,0.08639999999999998,0.21192612148428724,0.18009999999999998,0.22335892345363353,0.06979327700000001,0.060508145791775374,-0.13930000000000003,0.5352166510357516,0.0915
34,INPP5F_proteomics,1.1856419161910156e-06,0.49794675010187756,0.006443001888915689,0.14115456793714642,0.0020140785698604235,0.45844999999999997,0.062419061343913444,0.39765,0.04807607559544663,0.2503,0.9881818426326169,-0.027026046999999997,0.10843594031317576,-0.034,,
35,RABGGTA_proteomics,1.2236926275624003e-06,0.34407553479442066,0.15607377789686835,0.08510147779320576,0.5511121658916691,0.10635,0.00208799289560466,0.32580000000000003,0.37130039811950843,0.24969999999999998,0.3991743119573933,0.037062919499999986,0.18999846657571715,0.1537,0.1970023365779571,0.1048
36,SEMA7A_proteomics,1.3109110537264824e-06,0.8348579315947146,0.2524400565884997,0.18330882161240325,0.2876047342115423,0.39064999999999983,0.006241567408604445,0.813,0.10487516257496396,0.4057,0.6439591923518391,-0.06483187299999998,0.8974997857546159,0.038650000000000004,,
37,EIF2S2_proteomics,1.5015673354993383e-06,-0.3234582325974178,0.7331526695712517,-0.06874019141419652,0.11297532823982248,-0.014349999999999974,0.28172083399031245,0.04565000000000008,0.019351856748479244,-0.31665,0.6729133495005342,-0.1687476285,0.02441020189763209,0.09599999999999997,0.3719351279980856,0.001999999999999974
38,HERC4_proteomics,1.5946656088114018e-06,0.3635233120773429,0.06660169096317506,0.2621761501316513,,,0.00016468041809318448,0.46504999999999996,0.20507596498150185,0.28925,0.8403737733964598,0.0645113875,0.022381020188410622,-0.1612,0.37189646297070655,-0.048549999999999996
39,CASP2_proteomics,1.6204341713327581e-06,-0.4139271504405456,0.03760035092163562,-0.16957178077934998,0.09293407274278864,-0.54255,0.06635534090102631,-0.38400000000000006,0.020936308672937554,-0.76905,0.4557302477500478,-0.0982456805,0.9536157903628897,0.0995,0.6775219231708344,-0.08829999999999998
40,LIPE_proteomics,1.6725388065595356e-06,0.3883654038670028,0.2837103760463116,0.042587506159904365,0.08598827786798093,0.4899,0.6311464666600908,-0.02414999999999995,0.631307489809058,0.36970000000000003,0.41585575001255337,-0.012099244000000065,0.247670588507266,-0.15289999999999998,0.9420658751994815,0.10449999999999993
41,PRKDC_proteomics,1.7162270498094852e-06,-0.4673597642944506,0.001139289756860648,-0.304890431247852,0.5738556539720394,-0.23704999999999998,0.002555054682283542,-0.6251500000000002,0.35361032357201627,-0.21110000000000004,0.18392250737988128,0.05032251449999997,0.02092408891740296,0.1534,0.8372571983921302,-0.0020000000000000018
42,DEPTOR_proteomics,1.7343065649563647e-06,0.7270441409950436,0.33027575987537694,0.08375479147549925,0.046228840034362347,-0.41755,0.16115587167201426,0.35984999999999995,0.07283502660359434,0.85975,0.14120772409536025,0.17437564849999998,0.14368272022957862,-0.12390000000000001,0.28124378514271686,0.08099999999999999
43,RBP7_proteomics,1.7534015488814836e-06,0.6786073211856101,0.350175558449349,-0.1402330772401541,0.301481341989439,0.3237000000000001,0.7946923137706268,0.1492500000000001,0.9928329622217131,-0.8296499999999998,0.8832198180126747,0.16882122950000006,0.4255937590348211,0.22299999999999992,0.9728065657006446,-0.35700000000000004
44,ABHD6_proteomics,1.918252404041122e-06,0.6102542626463034,0.11122019218331149,-0.06806870147684663,0.3263686800100566,0.20020000000000004,0.14626068805372186,0.31174999999999997,0.7581724611434811,-0.12390000000000001,0.7856882385163901,0.09059740999999996,0.186532990411438,-0.2379,0.6691551623783192,0.01200000000000001
45,MINDY1_proteomics,2.000507252130193e-06,0.6319573589664325,0.4895584611329662,0.08070942249889868,0.522775178577122,0.34175,0.19362281987853242,0.17699999999999994,,,0.46530858367618844,0.20060489000000004,0.021406692615408392,-0.16799999999999998,0.6572960974264703,0.028499999999999998
46,NCBP2_proteomics,2.1872105556254507e-06,-0.571310957653664,0.04726129261609363,-0.16006831325550408,0.3109094242095464,-0.08109999999999995,0.0011285632778855414,-0.51645,0.9609890732209277,0.003400000000000014,0.808772880044755,-0.168024237,0.6590131163958637,0.037899999999999996,0.8793805439033562,-0.04600000000000001
47,TMCC2_proteomics,2.3028528315715995e-06,0.7360387938194519,,,,,,,,,0.5536910833772031,0.074008451,,,,
48,DCTN3_proteomics,2.6831597250556224e-06,0.3535030102807755,0.019515553020579578,0.1051668604544993,0.0009305787120101309,0.4316,0.021229604735370014,0.17275,0.2015007913464449,0.06230000000000002,0.25574526339812464,0.128857888,0.008462128876120497,-0.16069999999999998,0.07334241475082519,0.1132
49,VPS26A_proteomics,2.9419623962433063e-06,0.37262570344240153,0.8354730202411876,0.10330121701254669,0.0022183343008133007,0.50015,0.00013107266406850844,0.474,0.21012898905559393,0.08880000000000002,0.27965266760889984,0.1028085675,0.42081851549424365,-0.0988,0.020593371095668073,0.047
50,KLK6_proteomics,2.952388033659498e-06,0.9655816311612929,0.09127548438864833,0.17404477863264844,,,,,0.1288144447335598,-0.5792999999999999,0.6155697462529763,-0.307487914,0.005954693164030078,0.528,,1.2249999999999999
51,ADO_proteomics,3.112017290909481e-06,0.537734831228088,0.4910859085281045,-0.03944986542994755,0.0004102007638899487,0.43200000000000005,0.12115544731213679,0.34865,0.137513819354779,0.23845,0.17102967793054694,0.006803069499999998,0.9114846846810631,0.009000000000000008,0.5196491906092207,0.05845
52,ELMO1_proteomics,3.1194639219990244e-06,0.7064987971360025,0.000963025688183689,0.5086578024041977,3.49701278907001e-05,0.95015,0.0023244055214621793,0.6552,0.9508276978099703,0.06064999999999998,0.49683172627609806,-0.020197650499999997,0.1083013901435818,-0.012200000000000003,0.2768102430272952,0.08980000000000002
53,HDAC5_proteomics,3.149736010074901e-06,0.359660892103481,0.003622981159150046,0.24698649451810084,0.5494021960663005,0.2091,0.4574122417288352,-0.0046000000000000485,0.4160020042674557,0.28125,0.543267623323084,-0.26247558249999997,0.3435795097176335,0.15700000000000003,,
54,BRCC3_proteomics,3.2220414736712844e-06,0.22449767778044122,0.01678676363233182,0.09192226105085055,,,0.010810030709914703,0.64495,0.059684896678693845,0.20725000000000005,0.40237162452444786,0.119776714,0.5379549604094426,0.0138,0.3206357838886383,0.04600000000000001
55,KXD1_proteomics,3.285832932518507e-06,0.3460024847180629,0.4632424615816182,0.03569272191614914,0.31794003538906646,0.30345,0.04506175763641613,0.42665,0.9393248655643535,-0.12840000000000007,0.4117949726630664,-0.06115293250000001,0.38790826227469344,-0.024900000000000005,0.2699351769373202,-0.2252
56,SGCD_proteomics,3.2943332966002656e-06,1.013305887886234,0.36594641898747027,0.290810629004703,0.5262636999668502,0.29379999999999995,0.5418305255955043,0.09710000000000008,0.9078728773709612,-0.3288,0.8480110087312492,0.22857976500000002,0.7168984637662463,0.059,0.7136956567554944,0.020000000000000018
57,SSB_proteomics,3.3238955003454372e-06,-0.5349652434758666,0.0001239118744307699,-0.2745255723653486,0.0753502984944582,-0.42860000000000004,0.0034701533733122332,-0.3899500000000001,0.7829310969351997,0.04634999999999999,0.04880016070905514,0.08459242550000001,0.009858989067696883,0.1691,0.9252578492087508,0.01100000000000001
58,RPS5_proteomics,3.392185674846548e-06,-0.49757790836006904,0.7036271277664983,0.023729640328546964,0.8292876118143274,0.07140000000000002,0.22952500812362922,-0.028200000000000003,0.14571457181559155,-0.317,0.20056676268211876,0.062050599500000025,0.6033692567143187,-0.03700000000000003,0.38025983727741897,0.035
59,NUP205_proteomics,3.45539326567995e-06,-0.3221240287200276,0.04764374483856526,-0.13433015958460004,0.0750088073960913,0.0017999999999999683,0.10137636253004609,-0.16560000000000002,0.2259286985405034,-0.033649999999999985,0.1492040889322036,0.074284664,0.047925080133621505,0.149485,0.5255359438822298,0.04350000000000001
60,EIF4G1_proteomics,3.531287139785665e-06,-0.4023805818847615,0.009687106689762403,-0.13840323225999995,0.889166590471877,-0.1554000000000001,0.03219323777867701,-0.25765000000000005,0.00871976439727317,-0.5042,0.7637917887102248,-0.018980269500000035,0.00310372172343895,0.094,0.6779929108889688,0.11870000000000001
61,DENND1A_proteomics,3.549258662267974e-06,0.23785148821905083,0.030200601333907926,0.20129404030835119,0.24085897979312829,-0.02395,0.35984761561461687,-0.02639999999999998,0.031312466547485665,0.32885000000000003,0.05908533226247544,-0.088414725,0.8092836566330168,-0.008000000000000007,0.4906593428630661,0.11664999999999999
62,CYTH1_proteomics,3.7191863865481394e-06,0.560385184352127,0.05884890372223729,0.14501273477234733,0.0004057377799012411,0.6637,0.11548360203085915,0.1961,0.946615189593758,0.013299999999999979,0.4653629258846401,-0.10180081849999997,0.06494589194939251,0.04799999999999999,0.9010477508136499,0.0002500000000000002
63,EI24_proteomics,3.7595651575930396e-06,-0.522440225021052,0.11710562182561543,-0.20677521294014767,0.7101000283305565,-0.061900000000000066,0.1072277729702221,-0.04880000000000001,0.0876097534811405,-0.5573000000000001,0.6844034555486871,0.0733569755,0.3143351172775195,-0.482,0.6416771930752363,0.10455
64,PMP2_proteomics,3.936489010085949e-06,0.8976186160700544,0.25515891226905557,0.055381510551601565,0.32271294551004936,-0.050000000000000044,0.8446136707830085,-0.28970000000000007,0.8811020008613917,0.3257,,,,-0.20099999999999998,,
65,DNAJB12_proteomics,3.999150066868381e-06,0.3875659213430376,0.32882413052450443,0.164435973557854,0.0018093011632541248,0.9033,0.09217586621373544,0.45910000000000006,0.5597482638308124,0.19354999999999994,0.4727794217178545,-0.18908984099999998,0.293702711385185,0.0030800000000000003,0.17483042418549188,0.17450000000000002
66,MMS19_proteomics,4.040102735616463e-06,0.32428672480430704,0.020464219846170615,0.12308351564960063,8.800299027398783e-05,0.62,0.0002697928661616233,0.4742,0.019641722213646753,0.6534,1.0589140385580076e-08,0.324897269,0.21523346350874442,0.0847,0.005686279780588203,0.1218
67,LARS_proteomics,4.047423191002326e-06,-0.4332508394337515,0.011024090605858764,-0.14736684625819763,0.5888642872033201,-0.15870000000000006,0.4511431792127705,-0.0686,0.5804380248036538,0.1064,0.9384885625125984,-0.05808037249999998,0.012607541347111083,-0.22600000000000003,0.8531319412216204,0.0030000000000000027
68,FAM160B1_proteomics,4.054802826552808e-06,0.30375368474960296,0.17155012734932482,0.15056887571074995,,,0.02389531933964126,0.28604999999999997,0.36852754306918145,0.11745,0.30378276273777266,0.06505652549999999,0.008073669904404362,-0.2766,0.625086740813974,0.015299999999999998
69,BORCS5_proteomics,4.075705919722032e-06,0.30669518607559887,0.4054319835208062,0.13397722468255324,0.040269354512380916,0.38599999999999995,0.21062833284751772,0.26875,0.8934669950662432,0.12555,0.08965360937936064,0.10502602700000001,0.37835428001756444,0.01465,0.14054432650958587,0.04480000000000001
70,PPA1_proteomics,4.120476787026988e-06,0.46397239145477553,0.7364182564581456,0.10283329905970362,0.4758509682240716,0.3794,0.0028920907628363544,0.5915,0.2741100939206431,-0.2019,0.6844266672584818,-0.16630536550000002,0.044816233250906834,-0.19709,0.3553095660944213,0.26559999999999995
71,CARNS1_proteomics,4.498992753675221e-06,0.924979447437839,0.6517357012973943,-0.2641248959958489,0.6850665751502804,0.9881,0.23928106707840016,0.49269999999999997,,,,,,,,
72,HAT1_proteomics,4.607145078179807e-06,-0.5815104259882585,0.27568623919572016,-0.10848614556984515,0.18786226835668954,-0.5109,0.03672536677404554,-0.804,0.35235044411501504,-0.16804999999999998,0.18512693478289657,-0.23557115799999997,0.9040084938874147,0.05300000000000002,0.43070222642402545,0.14055
73,YPEL2_proteomics,4.6695384529141765e-06,0.475129613010485,,,,,,,0.15449604087049568,0.45630000000000004,,,0.3030104994887488,0.33530000000000004,,
74,QDPR_proteomics,4.694964209082383e-06,0.5177524118479475,0.49047657416732116,-0.06177448782804973,0.8834494445317906,0.15475000000000005,0.8097589209446237,-0.13779999999999992,0.04655396391824812,0.5170500000000002,0.9794109279086879,0.049381313999999996,0.3041738378558883,-0.18699999999999997,0.5341639297771925,0.13499999999999998
75,GLTP_proteomics,4.775901582604219e-06,0.6862168284505473,0.05910719118388573,0.29399231078649635,0.004705744825120414,-1.028,0.7503124329430871,-0.5243,0.22364844523042082,0.5105500000000001,0.16026121382305156,0.0851003555,2.9335000971552353e-05,-0.519,0.8241745830519739,-0.04200000000000001
76,PIP5K1A_proteomics,4.983419647981273e-06,0.3297892456254968,0.31926907122419873,-0.07346871006370037,0.04876461130035477,0.75865,0.4064672299854871,-0.15845,,,0.4115782187193674,0.07737473350000001,0.027302245984663177,0.233,0.9115454566182202,-0.024150000000000005
77,GRWD1_proteomics,5.036240320618097e-06,-0.530032311614201,0.16914248821404398,-0.049582504732597954,0.701077910551746,0.49960000000000004,0.00015770912789846042,-0.67835,0.24240957025273893,-0.1275,0.8040056007614732,-0.003781927499999997,0.05639507689988563,0.18621000000000001,0.6692670758156322,-0.006500000000000006
78,AKR1C1_proteomics,5.200129867865178e-06,1.2795171880770853,6.931627029920253e-08,-1.9612623383942989,0.44357950150309655,1.7772499999999996,0.21309300967361158,-2.25305,0.5032014350171018,-0.7412000000000001,0.07829601473482711,0.20181286999999998,0.06389009175913933,-0.10487,0.9438621597279525,0.0655
79,MKLN1_proteomics,5.557412057720775e-06,-0.21641357355484528,0.01705526435499823,-0.13257669392260496,,,,,0.006965692373066207,-0.2784,0.8042834445318652,0.001773187999999995,0.13937157996012334,0.02985,,
80,GPR89A_proteomics,5.728278524309683e-06,-0.2648299451095369,0.016326502414848315,-0.19796329382985078,0.5194731113678188,-0.3777499999999999,0.28101134085857277,-0.2362,,,0.6077909411060538,0.0012341484999999763,0.3962882498674448,0.13399999999999998,0.30736345954958955,-0.03155000000000001
81,PDIA2_proteomics,6.04036276318759e-06,0.6148231834097171,0.8183258660988768,-1.1252456450180972,,,,,,,0.9120304721555474,0.01014628099999998,0.8959651454288498,-0.21185000000000004,,
82,SHTN1_proteomics,6.054504227102373e-06,0.5915992419522784,0.22253536989641085,0.04981720495284492,0.1300987164600785,0.42635,0.056898307778602136,0.27185000000000004,0.24302764989025707,0.6145999999999999,0.19100351572690713,-0.020690476000000003,0.044121261025336415,-0.16800000000000004,0.8701848330974464,0.0241
83,PRKRIP1_proteomics,6.541557043127665e-06,-0.4432217840297285,0.3566521976669649,0.06640859086629902,0.3009187739045189,-0.30225,0.23669613747883164,0.3032,0.5756743933634068,0.09535,0.15502412179365901,-0.175707446,0.599075813043392,-0.04384,0.7047644182243877,-0.059300000000000005
84,DNAJB4_proteomics,6.733327248626043e-06,0.4409626913667895,0.07647974639307434,-0.24397962333449996,0.10317730538464906,-0.049650000000000194,0.19459602658004507,-0.13560000000000016,0.6987487608288161,0.012250000000000011,0.08289041575117914,-0.15989048100000003,0.8820347927239701,0.04400000000000001,0.6226364021665066,-0.11549999999999994
85,U2AF2_proteomics,7.20940437316141e-06,-0.5139142621341487,0.011516218499819732,-0.15020114296300235,0.7607324296803971,0.06619999999999998,0.002240593052108193,-0.28609999999999997,0.8957843476604164,-0.0354,0.491091690655306,-0.017113844000000003,0.3888709219639802,0.038900000000000004,0.607780194446399,-0.008500000000000008
86,POLR1B_proteomics,7.265286111399013e-06,-0.4279429487296905,0.030348819859665872,-0.28121321571225266,0.059762723823676346,-0.06545000000000001,0.001715016977608347,-0.6784000000000001,0.19617327015235764,-0.40025,0.17596542727994824,0.07467420350000001,0.02895639737855947,0.1354,0.633009823990086,-0.143
87,LDB3_proteomics,7.4943263824722824e-06,0.6765792856260254,0.822429544008958,-0.003981291243899676,0.21959784630664556,0.8658999999999999,0.33009585576082534,-0.6772,0.015972553533658916,0.6692499999999999,0.4130775220171542,-0.303916965,0.6245412325594897,-0.19499999999999998,0.0707865274640981,-0.5065
88,SGF29_proteomics,7.732715773332892e-06,-0.313492830219253,0.9698979116076905,0.05852496160520104,0.27759881572886863,0.213,0.8850383760705932,-0.0185,0.13934689266037203,0.0809,0.8680239466709347,-0.014802709000000011,0.01675945564506749,0.1006,0.03399078339335278,0.5726
89,CENPM_proteomics,7.887774697311178e-06,-1.067398274693894,0.048238396695385606,-0.4691442557668992,0.9170015792136761,0.19015,0.023173303878024878,-0.5195,0.18154819854957713,0.5549,,,0.6311713328969532,-0.0902,,
90,LMNB1_proteomics,8.28837806367079e-06,-0.6516559644128684,0.9509125046440513,-0.01112566906835255,0.42068248370129413,0.3559,0.4637118741208195,0.19235000000000002,0.950053308942744,0.9320499999999999,0.366218539622265,0.105902466,0.5676763553087739,-0.04440000000000001,0.6085553697432742,0.030000000000000027
91,LARP7_proteomics,8.373986522069018e-06,-0.276510542526428,0.010367763979249092,-0.1659038275274476,0.02050384592783532,-0.5004000000000001,0.44552239245173686,-0.2928,0.21891702132456065,-0.2294,0.2731395302133707,0.20327526250000003,0.12099933121808853,0.17620000000000002,0.33016417543066223,-0.07610000000000003
92,FA2H_proteomics,8.410173365835235e-06,0.687316479626613,,,,,,,,,,,,,0.7389286099192487,0.1545
93,HINT3_proteomics,9.066928663455098e-06,0.590196666035774,0.42309037198420185,-0.1311958514275453,0.23184541434139314,-0.06830000000000003,0.14968386412346216,0.31005000000000005,0.3240678502314486,-0.20635,0.5696048308892485,-0.0504554185,0.007105009240969299,-0.265,0.1758697042214097,0.061000000000000006
94,ARHGDIA_proteomics,9.3441787828284e-06,0.3012181968450568,0.03744434040374584,0.0905228490519967,0.46077380551452396,0.189,0.7359500068148537,0.027950000000000003,0.36938827779260563,0.11960000000000004,0.16501955713780456,-0.17286215,0.5758484107397028,-0.09920000000000001,0.9393396198937611,0.07060000000000001
