,Comparison,Correlation,P_value
957,RAB5C_proteomics,0.3382915552290924,0.0007992834694752156
119,COL1A2_proteomics,0.33730637494518306,0.0008297884695686567
798,ITGB3_proteomics,0.33521174559806977,0.0008982059829345262
232,ITGA3_proteomics,0.3345666543559581,0.0009202899774138476
523,IRS1_proteomics,0.3336801994849936,0.0009514443503364886
1021,ALDOA_proteomics,-0.3330777775533681,0.000973161620354108
323,CDH5_proteomics,0.3312180431166423,0.0010430844206416
179,BRAP_proteomics,-0.33003352880756404,0.001089972637529914
329,TSPAN8_proteomics,0.32698432816657136,0.0012196256039344233
242,RAB7A_proteomics,0.32525926771491653,0.0012990347319809133
478,VIM_proteomics,0.32103700523979456,0.0015135766294568354
15,PLD2_proteomics,0.32038688256183445,0.0015493237753259124
356,GRB7_proteomics,-0.320042203331835,0.0015685846755809812
1036,ABCC3_proteomics,0.3197565303096137,0.0015847123476806565
1015,MAP2K1_proteomics,-0.31815797609417557,0.0016777622048422384
702,PRKCA_proteomics,0.318034592657378,0.0016851457507740387
453,IL6ST_proteomics,0.32909531040034845,0.0018558368606085315
543,ETS1_proteomics,-0.3145244773596322,0.001907912903324162
251,CYCS_proteomics,-0.3113630692062937,0.0021309618851145812
739,DAXX_proteomics,-0.3109375437642987,0.002162715537824874
153,ABCC4_proteomics,0.3108774760307792,0.002167232128785135
181,RAP1A_proteomics,0.30975702306018865,0.0022530548054989223
930,RHOA_proteomics,0.30964595334732503,0.002261727043384841
300,CTSL_proteomics,-0.3073917286336926,0.0024443619236970853
250,ITGA1_proteomics,0.30695456420265504,0.0024812803389290174
770,CAB39L_proteomics,0.3067251166025604,0.0025008572668845587
919,GAB1_proteomics,0.30626924212302364,0.0025401663318079452
584,CRTC2_proteomics,-0.30587133906611896,0.0025749300477591803
139,COL5A2_proteomics,0.3055537872188095,0.0026029801026119
564,FGF2_proteomics,0.3052029804418904,0.0026342868713221277
476,HSP90AA1_proteomics,-0.3051520428427758,0.0026388606960047285
173,FOXO3_proteomics,-0.3044869567180385,0.002699239348538612
210,CTNNA1_proteomics,0.3016937480909916,0.0029666024438096384
63,CTNNA2_proteomics,0.30141374575202917,0.002994673184244539
77,HSPA6_proteomics,-0.3004391693799884,0.003094244409033193
558,SLC2A3_proteomics,0.30015155198209686,0.003124192097007933
16,EPS15_proteomics,-0.2998026467868069,0.0031608700390484117
706,PPP1CA_proteomics,-0.29957817262883557,0.00318467106179368
318,SLC6A14_proteomics,0.42953833224118526,0.0032339604835905206
30,CDK2_proteomics,-0.29764018705952483,0.0033969323784057027
140,CXCL10_proteomics,-0.36621527072636634,0.0034188600210526272
491,RAB5B_proteomics,0.29673144631544757,0.0035007589990775348
411,PTGES3_proteomics,-0.2934200138085395,0.00390355965576409
194,SMARCA1_proteomics,0.2933110002767695,0.0039174969205772745
272,PARP1_proteomics,-0.29311137944763194,0.003943133518780573
273,PLA2G10_proteomics,-0.29311137944763194,0.003943133518780573
674,RRAS_proteomics,0.29306171037890794,0.003949535581122724
726,ACAA1_proteomics,-0.29255703578270287,0.004015113687397876
312,PLCB1_proteomics,0.2919172933702435,0.004099639387820765
516,CHTF18_proteomics,-0.2916674713081983,0.004133075936972927
718,GAPDH_proteomics,-0.29126818790236975,0.004187022217880226
808,LIMK1_proteomics,-0.29050570244111806,0.004291788396468821
480,SLC26A2_proteomics,0.2902475196026544,0.00432778924261368
38,HSPA8_proteomics,-0.2889923829082686,0.004506670184255531
421,ALDOC_proteomics,-0.2879611690553979,0.0046585375894842
880,IL1R1_proteomics,0.33554909768206254,0.004823742643101778
616,STK11_proteomics,0.29229146007012463,0.004932460386495192
545,FGF20_proteomics,0.28447760637168945,0.0052058302926481954
544,ALOX5AP_proteomics,0.28447760637168945,0.0052058302926481954
185,GNA13_proteomics,0.28294425445372584,0.005464331546273886
353,YES1_proteomics,0.2822339172541861,0.005587900925030311
615,STMN1_proteomics,-0.2822207232751368,0.005590219406450515
918,E2F5_proteomics,-0.3398829291295492,0.005604968024466804
604,IQGAP1_proteomics,0.2815880082189446,0.005702408876507061
751,MLST8_proteomics,-0.28154839345438415,0.005709499133333046
752,BIRC3_proteomics,-0.28154839345438415,0.005709499133333046
534,STAT3_proteomics,-0.28149452458452784,0.0057191531408718275
267,VAV2_proteomics,0.2813688569237905,0.005741730751431645
711,MAPK10_proteomics,0.3488600486462597,0.005860922282395628
773,RAB5A_proteomics,0.2804371007048815,0.005911612289675128
120,CASP3_proteomics,-0.280011514612943,0.005990678568223978
110,PIK3C2A_proteomics,0.2791641470092939,0.0061509002519690254
339,SDS_proteomics,-0.2864179756496807,0.006506061859379222
766,BAX_proteomics,-0.2772139642200763,0.006534146281138249
1008,SAV1_proteomics,-0.2760452386348723,0.006773813666407223
330,DSCC1_proteomics,-0.27529056876805086,0.006932670659386545
897,VHL_proteomics,-0.2940266388529291,0.006975721443148746
60,PPP2R1B_proteomics,-0.2740637216918444,0.007197952399741658
513,EXOC2_proteomics,0.2729682509931089,0.007442359697638993
603,CALM2_proteomics,-0.2727228219169803,0.007498110225478591
768,CDH13_proteomics,0.27270070240889505,0.007503152841032192
90,CACNB2_proteomics,0.3372599744398918,0.007861632944617832
561,MET_proteomics,0.2702378608256971,0.008083665026146542
631,DNAJC7_proteomics,-0.2699166145091624,0.008162229040931357
504,RAB8A_proteomics,0.2699115834842417,0.008163464756499083
144,HNF1A_proteomics,-0.4728073931224067,0.008326666682103724
434,GNB5_proteomics,0.2778346106623025,0.008385251554905472
58,MAPT_proteomics,0.2686581496217697,0.008476512027961269
115,DBI_proteomics,-0.26844364753866307,0.008531129608940553
819,DDB2_proteomics,0.26810740874111316,0.008617367349100642
634,TAOK3_proteomics,-0.26750954687148654,0.00877260015119738
439,TOP2A_proteomics,-0.2648365600783822,0.009497086195718474
229,SLC9A1_proteomics,0.2645410397437655,0.00958031970177968
859,XIAP_proteomics,-0.26452650334665595,0.009584430347174282
236,REL_proteomics,-0.26285653238748635,0.010067089639605967
305,PDK1_proteomics,-0.26282591618079204,0.010076133648199717
1003,RBL2_proteomics,0.26178684974319494,0.010387322939564467
303,COL6A1_proteomics,0.26079156674791293,0.010693255336800196
851,GSTP1_proteomics,-0.2606920321742903,0.010724279704069146
328,PFN1_proteomics,-0.2606045877590627,0.01075160057087588
244,MAPKAPK3_proteomics,-0.2603962599978617,0.01081693525186621
638,MKNK1_proteomics,-0.2594016338641354,0.011133673076162892
118,TTC9_proteomics,0.25835449790641896,0.011475860686460443
735,PLXNA2_proteomics,0.32960587506756023,0.011517344394366198
649,RASA1_proteomics,0.2573630693650526,0.01180827041572336
679,ACACA_proteomics,-0.25734072337174196,0.011815858462816506
916,CDKN2A_proteomics,-0.25651357611296205,0.012099742913443975
346,ABL1_proteomics,0.2551427601612959,0.012583321905329925
248,BCR_proteomics,0.25504442820566364,0.012618648336580426
915,PIP5K1C_proteomics,0.25414053549703836,0.01294744459521412
785,COL5A1_proteomics,0.2536580866857681,0.013125970897726453
221,PLCG1_proteomics,0.2530506798914089,0.013353779145648002
65,CDK6_proteomics,0.25183440150239916,0.01382029777181514
233,CCNE1_proteomics,-0.2574543103050479,0.014296291188489393
234,MAPK11_proteomics,-0.2574543103050479,0.014296291188489393
53,CDH3_proteomics,0.25030386590318515,0.014427420307378458
510,ATM_proteomics,0.2498882243692424,0.014596236921340815
683,MTDH_proteomics,0.249682112585133,0.014680584641235115
650,HLA-DRB3_proteomics,0.3075508987478882,0.01503109485536789
699,ITGB2_proteomics,0.24841259249895786,0.015209490944699106
150,GCLC_proteomics,0.2480615058345006,0.015358642541322102
698,MSH6_proteomics,-0.24774409059026192,0.015494578080222797
74,THBS3_proteomics,0.24731934159035437,0.01567810875290979
535,CACNB3_proteomics,0.24703500014747054,0.01580201905028837
630,GCLM_proteomics,-0.24614523916313605,0.01619524864092554
374,PIK3AP1_proteomics,-0.24571877969019237,0.016386702452589403
621,MAP2K2_proteomics,-0.2452111352437002,0.016617150505879717
657,OTUD5_proteomics,-0.2442091362241531,0.017080240364304382
429,CYP1B1_proteomics,0.24338883264236583,0.01746760798807622
648,COL6A2_proteomics,0.24300620546706242,0.017650870280177977
730,PKLR_proteomics,-0.24231524948509953,0.01798601095366472
180,GPAM_proteomics,-0.25822755421370286,0.018422620955299764
966,GRB14_proteomics,-0.25282575998848406,0.01884443020043933
680,STK3_proteomics,-0.23997144616873334,0.019164010989276566
160,TGFB3_proteomics,-0.23914848899957386,0.019593078797398623
826,EIF4EBP1_proteomics,-0.2386411314948782,0.01986169362511352
349,NTN1_proteomics,0.23844437573757898,0.01996671164110613
161,WAS_proteomics,-0.238305589668829,0.020041074914396214
745,PGK1_proteomics,-0.23825645798785922,0.02006745719918408
755,BLVRB_proteomics,-0.23787457086564295,0.02027353794709262
467,LGALS3_proteomics,0.23739917401284363,0.020532615742198505
806,CRKL_proteomics,-0.23681296409215855,0.020855989502692622
814,SLC2A13_proteomics,0.2604860506420678,0.021260524213869862
782,NCK1_proteomics,-0.23599901193502967,0.021312228429807564
619,RAB11B_proteomics,0.235811774250321,0.02141838089417965
867,PGR_proteomics,0.23458594973422273,0.0221246000844683
868,KLK8_proteomics,0.23458594973422273,0.0221246000844683
986,AIF1_proteomics,-0.23395317417689393,0.02249688591944138
560,RGL1_proteomics,0.2696386928272983,0.022967005402233016
710,TCL1A_proteomics,-0.2328536025339904,0.02315655146602235
709,DAPK1_proteomics,-0.2328536025339904,0.02315655146602235
188,C1QBP_proteomics,-0.23275857984190476,0.02321432617215535
324,MGST1_proteomics,0.23222789170972552,0.023539258471214623
965,ARHGAP5_proteomics,0.2316057083796738,0.023925148896573465
482,CPT1A_proteomics,0.2312137966238577,0.024170980560348394
1018,CAV2_proteomics,0.23102139564728794,0.024292452814921792
790,WNT2_proteomics,0.2309922970591159,0.024310869432352118
893,RELA_proteomics,-0.2303437776052356,0.024724420136480275
472,PSPH_proteomics,-0.22996595934891326,0.024968101147273873
613,WNT5B_proteomics,-0.25601410015211146,0.02559956229940135
612,E2F3_proteomics,-0.25601410015211146,0.02559956229940135
409,MSH2_proteomics,-0.22822291833181063,0.026118968113424464
448,SMAD9_proteomics,0.2279303849842129,0.02631647134929452
447,ESR1_proteomics,0.2279303849842129,0.02631647134929452
750,FGF13_proteomics,0.46065608003820147,0.0269595677427096
191,WASF1_proteomics,-0.22631237332118864,0.02743194512223924
807,TAB2_proteomics,-0.22542711819271444,0.0280590546838602
802,IRF7_proteomics,-0.3821230571075887,0.028197325214049006
169,PARVB_proteomics,-0.22453784763102191,0.028701205023577068
910,SCP2_proteomics,-0.22401445481289042,0.029084939553021782
86,NFATC1_proteomics,-0.2320120701793189,0.029621146882960393
911,IRF3_proteomics,-0.22303364580378582,0.029815739155258633
794,PRKAB1_proteomics,0.22296622735331706,0.029866537976417497
156,PRKAA2_proteomics,0.22293581838122134,0.029889474636162264
546,PLD1_proteomics,0.2226945000440844,0.030072023205934367
320,MAX_proteomics,-0.22249810915809984,0.03022128068058738
1028,EML4_proteomics,0.2221394122869459,0.030495507569182487
163,PTPN7_proteomics,-0.2220888945296844,0.030534297227467082
477,DNAJB1_proteomics,-0.22141665572608651,0.03105445144579335
295,RXRA_proteomics,0.220995840573589,0.03138385534441039
296,PPP2R2C_proteomics,0.220995840573589,0.03138385534441039
327,NCOA2_proteomics,-0.2205633501176273,0.031725466139151094
747,BIRC5_proteomics,-0.3126535890209918,0.03237983065903619
392,CSNK1A1_proteomics,0.21890271348333262,0.03306643844399757
39,SFRP1_proteomics,0.2185708686133781,0.03334004833009454
379,STOM_proteomics,0.2169615492738956,0.03469412750755184
899,LIN28B_proteomics,-0.2753202053798753,0.0348150998279812
898,MAFG_proteomics,-0.2753202053798753,0.0348150998279812
345,FGFR1_proteomics,0.21642863077647612,0.03515258603064089
659,PLCB2_proteomics,-0.2159471760305578,0.03557113482063287
789,MBP_proteomics,0.2156219849770596,0.03585619705093883
995,ACACB_proteomics,0.4203231233897355,0.03643450142750189
227,EGR1_proteomics,0.24041736574304345,0.03644179617891039
947,BAP1_proteomics,-0.21411830121465333,0.03719936411434136
926,AKT3_proteomics,0.21370524293499843,0.0375756208682474
951,TGFBR1_proteomics,0.23734064825284878,0.03767355779632988
134,TNXB_proteomics,0.21245129409379868,0.03873741489465298
991,ACLY_proteomics,-0.21242166576995664,0.03876522482297641
992,CCL2_proteomics,-0.21242166576995664,0.03876522482297641
17,GNG11_proteomics,0.21120379470490824,0.03992287597626496
313,TAB1_proteomics,-0.21049003222217588,0.04061465638262638
797,RFC3_proteomics,-0.21026234796667914,0.04083742038261391
445,TNK2_proteomics,-0.26476626451103213,0.040917010442248054
204,HSPA1L_proteomics,0.21003484700097072,0.04106102149780584
668,MAP2K5_proteomics,0.21002555262758438,0.0410701781980244
981,TLR2_proteomics,0.2315962060571724,0.041329669941172785
340,MCL1_proteomics,-0.21659838812671678,0.0414730449248903
722,THEM4_proteomics,-0.2092102223741557,0.04188008025272395
514,LTB4R_proteomics,0.4270322054897475,0.04212553544061321
508,FGFBP1_proteomics,0.23215476436999066,0.04218628024167432
1027,SHC1_proteomics,-0.20838251861782187,0.042715831741170655
568,PIP5K1A_proteomics,-0.20801433682628112,0.04309202637668376
56,SKP1_proteomics,-0.20750581996267795,0.04361613607539958
971,MMP1_proteomics,-0.3770558748768762,0.043767885172634066
914,EFNA4_proteomics,0.3326392094515287,0.04426106268711621
512,HLA-DMB_proteomics,0.20636770562804496,0.04480836005019527
501,PSMC5_proteomics,-0.20588923569248022,0.04531758848063819
1005,MAP4K4_proteomics,0.20522782129723724,0.04602941531731122
399,HSPA2_proteomics,0.2050373509938375,0.046236112636729346
408,SOX9_proteomics,0.2116198348637992,0.04650252470721699
310,WNT11_proteomics,0.39273636425932434,0.04718383606688928
57,LDHA_proteomics,-0.2033625830671857,0.04808686891761342
151,PPP2CB_proteomics,0.203343784762857,0.04810798504983
601,MDH1_proteomics,-0.2033332187290523,0.04811985723801829
932,PMP2_proteomics,0.20156200630653737,0.05014452988369624
931,AMOT_proteomics,0.20156200630653737,0.05014452988369624
1017,PKN1_proteomics,-0.20149328770748248,0.050224476404800794
938,PRKACA_proteomics,0.2012817886137655,0.05047119204136966
662,TIAM1_proteomics,0.21376736061191534,0.05088046548147135
935,PHGDH_proteomics,-0.20082681240161143,0.05100531284122311
66,GRB10_proteomics,0.20066035800289195,0.05120188226653389
382,CDH2_proteomics,0.20008111104822499,0.051890796284482905
940,GNB4_proteomics,-0.19992223021509364,0.0520810850172042
909,EIF4E_proteomics,-0.19987976899095064,0.052132037179989134
813,ZFP36_proteomics,-0.28484674615209093,0.05230206995470355
528,LAMC3_proteomics,0.1997051183294204,0.05234204406539278
847,RHOB_proteomics,0.19848888458106087,0.05382386489902941
956,DUSP6_proteomics,-0.34320152602633586,0.05447166141607779
281,BAD_proteomics,-0.19771420987814847,0.05478553893657881
395,HK2_proteomics,-0.1969750513969981,0.055716220538328115
54,IFNGR1_proteomics,0.2094396525195384,0.055870051559917804
325,ALDOB_proteomics,-0.19892548971686022,0.0587132507289803
261,ITGA9_proteomics,0.1945047994438604,0.058920972208691
542,SHOC2_proteomics,0.1943904882377413,0.05907284272659537
215,CLDN1_proteomics,0.24853095542648895,0.05994658427853869
624,KDM5C_proteomics,-0.19313435939074822,0.06076284669245096
632,PIAS3_proteomics,0.24352835247146956,0.06079028712869232
804,TYK2_proteomics,0.19306874066716234,0.06085220257371591
162,GSTM5_proteomics,0.19250572841772357,0.06162329056713159
444,SHMT2_proteomics,-0.19202634865864854,0.06228609247629588
522,GCC1_proteomics,-0.19180392014571895,0.06259559182950343
427,SOD1_proteomics,-0.1916441955502026,0.06281861236028835
688,NCOA6_proteomics,-0.1903062237117391,0.06471228716770645
777,NCOA3_proteomics,-0.19024695184972282,0.06479723678631745
844,WNT4_proteomics,0.20462431855005264,0.0651729191111595
569,MAPK9_proteomics,0.18863739260535406,0.0671389037285329
628,FANCI_proteomics,-0.18854410709107905,0.06727669382838468
614,LDHD_proteomics,-0.18822966169470595,0.06774284199221559
889,THBS2_proteomics,-0.18778068777830575,0.06841294800013904
997,PPP5D1_proteomics,0.18725933985029306,0.06919778962145985
996,HK1_proteomics,0.18725933985029306,0.06919778962145985
253,BRIX1_proteomics,0.187058419954171,0.06950219158460788
571,ROCK2_proteomics,0.18678098032118617,0.06992430119487539
736,MAPK8IP3_proteomics,-0.2072816520306508,0.07047603243129609
845,BMPR1B_proteomics,0.23671852210127026,0.07105646832634831
451,MFGE8_proteomics,-0.18561329397094437,0.0717236164946866
68,NFKB1_proteomics,-0.1846689387023131,0.07320593038768408
456,BHLHE40_proteomics,-0.22536806042367025,0.07337001175457884
75,RPS6KA5_proteomics,0.18445323868216873,0.07354794064225335
732,GFAP_proteomics,0.21959051602943636,0.07418638519770787
904,CDK4_proteomics,-0.18403959883533516,0.07420739650613357
623,PARVA_proteomics,0.18290044819464588,0.07604811504211617
716,CLTA_proteomics,-0.1826716507636329,0.07642220396766775
474,PRDX6_proteomics,-0.18227989931826022,0.07706615288429981
132,PIP5K1B_proteomics,0.18194175516213748,0.07762547520571428
131,VPS16_proteomics,0.18194175516213748,0.07762547520571428
262,MMP2_proteomics,0.18178692745635433,0.07788265814309378
97,CBR1_proteomics,-0.18157013953917878,0.07824390912260379
93,ARRB2_proteomics,-0.18149173194143597,0.07837489589131925
572,MAP3K5_proteomics,0.1806024209117389,0.07987289018972067
761,CDC37_proteomics,-0.1805724123735584,0.07992383434702198
1011,HK3_proteomics,-0.18052292210633694,0.08000790851260157
704,STAT5A_proteomics,-0.18042196818481493,0.08017962843683982
599,CREB3L2_proteomics,-0.35645646685040233,0.08028889690993116
686,FKBP5_proteomics,-0.17924667983204207,0.08220051637759515
643,GPI_proteomics,-0.17909588545825578,0.08246271998062878
521,CASP9_proteomics,-0.17903055418643563,0.0825765259088969
580,PPP3CC_proteomics,-0.17902135253465712,0.08259256508231666
466,PFKFB4_proteomics,-0.17763959343029107,0.08502940988927235
192,HLA-DRB1_proteomics,0.17738051087906714,0.08549262752981156
968,BIRC2_proteomics,0.17703163973231556,0.08611954738619816
941,MAP4K2_proteomics,-0.17683902288996634,0.08646724118727711
369,ELAVL1_proteomics,-0.17570854387433105,0.08853041139692602
469,GIT1_proteomics,0.17560454164342235,0.08872216381072859
554,PTPRC_proteomics,0.17498388631125333,0.08987334155855264
582,HLA-DPB1_proteomics,-0.17482573290189748,0.09016856393895127
1016,IKBKE_proteomics,-0.19433706668741246,0.09034204783619056
973,SEC14L1_proteomics,-0.20216514129928304,0.09088573682108635
1000,PFKP_proteomics,0.1740837765002437,0.09156382488680831
902,VIL1_proteomics,-0.17408126101574836,0.0915685841639283
83,TEAD2_proteomics,0.17983062317168164,0.09173552889220232
949,PPP2R5C_proteomics,0.17344106295220935,0.09278620674023409
280,PRKCZ_proteomics,0.17293027291181173,0.0937668435520932
658,DEPTOR_proteomics,-0.17276927850911983,0.09407761670091547
178,SOS2_proteomics,0.1781874575826987,0.09479044825014621
6,SP1_proteomics,-0.17225636331380967,0.09507313488824944
363,SSH1_proteomics,-0.17225315389123336,0.0950793900957558
473,SETD7_proteomics,0.17220475303028643,0.09517376335227937
64,NOTCH3_proteomics,0.1721066448264783,0.09536528370950274
714,EP300_proteomics,-0.17064959794974338,0.09824552030405685
929,GNA12_proteomics,0.17007917640472947,0.09939155292867319
944,GAB2_proteomics,-0.16933624691223992,0.10089987294694788
394,VEGFB_proteomics,0.16893320271470064,0.10172562066838457
393,LAMA2_proteomics,0.16893320271470064,0.10172562066838457
633,PPP2R3C_proteomics,-0.1937606383114929,0.10292516116263545
787,GAP43_proteomics,0.1672620914243006,0.10520594981416119
786,RASA4_proteomics,0.1672620914243006,0.10520594981416119
167,ELK1_proteomics,-0.17909289525328287,0.10523307006073827
264,VPS33A_proteomics,0.16706437347044933,0.10562380232339645
265,ARNT_proteomics,-0.1670533564598803,0.10564712345677815
449,SPRY1_proteomics,0.16691710679403995,0.10593587304344552
424,ABL2_proteomics,-0.16688903288558177,0.10599544561993447
28,GSK3B_proteomics,-0.16600059086892913,0.10789424675573046
799,CAP2_proteomics,0.16582195728045024,0.10827920627251576
384,VPS39_proteomics,0.16580852815028674,0.10830818951947228
988,RPTOR_proteomics,0.1656970289601703,0.1085490645176499
304,MMP7_proteomics,0.16534364715730165,0.1093152412858567
98,MKNK2_proteomics,-0.18262164971607464,0.10952754558891854
