Proteomics,En_P_Value,En_Median
FXR1,0.008872618477670565,-0.31620000000000004
PDCD11,0.008872618477670565,-0.43179999999999996
EIF2A,0.008910468931746832,-0.2708
TJP2,0.009079682381997857,0.3156
UTP4,0.009108362717281708,-0.41113000000000005
KIF1C,0.009115412515861654,0.24620000000000003
GLS,0.009443864765363092,-0.755
HGD,0.009515388084092993,0.937
OGFR,0.009515388084092993,-0.39
ZC3H8,0.009515388084092993,-0.42200000000000004
NOL11,0.009515388084092993,-0.39080000000000004
ENDOG,0.009515388084092993,0.732
GFM1,0.009716152138197048,-0.523
GBP1,0.009716152138197048,-0.863
TXN,0.009874115755861704,0.543
MPPED2,0.010081823914336518,0.996
GPATCH4,0.010208874274550092,-0.46430000000000005
ZNF638,0.010208874274550092,-0.21559999999999999
FAM118B,0.010208874274550092,0.33099999999999996
FNBP1L,0.010598040574753461,0.367
ROBO2,0.010602252384923029,1.04
COPS3,0.011017979837971993,0.21183
NKRF,0.011600491205181225,-0.18409999999999999
EAF1,0.011600491205181225,-0.50585
MDN1,0.011600491205181225,-0.3839
CDKAL1,0.011809725286734466,-0.4068
PRKCI,0.011809725286734466,-0.3181
TBL1XR1,0.011809725286734466,-0.2779
ISG20L2,0.011809725286734466,-0.30447
PCM1,0.012159627446452949,0.42000000000000004
ECT2,0.012159627446452949,-0.5679999999999998
POLR2B,0.012159627446452949,-0.1131
MFN1,0.012159627446452949,-0.3739
MAST4,0.012159627446452949,0.47350000000000003
KLC2,0.012159627446452949,0.28900000000000003
MX2,0.012260426943797465,-0.8119999999999999
MYO5C,0.01307387432239107,0.5426
ADA,0.01307387432239107,-0.6609
CIR1,0.013206082601634264,-0.13940000000000002
GSR,0.013206082601634264,0.75
DAXX,0.013206082601634264,-0.2071
IFIT2,0.013364994194455516,-0.664
HSD17B4,0.01337010394390418,0.4315
NADSYN1,0.01337010394390418,0.243
OPA1,0.01337010394390418,-0.25830000000000003
TTC27,0.01337010394390418,-0.2247
DHX35,0.01337010394390418,-0.1681
KLRG2,0.01337010394390418,-1.7508
DTX3L,0.01337010394390418,-0.35000000000000003
UBE2S,0.01337010394390418,-0.4606
CDK12,0.01337010394390418,-0.20079999999999998
DEF6,0.01337010394390418,-0.34900000000000003
CIP2A,0.01337010394390418,-0.43799999999999994
FBXW5,0.01337010394390418,0.2809
ZNHIT6,0.013407171985692272,-0.2135
KIAA1109,0.013498704928528475,0.41800000000000004
GTPBP3,0.013498704928528475,-0.31289999999999996
CHD8,0.01378349391375259,-0.18919999999999998
XPNPEP1,0.013970035448965372,0.475
RRP1,0.014103114352462233,-0.514
USP14,0.014156342666625245,-0.31250000000000006
ATF6,0.014248291692627282,-0.48449999999999993
KBTBD6,0.014248291692627282,0.44347000000000003
IFIH1,0.014248291692627282,-0.2984
MYO6,0.014248291692627282,0.2683
DARS2,0.014274400708973017,-0.47930000000000006
PTPN2,0.014274400708973017,-0.456
BYSL,0.014274400708973017,-0.3545
RNF213,0.014630090508433979,-0.689
HERC5,0.014630090508433979,-0.847
HMCES,0.014917029736398328,-0.1496
SGTA,0.014917029736398328,0.434
TTC12,0.014917029736398328,0.6124999999999999
PHPT1,0.015146909940808792,0.3149
CEP78,0.015146909940808792,0.5095
NDC80,0.015146909940808792,-0.608
PUS1,0.015164774887575939,-0.37860000000000005
SEC16A,0.015291524765761939,0.31930000000000003
TAX1BP3,0.015613996892753538,0.631
KANSL3,0.015660012873515483,-0.13140000000000002
NANS,0.01567591868083543,0.57
NOXA1,0.01592219469843436,0.649
TDRKH,0.015946128060599585,-0.5230000000000001
ADH5,0.016102155927397672,0.6641000000000001
PIK3R4,0.01612088292524554,-0.1494
CYP2S1,0.01615428102292434,-1.3882
NPDC1,0.01615428102292434,0.38859999999999995
BDH2,0.01615428102292434,0.506
ARFGEF3,0.01615428102292434,0.5242
PFAS,0.01615428102292434,0.326
UTP23,0.01615428102292434,-0.685
POLR3C,0.01615428102292434,-0.1652
RAE1,0.01615428102292434,-0.1365
WDR12,0.01615428102292434,-0.2675
OASL,0.01615428102292434,-0.497
KIAA1324,0.01615428102292434,2.4059999999999997
ERAL1,0.01615428102292434,-0.5985999999999999
GMPR2,0.01615428102292434,0.1848
DCTN1,0.01615428102292434,0.2568
XRN1,0.01615428102292434,-0.1985
JMJD7,0.01615428102292434,0.737
PARP1,0.01615428102292434,-0.40243
MGME1,0.01615428102292434,-0.5029
GORASP1,0.01634281571302565,0.438
TNFSF10,0.01674903507571002,-0.7231
RRP7A,0.01674903507571002,-0.472
RAD23B,0.01674903507571002,0.29767
SP110,0.01674903507571002,-0.4236
CAPS,0.01746792515699319,1.9769999999999999
BPTF,0.018162731385580666,-0.2925
CAD,0.018280353215214682,-0.26920000000000005
RIOK1,0.01836260137486698,-0.2555
PHF20L1,0.01852675514425539,-0.2317
STAT2,0.01852675514425539,-0.48719999999999997
WDR83,0.018898318785318415,-0.312
TRIM2,0.0190814966266948,0.434
TOP2A,0.019244031123456167,-0.6299999999999999
CHTF8,0.019535547412061743,-0.719
POLR3E,0.019535547412061743,-0.14780000000000001
XPO1,0.019772992588772163,-0.1533
NMNAT1,0.019772992588772163,0.1849
PCGF2,0.019772992588772163,-0.367
MSH6,0.019772992588772163,-0.537
POC1B,0.019772992588772163,0.3105
SELENOO,0.019772992588772163,0.43599999999999994
NOM1,0.019927261316826664,-0.21320000000000003
MPHOSPH10,0.02042714289638308,-0.41590000000000005
GMPS,0.020645630515422002,-0.29746000000000006
CPSF1,0.020838090654484248,-0.2247
MSH2,0.020938905221701172,-0.416
MED14,0.020938905221701172,-0.2054
POLR3B,0.020938905221701172,-0.1516
BIN3,0.02104473736437941,0.5374
AKAP8,0.02104473736437941,-0.3319
FBXO22,0.02104473736437941,0.387
OTUD6B,0.02137128359535268,-0.352
MCM3AP,0.02137128359535268,-0.1437
TK1,0.02137128359535268,-0.8380000000000001
LNX1,0.02137128359535268,0.2557
TPX2,0.02137128359535268,-0.8
CDK11B,0.021904904325893124,-0.32341000000000003
PARP14,0.021904904325893124,-0.4952000000000001
PKN1,0.021904904325893124,-0.53
FAM49B,0.021904904325893124,-0.38539999999999996
PARP12,0.021904904325893124,-0.3968
SDE2,0.021904904325893124,-0.2611
CALHM6,0.021904904325893124,-1.149
IGF2BP2,0.021904904325893124,-1.4409999999999998
NPL,0.02208264378435107,-0.657
TRMT61A,0.022198055899500198,-0.23399999999999999
AHCTF1,0.022198055899500198,-0.187
SMG1,0.022198055899500198,-0.172
QRICH1,0.02229698104665326,-0.16440000000000002
SNX7,0.022310271922462464,0.392
IRF9,0.022310271922462464,-0.41400000000000003
ACTR1B,0.022319529617297603,0.23129999999999998
IQGAP2,0.02333208109122481,0.6561999999999999
CWC22,0.023624280538432865,-0.1215
SIPA1L1,0.024162840095725432,0.354
SIAE,0.02423106192371454,0.7529999999999999
POGK,0.02423106192371454,-0.32680000000000003
AGR2,0.02423106192371454,1.7469999999999999
DHX9,0.024278305267770476,-0.2867
TWF1,0.024319877583900487,0.42599999999999993
EIF5,0.024433216263356494,-0.19879999999999998
RRP9,0.02458169802281673,-0.2725
DDX39A,0.02458169802281673,-0.38899999999999996
KIF2A,0.024658093427584994,0.3231
TSG101,0.024900970353861455,0.24379999999999996
COQ5,0.024900970353861455,-0.2954
DHRS7B,0.025043709236940354,0.6759999999999999
ADD3,0.025126074339898028,0.36360000000000003
PUS7,0.0253825045229879,-0.36230000000000007
SMCHD1,0.0253825045229879,-0.236
CDV3,0.0253825045229879,-0.4146
SUPT5H,0.0253825045229879,-0.2001
INTS3,0.0253825045229879,-0.2298
PWP2,0.025552613709457855,-0.1991
RFC2,0.025552613709457855,-0.372
CMPK2,0.025555051776084328,-0.5880000000000001
NAT10,0.025584073570512927,-0.4023
NAP1L4,0.025889645823773247,0.1517
SEC24B,0.02589964265490275,0.15360000000000001
RABL6,0.02589964265490275,0.2154
IFT43,0.025908995276641422,0.5175
RPS6KA1,0.026022793230129623,0.572
ATAD2,0.026022793230129623,-0.5555000000000001
PAK2,0.02603034040784579,-0.2272
DNAJC10,0.02603034040784579,0.5241
TRAPPC13,0.02611061676451682,0.1659
DPCD,0.02611061676451682,0.40669
INTS14,0.02611061676451682,-0.19524
URB1,0.02611061676451682,-0.17691
NOP58,0.02611061676451682,-0.26339999999999997
BUB1B,0.02611061676451682,-0.5589999999999999
ZNF281,0.026161631162720043,-0.33752999999999994
VPS37A,0.02634169228264558,0.2102
CUL5,0.02664312516811323,0.2364
MORC2,0.026917322244990077,-0.2549
PLCE1,0.02711761938478265,0.7447
ZGPAT,0.02711761938478265,-0.20900000000000002
C1orf35,0.02711761938478265,-0.387
PTPN3,0.02711761938478265,0.406
TRIM32,0.02711761938478265,0.21949999999999997
TRAPPC8,0.02711761938478265,0.11530000000000001
PITPNC1,0.02794704615072131,0.317
STAP2,0.02799266889553231,0.37599999999999995
MCRS1,0.028128621291208595,-0.13
RIOX2,0.02819531923646021,-0.46099999999999997
MAGI1,0.028419448475438813,0.1947
IMP3,0.028419448475438813,-0.3025
NUCB2,0.028769040479123858,0.62
FASTKD5,0.028854290701652116,-0.3624
SCP2,0.029352638668618456,0.7450000000000001
NUP133,0.029352638668618456,-0.19619999999999999
DHRS3,0.029352638668618456,0.831
IST1,0.029352638668618456,0.1867
SPATA18,0.029352638668618456,1.3980000000000001
MAGED2,0.029605942354575494,-0.4698
NUP155,0.030103268994103052,-0.1319
ARMC4,0.030103268994103052,0.8959999999999999
ANXA3,0.030236507074456864,0.43600000000000005
SNX4,0.03031095195667532,0.27249999999999996
SH3GL1,0.03031095195667532,0.27899999999999997
DHX36,0.030876048830910535,-0.187
USP34,0.030930285817885154,-0.17720000000000002
ARMC3,0.030930285817885154,1.0989999999999998
ASRGL1,0.031009898592833235,0.88
PRPF6,0.03156315761795892,-0.1936
PSMB6,0.031831844364937016,0.434
PES1,0.03190798560944303,-0.23190000000000005
SIN3B,0.031952396985133615,-0.1245
CWC25,0.03196803233093009,-0.1376
SLC12A2,0.03196803233093009,0.6920000000000001
MUC5AC,0.03240926082455407,1.386
NCL,0.032572205912569895,-0.2703
SCGB2A1,0.03259084557348149,0.951
SEPSECS,0.03285900147017334,0.383
NRDE2,0.03285900147017334,-0.251
FBL,0.03341101411370884,-0.41769999999999996
NSUN2,0.03407339372023583,-0.1906
FBXW9,0.03411428641388678,0.291
C19orf47,0.03439309021744759,-0.179
NUF2,0.034788823148656535,-0.6125
ARMH3,0.034810581916191546,0.15030000000000002
ROR2,0.03551686802561552,0.6755
USP36,0.03667475315217579,-0.2917
RENBP,0.036974833807154286,-0.35
CHTF18,0.03698330676864987,-0.3106
SAMD9L,0.03758816021613699,-0.0709
TBL3,0.03758816021613699,-0.1839
CENPF,0.03758816021613699,-0.43899999999999995
SLC25A19,0.03758816021613699,-0.2886
DDX47,0.0377884508485959,-0.35800000000000004
UBR5,0.0377884508485959,-0.1348
GYG2,0.0377884508485959,0.44699999999999995
GOLM1,0.0377884508485959,1.216
TP53,0.0377884508485959,-0.8026
PSMD5,0.03791324338132954,0.23626
MIGA2,0.038418991530534005,0.6036
FAM13A,0.038418991530534005,0.32299999999999995
RRP15,0.038418991530534005,-0.35393
UNC13B,0.03856975433442281,0.3499
QTRT2,0.03856975433442281,-0.2618
GRIP1,0.03934797188172427,0.42705
HOOK2,0.03944571586579638,0.2239
VPS37B,0.03944571586579638,0.26180000000000003
LIME1,0.03961592156545354,-0.775
UTP18,0.03961592156545354,-0.20957099999999998
MTUS1,0.03961592156545354,0.44789999999999996
DAP,0.03961592156545354,0.2897
SPATA33,0.03961592156545354,0.381
CRTC2,0.03971024229594991,-0.29
SAMD9,0.03971024229594991,-0.49460000000000004
RASA2,0.0401068773638987,-0.22001
SHKBP1,0.04013567790670056,-0.2259
GAK,0.04022154536408049,0.19106000000000004
NTHL1,0.040261922903830315,-0.326
ARHGAP26,0.040261922903830315,0.6739999999999999
TFB2M,0.040614755310116504,-0.356
SH3YL1,0.04112138649564042,0.631
RNF219,0.041459519932270456,-0.372
CCDC57,0.041459519932270456,0.8445
UVSSA,0.04171757486903554,0.28569999999999995
PLA2G7,0.041945910288844666,-0.756
CRNKL1,0.04198678077007213,-0.2094
CD99,0.042145942039119116,0.31300000000000006
CDK9,0.04243815584987892,-0.21949999999999997
CADM1,0.04262732370853151,0.7550000000000001
TPR,0.04263362616211495,-0.1843
HARS,0.04291597230319643,0.1564
FAM168A,0.04308868484372625,0.26489999999999997
SYMPK,0.04308868484372625,-0.19720999999999997
STYX,0.043441850941469275,-0.35949999999999993
MKNK1,0.04364488018981732,-0.3092
RAD54L2,0.04364488018981732,-0.2536
PDCD2L,0.04390879105947083,-0.4625
VPS26B,0.04390879105947083,0.20559999999999998
ORC4,0.043913589064109526,-0.2398
ELL,0.043913589064109526,-0.30510000000000004
AES,0.043913589064109526,0.40700000000000003
KIFC1,0.043913589064109526,-0.5678
SEC14L2,0.04477533131614648,0.4837
SMG6,0.04501679134585579,0.12780000000000002
EEF1D,0.04554286500733735,-0.2681
DCAF5,0.04560547206282773,0.31470000000000004
PFKP,0.04561966476048619,0.54
DLG5,0.04582295556301311,0.1738
PIK3CA,0.04583932222308828,-0.353
MPST,0.04583932222308828,0.317
KIAA1671,0.04583932222308828,0.2259
PKP2,0.04591093481107684,0.6930000000000001
ACTR5,0.046154994497806155,-0.2119
COPS5,0.046154994497806155,0.14650000000000002
RSPH3,0.046154994497806155,1.52
DDAH1,0.046759329360101444,0.637
UCHL1,0.046759329360101444,-1.8199999999999998
ORC5,0.047067473112321914,-0.18220000000000003
C16orf87,0.047067473112321914,0.48350000000000004
HLA-DQA1,0.047067473112321914,-1.1135
DHX32,0.047067473112321914,0.1656
PARP9,0.047067473112321914,-0.375
ANKRD46,0.047067473112321914,-0.5787500000000001
ARNTL,0.047911685197468974,0.2182
RBM19,0.048016047383674425,-0.2608
PPP2R2A,0.048016047383674425,0.3726
FBP1,0.048100812359424844,0.7043
KRT18,0.048544601944722085,0.736
SPRYD4,0.048544601944722085,-0.174
RUNDC1,0.04865313842192916,0.41500000000000004
TFIP11,0.04874472004096439,-0.078
TAF2,0.04878033316130793,-0.07339999999999999
YWHAE,0.04880545245336367,0.1255
SEC24C,0.04889793670593573,0.262
KLC4,0.04889793670593573,0.1948
GTPBP6,0.05016711997949538,-0.2336
PCYT1A,0.050199556985793634,-0.23110000000000003
ARHGAP15,0.05031253117844825,-0.39420000000000005
CARD11,0.050666955467582854,-0.516
FAM32A,0.050666955467582854,-0.2764
TPI1,0.050666955467582854,0.19119999999999998
NUP153,0.050678050479983396,-0.29500000000000004
CCDC25,0.050759410751048416,0.1705
SMARCAL1,0.050759410751048416,-0.1996
HLCS,0.050759410751048416,0.394
RFC4,0.050759410751048416,-0.3287
VIM,0.050759410751048416,0.3849999999999999
AP3B1,0.050759410751048416,0.2207
CPSF3,0.050759410751048416,-0.23049
TACC2,0.050759410751048416,0.2092
USP43,0.050759410751048416,0.754
KDM1B,0.050759410751048416,-0.2465
STARD7,0.050759410751048416,-0.278
HLTF,0.050759410751048416,-0.252
TRMT1L,0.050759410751048416,-0.1911
SORBS2,0.050759410751048416,0.29610000000000003
BBS4,0.050759410751048416,0.3036
VAV2,0.050759410751048416,0.448
AURKB,0.050759410751048416,-0.6483
SIGLEC1,0.05094403266393855,-1.1695
LRRC25,0.051032311762216065,-0.45810000000000006
CSE1L,0.05105739551314949,-0.1685
TRIM36,0.05105739551314949,0.7080000000000001
ARHGEF1,0.051066606997252136,-0.2204
ZXDC,0.05107193248531119,-0.42800000000000005
SURF2,0.05111696677812692,-0.12830000000000003
GLYATL2,0.05137054751294521,1.686
PUM3,0.05145911207263889,-0.2793
GIMAP6,0.05145911207263889,-0.5758000000000001
PIK3AP1,0.05145911207263889,-0.7365
TMEM230,0.05180006108686459,-0.322
STEAP1B,0.051896985183571644,1.0630000000000002
NUP85,0.051896985183571644,-0.17149999999999999
KIAA1211L,0.0521072418441121,0.5575
TMOD3,0.05232879790201841,0.22199999999999998
HSPBP1,0.05232879790201841,-0.232
DLG4,0.05244462146551364,0.261
CSNK2A1,0.05244462146551364,-0.10412
HELZ2,0.05244462146551364,-0.6067
MAP9,0.052472667714861226,0.367
TRMT10C,0.052472667714861226,-0.32349999999999995
MCF2L,0.052564516074149976,0.3015
ATG12,0.052873001327373624,0.1785
RFXANK,0.053315365071036125,-0.1587
MED1,0.053382692695881105,-0.0699
ERMN,0.053382692695881105,0.734
UTP15,0.053382692695881105,-0.4459
SSRP1,0.053382692695881105,-0.40299999999999997
ENO2,0.053382692695881105,0.595
PDF,0.05375621944470353,-0.40259999999999996
NOL8,0.05375621944470353,-0.2151
RECQL5,0.05379647125091182,-0.3425
COQ8A,0.05385259036132974,-0.515
METAP1,0.05385259036132974,0.28099999999999997
AKAP8L,0.05391150100801004,-0.26
BBS1,0.054173953080072626,0.331
CCNK,0.054173953080072626,-0.27770000000000006
PTAR1,0.054176810914717384,0.21000000000000002
PHETA1,0.054176810914717384,0.4745
PLD3,0.054291063208201006,-0.676
HLA-B,0.05452182048583181,-1.0023
ARHGAP42,0.05490739802686117,0.23700000000000004
BBS7,0.05520829378414759,0.20399999999999996
PUS10,0.0553221331531898,-0.24619999999999997
PPP1R7,0.0553221331531898,0.0932
PICK1,0.05535969706811367,0.626
YTHDF3,0.05582096313721924,-0.151
CTNNA1,0.05585461363415253,0.2229
PRRC2A,0.05606022696226558,-0.08904
TNFRSF10C,0.056077573760203635,1.3290000000000002
NAA16,0.056227100338635004,0.24780000000000002
CEP83,0.056227100338635004,0.3967
PPME1,0.05625645913443378,0.12409999999999999
POLR3D,0.05628370697226434,-0.1471
GAS8,0.05635171148549028,0.599
FAS,0.05635171148549028,0.579
ORC3,0.05635171148549028,-0.15700000000000003
UMPS,0.05679056318679891,-0.236
GOLGA2,0.05679056318679891,0.135
DDX21,0.05679056318679891,-0.4649999999999999
IRAK1,0.057070005995014286,-0.09343
ARL3,0.057070005995014286,0.3556
CTNNB1,0.05727293415896439,0.734
CASC3,0.05790757696407635,-0.127
EPS8,0.05790757696407635,0.36460000000000004
IFIT1,0.05790757696407635,-0.763
URB2,0.05790757696407635,-0.268
TEC,0.05798485632544345,0.359
WNK2,0.05818597404372324,0.40809999999999996
BAZ2A,0.05818597404372324,-0.30589999999999995
TMC5,0.05818597404372324,1.0220000000000002
MFHAS1,0.058234193995569505,-0.29550000000000004
KAT8,0.058234193995569505,-0.1815
LRRC46,0.058289960484133305,1.1905000000000001
OSBP,0.058329653292925075,0.244
CTNNA2,0.05848027099134968,1.366
BICC1,0.05848027099134968,-0.3285
PALMD,0.05866546338537025,0.6072000000000001
GPN1,0.058668817647491656,-0.1525
TARS2,0.058668817647491656,-0.3751
PPM1G,0.058668817647491656,-0.2803
ARPC1A,0.05940787719217545,0.2829999999999999
NAA25,0.059430981330957235,-0.1537
NOP2,0.059465058216861016,-0.3214
ZMYND10,0.059528726352744955,0.9765
TSN,0.059528726352744955,-0.17359999999999998
NHLRC2,0.05960743244871044,0.22310000000000002
CORO2A,0.05966774808929604,0.565
EIF4G1,0.05966774808929604,-0.094
EFL1,0.05966774808929604,0.2597
FAM117B,0.05966774808929604,-0.28753999999999996
SLC43A1,0.05966774808929604,0.734
IFT140,0.05987729035241353,0.39659999999999995
POLR3A,0.059965615867541476,-0.1355
FBH1,0.060048848439753555,0.09910000000000001
MAML3,0.06069849304869838,0.28490000000000004
ZNF460,0.0608710259813504,-0.354
ADD1,0.06094132060921594,0.15400000000000003
PXYLP1,0.060962974825845936,0.33405
RRP36,0.060962974825845936,-0.3412
ZNF148,0.060962974825845936,-0.1284
C15orf39,0.06230375586909115,-0.259
TRMT5,0.06230375586909115,-0.25997
PAFAH2,0.06241486828375343,0.3425
HID1,0.06241486828375343,0.5211
PTGR1,0.06242797091343568,0.437
ARHGEF2,0.06267790323121679,-0.2618
CEP120,0.06267790323121679,0.2217
SCAMP4,0.06267790323121679,0.657
WDR19,0.06267790323121679,0.33039999999999997
LPAR1,0.06267790323121679,0.7151000000000001
USP19,0.06303809968544671,-0.18432999999999997
TADA1,0.0631655147291378,-0.19640000000000002
SHANK2,0.06318970292310132,0.543
ADAP2,0.06369974157803,-0.46790000000000004
OLFM4,0.06373955631982421,0.998
DTNB,0.06380892173085975,0.2853
RBM26,0.06425870215485012,-0.19479999999999997
HNRNPU,0.06441667326187353,-0.23495000000000002
PKHD1L1,0.06446895549494536,1.126
SH3RF1,0.06451104726755526,0.23859999999999998
GMPR,0.06451104726755526,0.614
RASSF6,0.06539131042042315,0.66
CCSAP,0.06542529558925829,0.34
COBL,0.06574981325218243,0.601
TRAK1,0.06574981325218243,0.2691
ANXA2,0.06600526117867,0.5609999999999999
DOCK5,0.06600526117867,0.40299999999999997
C1orf131,0.06627029930704804,-0.321
TTK,0.06627029930704804,-0.6013000000000001
WDR36,0.06627029930704804,-0.22135000000000002
TCF25,0.06627029930704804,0.1993
NUP160,0.06630452047878595,-0.1997
MROH1,0.06661931494975652,0.347
JMJD6,0.06672577270773897,-0.2716
DHX8,0.06672577270773897,-0.1684
MPI,0.06672577270773897,0.3391
MACROD2,0.06672577270773897,0.553
NACC2,0.06705589695513711,0.33115
UTP14A,0.06716615608800182,-0.2988
MBP,0.06735975860040454,0.27789
ZC3HC1,0.06821812602956383,-0.14400000000000002
ETV3,0.06825698585961439,-0.3059
POU2F1,0.06852901640021969,-0.33480000000000004
BMS1,0.06869842693942406,-0.2579
RANGAP1,0.06882352503362897,-0.1145
UBA5,0.06925731549619274,-0.1993
IP6K1,0.06925731549619274,-0.20329999999999998
ZNF622,0.06959025392484755,-0.309987
ARHGEF37,0.06959025392484755,0.428
IRF2BPL,0.06959025392484755,-0.469
AQR,0.06960667441209528,-0.1935
ARHGAP21,0.06960667441209528,0.20500000000000002
PSMB5,0.06989328376004891,0.1399
GPATCH8,0.07018844545113305,-0.16699999999999998
AGR3,0.0702588489240706,1.3319999999999999
HSDL2,0.07031923333448399,0.9079999999999999
KLHDC7A,0.07032083973391227,0.27149999999999996
KAT2A,0.07048199440099877,-0.4596
MIS12,0.07048199440099877,-0.23629999999999998
C21orf2,0.07048199440099877,0.28300000000000003
DNTTIP2,0.07069492176931634,-0.14934
SRGAP2,0.07069492176931634,-0.29460000000000003
FAM129B,0.07138369066867378,0.4042
KPNA1,0.07138369066867378,-0.1963
WDR74,0.07138369066867378,-0.1455
SLC26A2,0.07234273524241992,0.679
SLC15A2,0.07288271796954482,0.976
PEX1,0.07290755537871628,0.396
HSBP1,0.07307935685759756,0.2985
POLR1A,0.07307935685759756,-0.21550000000000002
COG6,0.07353249660302479,0.317
ORC2,0.07353249660302479,-0.2539
MYO9B,0.07400987337976418,-0.1411
DHX57,0.07400987337976418,-0.21099999999999997
SLC38A2,0.07400987337976418,-0.315
RFC5,0.07400987337976418,-0.4659
POC5,0.07408267283323165,0.1631
STX18,0.07441351594571212,0.609
KCTD9,0.07441351594571212,0.307
SLK,0.07489042268370509,0.4053
DLG3,0.07489042268370509,0.31729999999999997
SHPK,0.07494403942350987,0.201
BTN3A1,0.07494403942350987,-0.35309999999999997
IRGQ,0.07494403942350987,0.23769999999999997
ARMC8,0.07494403942350987,-0.1572
IFT52,0.07494403942350987,0.3589
DBR1,0.07494403942350987,-0.11515000000000002
SH3BP4,0.0749867170538987,0.2599
C17orf97,0.07543116374245289,0.501
SART1,0.07543116374245289,-0.16760000000000003
ZNF713,0.07595379559918405,0.737
TOM1L1,0.07598996642810052,0.513
PGAM2,0.07630328886193669,-0.79
THOP1,0.07633298828525263,0.22810000000000002
GPNMB,0.07633298828525263,-0.576
HADH,0.07633298828525263,0.915
PRMT3,0.07663241089144217,-0.26839799999999997
PITPNA,0.0770417057889747,0.109
CALML4,0.07715197937663693,0.9950000000000001
CYTH3,0.07715197937663693,-0.431
TRIP13,0.07715197937663693,-0.6179999999999999
CTPS1,0.07715197937663693,-0.302
PPP2CB,0.07715197937663693,0.194
ANKRD35,0.07722646863449117,0.475736
ANKRD27,0.07744997749736,-0.2099
ALDH1A3,0.07755289950167625,0.26000000000000006
USP11,0.07755289950167625,-0.392
MEAF6,0.07755289950167625,-0.1762
SP140,0.07755289950167625,-0.9954999999999999
CROCC2,0.07755289950167625,1.008
