Proteomics,Colon_P_Value,Colon_Median
RRP12,0.6240867368117857,-0.18649999999999997
FAM96B,0.6240867368117857,-0.1729
B3GNT3,0.6240867368117857,0.2576
NOC3L,0.6240867368117857,-0.2093
TRIP12,0.6240867368117857,0.0762
RNASEH2A,0.6240867368117857,0.1591
CTBP2,0.6240867368117857,-0.183
BRI3BP,0.6240867368117857,-0.25170000000000003
UBE2N,0.6240867368117857,0.1017
NOLC1,0.6240867368117857,-0.2685
YEATS4,0.6240867368117857,0.1976
RPA1,0.6240867368117857,-0.29100000000000004
RPA3,0.6240867368117857,-0.1396
FAM213B,0.6240867368117857,-0.16649999999999998
UBFD1,0.6240867368117857,0.135
NDUFAF3,0.6240867368117857,0.2437
SUPT5H,0.6240867368117857,-0.11454999999999999
UTRN,0.6240867368117857,0.15015
NHLRC2,0.6240867368117857,-0.17700000000000002
LGALS3BP,0.6240867368117857,-0.2343
SSR4,0.6240867368117857,-0.2406
RPL31,0.6240867368117857,-0.18570000000000003
RCC2,0.6240867368117857,-0.2541
XPNPEP1,0.6240867368117857,-0.1891
TRIM56,0.6240867368117857,0.1065
ZDHHC3,0.6240867368117857,0.15249999999999997
INTS10,0.6240867368117857,-0.09179999999999999
BCCIP,0.6240867368117857,-0.26235
TOP3B,0.6391301672736889,-0.0911
ALDH1B1,0.6391301672736889,0.43500000000000005
DCAF7,0.6407158725579961,-0.07629999999999999
ZNF703,0.6407158725579961,-0.39945
TYW1B,0.6407158725579961,-0.29890000000000005
GRAMD4,0.6407158725579961,-0.19270000000000004
FHL2,0.6407158725579961,0.19099999999999998
RBM15B,0.6463442983196995,0.26330000000000003
ATG5,0.6607464580920666,0.0893
MPG,0.6607464580920666,0.08559999999999997
XPNPEP3,0.6635108432725069,-0.2925
RALB,0.6635108432725069,-0.1646
RPAP3,0.6635108432725069,0.13599999999999998
CTBP1,0.6635108432725069,-0.2059
MAPK8,0.6635108432725069,-0.0703
MRGBP,0.6635108432725069,-0.276
PTPRK,0.6635108432725069,0.1684
FAM83F,0.6643753387029977,-0.30325
CES2,0.6643753387029977,0.53
PHYH,0.6643753387029977,0.22019999999999998
MORF4L1,0.6643753387029977,-0.198
ASB9,0.6643753387029977,0.49165000000000003
SAR1A,0.6643753387029977,-0.1891
PPIL2,0.6643753387029977,-0.17049999999999998
CLSTN1,0.6643753387029977,-0.1535
PRPSAP2,0.6643753387029977,-0.0956
NXF1,0.6643753387029977,-0.0557
NDOR1,0.6643753387029977,-0.4048
ATP2C1,0.6643753387029977,0.1418
ATP6V1A,0.6643753387029977,-0.0636
WDR89,0.6643753387029977,-0.49850000000000005
MCMBP,0.6656727085976379,-0.19290000000000002
ATP6V1F,0.6656727085976379,-0.15895
VPS39,0.6656727085976379,-0.13285000000000002
SH3BP1,0.6707640262321498,-0.1471
DFNA5,0.6707640262321498,-0.19399999999999998
JMJD6,0.6950587210276566,-0.388
DPH2,0.6950587210276566,-0.15869999999999998
NPM3,0.6950587210276566,-0.12585000000000002
GATB,0.6950587210276566,0.23770000000000002
SACM1L,0.6950587210276566,0.0774
CDC16,0.6950587210276566,0.11289999999999999
TMEM33,0.6950587210276566,-0.2349
RAVER2,0.7085694462275869,-0.1971
TTC37,0.7085694462275869,0.14079999999999998
PLXNA1,0.7154875356935858,-0.232
ANKRD22,0.7154875356935858,-0.33799999999999997
FOCAD,0.7247324897448761,0.1594
TOE1,0.7261494508800066,-0.3362
CAPN1,0.7425023678904125,0.09005
ACE2,0.7500190214271161,0.5005
NUDT3,0.7500190214271161,-0.243
FBXO31,0.7500190214271161,0.501
CCDC50,0.7500190214271161,0.17660000000000003
MAP4,0.7500190214271161,0.14529999999999998
AK1,0.7500190214271161,0.34450000000000003
FABP6,0.7500190214271161,0.5999999999999999
RFC3,0.7500190214271161,-0.16025
GSPT1,0.7560867828787275,0.092
PPP6C,0.7618116881075812,-0.11789999999999999
PPP4R4,0.7618116881075812,0.5684999999999998
AIMP1,0.7618116881075812,0.1375
MINDY3,0.7618116881075812,-0.2977
STRN,0.7618116881075812,0.13369999999999999
RPL28,0.7618116881075812,-0.07699999999999999
CPSF3,0.7618116881075812,0.13129999999999997
PAK1,0.7618116881075812,0.1233
OSBPL5,0.7640797376922509,-0.191
ATP6V1H,0.7640797376922509,-0.09575
SLC4A2,0.7640797376922509,-0.26660000000000006
COX15,0.7640797376922509,-0.20495
CLDN3,0.7640797376922509,0.277
PPME1,0.7640797376922509,0.1086
TRIP6,0.7640797376922509,0.21585
DNAJC9,0.7640797376922509,-0.19245
TAGLN2,0.7640797376922509,0.08900000000000002
SAMM50,0.7640797376922509,-0.12434999999999999
RAC2,0.7640797376922509,-0.3415
ENPP4,0.7640797376922509,0.2546
AP3D1,0.7640797376922509,0.11859999999999998
RAB27B,0.7640797376922509,-0.19949999999999996
COMMD8,0.7640797376922509,-0.07339999999999999
NUMB,0.7640797376922509,0.1298
TTLL12,0.7640797376922509,-0.17255
NUP98,0.7640797376922509,0.09549999999999997
VPS26A,0.7640797376922509,-0.047
CCL20,0.7640797376922509,-0.48
HS2ST1,0.7640797376922509,-0.14254999999999998
DYNC1I2,0.7640797376922509,0.0764
ANAPC4,0.7640797376922509,-0.23070000000000002
DCTN4,0.7640797376922509,-0.054500000000000035
TRIM16,0.7640797376922509,-0.314
AHNAK,0.7640797376922509,0.1775
CDC42SE1,0.7640797376922509,-0.2715
RPP14,0.7640797376922509,-0.1055
SRXN1,0.7640797376922509,-0.2953
ATAD3A,0.7640797376922509,-0.16240000000000002
NFATC2IP,0.7640797376922509,-0.063
VDAC2,0.7640797376922509,-0.1374
DICER1,0.7640797376922509,-0.1758
SRF,0.7640797376922509,0.7105000000000001
CASP4,0.7640797376922509,-0.233
LIME1,0.7780346530607649,-0.423
RPL32,0.7780346530607649,-0.128
CHDH,0.7782965397974139,0.341
SWAP70,0.7782965397974139,0.04575
TBC1D15,0.7785825838075439,-0.09175
RPL35A,0.7785825838075439,-0.10699999999999998
SSBP3,0.7785825838075439,-0.24764999999999998
NLE1,0.7785825838075439,-0.11585
UBE2L3,0.7785825838075439,-0.108
FAM175B,0.7785825838075439,-0.1021
EIF3F,0.7785825838075439,-0.12014999999999999
TRMU,0.7785825838075439,-0.21649999999999997
NUP50,0.7785825838075439,-0.13949999999999999
C12orf43,0.7785825838075439,0.1789
C12orf4,0.7785825838075439,-0.27925
LRRC14,0.7785825838075439,0.4764999999999999
ACOT7,0.7785825838075439,-0.2151
GTF2I,0.7785825838075439,-0.13604999999999998
DAG1,0.7785825838075439,0.10399999999999998
ECHS1,0.7785825838075439,-0.21299999999999997
OSTC,0.7785825838075439,-0.21715
AAAS,0.7785825838075439,-0.13824999999999998
OSBPL11,0.7785825838075439,-0.028450000000000003
PRC1,0.7785825838075439,-0.16600000000000004
TMEM256,0.7785825838075439,-0.29000000000000004
KCNAB2,0.7785825838075439,-0.2254
LY75-CD302,0.7785825838075439,0.2274
SELENOK,0.7785825838075439,0.08455
SELENOH,0.7785825838075439,0.1505
PRRC2C,0.7785825838075439,0.06749999999999999
RPL26L1,0.7785825838075439,0.187
LSS,0.7785825838075439,0.2399
LSM7,0.7785825838075439,0.10700000000000001
UTP18,0.7785825838075439,-0.09850000000000003
OGFR,0.7785825838075439,-0.17055
STAMBPL1,0.7785825838075439,-0.1693
RPLP0,0.7785825838075439,-0.08099999999999999
COX5A,0.7785825838075439,0.19649999999999998
BAIAP2,0.7785825838075439,-0.18245
LBH,0.7785825838075439,0.40349999999999997
GMPR,0.7785825838075439,0.36894999999999994
EPS8L1,0.7785825838075439,-0.23115
KIF11,0.7785825838075439,-0.2525
CORO7-PAM16,0.7785825838075439,0.12449999999999999
NDUFAF2,0.7785825838075439,0.3792
ABCF1,0.7785825838075439,0.17670000000000002
CUL5,0.7785825838075439,0.0636
NDRG2,0.7785825838075439,0.11499999999999999
LDHAL6B,0.7785825838075439,-0.11715
CWF19L1,0.7785825838075439,-0.1946
GMEB1,0.7785825838075439,-0.1916
SYTL1,0.7785825838075439,-0.68015
EXOC6,0.7785825838075439,-0.11525
RHOC,0.7785825838075439,0.297
NT5C2,0.7785825838075439,-0.1729
KHK,0.7785825838075439,-0.46299999999999997
ING1,0.7785825838075439,-0.1917
ATPAF2,0.7785825838075439,-0.10940000000000001
RAD50,0.7785825838075439,0.19950000000000004
NOL9,0.7785825838075439,-0.11755000000000002
FAM91A1,0.7785825838075439,-0.09700000000000002
SUN2,0.7785825838075439,-0.1784
ARHGAP35,0.7785825838075439,-0.07025
UCK2,0.7785825838075439,-0.26255
NTPCR,0.7785825838075439,0.2732
EXOSC5,0.7785825838075439,-0.08399999999999999
IL18,0.7785825838075439,-0.2893
GTPBP6,0.7785825838075439,0.17200000000000001
CPNE2,0.7785825838075439,-0.1173
PTPN23,0.7785825838075439,0.08705
SLC9A3,0.7785825838075439,0.5153000000000001
PHYKPL,0.7785825838075439,-0.131
DHX15,0.7785825838075439,-0.0915
SHC1,0.7785825838075439,0.1161
SMAP2,0.7785825838075439,-0.08245
CCDC134,0.7785825838075439,-0.17385
PLEKHA7,0.7785825838075439,0.12460000000000002
VRK2,0.7785825838075439,0.17435
GFPT1,0.7785825838075439,0.3061
SMARCA1,0.7785825838075439,-0.406
GCA,0.7785825838075439,-0.26125
SMNDC1,0.7785825838075439,-0.12860000000000002
DDX39B,0.7785825838075439,-0.11880000000000002
PHAX,0.7785825838075439,-0.1598
CHRAC1,0.7785825838075439,-0.1655
DGCR14,0.7785825838075439,-0.2589
MPZL1,0.7785825838075439,0.19110000000000002
CGGBP1,0.7785825838075439,0.0653
STX8,0.7785825838075439,-0.06644999999999998
SLC50A1,0.7785825838075439,-0.2607
MUT,0.7785825838075439,0.16165000000000002
SFT2D3,0.7785825838075439,0.35150000000000003
DPP9,0.7785825838075439,0.111
PIGU,0.7785825838075439,-0.20355
PCNA,0.7785825838075439,-0.14200000000000002
HMOX2,0.7785825838075439,0.12850000000000003
HDHD2,0.7785825838075439,-0.2045
MRPS11,0.7785825838075439,0.262
KIF13B,0.7801443219261024,-0.139
NFIA,0.7801443219261024,0.04500000000000004
MYBBP1A,0.7801443219261024,-0.17009999999999997
ESYT1,0.781806587747053,0.14035
ESPN,0.781806587747053,-0.21099999999999994
MPDU1,0.781806587747053,-0.2331
C19orf66,0.781806587747053,0.1345
TFIP11,0.781806587747053,-0.07979999999999998
C9orf142,0.781806587747053,0.12129999999999999
ITSN2,0.781806587747053,0.09949999999999999
HOOK2,0.7821465207402257,-0.12465
EPS15,0.7821465207402257,0.06325
FAM192A,0.7821465207402257,0.137
MBOAT2,0.7821465207402257,-0.3931
ATP6V1B2,0.7821465207402257,-0.0595
LPCAT3,0.7854467203247767,-0.2848
LEFTY1,0.7854467203247767,0.7355
HLA-DMA,0.7854467203247767,-0.44220000000000004
RAB11FIP1,0.7854467203247767,-0.2379
PAPOLA,0.7854467203247767,-0.1168
XRCC6,0.7854467203247767,-0.1441
IRF2BPL,0.7854467203247767,-0.13265000000000002
GALNT3,0.7854467203247767,0.26749999999999996
CPA1,0.7854467203247767,-0.614
CIR1,0.7854467203247767,0.25884999999999997
PCTP,0.7854467203247767,0.19785000000000003
C16orf58,0.7854467203247767,0.09615
TMEM97,0.7854467203247767,-0.01649999999999996
RPL30,0.7854467203247767,-0.16635
YWHAE,0.7854467203247767,-0.1667
MSRB2,0.7854467203247767,0.1114
DENND4C,0.7854467203247767,0.1133
ARL6IP6,0.7854467203247767,-0.10085
C1QBP,0.7854467203247767,-0.2102
PRSS1,0.7854467203247767,-0.156
PHACTR2,0.7854467203247767,0.29635
ACP2,0.7854467203247767,-0.1163
CREB1,0.7854467203247767,0.05260000000000001
TMEM41B,0.7854467203247767,-0.174
EPHB4,0.7866475690689609,0.1834
AMFR,0.7866475690689609,-0.393
NAXE,0.7866475690689609,0.21085
SUCLG2,0.7868274278190024,0.07400000000000001
TRAPPC13,0.7868274278190024,-0.08969999999999999
RNH1,0.7868274278190024,0.15200000000000002
ENTPD6,0.7926149577260201,-0.367
AQP8,0.7936462946982733,-0.8500000000000001
THEMIS2,0.7968164472118762,-0.24595
SRM,0.7968164472118762,-0.15885
ASAH1,0.7968164472118762,-0.2029
ITPK1,0.7968164472118762,-0.1345
EXOSC9,0.7968164472118762,-0.08834999999999998
DIAPH1,0.7968164472118762,0.07699999999999999
AFTPH,0.7968164472118762,0.0882
THSD4,0.7968164472118762,0.368
PEMT,0.7968164472118762,-0.14949999999999997
TMF1,0.7968164472118762,0.11984999999999998
RPS28,0.7968164472118762,-0.1915
BCAP29,0.7968164472118762,0.18209999999999998
FAM160B2,0.7968164472118762,-0.3509
RPL13A,0.7968164472118762,-0.14925000000000002
B4GALT7,0.7968164472118762,0.13349999999999998
TMED4,0.7968164472118762,-0.10225
KRT5,0.7968164472118762,-0.221
ARL1,0.7968164472118762,-0.0611
DHX29,0.7968164472118762,0.19820000000000002
RNF214,0.7968164472118762,0.0842
HIST2H3A,0.7968164472118762,-0.1781
TMC5,0.7968164472118762,-0.042499999999999996
FAM127A,0.7968164472118762,0.30515000000000003
RPA2,0.7968164472118762,-0.21995000000000003
MRE11,0.7968164472118762,0.07699999999999999
ADK,0.7968164472118762,-0.2192
ATP6V1G1,0.7968164472118762,-0.03520000000000001
CTRC,0.7968164472118762,-0.3334999999999999
GRN,0.7968164472118762,-0.1878
COX6C,0.7968164472118762,0.28405
ECHDC3,0.7968164472118762,0.10999999999999999
HEATR3,0.7968164472118762,0.12890000000000001
DPAGT1,0.7968164472118762,-0.10575000000000001
RAB32,0.7968164472118762,0.1567
SORBS2,0.7968164472118762,0.30300000000000005
PXMP2,0.7968164472118762,-0.26520000000000005
LPO,0.7968164472118762,-1.083
CCM2,0.7968164472118762,-0.07674999999999998
HSD17B11,0.7968164472118762,-0.08800000000000002
SNTA1,0.7968164472118762,-0.20500000000000002
DAAM1,0.7968164472118762,0.16609999999999997
DUSP23,0.7968164472118762,0.12419999999999999
MBP,0.7968164472118762,-0.2897
SNRPD1,0.7968164472118762,-0.1352
UBE2C,0.7968164472118762,-0.31045
C6orf47,0.7968164472118762,0.29400000000000004
DYNLL1,0.7968164472118762,0.06665
TMEM35A,0.7968164472118762,0.2250000000000001
ACTR1A,0.7968164472118762,-0.14950000000000002
DAPK2,0.7968164472118762,-0.1562
EFTUD2,0.7968164472118762,-0.06549999999999997
DDAH2,0.7968164472118762,0.20599999999999996
OSTF1,0.7968164472118762,-0.1523
TRABD,0.7968164472118762,-0.21245
RAB4B,0.7968164472118762,-0.05990000000000001
TRAPPC10,0.7968164472118762,-0.09635
WASHC1,0.7968164472118762,-0.057150000000000006
SMAP1,0.7968164472118762,0.05695
DDX50,0.7968164472118762,-0.1789
RAP2C,0.7968164472118762,-0.09774999999999999
AKAP8,0.7968164472118762,-0.11785
RAD23A,0.7968164472118762,0.08055000000000001
PLEKHF1,0.8005851010267337,-0.12300000000000001
XPO7,0.8005851010267337,-0.10215
ERLIN1,0.8005851010267337,-0.17515
EIF2B5,0.8005851010267337,0.11679999999999999
BAG4,0.8005851010267337,-0.2474
CROCC,0.8005851010267337,-0.13019999999999998
EIF3A,0.8005851010267337,-0.07504999999999999
DNAJC8,0.8005851010267337,-0.043999999999999984
PDK1,0.8005851010267337,-0.079
CRKL,0.8005851010267337,-0.15385000000000001
RCOR1,0.8005851010267337,-0.1053
MIEF1,0.8005851010267337,-0.0407
ORC2,0.8005851010267337,0.14899999999999997
YTHDC1,0.8005851010267337,-0.036000000000000004
NXT1,0.8005851010267337,-0.13419999999999999
PPM1H,0.8005851010267337,0.438
MAP2K4,0.8005851010267337,-0.07099999999999998
CDH1,0.8005851010267337,0.3002
TCERG1,0.8005851010267337,0.08299999999999999
NIPSNAP3A,0.8005851010267337,-0.37699999999999995
PES1,0.8005851010267337,-0.1355
CAPN6,0.8005851010267337,0.299
MZT2B,0.8005851010267337,-0.1992
NFYC,0.8005851010267337,-0.21265
PREX1,0.8005851010267337,-0.1274
CRTC3,0.8005851010267337,0.21749999999999997
CADPS,0.8005851010267337,0.3675
DNAJC21,0.8005851010267337,0.22970000000000002
PET117,0.8005851010267337,-0.2782
IVNS1ABP,0.8005851010267337,-0.1589
DNAJC25,0.8005851010267337,-0.1988
PLAUR,0.8005851010267337,-0.3115
MCU,0.8005851010267337,-0.16945
PDCD11,0.8005851010267337,-0.09599999999999997
PHB2,0.8005851010267337,-0.2112
CLRN3,0.8005851010267337,-0.24260000000000004
TMTC3,0.8005851010267337,-0.1498
WBP4,0.8005851010267337,-0.16945
CLN6,0.8005851010267337,-0.26325000000000004
ATP6V1D,0.8005851010267337,-0.1637
MTUS1,0.8005851010267337,-0.261
COX5B,0.8005851010267337,0.21145
AUP1,0.8005851010267337,-0.05725
BRIX1,0.8005851010267337,-0.015499999999999986
PHKG2,0.8005851010267337,0.21135
PLIN2,0.8005851010267337,-0.38649999999999995
NDUFAF8,0.8005851010267337,-0.08800000000000001
ENO1,0.8005851010267337,-0.1777
COPS4,0.8005851010267337,-0.1076
RILP,0.8005851010267337,-0.21680000000000005
KIF1B,0.8005851010267337,-0.20750000000000002
RNASE6,0.8005851010267337,-0.23200000000000004
EIF3L,0.8005851010267337,-0.058600000000000006
ATM,0.8005851010267337,0.1436
LRRC20,0.8005851010267337,-0.19159999999999996
MED29,0.8005851010267337,0.515
UBE4B,0.8005851010267337,-0.11695
COLGALT1,0.8005851010267337,-0.064
RNASEH2B,0.8005851010267337,0.10250000000000001
PEA15,0.8005851010267337,0.27325
PTPRE,0.8005851010267337,-0.12359999999999999
CLTCL1,0.8005851010267337,0.22940000000000002
PPP1R12A,0.8005851010267337,0.19399999999999995
C15orf48,0.8005851010267337,0.49099999999999994
NENF,0.8005851010267337,0.1965
COPS5,0.8005851010267337,-0.046
L2HGDH,0.8005851010267337,-0.10859999999999999
RABL6,0.8005851010267337,0.1487
COMMD2,0.8005851010267337,-0.0649
LMNB2,0.8005851010267337,0.1111
NIP7,0.8005851010267337,-0.2349
SNAPIN,0.8005851010267337,-0.08065
SELENOO,0.8005851010267337,-0.09135
IQSEC1,0.8005851010267337,0.05250000000000002
TTC1,0.8005851010267337,0.1292
SUCLG1,0.8005851010267337,0.2107
SGPL1,0.8005851010267337,-0.09040000000000002
SNIP1,0.8005851010267337,-0.08375
SLC22A18,0.8005851010267337,0.24670000000000003
SHOC2,0.8005851010267337,-0.0788
ARFGAP3,0.8005851010267337,-0.1139
SBDS,0.8005851010267337,0.11525
GTF3C5,0.8005851010267337,0.10524999999999998
SPINK4,0.8005851010267337,0.4944000000000001
HIST1H1E,0.8005851010267337,-0.42700000000000005
IFIT5,0.8005851010267337,-0.2262
IL33,0.8005851010267337,0.31100000000000005
HADHB,0.8005851010267337,0.17525
GAS7,0.8005851010267337,0.20404999999999998
IGFBP3,0.8005851010267337,0.25670000000000004
SNAP23,0.8005851010267337,-0.109
RSPRY1,0.8005851010267337,-0.0886
GSTA1,0.8005851010267337,0.4939999999999999
GNL3L,0.8005851010267337,-0.09520000000000002
GPRC5A,0.8005851010267337,-0.447
FCGR3A,0.8005851010267337,-0.5549999999999999
RPL37A,0.8005851010267337,-0.12179999999999999
GDAP1,0.8005851010267337,-0.15600000000000003
STX6,0.8005851010267337,0.17155
STK3,0.8005851010267337,-0.1501
FBN3,0.8005851010267337,0.47745000000000004
SAFB,0.8005851010267337,0.11799999999999997
RPL10,0.8029125436490525,-0.07970000000000002
CLIP2,0.8029125436490525,0.12269999999999999
GRK2,0.8029125436490525,0.03945
ATP6V1C1,0.8029125436490525,-0.09385000000000002
GINS3,0.8029125436490525,-0.541
PEF1,0.8029125436490525,-0.09434999999999999
DHRS3,0.8029125436490525,-0.28759999999999997
SF3A3,0.8038428702549858,-0.025999999999999995
NSMAF,0.8038428702549858,-0.1668
RPS3,0.8038428702549858,-0.24334999999999996
RABEP2,0.8038428702549858,0.10495
CIAO1,0.8038428702549858,-0.09100000000000001
MDC1,0.8043325453433467,0.09640000000000001
SDF2L1,0.8043325453433467,-0.24330000000000002
OXSR1,0.8043325453433467,0.1402
SYAP1,0.8043325453433467,0.2153
RPL36A,0.8043325453433467,-0.176
PIGBOS1,0.8043325453433467,0.441
AP3S1,0.8043325453433467,0.10700000000000001
TIMM22,0.8043325453433467,0.13040000000000002
EBAG9,0.8043325453433467,-0.19
RPL14,0.8043325453433467,-0.10550000000000001
PEX19,0.8043325453433467,0.05905
UCHL3,0.8043325453433467,0.3175
EPHA2,0.8043325453433467,-0.05560000000000001
UBE2H,0.8043325453433467,0.07425000000000001
NCLN,0.8043325453433467,-0.0676
RFC1,0.8043325453433467,-0.11954999999999999
PI4K2A,0.8043325453433467,-0.1974
WASHC2C,0.8043325453433467,-0.2956
SEPHS2,0.8043325453433467,-0.18539999999999998
ELOA,0.8043325453433467,-0.0459
KRT16,0.8043325453433467,-0.34105
RRAGA,0.8043325453433467,0.19965
KIAA1217,0.8057752451731124,0.0681
HIST3H2BB,0.8057752451731124,-0.2915
RABEP1,0.8057752451731124,-0.1714
PUF60,0.8057752451731124,-0.06699999999999998
A1CF,0.8057752451731124,0.07095
TJP1,0.8064523997838464,0.12515
RGS19,0.8064523997838464,-0.23170000000000002
FLNB,0.8085753516151586,0.1084
MTCH2,0.8085753516151586,0.1904
COX4I1,0.8085753516151586,0.15985000000000002
ZNFX1,0.8085753516151586,0.08225
SNRPN,0.8085753516151586,-0.011499999999999955
RAB5C,0.8085753516151586,-0.08105
NEDD8,0.8085753516151586,-0.3305
FTL,0.8085753516151586,-0.41700000000000004
DUS1L,0.8085753516151586,0.2668
KRAS,0.809566820393629,-0.1056
OPA3,0.809566820393629,-0.10700000000000001
MTMR12,0.809566820393629,-0.10599999999999998
BRD1,0.809566820393629,-0.27990000000000004
PCBD1,0.809566820393629,-0.356
APOBEC3C,0.809566820393629,-0.22119999999999998
KIF2C,0.809566820393629,-0.01100000000000001
ARL3,0.809566820393629,-0.2962
WASHC2A,0.809566820393629,0.153
NFXL1,0.809566820393629,-0.17905
NCF4,0.809566820393629,-0.12129999999999999
MAD1L1,0.809566820393629,0.10949999999999999
ATAD3B,0.809566820393629,-0.32735
KIF5B,0.809566820393629,0.11100000000000002
PRDX5,0.809566820393629,0.1595
NES,0.809566820393629,0.16895000000000002
SHPK,0.809566820393629,-0.1486
RMDN3,0.809566820393629,-0.1263
MAGOHB,0.809566820393629,-0.08650000000000002
RPL7L1,0.809566820393629,-0.16449999999999995
TPRG1L,0.809566820393629,-0.2007
TPRKB,0.809566820393629,-0.11705
SLC44A2,0.8141020723217401,-0.26750000000000007
PIGO,0.8141020723217401,0.11115
PDE12,0.814243561759334,0.10665
CCDC186,0.814243561759334,-0.12245
EPB41L2,0.814243561759334,0.1637
SF1,0.814243561759334,0.07750000000000004
PDHB,0.814243561759334,0.22710000000000002
WDR20,0.814243561759334,-0.03760000000000001
RAB1B,0.814243561759334,0.037000000000000005
PPIF,0.814243561759334,-0.21694999999999998
SUPV3L1,0.814243561759334,-0.14640000000000003
SAA1,0.814243561759334,-0.1180000000000001
PRIM2,0.814243561759334,-0.149
MAP4K3,0.814243561759334,-0.07049999999999998
PREPL,0.814243561759334,0.056850000000000005
RBM3,0.814243561759334,0.249
INTS5,0.814243561759334,0.10659999999999999
DDX21,0.814243561759334,-0.22149999999999995
HIBCH,0.814243561759334,0.18585000000000002
LDB3,0.814243561759334,0.5065
UQCC3,0.814243561759334,-0.12159999999999999
TBCD,0.814243561759334,-0.08305
CELF2,0.814243561759334,0.2616
TSPO,0.814243561759334,-0.15745
C12orf75,0.814243561759334,0.5705
USP12,0.814243561759334,-0.24484999999999998
SCO2,0.814243561759334,-0.09160000000000001
IGBP1,0.814243561759334,0.06330000000000001
RAB3GAP1,0.814243561759334,0.0811
TMX4,0.814243561759334,-0.15019999999999997
ELAC2,0.814243561759334,-0.1589
EIF4E,0.814243561759334,-0.21259999999999998
C1orf174,0.814243561759334,-0.2975
PSTPIP1,0.814243561759334,-0.3975000000000001
PSMG1,0.814243561759334,0.23529999999999995
PLEKHA6,0.814243561759334,0.07955
DOCK5,0.814243561759334,-0.0948
MGAT2,0.814243561759334,0.16555
PSMB5,0.814243561759334,-0.07599999999999998
TESC,0.814243561759334,0.4391999999999999
METTL16,0.814243561759334,-0.1199
SFRP4,0.814243561759334,0.4545
UFSP2,0.814243561759334,0.09275
TDRD7,0.814243561759334,-0.245
GEMIN6,0.814243561759334,0.04164999999999999
CAPZA1,0.814243561759334,-0.12810000000000002
ABCF2,0.814243561759334,0.11800000000000002
GTF2A1,0.814243561759334,-0.18730000000000002
CRISP3,0.814243561759334,-0.7149999999999999
P4HA1,0.814243561759334,-0.32944999999999997
RPL9,0.814243561759334,-0.1786
SYNE3,0.814243561759334,-0.1614
PACS2,0.814243561759334,0.26570000000000005
XRCC5,0.814243561759334,-0.14430000000000004
RCC1,0.814243561759334,-0.05200000000000002
