Proteomics,Luad_P_Value,Luad_Median
RAB4B,0.03099909855954314,-0.7766
ARHGAP25,0.03099909855954314,-1.04345
ATP11B,0.03454656343792393,-0.7351500000000001
GIMAP4,0.03454656343792393,-1.3075999999999999
ITGAL_isoform_1,0.03454656343792393,-1.2255500000000001
CBR4,0.03454656343792393,1.1560000000000001
M6PR,0.03454656343792393,-0.97485
LNPEP,0.03454656343792393,-0.6725
RASSF1,0.03454656343792393,-0.67265
ARHGAP30,0.035593655795826955,-0.9998
ERLIN1,0.035593655795826955,-1.35005
GRAP,0.035593655795826955,-0.9983
PYHIN1,0.035800453211501285,-1.5428499999999998
CD53,0.036546477973287625,-1.8723999999999998
CD2,0.036546477973287625,-1.22505
CD86,0.03668134292062863,-1.0117
VSIR,0.03770971309686741,-1.1109
RABGAP1L_isoform_1,0.038254548969394495,-0.4123
PTPRCAP,0.03933033604533934,-1.5872
PXK,0.039512307392112485,-0.4869
GMFG,0.039512307392112485,-0.8379
NIPSNAP2,0.039512307392112485,1.6594499999999999
PTPRC,0.039512307392112485,-1.23705
CHUK,0.04051013909899377,-0.5788
PTPN7,0.04051013909899377,-0.9742999999999999
MAP4K1,0.04097760724003013,-1.1593499999999999
ZEB2,0.04210848502874814,-0.4979
RCSD1,0.04210848502874814,-0.899
RPL13,0.04210848502874814,-1.0244
SPN,0.04210848502874814,-0.7927499999999998
NUP210,0.04226110128562951,-1.37595
LCP1,0.04226110128562951,-0.7404999999999999
DCLK1,0.04226110128562951,2.2211
SLK,0.043043069397942293,-0.526
RARA,0.04336354479735045,0.79355
ACAP2,0.04336354479735045,-0.63245
CORO1A,0.04336354479735045,-1.26555
VPS35,0.04347837057218595,-0.38739999999999997
ADO,0.04388667355491267,-0.43200000000000005
NFKB2,0.04388667355491267,-0.8741
OSGEP,0.04388667355491267,0.6284000000000001
GIMAP8,0.04388667355491267,-0.6980499999999998
RBM6,0.04388667355491267,-0.56945
SP1,0.04388667355491267,-0.5599000000000001
CYTH1,0.04388667355491267,-0.6637
XPNPEP1,0.04388667355491267,-0.38075000000000003
SEPT1,0.0439784267876556,-1.2557999999999998
PIK3CD,0.04507176436925895,-0.84795
MYO10,0.04615559785060504,0.6817500000000001
SFXN5,0.04615559785060504,0.7242999999999999
PIK3R1_isoform_1,0.04615559785060504,-0.5345
CCDC88C,0.04615559785060504,0.97465
STK4,0.04615559785060504,-0.3246
FERMT3,0.047392654137811845,-0.74275
ARHGAP15,0.04765086537125894,-0.9738
GNAI2,0.04871403212899928,-0.7136
CRYBG2,0.04871403212899928,-3.6834000000000002
CIAO1,0.04927461005981358,-0.659
WASF1,0.05002803982100393,1.64115
RPL18,0.05042662267564048,-0.88795
RASL12,0.05182965056029521,-0.8848
RFTN2,0.05199996503484977,-1.8773000000000002
SYK_isoform_1,0.05236001337919936,-0.6468499999999999
ADPGK,0.05236001337919936,-0.38805
LRCH1,0.05250672105422667,-0.5082
RPL19,0.05314289540360412,-1.0198
VPS37C,0.05314289540360412,0.8162999999999999
DCTN1,0.05314289540360412,-0.3194
SH3KBP1,0.05317743888174582,-0.7457
RBP5,0.05367336710567552,-1.6931499999999997
RAB35,0.05409114399618596,-0.5701
STK10,0.05409114399618596,-0.5617
RPL7,0.05409114399618596,-0.68025
THOC2,0.05409114399618596,0.32655
XPO4,0.055645234075175326,-0.58945
CCL5,0.055645234075175326,-1.5622000000000003
FLI1,0.055872798315186954,-0.5596
EIF3A,0.055872798315186954,-0.501
AVL9,0.055872798315186954,1.1248500000000001
FAM13A,0.056043154545327246,1.4423
APBB1IP,0.05635281274810246,-0.7683
PTK2B,0.05635281274810246,-0.6576500000000001
RPL23A,0.05635281274810246,-0.7599
UBL4A,0.05635281274810246,0.59305
TRIP11,0.056522927755606946,0.47015
CUTC,0.056522927755606946,-1.0199500000000001
ARHGAP9,0.056723779465191644,-0.6315999999999999
GUSB,0.056723779465191644,0.84845
THEMIS,0.05695242505214211,-1.23175
CSK,0.0571659941513823,-0.72995
ISG20,0.05735457266722691,-1.3329
PDK3,0.05735457266722691,0.88725
ANXA11,0.05735457266722691,-0.60505
PLEKHA2,0.05735457266722691,-0.82175
NHLRC2,0.05735457266722691,-0.55705
ATE1_isoform_1,0.05735457266722691,-0.58685
ZNF326,0.05735457266722691,0.9653999999999999
ARHGEF6,0.05735457266722691,-0.72255
NOTCH1,0.05735457266722691,-0.6179
HLA-F,0.05735457266722691,-0.8383500000000002
GPRIN3,0.05735457266722691,-1.0265
PPIA_isoform_1,0.05735457266722691,0.5856
MS4A1,0.05850814914430453,-2.1539
PLCG2,0.05850814914430453,-0.9747
CD3E,0.05850814914430453,-1.3087
TBXAS1,0.05850814914430453,-0.92325
BTK,0.05850814914430453,-0.8569
GRAP2,0.05850814914430453,-1.2121
MPEG1,0.05850814914430453,-0.7360000000000001
FAHD2B,0.05850814914430453,0.5334
HLCS,0.05850814914430453,0.5523
DOCK2,0.05850814914430453,-0.8429500000000001
DCTN3,0.05901429550409316,-0.4316
DDX41,0.05901429550409316,0.70895
SASH3,0.05902275245205905,-0.7622
FAM213A,0.05951033763093979,-0.99905
CBR3,0.06025358956189018,0.6549499999999999
TIMM9,0.06065508980348151,1.3003999999999998
VAV1,0.06109942414939286,-0.8084499999999999
COTL1,0.06344455988369817,-1.2315999999999998
GIMAP7,0.06344455988369817,-1.3143500000000001
METAP1,0.06344455988369817,0.5249
RPL6,0.06453578249179323,-1.4197499999999998
C19orf53,0.06453578249179323,-0.8323499999999999
SH2D1A,0.06472912196462614,-1.06765
THOC5,0.06472912196462614,0.71955
PLEKHG3,0.06472912196462614,1.27345
FAM120C,0.06472912196462614,1.6576
ATF1,0.06472912196462614,-0.6284000000000001
ENTPD1,0.06472912196462614,-0.76405
DENND1C,0.06472912196462614,-0.5836
VSTM2L,0.06472912196462614,3.6822999999999997
TP53RK,0.06472912196462614,0.7023999999999999
SNTA1,0.06476593642439715,0.86275
PIEZO1,0.06476593642439715,-0.6884999999999999
DAAM1,0.06476593642439715,0.6284
FGF1,0.06487052640682371,1.20995
BBX_isoform_1,0.06487052640682371,1.5408
CEP170B,0.0657384650481837,1.0008
FOLR2,0.06656662943795083,-1.0452
TRANK1,0.06656662943795083,-0.61785
KCTD18,0.0670957629138529,0.63285
PTPRE,0.0670957629138529,-0.5903999999999999
SLC9A9,0.0670957629138529,-0.6806
ARHGAP4,0.0670957629138529,-0.8426
DLGAP4,0.0670957629138529,0.56555
NKAP,0.0670957629138529,0.40240000000000004
DCTN2_isoform_1,0.0670957629138529,-0.13665
SEC24C,0.06709785600000179,-0.6066
BIN2,0.06719475067565288,-0.88985
TBC1D10C,0.06719475067565288,-0.7173499999999999
SPCS3,0.06719475067565288,-1.21035
YKT6,0.06730682900930268,0.86675
EVI2B,0.06730682900930268,-1.22825
MEF2D,0.06730682900930268,-0.5961
IRF2BPL,0.06730682900930268,0.7230000000000001
RHOG,0.0679785655055511,-0.54575
PDCD4,0.06854021950806036,-0.9316500000000001
ZMIZ2,0.06869832614141533,0.9751999999999998
EXOC3L4,0.06870965140954098,-1.47965
C6orf120,0.06870965140954098,-0.6578
AGPAT5,0.06918551057868122,-1.2568000000000001
APOBEC3C,0.06960521339873864,-1.2211
MICU1,0.06993438876633781,-0.7838499999999999
PTPN6,0.07033064758274794,-0.7875
SP140,0.07033064758274794,-1.25825
RPL34,0.07035077295519865,-1.40075
HOOK3,0.07321415566643888,-0.46855
POU2F2,0.07366613605896882,-1.8641
B2M,0.07421505631252161,-1.1390500000000001
PIK3CG,0.07466700576900047,-0.8431000000000001
CYTH4,0.07473256758498271,-0.43069999999999997
WDR4,0.0763432054617173,0.8635
METTL1,0.0763432054617173,0.7473
NEK8,0.07650642334172726,1.1599
TMEM176B,0.07650642334172726,-1.8893
RPL29,0.07650642334172726,-0.7618
SPCS2,0.0766225428233907,-0.7773000000000001
ICAM3,0.07706835939062978,-1.09475
TSPAN14,0.07706835939062978,-0.7787499999999998
HECW2,0.07797101840594187,1.0726
KLC1,0.07797101840594187,-1.157
STAU2,0.07797101840594187,0.57805
CRLF3,0.07797101840594187,-0.6222
ZFYVE27,0.07835888060692839,-0.26325000000000004
RAB7A,0.07857394066800584,-0.48424999999999996
DNAJB12,0.07910930715610719,-0.9033
PPP6R1,0.07910930715610719,-0.4941
RASGRP2,0.07910930715610719,-0.63815
MYO1F,0.07911062025710583,-0.70475
HIVEP2,0.07911062025710583,0.68775
STN1,0.08058661281835544,-0.69845
KIFAP3,0.08058661281835544,0.4927
EVL,0.08063135850993151,-0.9602
DEF6,0.08114427411644107,-0.6557
LAMP2,0.0812033076922514,1.45485
METTL7A,0.0812033076922514,-1.20925
CD3G,0.0812033076922514,-1.1267
DNM2,0.08135705502546288,-0.91425
CDH6,0.08135705502546288,0.31614999999999993
SIGLEC1,0.08135705502546288,-0.71515
SERPINB9,0.08150347586039869,-0.68235
TTC8,0.08193791471493911,0.7072999999999999
GATAD1,0.08200923972266659,0.58485
INPP5F,0.0820795339956632,-0.45844999999999997
IKZF1,0.0820795339956632,-0.9052
FAM118A,0.08217589264985542,-1.0728
NCKAP1L,0.083097910229545,-0.8352499999999999
SEC23IP,0.083097910229545,-0.578
SEC11C,0.08310692949840032,-1.84925
FGD2,0.08339405623816779,-0.5622
RPE,0.08339405623816779,0.64655
EML4,0.08339405623816779,0.5408999999999999
CD7,0.0836997312022388,-0.9979500000000001
SPTBN1_isoform_1,0.08499100382563143,-1.1751500000000001
DCAF11,0.08499100382563143,0.48665
SEC11A,0.08506912101365917,-0.33969999999999995
SEMA4A,0.08506912101365917,-1.2348
RPP21,0.08506912101365917,0.8225
VPS26A,0.08545444724483355,-0.50015
RUNX1,0.08545444724483355,0.35525
VASP,0.08566567100038332,-0.50785
RHOJ,0.08700900194750588,-0.8337000000000001
FYB1,0.08751722079621035,-0.91735
EPHB3,0.08751722079621035,1.0613000000000001
PCCB,0.08751722079621035,0.75995
CYBB,0.08751722079621035,-1.17085
MTMR10,0.08751722079621035,-0.45914999999999995
ANO6,0.08751722079621035,-0.7199500000000001
RPL13A,0.08751722079621035,-0.6590499999999999
PLEKHO1,0.08751722079621035,-0.9108499999999999
RPL35,0.0890073408069445,-1.54915
IDE,0.09021061409125333,-0.39685
EIF5,0.09021061409125333,0.5522
SACM1L,0.09021061409125333,-0.5372500000000001
RNF113A,0.09021061409125333,0.44945
TC2N,0.09021061409125333,2.3434999999999997
GNG5,0.09021061409125333,-0.6464
ASAP3,0.09021061409125333,0.78925
DNMBP_isoform_1,0.09021061409125333,-0.5700500000000001
GZMK,0.09126490767800065,-1.6824000000000001
SYNE2,0.09126490767800065,1.3571499999999999
KBTBD2,0.09276578433602042,0.36829999999999996
SIGLEC7,0.09276578433602042,-1.1160999999999999
SKAP1,0.0935176773910626,-0.8702000000000001
FAM49A,0.09454477512785363,-0.6905999999999999
SGK3,0.09531076286920374,-0.31444999999999995
NRP1,0.09649287322231137,1.2444000000000002
EOGT,0.0980903379680596,-0.5996999999999999
SIRT1,0.09892344294107112,-0.37545
LACTB,0.09961838243588962,-0.39135
RIPOR1,0.10142785199704468,-0.49039999999999995
CCDC88B,0.10142785199704468,-0.3924
CRIP2,0.10142785199704468,1.39705
NUDT9,0.10188404126687252,0.72325
TAX1BP1,0.10259931307873625,1.5333
DOK2,0.10280233072761859,-0.7840499999999999
KIF21B,0.10360676120084458,-0.627
IL13RA1,0.10360676120084458,1.51595
GIMAP2,0.10360676120084458,-0.8305499999999999
FAM110A,0.10400031671085448,1.1328
METTL3,0.10400031671085448,0.37224999999999997
MYH4,0.10439842801226791,-0.8132499999999998
ABI3,0.1051286859377225,-0.6547000000000001
HIF1AN,0.10590284888761255,-0.45420000000000005
KHDRBS3,0.10590284888761255,1.8613
ETS1,0.1060886954998087,-0.7593
PKIB,0.10639006306722495,2.0675999999999997
MYOF,0.10644131380197412,-0.9802500000000001
ARMC9,0.10700869742099736,0.72545
TRPV2,0.10775963476018233,-0.5299500000000001
ZDHHC3,0.10790774655331564,-0.381
SDHAF3,0.1079684662732532,1.4203000000000001
TRMT5,0.1079684662732532,0.7165999999999999
IL16,0.1079684662732532,-0.77475
LRMDA,0.10824219699223217,-0.83795
RALGAPB,0.1082459126259447,0.61195
ISCA2,0.10898403642945016,0.42124999999999996
LIME1,0.10898403642945016,-3.55165
FAU,0.10898403642945016,-0.7586499999999999
PIK3AP1,0.10898403642945016,-0.9702500000000001
CGGBP1,0.11063358225989448,-0.45665
RPS6,0.11063358225989448,-1.2318
FAS,0.11063358225989448,-0.8015
MICAL1,0.11108271542399667,-0.5246000000000001
PPP3CC,0.11259308353307844,-0.53355
AHSA1,0.11259308353307844,0.6828
GON7,0.11339931008973346,0.8661500000000001
CDKN1B,0.11339931008973346,-0.8341500000000001
FCGR2B,0.11558068115773137,-0.8444499999999999
ATG2B,0.11558068115773137,0.5578000000000001
DNAAF5,0.11602046056693631,0.5079
ARPC1B,0.11690310179320636,-0.48464999999999997
CDK13,0.11690310179320636,0.49225
DNAJB2,0.11690310179320636,0.5206
PI4K2A,0.11690310179320636,-0.533
INPP5D,0.11746634856826199,-0.6286
EMP3,0.11746634856826199,-0.5935499999999999
FAHD2A,0.11746634856826199,0.72685
CMC4,0.11746634856826199,1.1435
CR2,0.11746634856826199,-1.7755
RPL8,0.11746634856826199,-0.59335
TNFAIP8L3,0.11746634856826199,-0.76935
TMED7-TICAM2,0.11746634856826199,-0.8866
RHBDD1,0.11746634856826199,-0.85665
C11orf98,0.11854538122411505,-0.7558
KLHL5,0.11871533264196786,0.3674
DHRS9,0.11871533264196786,-0.89335
PSMD10,0.11871533264196786,0.48915
PTPRF,0.11871533264196786,0.91075
WASHC1,0.11871533264196786,-0.34459999999999996
SPCS1,0.11871533264196786,-0.8147500000000001
ARID3A,0.1193740164653698,-1.1195499999999998
GRK5,0.1193740164653698,-0.7303999999999999
THTPA,0.1193740164653698,0.6710499999999999
ZFYVE1,0.1193740164653698,0.74595
PGRMC1,0.1193740164653698,1.1735
KCTD7,0.1193740164653698,1.3487
CBL,0.1193740164653698,-0.5087
RPS27A,0.1193740164653698,-0.23489999999999997
XIAP,0.12030751692588033,0.5248
DCTN2,0.12030751692588033,-0.87875
GPC4,0.12067105320374931,1.41985
RAPH1,0.12150147733167682,0.8602
PPP1R9B,0.1229811497673808,-0.40549999999999997
SNX17,0.1229811497673808,-0.3507
BAG6,0.12367070202199057,0.5683499999999999
PRKCQ,0.12553578208039443,-0.9066500000000002
SPTBN2,0.12569402587608003,1.2908
KHNYN,0.12569402587608003,0.53295
ARHGEF1,0.12569402587608003,-0.6839999999999999
SIVA1,0.12657738482719008,0.9728
LILRB1,0.12657738482719008,-1.13255
CYTIP,0.12657738482719008,-0.75115
GATD3A,0.12735676058755377,0.3862
GLTP,0.12735676058755377,1.028
GRK6,0.12735676058755377,-0.4962
ZNF195,0.1276339580918363,-0.93405
STT3B,0.1276339580918363,-0.64435
ZNF775,0.1278737142974074,1.18445
PARVG,0.1278737142974074,-0.6088
HOOK1,0.1278737142974074,0.98455
KIF20A,0.1278737142974074,1.3592
NRAS,0.1278737142974074,-0.6493
HCK,0.1278737142974074,-0.7555
SUPV3L1,0.12826092259672253,-0.93575
SIPA1L1,0.12826092259672253,0.20074999999999998
TMPO,0.12826092259672253,-1.01195
SP140L,0.12858977334477575,-0.48829999999999996
AHR,0.12858977334477575,1.0903
HINT2,0.12858977334477575,0.7334
KIF3A,0.1293936971065569,0.53015
LAP3,0.1293936971065569,-0.9541499999999999
MZB1,0.1293936971065569,-3.12905
DAP_isoform_1,0.1293936971065569,0.50195
CD38,0.1293936971065569,-1.70315
FBXL18,0.1293936971065569,0.6798500000000001
SMC6,0.1293936971065569,-0.5321499999999999
UBE2J1,0.1293936971065569,-1.12675
IFNAR1,0.1293936971065569,0.8029000000000001
NCOA3,0.1293936971065569,0.39204999999999995
PLXNC1,0.1293936971065569,-0.51535
PRNP,0.1293936971065569,-0.70355
TPRKB,0.1293936971065569,0.6827000000000001
WASHC4,0.1293936971065569,-0.36939999999999995
EHF,0.1293936971065569,1.04845
RAB37,0.1293936971065569,-0.9630000000000001
ALKBH4,0.1293936971065569,0.55755
PGLS,0.1293936971065569,0.33115
DMXL2,0.13055847152158714,-0.3496
SAV1,0.13058760861373528,0.472
ALDH1L1,0.13058760861373528,1.155
NCOA2,0.13058760861373528,0.3765
DNAJC1,0.13113757302405463,-0.876
FAM84B,0.13113757302405463,0.6761
MRAS,0.13142032977139761,-0.6852500000000001
CD3D,0.13234857638853725,-1.2498
RAP2B,0.13234857638853725,-0.57345
CDV3,0.13234857638853725,-0.6417499999999999
TM6SF1,0.13234857638853725,-0.9789000000000001
GRHL2,0.13234857638853725,1.1643000000000001
PREX1,0.1335022728063337,-0.54605
WIPF1,0.1335022728063337,-0.795
DYRK1A,0.1335022728063337,0.23165
SLC39A14,0.1335022728063337,-1.03225
FOXO1,0.1335022728063337,-0.57005
SUMF2,0.1335022728063337,0.9579
C1QTNF3,0.1335022728063337,1.6869999999999998
MRM2,0.1335022728063337,0.8949
GZMM,0.1335022728063337,-0.9583500000000001
FOXK1,0.1335022728063337,0.33165
CD200,0.1335022728063337,-0.7707500000000003
IVNS1ABP,0.1335022728063337,-0.48860000000000003
POGLUT1,0.1335022728063337,-0.5936999999999999
RALGAPA2,0.1335022728063337,1.2546
ADGRE5,0.13432506373302708,-0.5922499999999999
NKIRAS2,0.13456250048684132,0.51425
RNF113B,0.13456250048684132,0.3423
ANKRD36,0.13543250530917456,-0.6035
NUP88,0.13543250530917456,-0.39490000000000003
ZYG11B,0.13543250530917456,0.4553
ITM2B,0.13543250530917456,-0.5457500000000001
CDKN2A,0.13543250530917456,1.60975
ZFP36L1,0.13543250530917456,0.68115
CCDC50_isoform_1,0.13543250530917456,-0.4654499999999999
PTGIS,0.13646000693218419,-0.7353000000000003
WDR34,0.13752578606909682,0.5823499999999999
ACTR10,0.1384043014447168,-0.34840000000000004
WDR77,0.1384043014447168,0.31275
CYBA,0.13889595511146424,-0.7874
HSDL2,0.1392294073146098,0.6112500000000001
SEMA4D,0.1392294073146098,-0.42035
P2RX1,0.13972554769006323,-0.96365
WDTC1,0.13972554769006323,0.3683
RPL14,0.13980236906840948,-0.88655
RILP,0.13980236906840948,-0.6624999999999999
FGGY,0.14016444309597173,0.76795
AKNA,0.14094730035589276,-0.29305
RAB5B,0.14152612845488352,-0.58595
NOL12,0.14197860029783063,-1.0224499999999999
CCDC50,0.14255057404566465,-0.4062
PLVAP,0.1428140472091914,-0.7494000000000001
MCAT,0.14351025348593263,1.5361
STAT5B,0.1444232151265325,-0.5018
POFUT1,0.1445947287805495,0.61125
AIFM2,0.1445947287805495,-1.16925
UCK1,0.14478180536039148,0.5188999999999999
GBP3,0.14478180536039148,-0.7875
LSP1,0.14507613992114707,-0.8135
LMF1,0.14507613992114707,-1.00885
PPP2R5E,0.1453608961597224,0.6266499999999999
BANK1,0.1459689891213124,-0.8171499999999999
GBP5,0.14800922793737503,-1.36055
PDE12,0.14841092289343097,-0.43434999999999996
AOAH,0.14841092289343097,-0.8198000000000001
PML_isoform_2,0.14998850667307198,-0.55055
ZNF346,0.15027430434234765,0.6048499999999999
PPP1R13B,0.15027430434234765,0.79335
IRF4,0.15027430434234765,-1.82645
ZNF276,0.15027430434234765,-1.159
NOC3L,0.1503086894939014,-0.5819
ITGAX,0.15031776464496577,-0.74535
CLK3,0.1507159104407014,-0.48585
MISP,0.15106965001395098,-1.3299
PTGS1,0.1511642614210189,-0.69785
GRB2,0.1511642614210189,-0.5588500000000001
RPS11,0.1511642614210189,-0.3647999999999999
RHOF,0.15126096359755806,-0.6890499999999999
PHF6,0.15208357648027956,0.67765
AGAP2,0.15208357648027956,-0.6285499999999999
NRBF2,0.15208357648027956,-0.58665
ZBTB33,0.15208357648027956,0.6752499999999999
TAPBP,0.15208357648027956,-0.8502000000000001
UPP1,0.15208357648027956,0.9874499999999999
OPTN,0.15262099904443058,-0.4486
GPCPD1,0.15390354519576308,1.0751499999999998
ZBTB45,0.15390354519576308,-0.6849000000000001
ZNRF2,0.15450937407599166,0.5968
VTA1,0.15457734841150284,0.6946
LBR,0.15465548176992558,-0.7079500000000001
DCAF5,0.15465548176992558,0.81515
S100A4,0.15465548176992558,-0.75895
VDAC2,0.15465548176992558,-1.06365
STX11,0.15477986269987928,-0.7904500000000001
PANK4,0.1549307081181278,-0.5669
BPIFA1,0.15645337110949065,1.9786000000000006
SLC25A5,0.15645337110949065,1.0402
EFHD2,0.15645337110949065,-1.1068500000000001
EIF3K,0.1564598703215809,-0.23780000000000004
NECAB1,0.1564598703215809,1.30085
NUMB,0.1564598703215809,0.33654999999999996
LAIR1,0.15720448044918342,-0.7822000000000001
LAMP3,0.15829610962586774,-1.56095
CDK6,0.15829610962586774,-0.6446999999999999
NBEAL2,0.15829610962586774,-0.36295
MSLN_isoform_1,0.15912367595506496,-2.6287000000000003
CSTF1,0.15912367595506496,0.4323
SETDB2-PHF11,0.16034634532353992,-0.45289999999999997
PTGR2,0.16077254965856497,1.452
PHYH,0.1609810523848274,0.65035
CD84,0.16150594435243,-0.42995
ARHGAP45,0.16161963538248306,-0.5755
IFT20,0.16161963538248306,0.5796
ADA,0.16161963538248306,-1.2137499999999999
PRKD1,0.16165148127799916,1.0282
BLVRA,0.1621182717777394,0.93
CCDC25,0.16253987746649776,-1.3974
ATP6V1B1,0.16289446887819448,-1.7079500000000003
CEP120,0.16295712766512446,-0.41589999999999994
KCNN4,0.1633155240624731,1.26485
STAU1,0.164692156603744,0.6049
RASA2,0.164692156603744,-0.44055
SLCO2B1,0.164692156603744,-0.7192000000000001
UPF3B,0.164692156603744,0.30835
ZNF143,0.164692156603744,-0.321
EML2,0.164692156603744,-0.35725
TAZ,0.164692156603744,1.2414
VAMP5,0.164692156603744,-0.8330999999999997
SREBF2,0.164692156603744,-0.5441
RPS8,0.16508900033854365,-1.04055
TTC39B,0.16509983196709263,0.7138
RRP12,0.16509983196709263,-0.6426000000000001
UBE2E1,0.16509983196709263,-0.97
IGSF6,0.16509983196709263,-0.6926
HSP90AA1,0.16518491164218801,0.5444500000000001
PRMT5,0.16552837652042884,0.5154500000000001
FBXO4,0.16552837652042884,0.78145
DDX39B,0.16552837652042884,0.2521500000000001
ZBTB21,0.16559920118032445,0.2015
MTMR6,0.16574792146301887,-0.24484999999999998
PLCL2,0.16691340733694948,-0.67955
WDR45,0.16732174225075827,0.52915
SOAT1,0.16732174225075827,-0.37715
ATP2B4,0.1674363019544442,-0.82735
AMY1B,0.1674363019544442,2.0673
CUEDC1,0.1677043101552828,0.7791
HUWE1,0.1677043101552828,0.33909999999999996
TMEM43,0.1677043101552828,-0.5979500000000001
NIN,0.1677043101552828,-0.3394999999999999
TTI1,0.1677043101552828,0.50615
RPS9,0.1677043101552828,-0.5692499999999999
NDUFB8,0.1677043101552828,-0.34045000000000003
TIMM10B,0.1677043101552828,0.37350000000000005
ESRRA,0.1677043101552828,-0.8262
SH3BP1,0.16796337315782062,-0.55105
TMC5,0.16796337315782062,1.0324
OXSR1,0.16903988483657445,-0.3212
TXNDC5,0.16903988483657445,-1.0671
PCNA,0.16903988483657445,0.5018499999999999
ALG11,0.17001649220854925,-0.4597
KIF3B,0.17001649220854925,0.41065
C19orf25,0.1710821048432026,0.305
TAP2,0.1714128794084743,-0.9503999999999999
GLRX5,0.1714128794084743,1.1994
ANKRD44,0.17215073232005101,-0.48024999999999995
TPSB2,0.17221677044761532,-0.9234499999999999
S100A13,0.17251835295690326,1.0616999999999999
CIB1,0.17381584363631025,0.5761000000000001
BCCIP_isoform_1,0.17381584363631025,-1.0665499999999999
RFT1,0.17381584363631025,-0.51245
CXorf56,0.1742017708526006,0.30015000000000003
THEMIS2,0.1742017708526006,-0.6234999999999999
RBX1,0.1742017708526006,0.31379999999999997
ARMC2,0.17448377772670387,0.15549999999999997
CROT,0.17477048099788728,0.83525
MICU2,0.17498466648148603,-0.6529
PEF1,0.17570872708781737,0.47035
CPD,0.17570872708781737,2.13685
TRUB1,0.17570872708781737,-0.5902499999999999
NCF1,0.17570872708781737,-1.2995999999999999
SEC16A,0.17589235710300608,0.9400499999999999
PCCA,0.17659078002324177,0.7624
RPL24,0.17659078002324177,-1.25995
ZC3H14,0.17675571913579985,0.2742500000000001
SMAP2,0.17722324976320344,-0.46890000000000004
NCK1,0.17736031882060369,-0.48595
CCNDBP1,0.17736031882060369,-0.4753
SBSN,0.1781544489651513,0.8470000000000001
MEF2C,0.1781544489651513,-0.9965
UBE2A,0.1781544489651513,0.39659999999999995
RAB39A,0.17913393603945493,-0.7774000000000001
CST6,0.1795796388681445,3.1002
LYSMD2,0.17973751213489134,-0.7517499999999999
TMPO_isoform_1,0.17975024757856709,-1.08375
COASY,0.18005198293624405,0.33985
HGSNAT,0.18005198293624405,-0.8083
THOC6,0.18005198293624405,0.23195
TWISTNB,0.18005198293624405,0.65945
PLEK,0.18005198293624405,-0.45754999999999996
MAGT1,0.18005198293624405,-0.68675
STX7,0.18005198293624405,-0.35440000000000005
C12orf66,0.18005198293624405,0.9229999999999999
PARG,0.18005198293624405,-0.51515
ACOT2,0.1805563252936041,0.93295
IRF8,0.18064960253345505,-0.61015
G6PD,0.18091144992538347,1.2041
CRTC3,0.18091144992538347,-0.3773
RAB5A,0.18155634029107642,-0.43095
