Proteomics,En_P_Value,En_Median
BDH2_proteomics,0.0002665472076417876,-0.506
RAE1_proteomics,0.00027131625291465234,0.1365
NPDC1_proteomics,0.0002717701198023432,-0.38859999999999995
POLR3C_proteomics,0.00027215151822230284,0.1652
DCTN1_proteomics,0.0002745603769860192,-0.2568
ERAL1_proteomics,0.0002756477939442625,0.5985999999999999
JMJD7_proteomics,0.00027682878734350665,-0.737
PFAS_proteomics,0.000278664691087093,-0.326
PARP1_proteomics,0.0002792268756580536,0.40243
GMPR2_proteomics,0.0002812270498909208,-0.1848
CYP2S1_proteomics,0.00028215655705480055,1.3882
OASL_proteomics,0.00028467918059660454,0.497
UTP23_proteomics,0.0002853006125295101,0.685
XRN1_proteomics,0.0002885227150312324,0.1985
KIAA1324_proteomics,0.00028977158117787083,-2.4059999999999997
MGME1_proteomics,0.00029018785241638777,0.5029
ARFGEF3_proteomics,0.00029073892871706866,-0.5242
GORASP1_proteomics,0.0002957393874111644,-0.438
RRP7A_proteomics,0.00030664875710219514,0.472
RAD23B_proteomics,0.0003085160501798695,-0.29767
SP110_proteomics,0.0003089452695125609,0.4236
TNFSF10_proteomics,0.00030967924805600747,0.7231
CAPS_proteomics,0.0003246890100975328,-1.9769999999999999
BPTF_proteomics,0.0003393901419414168,0.2925
CAD_proteomics,0.00034338586389712867,0.26920000000000005
RIOK1_proteomics,0.00034673676868356216,0.2555
STAT2_proteomics,0.00035294567242656936,0.48719999999999997
PHF20L1_proteomics,0.00035348057611974293,0.2317
WDR83_proteomics,0.0003624284188765825,0.312
TRIM2_proteomics,0.00036781799162393595,-0.434
TOP2A_proteomics,0.0003728436399804155,0.6299999999999999
CHTF8_proteomics,0.00038144783902244314,0.719
POLR3E_proteomics,0.0003823341792879904,0.14780000000000001
PCGF2_proteomics,0.00039081077783080894,0.367
MSH6_proteomics,0.00039313217942630387,0.537
SELENOO_proteomics,0.0003956809187374883,-0.43599999999999994
POC1B_proteomics,0.0003959800815988199,-0.3105
NMNAT1_proteomics,0.00039856934586318476,-0.1849
XPO1_proteomics,0.000398649044128471,0.1533
NOM1_proteomics,0.00040371910220950955,0.21320000000000003
SUV39H1_proteomics,0.0004107276017706567,0.795
MPHOSPH10_proteomics,0.00041585548579379405,0.41590000000000005
GMPS_proteomics,0.0004223339051148482,0.29746000000000006
CPSF1_proteomics,0.00042832031341337603,0.2247
MSH2_proteomics,0.00043457825662356325,0.416
MED14_proteomics,0.0004359303099316835,0.2054
POLR3B_proteomics,0.0004365704078482149,0.1516
BIN3_proteomics,0.00044300262921441545,-0.5374
FBXO22_proteomics,0.00044415348965883163,-0.387
AKAP8_proteomics,0.0004449860870713585,0.3319
TPX2_proteomics,0.0004569957581354727,0.8
TK1_proteomics,0.0004585257305341003,0.8380000000000001
OTUD6B_proteomics,0.000461172194323214,0.352
MCM3AP_proteomics,0.000461924857174718,0.1437
LNX1_proteomics,0.0004623999204344601,-0.2557
PARP14_proteomics,0.00047828541468822544,0.4952000000000001
PKN1_proteomics,0.00048136280994496514,0.53
CALHM6_proteomics,0.00048396533737673196,1.149
SDE2_proteomics,0.00048674502145572616,0.2611
PARP12_proteomics,0.0004883352975807536,0.3968
CDK11B_proteomics,0.00048877832123377,0.32341000000000003
FAM49B_proteomics,0.0004895435096275272,0.38539999999999996
IGF2BP2_proteomics,0.0004911799947190826,1.4409999999999998
NPL_proteomics,0.0004973372764178201,0.657
TRMT61A_proteomics,0.0005032462777445763,0.23399999999999999
AHCTF1_proteomics,0.0005057830475503497,0.187
SMG1_proteomics,0.0005064859331907991,0.172
QRICH1_proteomics,0.0005109359346843243,0.16440000000000002
SNX7_proteomics,0.0005139571458784218,-0.392
IRF9_proteomics,0.0005156288259027025,0.41400000000000003
ACTR1B_proteomics,0.0005180378628719742,-0.23129999999999998
IQGAP2_proteomics,0.0005438339121381077,-0.6561999999999999
CWC22_proteomics,0.0005529680141765364,0.1215
SIPA1L1_proteomics,0.0005679503130289515,-0.354
POGK_proteomics,0.0005719405254434603,0.32680000000000003
SIAE_proteomics,0.0005747695480163135,-0.7529999999999999
AGR2_proteomics,0.000576703086697376,-1.7469999999999999
DHX9_proteomics,0.0005802152026030907,0.2867
TWF1_proteomics,0.0005836005242399409,-0.42599999999999993
EIF5_proteomics,0.0005887232478877203,0.19879999999999998
RRP9_proteomics,0.0005953840146851488,0.2725
DDX39A_proteomics,0.0005971360554323104,0.38899999999999996
KIF2A_proteomics,0.0006014169128679267,-0.3231
TSG101_proteomics,0.0006102063397653432,-0.24379999999999996
COQ5_proteomics,0.0006122386495343591,0.2954
DHRS7B_proteomics,0.0006182111544524025,-0.6759999999999999
ADD3_proteomics,0.0006227154537425554,-0.36360000000000003
CDV3_proteomics,0.0006352320592123866,0.4146
SMCHD1_proteomics,0.000639054821374236,0.236
PTEN_proteomics,0.0006400622864238615,0.7466
PUS7_proteomics,0.0006404309643565113,0.36230000000000007
SUPT5H_proteomics,0.000641125081027889,0.2001
INTS3_proteomics,0.0006415522878056541,0.2298
RFC2_proteomics,0.0006505986037939879,0.372
PWP2_proteomics,0.0006508779455890621,0.1991
CMPK2_proteomics,0.000653453330230323,0.5880000000000001
NAT10_proteomics,0.0006567115658835438,0.4023
NAP1L4_proteomics,0.0006671014167809393,-0.1517
RABL6_proteomics,0.0006705820609419496,-0.2154
SEC24B_proteomics,0.0006724533498125812,-0.15360000000000001
IFT43_proteomics,0.0006752442710769057,-0.5175
RPS6KA1_proteomics,0.000682508998000545,-0.572
ATAD2_proteomics,0.0006833286577935297,0.5555000000000001
PAK2_proteomics,0.0006877204917548701,0.2272
DNAJC10_proteomics,0.0006886468892319549,-0.5241
TRAPPC13_proteomics,0.0006957494550335211,-0.1659
DPCD_proteomics,0.0006961028959700196,-0.40669
BUB1B_proteomics,0.0007007521440401511,0.5589999999999999
URB1_proteomics,0.0007044160113388537,0.17691
INTS14_proteomics,0.0007045007941069462,0.19524
NOP58_proteomics,0.0007061781678050871,0.26339999999999997
ZNF281_proteomics,0.0007101308222768226,0.33752999999999994
VPS37A_proteomics,0.0007176090442852896,-0.2102
CUL5_proteomics,0.000728441069702545,-0.2364
MORC2_proteomics,0.0007385850616003375,0.2549
ZGPAT_proteomics,0.0007492807016992537,0.20900000000000002
PTPN3_proteomics,0.0007549231487023811,-0.406
TRIM32_proteomics,0.0007551861843788847,-0.21949999999999997
TRAPPC8_proteomics,0.0007563203015843213,-0.11530000000000001
PLCE1_proteomics,0.0007598513028814806,-0.7447
C1orf35_proteomics,0.0007600827620636364,0.387
PITPNC1_proteomics,0.0007860793862220982,-0.317
STAP2_proteomics,0.0007901156543093797,-0.37599999999999995
MCRS1_proteomics,0.0007967194071467423,0.13
RIOX2_proteomics,0.0008013815164572188,0.46099999999999997
MAGI1_proteomics,0.0008119061964528065,-0.1947
IMP3_proteomics,0.0008133418082565592,0.3025
NUCB2_proteomics,0.0008261762214697252,-0.62
FASTKD5_proteomics,0.0008314621533815962,0.3624
NUP133_proteomics,0.0008539746019552119,0.19619999999999999
SPATA18_proteomics,0.0008564691247959082,-1.3980000000000001
IST1_proteomics,0.0008586195933251931,-0.1867
SCP2_proteomics,0.0008586634797030698,-0.7450000000000001
DHRS3_proteomics,0.0008602563260472364,-0.831
MAGED2_proteomics,0.0008705917352496138,0.4698
NUP155_proteomics,0.000889155910263276,0.1319
ARMC4_proteomics,0.0008911372902463629,-0.8959999999999999
ANXA3_proteomics,0.0008980551865151429,-0.43600000000000005
SNX4_proteomics,0.000904934338984307,-0.27249999999999996
SH3GL1_proteomics,0.0009062283039761309,-0.27899999999999997
DHX36_proteomics,0.0009261600013205854,0.187
ARMC3_proteomics,0.0009332668340727141,-1.0989999999999998
USP34_proteomics,0.000933870746075014,0.17720000000000002
ASRGL1_proteomics,0.0009393242296019509,-0.88
PRPF6_proteomics,0.000959187225014684,0.1936
PSMB6_proteomics,0.0009704830599066163,-0.434
PES1_proteomics,0.0009759425181487787,0.23190000000000005
SIN3B_proteomics,0.000980443337860119,0.1245
SLC12A2_proteomics,0.0009849626668174691,-0.6920000000000001
CWC25_proteomics,0.0009872110692281716,0.1376
MUC5AC_proteomics,0.0010040241109101626,-1.386
NCL_proteomics,0.0010122754787934782,0.2703
SCGB2A1_proteomics,0.0010160599967342283,-0.951
NRDE2_proteomics,0.0010283302627195454,0.251
SEPSECS_proteomics,0.0010308833073352963,-0.383
FBL_proteomics,0.0010514874622725046,0.41769999999999996
NSUN2_proteomics,0.0010756844398304192,0.1906
FBXW9_proteomics,0.0010803304706207262,-0.291
C19orf47_proteomics,0.0010925421066321373,0.179
NUF2_proteomics,0.001108534490574815,0.6125
ARMH3_proteomics,0.001112651369272448,-0.15030000000000002
ROR2_proteomics,0.0011387194115215044,-0.6755
USP36_proteomics,0.0011794496735603346,0.2917
RENBP_proteomics,0.0011927365744243317,0.35
CHTF18_proteomics,0.0011966471210548592,0.3106
CENPF_proteomics,0.0012252141211883255,0.43899999999999995
SLC25A19_proteomics,0.0012284345983498987,0.2886
TBL3_proteomics,0.0012286885499651846,0.1839
SAMD9L_proteomics,0.0012310048536559421,0.0709
TP53_proteomics,0.0012457895678088257,0.8026
UBR5_proteomics,0.0012529228588144972,0.1348
GYG2_proteomics,0.0012537825669366256,-0.44699999999999995
DDX47_proteomics,0.0012551930898419687,0.35800000000000004
GOLM1_proteomics,0.0012561463795068269,-1.216
PSMD5_proteomics,0.0012640233582091574,-0.23626
MIGA2_proteomics,0.0012847825550121865,-0.6036
FAM13A_proteomics,0.0012888952384874164,-0.32299999999999995
RRP15_proteomics,0.0012922202108027765,0.35393
UNC13B_proteomics,0.0013025851409066093,-0.3499
QTRT2_proteomics,0.0013048776053345243,0.2618
GRIP1_proteomics,0.0013350757571985517,-0.42705
HOOK2_proteomics,0.001344625177840708,-0.2239
VPS37B_proteomics,0.0013461510036812886,-0.26180000000000003
DAP_proteomics,0.0013569507429855036,-0.2897
UTP18_proteomics,0.0013644121447417637,0.20957099999999998
LIME1_proteomics,0.001367541610335381,0.775
SPATA33_proteomics,0.0013679670433767773,-0.381
MTUS1_proteomics,0.0013714402430212084,-0.44789999999999996
SAMD9_proteomics,0.001382305745179906,0.49460000000000004
CRTC2_proteomics,0.0013825163033798454,0.29
RASA2_proteomics,0.001400269616855236,0.22001
SHKBP1_proteomics,0.001405222397205488,0.2259
GAK_proteomics,0.0014121844703950369,-0.19106000000000004
ARHGAP26_proteomics,0.0014184935404793373,-0.6739999999999999
NTHL1_proteomics,0.0014215214715258737,0.326
TFB2M_proteomics,0.0014379732407200966,0.356
SH3YL1_proteomics,0.0014599548116567853,-0.631
RNF219_proteomics,0.0014794193582226508,0.372
CCDC57_proteomics,0.0014801146474640219,-0.8445
UVSSA_proteomics,0.0014934300995602808,-0.28569999999999995
SLC29A3_proteomics,0.0015047068047138673,0.7280000000000001
PLA2G7_proteomics,0.0015057294704394475,0.756
CRNKL1_proteomics,0.0015113259010470497,0.2094
CD99_proteomics,0.0015211999142758375,-0.31300000000000006
CDK9_proteomics,0.0015359206680522664,0.21949999999999997
CADM1_proteomics,0.001546959328132192,-0.7550000000000001
TPR_proteomics,0.0015513809677402176,0.1843
HARS_proteomics,0.0015658758580336224,-0.1564
SYMPK_proteomics,0.0015799006694673535,0.19720999999999997
FAM168A_proteomics,0.0015806529746960948,-0.26489999999999997
STYX_proteomics,0.0015978808273121074,0.35949999999999993
RAD54L2_proteomics,0.0016116102607126824,0.2536
MKNK1_proteomics,0.0016139334137855342,0.3092
VPS26B_proteomics,0.0016288668107185067,-0.20559999999999998
PDCD2L_proteomics,0.0016323291719590846,0.4625
ORC4_proteomics,0.001638203583141193,0.2398
KIFC1_proteomics,0.0016433378690500421,0.5678
ELL_proteomics,0.0016480239937715756,0.30510000000000004
AES_proteomics,0.0016497827520151297,-0.40700000000000003
SEC14L2_proteomics,0.001686560965193165,-0.4837
SMG6_proteomics,0.0017000833867829093,-0.12780000000000002
EEF1D_proteomics,0.001724429880785295,0.2681
DCAF5_proteomics,0.0017312856231561276,-0.31470000000000004
PFKP_proteomics,0.001736311001407175,-0.54
DLG5_proteomics,0.0017485549526405474,-0.1738
KIAA1671_proteomics,0.0017563724981655578,-0.2259
PIK3CA_proteomics,0.001761499067747207,0.353
MPST_proteomics,0.001762704070537718,-0.317
PKP2_proteomics,0.0017699730965718057,-0.6930000000000001
ACTR5_proteomics,0.0017881667859565582,0.2119
RSPH3_proteomics,0.0017893862159607105,-1.52
COPS5_proteomics,0.001792999884602029,-0.14650000000000002
DDAH1_proteomics,0.0018226208416832125,-0.637
UCHL1_proteomics,0.001825674051530318,1.8199999999999998
ANKRD46_proteomics,0.0018436019390716618,0.5787500000000001
DHX32_proteomics,0.0018525196966630195,-0.1656
C16orf87_proteomics,0.0018530216216182348,-0.48350000000000004
PARP9_proteomics,0.001858850417046577,0.375
HLA-DQA1_proteomics,0.0018616006564318487,1.1135
ORC5_proteomics,0.0018654791172566612,0.18220000000000003
ARNTL_proteomics,0.0019036507493880278,-0.2182
RBM19_proteomics,0.0019160069230751142,0.2608
PPP2R2A_proteomics,0.0019172418605204384,-0.3726
FBP1_proteomics,0.001925357064347552,-0.7043
KRT18_proteomics,0.0019517087083728098,-0.736
SPRYD4_proteomics,0.001952669374055009,0.174
RUNDC1_proteomics,0.001961820097658434,-0.41500000000000004
TFIP11_proteomics,0.001970306838791932,0.078
TAF2_proteomics,0.0019765437905644046,0.07339999999999999
YWHAE_proteomics,0.0019823615129070807,-0.1255
SEC24C_proteomics,0.001991902889738303,-0.262
KLC4_proteomics,0.0019957360083559528,-0.1948
GTPBP6_proteomics,0.002052470683661495,0.2336
PCYT1A_proteomics,0.00205873478197049,0.23110000000000003
ARHGAP15_proteomics,0.002068316092898443,0.39420000000000005
CARD11_proteomics,0.0020902710333375344,0.516
FAM32A_proteomics,0.0020964676496698018,0.2764
TPI1_proteomics,0.0020978351939272603,-0.19119999999999998
NUP153_proteomics,0.0021032786489528906,0.29500000000000004
STARD7_proteomics,0.0021211936776163163,0.278
KDM1B_proteomics,0.0021236895179569527,0.2465
VAV2_proteomics,0.0021327652028912355,-0.448
AURKB_proteomics,0.0021335490091633023,0.6483
AP3B1_proteomics,0.0021372361681617057,-0.2207
HLCS_proteomics,0.0021375708970743056,-0.394
TACC2_proteomics,0.002148167544651676,-0.2092
VIM_proteomics,0.002148407674205088,-0.3849999999999999
USP43_proteomics,0.002155458733701091,-0.754
BBS4_proteomics,0.002166636554833389,-0.3036
SORBS2_proteomics,0.002167636439172496,-0.29610000000000003
CCDC25_proteomics,0.002175369674587884,-0.1705
RFC4_proteomics,0.0021788176809072507,0.3287
SMARCAL1_proteomics,0.0021796924475483447,0.1996
TRMT1L_proteomics,0.0021863111187999944,0.1911
CPSF3_proteomics,0.0021913709862490045,0.23049
HLTF_proteomics,0.00219152058612414,0.252
SIGLEC1_proteomics,0.0022045018068580806,1.1695
LRRC25_proteomics,0.0022133408228891902,0.45810000000000006
TRIM36_proteomics,0.0022209390201135817,-0.7080000000000001
CSE1L_proteomics,0.002224471500031985,0.1685
ARHGEF1_proteomics,0.0022298951127832363,0.2204
ZXDC_proteomics,0.0022351504677383437,0.42800000000000005
SURF2_proteomics,0.0022421486214638676,0.12830000000000003
GLYATL2_proteomics,0.0022583236367315607,-1.686
PUM3_proteomics,0.0022723718043574604,0.2793
GIMAP6_proteomics,0.002273038810029115,0.5758000000000001
PIK3AP1_proteomics,0.002277399727841021,0.7365
TMEM230_proteomics,0.002297583354659317,0.322
NUP85_proteomics,0.002311310675149258,0.17149999999999999
STEAP1B_proteomics,0.0023120903115812306,-1.0630000000000002
KIAA1211L_proteomics,0.0023265821987831325,-0.5575
TMOD3_proteomics,0.0023439892994935752,-0.22199999999999998
HSPBP1_proteomics,0.0023467674904917774,0.232
DLG4_proteomics,0.0023579977137572613,-0.261
CSNK2A1_proteomics,0.0023635754696901866,0.10412
HELZ2_proteomics,0.0023674352136772974,0.6067
TRMT10C_proteomics,0.0023741492065949502,0.32349999999999995
MAP9_proteomics,0.002379022405246954,-0.367
MCF2L_proteomics,0.0023883562574997332,-0.3015
ATG12_proteomics,0.0024075727394348924,-0.1785
RFXANK_proteomics,0.0024329592243273763,0.1587
MED1_proteomics,0.0024497238432116476,0.0699
SSRP1_proteomics,0.0024500628535129047,0.40299999999999997
UTP15_proteomics,0.00245539320528196,0.4459
ENO2_proteomics,0.0024601706926449672,-0.595
ERMN_proteomics,0.002462281950665641,-0.734
PDF_proteomics,0.0024891064726603684,0.40259999999999996
NOL8_proteomics,0.0024900845159771205,0.2151
RECQL5_proteomics,0.0024972398141650644,0.3425
METAP1_proteomics,0.002505200192606661,-0.28099999999999997
COQ8A_proteomics,0.0025104374342319333,0.515
AKAP8L_proteomics,0.002518485737490634,0.26
BBS1_proteomics,0.0025368639774100655,-0.331
CCNK_proteomics,0.0025414020081820066,0.27770000000000006
PHETA1_proteomics,0.002550415721637706,-0.4745
PTAR1_proteomics,0.0025521924103215606,-0.21000000000000002
PLD3_proteomics,0.0025629140774917863,0.676
HLA-B_proteomics,0.002579169517474931,1.0023
ARHGAP42_proteomics,0.0026028093871899175,-0.23700000000000004
BBS7_proteomics,0.002622502546984981,-0.20399999999999996
PUS10_proteomics,0.0026371933554965874,0.24619999999999997
PPP1R7_proteomics,0.0026387917564218186,-0.0932
PICK1_proteomics,0.0026460280069928446,-0.626
YTHDF3_proteomics,0.0026735650125713777,0.151
CTNNA1_proteomics,0.0026806698911749052,-0.2229
PRRC2A_proteomics,0.0026960514343575795,0.08904
TNFRSF10C_proteomics,0.0027024007811270435,-1.3290000000000002
NAA16_proteomics,0.0027184000585839035,-0.24780000000000002
CEP83_proteomics,0.002720666145417823,-0.3967
PPME1_proteomics,0.002727619428921701,-0.12409999999999999
POLR3D_proteomics,0.0027344759288255886,0.1471
GAS8_proteomics,0.0027504329961894965,-0.599
ORC3_proteomics,0.002751691016098791,0.15700000000000003
FAS_proteomics,0.0027544060393674932,-0.579
UMPS_proteomics,0.0027833290011576974,0.236
GOLGA2_proteomics,0.002791178044354221,-0.135
DDX21_proteomics,0.0027926122731510086,0.4649999999999999
ARL3_proteomics,0.0028165702658475536,-0.3556
IRAK1_proteomics,0.0028175789741834356,0.09343
CTNNB1_proteomics,0.0028332303188394066,-0.734
EPS8_proteomics,0.002871076665217617,-0.36460000000000004
