Proteomics,Lscc_P_Value,Lscc_Median
SASH1_proteomics,0.4257113301439415,0.2702500000000001
VKORC1L1_proteomics,0.4257113301439415,0.7646
TLDC1_proteomics,0.4257113301439415,-1.1372499999999999
TXNIP_proteomics,0.4257113301439415,-0.90945
INTS2_proteomics,0.4257113301439415,0.24054999999999999
MECOM_proteomics,0.4257113301439415,-0.85315
EBNA1BP2_proteomics,0.446667210310906,-0.5211
ECD_proteomics,0.447795654252565,-0.3512
MYOF_proteomics_1,0.447795654252565,
THSD4_proteomics,0.447795654252565,-0.8609
PQLC1_proteomics,0.447795654252565,1.15645
COX15_proteomics,0.46524651871058875,-0.8115
ITPRIP_proteomics,0.4727505223666841,-0.7993
LONP1_proteomics,0.4727505223666841,0.5834999999999999
ADD3_proteomics_1,0.47634102667793643,
NT5C2_proteomics,0.4768821343412353,-0.44934999999999997
GNAO1_proteomics,0.4768821343412353,-0.70655
VPS29_proteomics,0.4768821343412353,-0.3059
ADO_proteomics,0.4768821343412353,-0.36745000000000005
SNCG_proteomics,0.4768821343412353,-1.30835
SIGMAR1_proteomics,0.47837060109276375,1.2779500000000001
GBA2_proteomics,0.47837060109276375,0.39365000000000006
VDAC2_proteomics,0.48332442020855154,-1.0635
R3HDM1_proteomics,0.49883008002162355,0.47095
SON_proteomics,0.5039954378762606,0.38985000000000003
CCDC6_proteomics,0.5087350804532607,-0.5317000000000001
TASP1_proteomics,0.5087350804532607,-0.40895
CCT3_proteomics,0.5092409153850763,0.28875000000000006
CNDP2_proteomics,0.5092409153850763,0.5179
ATAD1_proteomics_1,0.5435979399565367,
CUTC_proteomics,0.5435979399565367,-0.44585
GARS_proteomics_1,0.5439694025862388,
IRAK4_proteomics,0.5439694025862388,0.3811
IGF2R_proteomics,0.5439694025862388,0.69755
CCT7_proteomics,0.5439694025862388,0.20724999999999996
DHX38_proteomics,0.5439694025862388,-0.39790000000000003
TAX1BP1_proteomics,0.5439694025862388,0.39975
GLUD1_proteomics,0.5439694025862388,-0.5413
UNC13B_proteomics,0.5439694025862388,0.4588500000000001
USP13_proteomics,0.5439694025862388,0.7994
MFN2_proteomics,0.5527511738349276,-0.15159999999999998
NPLOC4_proteomics,0.5761239877621764,0.43624999999999997
UGGT1_proteomics,0.5799372238810904,0.5137
TYW1_proteomics,0.5799372238810904,0.16110000000000002
UBE2K_proteomics,0.5829883119435212,0.2822
TIMM8B_proteomics,0.5874072444347213,0.6689999999999999
METTL2A_proteomics,0.5874072444347213,0.67825
PCBD1_proteomics,0.5895689031740882,-0.65455
PDZD8_proteomics,0.5895689031740882,-0.4790500000000001
RNF166_proteomics,0.5895689031740882,-0.41090000000000004
GHITM_proteomics,0.5895689031740882,-1.0304
MTCH1_proteomics,0.5917884592938516,-0.4654
GRHPR_proteomics,0.6001692779231685,0.5726500000000001
CHMP6_proteomics,0.6388456517866636,0.395
KYAT1_proteomics,0.6415396899168928,-0.6900000000000001
PSMD9_proteomics,0.6415396899168928,-0.2897
RPS6KA4_proteomics,0.6415396899168928,-0.60615
UBASH3B_proteomics,0.6415396899168928,-0.8299
SGTA_proteomics,0.6667517258548407,0.3916
CCDC186_proteomics,0.6667517258548407,-0.4173
ABRAXAS2_proteomics,0.6855234834492452,-0.34735
PPA1_proteomics,0.6933993541469461,-0.45115
CTDSP1_proteomics,0.6935290475090089,-0.3176
SLC7A5_proteomics,0.6935290475090089,-1.4077
CMIP_proteomics,0.6935290475090089,-0.7445
ATE1_proteomics,0.6935290475090089,-0.48064999999999997
KIAA0556_proteomics,0.6935290475090089,-0.4738
PDE12_proteomics,0.6935290475090089,0.05185000000000001
PPIP5K1_proteomics,0.7023561840428063,-0.5758
PHLDA3_proteomics,0.7023561840428063,-0.73475
MMP10_proteomics,0.707093556538113,-2.5886500000000003
TM9SF3_proteomics,0.707093556538113,-0.80555
NDE1_proteomics,0.707093556538113,-0.64195
WWOX_proteomics,0.707093556538113,-0.698
COMTD1_proteomics,0.707093556538113,-0.4946999999999999
TCP1_proteomics,0.711975167470337,0.3531000000000001
ARL3_proteomics,0.711975167470337,-0.5396
NHSL2_proteomics,0.711975167470337,-0.3729999999999999
ZNF503_proteomics,0.711975167470337,-0.20665
CD59_proteomics,0.711975167470337,-0.33845000000000003
CASP6_proteomics,0.72595247905237,0.27285
MT1F_proteomics,0.7405305054663388,-1.1075
UBAP1_proteomics,0.7405305054663388,0.29695
ZFYVE27_proteomics,0.7405305054663388,-0.5136000000000001
ARHGEF2_proteomics,0.7405305054663388,0.29580000000000006
MICU2_proteomics,0.7405305054663388,-0.48845000000000005
PSPC1_proteomics,0.7405305054663388,0.2185
CCT4_proteomics,0.7405305054663388,0.27954999999999997
HNRNPH3_proteomics_1,0.7405305054663388,
FASN_proteomics,0.7405305054663388,0.46435000000000004
MAFF_proteomics,0.7405305054663388,-0.51525
TRAPPC13_proteomics,0.7405305054663388,0.32384999999999997
HAUS3_proteomics,0.7405305054663388,0.41635
CHUK_proteomics,0.7405305054663388,-0.43600000000000005
RBM15B_proteomics,0.7405305054663388,0.21895
C7orf26_proteomics,0.7405305054663388,0.3149
PLAA_proteomics,0.7405305054663388,0.28865
ISCU_proteomics,0.7542205663212701,-0.6414500000000001
TEX264_proteomics,0.7542205663212701,0.36424999999999996
IRGQ_proteomics,0.7543618307133739,0.42630000000000007
UNC5B_proteomics,0.7543618307133739,-0.4789
NHS_proteomics,0.7543618307133739,-0.5569999999999999
RUFY2_proteomics,0.7543618307133739,-0.19554999999999995
ADAMDEC1_proteomics,0.7543618307133739,1.0267
JMJD1C_proteomics,0.7543618307133739,-0.29235
ARL6IP6_proteomics,0.7543618307133739,-0.30565
FAM120C_proteomics,0.7543618307133739,-0.8164499999999999
GNPTAB_proteomics,0.7543618307133739,0.48724999999999996
GRB10_proteomics,0.7543618307133739,0.8427499999999999
NARS_proteomics,0.7649608090551855,0.6342500000000001
CMC2_proteomics,0.7649608090551855,-0.23525000000000001
CACUL1_proteomics,0.7720897876627268,-0.5428
MORC3_proteomics,0.7720897876627268,-0.33749999999999997
CCT6A_proteomics,0.7774164261695197,0.21624999999999997
SSBP2_proteomics,0.7774164261695197,-0.8241999999999999
POP4_proteomics,0.7856624108459236,0.46520000000000006
UXS1_proteomics,0.7864090456359468,0.27125
RRP12_proteomics,0.7864090456359468,-0.5810500000000001
ADD1_proteomics,0.7884209046364193,-0.38849999999999996
ADD1_proteomics_1,0.7884209046364193,
CCT2_proteomics,0.7884209046364193,0.3796999999999999
EIF5B_proteomics,0.7884209046364193,0.3304999999999999
NMT2_proteomics,0.7884209046364193,-0.4171500000000001
PPIF_proteomics,0.7884209046364193,-0.9275500000000001
RAB3GAP1_proteomics,0.7884209046364193,0.2758
HIST1H1A_proteomics,0.7884209046364193,-2.1439500000000002
COA5_proteomics,0.7884209046364193,-0.9462999999999999
FIP1L1_proteomics,0.7884209046364193,0.2495
COLGALT2_proteomics,0.7884209046364193,0.60145
SHOC2_proteomics,0.7884209046364193,-0.25585
INPP5F_proteomics,0.7884209046364193,-0.48945
MICU1_proteomics,0.7884209046364193,-0.5282
FCGBP_proteomics,0.7884209046364193,-0.8260500000000001
PANK3_proteomics,0.7884209046364193,0.5568
ANO1_proteomics,0.7884209046364193,-1.5426499999999999
FBXW9_proteomics,0.7884209046364193,0.28685
HAUS6_proteomics,0.7941381626950715,0.31655
CLTB_proteomics,0.7941381626950715,-0.6073
CST3_proteomics,0.7965726348863972,-0.45940000000000003
CTNND1_proteomics,0.8081537255868084,-0.5283
AFAP1L2_proteomics,0.8200957802182653,-1.18925
QTRT2_proteomics,0.8264555187244594,0.45365
TRAPPC11_proteomics,0.8380378799001549,0.23874999999999996
TRIOBP_proteomics,0.8380378799001549,-0.08625000000000005
FAM133B_proteomics,0.8380378799001549,-0.27849999999999997
FAM91A1_proteomics,0.8380378799001549,0.14679999999999993
CUEDC2_proteomics,0.8380378799001549,-0.6281499999999999
MTHFSD_proteomics_1,0.8380378799001549,
CISD1_proteomics,0.8380378799001549,-0.618
SHARPIN_proteomics,0.8380378799001549,-0.4103
SCFD2_proteomics,0.8380378799001549,0.18030000000000002
LSS_proteomics,0.8380378799001549,0.13179999999999992
GARS_proteomics,0.8380378799001549,0.2047
FADS2_proteomics,0.8380378799001549,1.0366499999999998
NBAS_proteomics,0.8395414861324655,0.27795000000000003
ACSL1_proteomics,0.8395414861324655,0.6856499999999999
TXNDC9_proteomics,0.8395414861324655,0.3071
DDX50_proteomics,0.8426638233344387,-0.47509999999999997
FAT2_proteomics,0.8442917101226017,-1.2974999999999999
CROCC_proteomics,0.8442917101226017,-0.6594999999999999
FDPS_proteomics_1,0.8442917101226017,
AVL9_proteomics,0.8442917101226017,0.09314999999999996
PPHLN1_proteomics,0.8442917101226017,-0.41569999999999996
EDC3_proteomics,0.8442917101226017,0.22495
TIAL1_proteomics,0.859722506546315,-0.3017
IRS1_proteomics,0.8668276581740565,-0.7732
SGPL1_proteomics,0.8668276581740565,-0.16065000000000007
FAM45A_proteomics,0.8735899637995657,-0.22415
HK2_proteomics,0.8778159634492878,0.3432
DDX39A_proteomics,0.8778159634492878,0.3992
STK32C_proteomics,0.8862742942266479,-0.78675
TUB_proteomics,0.8918107593175992,-0.8401500000000002
HNRNPH3_proteomics,0.8992169146358477,-0.30395
CNOT7_proteomics,0.8992169146358477,0.35165
GOT1_proteomics,0.8992169146358477,-0.60655
CASP7_proteomics_1,0.901550237143848,
LLGL1_proteomics,0.901550237143848,-0.47364999999999996
EXOSC4_proteomics,0.901550237143848,-0.31165
USE1_proteomics,0.901550237143848,0.23905
UFD1_proteomics,0.901550237143848,0.11310000000000003
CES2_proteomics,0.901550237143848,-0.5464000000000001
ABLIM1_proteomics,0.901550237143848,-0.6833499999999999
KRT23_proteomics,0.901550237143848,-1.5229000000000001
MAPK8_proteomics,0.901550237143848,-0.2041
KIF11_proteomics,0.901550237143848,-1.132
PRKAR2B_proteomics,0.901550237143848,-0.2647999999999999
CEP97_proteomics,0.901550237143848,0.43055000000000004
CFDP1_proteomics,0.901550237143848,-0.42674999999999996
ELMO3_proteomics,0.901550237143848,-0.8168
NOC3L_proteomics,0.901550237143848,-0.4749
IGF2BP3_proteomics,0.901550237143848,0.8507
SEC24C_proteomics,0.901550237143848,-0.2277
TRIO_proteomics,0.901550237143848,-0.3823
NSUN6_proteomics,0.901550237143848,-0.34665
ALDH18A1_proteomics_1,0.901550237143848,
HSPA12A_proteomics,0.901550237143848,-0.5500500000000004
CDKN2C_proteomics,0.901550237143848,-0.43235
CSNK2A2_proteomics,0.901550237143848,-0.28935
TINAGL1_proteomics,0.901550237143848,-0.3913500000000001
ARFGAP1_proteomics,0.901550237143848,0.48029999999999995
CARS2_proteomics,0.901550237143848,0.56585
EPB41L1_proteomics_2,0.901550237143848,
WASHC2C_proteomics,0.901550237143848,-0.18424999999999997
PPM1L_proteomics,0.901550237143848,0.8088
PRDX3_proteomics,0.901550237143848,-0.37860000000000005
ZW10_proteomics,0.901550237143848,0.2641
FERMT1_proteomics,0.901550237143848,-0.8173
RAI1_proteomics,0.901550237143848,-0.42245
USP54_proteomics,0.901550237143848,-0.4024
ARFIP1_proteomics,0.901550237143848,0.2805
SSH3_proteomics,0.901550237143848,-0.97
RBL2_proteomics,0.9016646904248979,-0.4113
DNAJB12_proteomics,0.9016646904248979,-0.5486
ERLIN1_proteomics,0.9033429904227335,-0.3061
C18orf21_proteomics,0.9033429904227335,0.39995
SOX6_proteomics,0.9033429904227335,1.1024
SLC25A19_proteomics,0.9033429904227335,0.4884
UPF1_proteomics,0.9099946480266524,0.32325000000000004
LYRM4_proteomics,0.9099946480266524,-0.5114000000000001
OTUD1_proteomics,0.9099946480266524,-0.5632
ITGA2_proteomics,0.9099946480266524,-0.8910500000000001
EIF2AK3_proteomics,0.9099946480266524,0.34345000000000003
ATP13A3_proteomics,0.9099946480266524,0.59555
HIST1H2BK_proteomics,0.9099946480266524,-0.316
FAM50B_proteomics,0.9099946480266524,-0.5447000000000001
ATXN1L_proteomics,0.9099946480266524,-0.25675000000000003
RINT1_proteomics,0.9099946480266524,0.18264999999999998
VTCN1_proteomics,0.9099946480266524,-2.86515
ME1_proteomics,0.9099946480266524,1.3736
IWS1_proteomics,0.9099946480266524,0.12
IGHMBP2_proteomics,0.9099946480266524,-0.07165
AIP_proteomics,0.9099946480266524,-0.2325
CLTA_proteomics,0.9099946480266524,0.37665
FTL_proteomics,0.9099946480266524,0.9006999999999998
SIPA1L3_proteomics,0.9099946480266524,0.29784999999999995
ANXA11_proteomics,0.9099946480266524,-0.23804999999999998
NRBF2_proteomics,0.9099946480266524,-0.69445
PDCD4_proteomics,0.9099946480266524,-0.7421500000000001
KRT18_proteomics,0.9099946480266524,0.91795
CDKN2AIPNL_proteomics,0.9099946480266524,-0.36224999999999996
CSTF1_proteomics,0.9099946480266524,0.2248
NEDD4L_proteomics,0.9099946480266524,0.25084999999999996
SUGP2_proteomics,0.9102573517946684,0.3419
TSPAN14_proteomics,0.9121755815720798,-0.38730000000000003
PLSCR3_proteomics,0.9121755815720798,-0.4499
TFAM_proteomics,0.9121755815720798,-0.5866
GOSR2_proteomics,0.9121755815720798,0.20370000000000002
CCT8_proteomics,0.9154940958064529,0.30910000000000004
TXNL1_proteomics,0.9183929842662747,0.59015
UGP2_proteomics_1,0.9183929842662747,
CD82_proteomics,0.9183929842662747,-0.7482
CUEDC1_proteomics,0.9183929842662747,0.39764999999999995
INTS4_proteomics,0.9183929842662747,0.15050000000000002
SH3PXD2A_proteomics,0.9183929842662747,-0.5509000000000001
SEMA3A_proteomics,0.9183929842662747,-1.3185499999999999
KRT2_proteomics,0.9183929842662747,-0.24440000000000017
DNASE2_proteomics,0.9183929842662747,0.7572
RECQL4_proteomics,0.9183929842662747,-0.6214999999999999
GRAMD1A_proteomics,0.9183929842662747,0.32815
S100A13_proteomics,0.9183929842662747,-0.3882500000000001
TERF2IP_proteomics,0.9183929842662747,-0.2798
KRT8_proteomics,0.9183929842662747,0.6124
SYNPO_proteomics_1,0.9183929842662747,
TMEM168_proteomics,0.9183929842662747,0.44899999999999995
CLTC_proteomics,0.9183929842662747,0.19195
NLN_proteomics,0.9190479346609906,0.6339999999999999
CALB2_proteomics,0.9190479346609906,-1.19015
MINPP1_proteomics,0.9190479346609906,-0.1562
CDKN2A_proteomics,0.9200375538867935,-0.01540000000000008
IFT80_proteomics,0.9200375538867935,-0.3048999999999999
SNX12_proteomics,0.9200375538867935,-0.10685
AIMP2_proteomics,0.9200375538867935,-0.49024999999999996
RIN1_proteomics,0.9200375538867935,-0.9258500000000001
TBP_proteomics,0.9207840429963218,-0.3951
TRAF7_proteomics,0.9207840429963218,-0.29214999999999997
FGA_proteomics_1,0.9207840429963218,
PIK3CA_proteomics,0.9216724445418228,0.15105000000000002
RBP1_proteomics,0.9219148815466908,-1.57535
ATP9B_proteomics,0.9228703370686124,0.21065
DBI_proteomics,0.9228703370686124,0.51955
PCBP1_proteomics,0.9228703370686124,0.27225
PALMD_proteomics,0.9228703370686124,-0.30355
ENOPH1_proteomics,0.9228703370686124,0.18919999999999998
AKAP8L_proteomics,0.9228703370686124,0.39685
UBP1_proteomics,0.9228703370686124,0.26585000000000003
TNIP1_proteomics,0.9228703370686124,-0.3937
NABP2_proteomics,0.9228703370686124,0.391
CCDC126_proteomics,0.9228703370686124,0.6311
ABHD10_proteomics,0.9228703370686124,0.47840000000000005
APRT_proteomics,0.9228703370686124,-0.36775
SIL1_proteomics,0.9228703370686124,0.34809999999999997
OLFML1_proteomics,0.9229439176230564,-0.6184999999999992
MIB2_proteomics,0.9229439176230564,-0.15880000000000002
SLC25A32_proteomics,0.9229439176230564,-0.5889
DNAJC9_proteomics,0.9261457029370234,-0.6178
NSFL1C_proteomics,0.9264635681848331,-0.28975
FBXO30_proteomics,0.9278284622529329,0.31605000000000005
LY75-CD302_proteomics,0.9278284622529329,-0.008799999999999988
TXNL4A_proteomics,0.9278284622529329,0.19795
ALDH1L1_proteomics,0.9278284622529329,-1.5964
LPCAT2_proteomics,0.9278284622529329,-0.45445
C1orf174_proteomics,0.9278284622529329,-0.45405
ME2_proteomics,0.9278284622529329,0.18535
WDR92_proteomics,0.928702621031866,0.4131
HIF1AN_proteomics,0.934374193807734,-0.38860000000000006
LOXL4_proteomics,0.934374193807734,-0.3447
CRYBG1_proteomics,0.934374193807734,-0.7525999999999999
SIRT2_proteomics,0.9423144085901909,0.2529
HERC4_proteomics,0.9423144085901909,-0.29159999999999997
CISD2_proteomics,0.9423144085901909,0.39944999999999997
EPYC_proteomics,0.9423144085901909,-1.02435
C3orf58_proteomics,0.9423144085901909,0.98695
NUDT9_proteomics,0.9423144085901909,0.31265
ASPSCR1_proteomics,0.9423144085901909,0.13665
RIC8A_proteomics,0.9423144085901909,0.35924999999999996
FLT1_proteomics_1,0.9423144085901909,
ANKRD11_proteomics,0.9423144085901909,-0.2546
CELSR2_proteomics,0.9423144085901909,-0.88505
EEA1_proteomics,0.9423144085901909,-0.27945000000000003
DHPS_proteomics,0.9423144085901909,0.46575
EPG5_proteomics,0.9423144085901909,0.41890000000000005
SUGP1_proteomics,0.9423144085901909,0.2001
ARAP3_proteomics,0.9423144085901909,-0.39254999999999995
NEK9_proteomics,0.9423144085901909,0.2845
MOCS1_proteomics,0.9423144085901909,-0.5781999999999999
VPS72_proteomics,0.9423144085901909,-0.1661
HACD3_proteomics,0.9423144085901909,0.3104
GATC_proteomics,0.9423144085901909,-0.32094999999999996
SCG3_proteomics,0.9423144085901909,-0.70215
NAGLU_proteomics,0.9423144085901909,0.33109999999999995
HAUS7_proteomics,0.9423144085901909,0.21675
MITD1_proteomics,0.9423144085901909,0.18545
MCMBP_proteomics,0.9423144085901909,-0.5188999999999999
RTTN_proteomics,0.9423144085901909,0.40424999999999994
HIGD2A_proteomics,0.9423144085901909,-0.6122
INTS9_proteomics,0.9423144085901909,0.2546
TOM1L1_proteomics,0.9423144085901909,0.45940000000000003
CPSF4_proteomics,0.9423144085901909,0.21510000000000007
TIA1_proteomics,0.9423144085901909,0.35785
PNPLA4_proteomics,0.9438637181104359,-0.69155
B4GALT1_proteomics,0.9441886569389724,0.60155
PALM_proteomics,0.944282708504365,-0.7150500000000002
EFNB1_proteomics,0.944282708504365,-1.0896
POLR1A_proteomics,0.9492230071905021,0.37810000000000005
IFT57_proteomics,0.9526193992835246,-0.25655000000000006
CCT5_proteomics,0.9526938960048484,0.13589999999999997
STAU2_proteomics,0.9526938960048484,0.66725
CASP7_proteomics,0.9526938960048484,-0.3527
BANF1_proteomics,0.9536421775390325,-0.26594999999999996
GLMP_proteomics,0.9536421775390325,0.6203000000000001
CHMP5_proteomics,0.9536421775390325,0.3456
COL17A1_proteomics,0.9536421775390325,-1.19805
EPS15L1_proteomics,0.9536421775390325,0.11134999999999998
MT1A_proteomics,0.9536421775390325,-0.8806
TERF2_proteomics,0.9536421775390325,-0.2202
VTI1A_proteomics,0.9544800530050798,-0.36815000000000003
MUSTN1_proteomics,0.9556612374463329,1.0215999999999994
TIMM21_proteomics,0.9556612374463329,0.4996999999999999
DYNC2H1_proteomics,0.955986725649453,-0.5467
UBE2R2_proteomics,0.955986725649453,0.18145
CREBBP_proteomics,0.955986725649453,-0.30395
SPICE1_proteomics,0.955986725649453,0.3893
BPTF_proteomics_1,0.955986725649453,
MAP2K3_proteomics,0.9625674863299674,-0.6885000000000001
NGRN_proteomics,0.9696026598394736,-0.7455
DLG4_proteomics,0.9743385359643578,-1.2632
SNRPN_proteomics,0.9765275968714243,-0.7322
IDE_proteomics,0.9765275968714243,-0.41995000000000005
PAK1_proteomics,0.9765275968714243,0.77515
S100A7_proteomics,0.9765275968714243,-1.0556000000000005
MYOF_proteomics,0.9765275968714243,-0.2003999999999999
DCTN3_proteomics,0.9791557735036317,-0.14814999999999998
CPSF1_proteomics,0.9791557735036317,0.10009999999999997
RBMX2_proteomics,0.9895108841896944,0.10069999999999996
C2orf69_proteomics,0.9895108841896944,0.29289999999999994
MAF1_proteomics,0.9902530629385188,-0.23045
WDR91_proteomics,0.9902530629385188,-0.32045000000000007
CCDC51_proteomics,0.9902530629385188,0.11170000000000002
GFRA1_proteomics,0.9902530629385188,-1.4760500000000003
IRF2BPL_proteomics,0.9902530629385188,0.43739999999999996
DDX54_proteomics,0.9902530629385188,-0.33885000000000004
CEP68_proteomics,0.9902530629385188,-0.32795
RDH11_proteomics,0.9902530629385188,0.2512
OAT_proteomics,0.9902530629385188,-1.2854
UGP2_proteomics,0.9902530629385188,0.10545
PTRH2_proteomics,0.9907848580490188,0.6658
TMX3_proteomics,0.9914797474127492,0.34575
SEC14L2_proteomics,0.9914797474127492,-0.59615
REPIN1_proteomics,0.9930591872677624,0.35309999999999997
DPCD_proteomics,0.9930591872677624,-0.6675000000000001
THAP11_proteomics,0.9930591872677624,-0.47555
RPS10_proteomics,0.9937983654540012,-0.19734999999999991
PUS3_proteomics,0.9937983654540012,0.45275
MCM3AP_proteomics,0.9937983654540012,-0.1658
MLXIP_proteomics,0.9937983654540012,0.184
HAUS8_proteomics,0.9937983654540012,0.378
RFC1_proteomics,0.9937983654540012,0.5430499999999999
ITGA6_proteomics,0.9937983654540012,-1.33405
COMMD5_proteomics,0.9937983654540012,-0.21920000000000006
GPBP1_proteomics,0.9937983654540012,-0.08494999999999998
PTGFRN_proteomics,0.9937983654540012,-0.5037499999999999
TRAF3IP1_proteomics,0.9937983654540012,-0.56855
CLIP1_proteomics,0.9937983654540012,-0.2901
ACAA2_proteomics,0.9937983654540012,0.5028
CLK3_proteomics,0.9937983654540012,0.151
KPNA2_proteomics,0.9937983654540012,0.5958999999999998
PKN2_proteomics,0.9937983654540012,-0.31845
CLASP2_proteomics,0.9937983654540012,0.16515000000000002
SVIL_proteomics,0.9937983654540012,-0.18830000000000002
GNE_proteomics,0.9937983654540012,0.17819999999999997
ADI1_proteomics_1,0.9937983654540012,
EDRF1_proteomics,0.9937983654540012,-0.2933
TMOD2_proteomics,0.9937983654540012,-0.3634500000000003
MFSD10_proteomics,0.9937983654540012,-0.5900000000000001
NOMO2_proteomics,0.9937983654540012,0.11349999999999999
INTS12_proteomics,0.9937983654540012,0.03464999999999996
IST1_proteomics,0.9937983654540012,-0.006699999999999998
MYH11_proteomics,0.9937983654540012,0.3753000000000002
THBD_proteomics,0.9937983654540012,-0.5661
HEXIM1_proteomics,0.9937983654540012,0.61025
TRIM36_proteomics,0.9937983654540012,0.61285
KRT10_proteomics,0.9937983654540012,-0.8411999999999997
VANGL1_proteomics,0.9937983654540012,-0.80785
EIF3A_proteomics,0.9937983654540012,-0.27455
WIZ_proteomics,0.9937983654540012,0.2336
HEATR5B_proteomics,0.9937983654540012,0.18205
NME1_proteomics,0.9937983654540012,0.5157
RBM4B_proteomics,0.9937983654540012,-0.2605
CMTR2_proteomics,0.9937983654540012,-0.41119999999999995
FREM2_proteomics,0.9937983654540012,1.3228
TAF7_proteomics,0.9937983654540012,-0.21099999999999997
TMED1_proteomics,0.9937983654540012,0.39415
H1FX_proteomics,0.9937983654540012,-0.84635
GLYATL2_proteomics,0.9937983654540012,2.2009499999999997
SERINC3_proteomics,0.9937983654540012,-0.34525
NCEH1_proteomics,0.9937983654540012,0.2865
GPAM_proteomics,0.9937983654540012,-0.18485000000000001
ANKMY2_proteomics,0.9937983654540012,0.32194999999999996
CNTFR_proteomics,0.9937983654540012,-0.4677500000000001
FBXL15_proteomics,0.9937983654540012,-0.5541
FDPS_proteomics,0.9937983654540012,0.2812
PYROXD2_proteomics,0.9937983654540012,-0.6947999999999999
PEX16_proteomics,0.9962447688558961,0.2575
RAB3GAP2_proteomics,0.9972359823508098,0.26785
ZNF655_proteomics,0.9972359823508098,-0.40254999999999996
THOP1_proteomics,0.9984000610314933,0.32505
PPP3CB_proteomics,0.9984000610314933,-0.23354999999999995
NAF1_proteomics,0.9984000610314933,0.384
N4BP2L1_proteomics,0.9985809724406319,-0.8093
PRKCE_proteomics,0.9999142505428621,-0.3817499999999999
PSMA6_proteomics,0.9999142505428621,-0.02065
PRKAG1_proteomics,0.9999142505428621,-0.0295
PSD4_proteomics,0.9999142505428621,-0.03560000000000001
PRKAR1A_proteomics,0.9999142505428621,0.20034999999999997
PSEN1_proteomics,0.9999142505428621,-0.09029999999999999
PRKCD_proteomics,0.9999142505428621,-0.04804999999999998
PRKCB_proteomics,0.9999142505428621,0.11270000000000002
PSMA2_proteomics,0.9999142505428621,0.0628
PSIP1_proteomics,0.9999142505428621,0.17285000000000006
PSMA1_proteomics,0.9999142505428621,0.004150000000000001
PSMA5_proteomics,0.9999142505428621,-0.049850000000000005
PSMD4_proteomics,0.9999142505428621,0.14485000000000003
PSMD6_proteomics,0.9999142505428621,0.04610000000000003
PSMA4_proteomics,0.9999142505428621,-0.0315
PSMD4_proteomics_1,0.9999142505428621,
PRKAG2_proteomics,0.9999142505428621,-0.19565
PSMA3_proteomics,0.9999142505428621,0.06305
PSMD5_proteomics,0.9999142505428621,-0.08525000000000002
PRKCA_proteomics,0.9999142505428621,-0.12605
PSMC5_proteomics,0.9999142505428621,0.07619999999999999
PSMB3_proteomics,0.9999142505428621,-0.13195
PSMB1_proteomics,0.9999142505428621,0.012949999999999996
PSMD1_proteomics,0.9999142505428621,0.08360000000000006
PSMC4_proteomics,0.9999142505428621,-0.013600000000000001
PSMD10_proteomics,0.9999142505428621,-0.1653500000000001
PRKAR2A_proteomics,0.9999142505428621,-0.009299999999999975
PSMD11_proteomics,0.9999142505428621,0.03999999999999998
PSMC3_proteomics,0.9999142505428621,0.12974999999999998
PSMC2_proteomics,0.9999142505428621,0.14530000000000004
