Proteomics,Gbm_P_Value,Gbm_Median
DHX34_proteomics,0.0031283120576942737,0.39794073903276295
NPL_proteomics,0.0031600388482007523,-1.0864863938518778
MAP1A_proteomics,0.003162117673650206,-0.7357876056649265
NT5DC1_proteomics,0.0031859806201430117,-0.580501107611014
HGS_proteomics,0.0031859806201430117,-0.2809935632219598
TNRC18_proteomics,0.0031859806201430117,0.27544972569409854
SF3B5_proteomics,0.003265932031931924,0.33848853715215355
TPR_proteomics,0.003326681312197282,0.3313253556014946
LRRC14_proteomics,0.003326681312197282,-0.29425547405763913
MAP6D1_proteomics,0.003326681312197282,-1.0191621999807174
MCM3_proteomics,0.0033492882336503644,0.9265258372271765
CRYBB1_proteomics,0.0033492882336503644,-0.6592148349580058
FAM207A_proteomics,0.0033492882336503644,0.6048297091509586
ARHGAP22_proteomics,0.0033639880325344743,-0.374672161451171
KCNAB2_proteomics,0.0033798987427885166,-0.558784508292067
PUS7_proteomics,0.0034367186483062182,0.43916788547769403
PRPF8_proteomics,0.0034680638257904655,0.32707312805733496
NSUN2_proteomics,0.0034680638257904655,0.3148783620022745
CLMN_proteomics,0.0034878768909936022,-0.3022107349795715
SLK_proteomics,0.0034937995645652115,-0.3057573605529692
AKR1C3_proteomics,0.0034994611807082922,-0.8056327009482855
SHOC2_proteomics,0.003518112067149153,-0.2647367226213155
UBTD1_proteomics,0.003518112067149153,-0.5779786066975947
ANLN_proteomics,0.003518112067149153,-0.9962724699476301
RFX2_proteomics,0.003518112067149153,0.6760220556822114
GATAD2A_proteomics,0.0035745092266420337,0.34810180155637516
FHIT_proteomics,0.0035752472252253108,-0.3762238621308755
IRF2BP1_proteomics,0.003602381524030876,0.4190358835909478
NUP98_proteomics,0.003640784460813315,0.27033844344631913
DSC2_proteomics,0.003640784460813315,-0.7244170717399425
CLEC16A_proteomics,0.003647422076161552,-0.2131324558150764
SF3B6_proteomics,0.0036522720530984382,0.3494656052963618
WBP2_proteomics,0.0036772480697420894,-0.4918854990684404
CAPRIN1_proteomics,0.0036772480697420894,0.3721865166688796
EVL_proteomics,0.0036772480697420894,-0.44874314784616304
SP3_proteomics,0.0036772480697420894,0.3729970130789333
ACTR1B_proteomics,0.0036772480697420894,-0.41813265559164303
CHAF1A_proteomics,0.003698768972991735,0.6469874691542796
WASHC5_proteomics,0.003712551402027466,-0.2189875629560892
FKBP14_proteomics,0.0037136986194994965,0.44166673003976153
SLC44A1_proteomics,0.0037136986194994965,-0.6141865522817425
AKR1D1_proteomics,0.0037321181863575804,-0.929409302599842
UBA2_proteomics,0.0037321181863575804,0.4037595917771549
MAG_proteomics,0.0037596969790858878,-1.119455209478744
LIN37_proteomics,0.003768764992980757,0.49325294084913346
FAM107B_proteomics,0.003932433959173341,-0.45046017949708905
ARGLU1_proteomics,0.003959235761278272,0.44895329893942904
CCDC134_proteomics,0.003959235761278272,0.39581619302985477
CBX5_proteomics,0.003959235761278272,0.6016960145875405
TREM2_proteomics,0.003959235761278272,-0.6116092828768566
LIPA_proteomics,0.003959235761278272,-0.6530127919879182
SIK3_proteomics,0.003968879381876962,-0.31445930555013185
PHAX_proteomics,0.0039992048675683515,0.4463721030256415
ALAD_proteomics,0.0039992048675683515,-0.5975132957221945
RPS25_proteomics,0.0039992048675683515,0.506882082450324
GLDN_proteomics,0.0039992048675683515,-0.6734810242168779
SPOCK1_proteomics,0.0039992048675683515,-0.7119548090240548
NCKAP1L_proteomics,0.0039992048675683515,-0.929567485592471
NINJ2_proteomics,0.004081620275762577,-0.46209648792281255
CREG1_proteomics,0.004082746768069801,-0.4660578386613925
C1orf35_proteomics,0.0041521171347831225,0.4916685378345887
AKAP6_proteomics,0.004171057300753704,-0.3637567270439461
NCL_proteomics,0.004171057300753704,0.3727680272599479
DOCK10_proteomics,0.004171057300753704,-0.5007155781412646
YBX1_proteomics,0.004171057300753704,0.5839298062324785
UGT8_proteomics,0.004173092623412714,-0.5552925314623416
RNF13_proteomics,0.0041915297816208655,-0.44265725010249546
EIF2B5_proteomics,0.004205917092659985,0.18843120265002722
EFTUD2_proteomics,0.004205917092659985,0.30442935594168385
TESC_proteomics,0.004212881506745462,-0.49201148972679154
RBM39_proteomics,0.004212881506745462,0.39731641169509546
PEX5L_proteomics,0.004212881506745462,-0.9507260311543679
WDR44_proteomics,0.004226609904904703,-0.2548207778738025
THOC2_proteomics,0.004226609904904703,0.2766275774241525
MTSS1_proteomics,0.0042656175906750984,-0.5214792424357145
ZFYVE27_proteomics,0.004267447661758881,-0.444018720684461
CCDC6_proteomics,0.004267447661758881,-0.4764060626080959
MMP12_proteomics,0.004267447661758881,-0.9145496755931527
SEPT4_proteomics,0.004275479942926951,-0.7157145631027161
ENPP4_proteomics,0.004275479942926951,-0.7037125340458635
DOCK3_proteomics,0.004280515976181873,-0.45242861672029333
ZC3HC1_proteomics,0.0043201664493669415,0.320748305733361
NUP153_proteomics,0.004344422769584503,0.38395972299956044
UBAP2L_proteomics,0.004362361310385802,0.2369067493038743
APLP1_proteomics,0.00441406643731532,-0.39303844670918603
POMT2_proteomics,0.004452323232626127,0.4738473836235008
RPS15A_proteomics,0.004453736297127108,0.33553135848752347
NES_proteomics,0.0044740172143222885,1.2449455934018065
SON_proteomics,0.00463202301436198,0.3096582905348192
EIF2S3_proteomics,0.004637189267524207,0.260444370801663
MBD3_proteomics,0.004637189267524207,0.6250089440607435
ACTL6A_proteomics,0.004655963123872987,0.3692203627384491
RFC3_proteomics,0.00467086972407416,0.4436710716837048
SELPLG_proteomics,0.00467492954796806,-0.6003688887542046
COMMD4_proteomics,0.004684871643185191,-0.257528466695935
MBP_proteomics,0.004700038267438808,-2.4813735068938088
ELF2_proteomics,0.004700038267438808,0.2901458494775131
EZH2_proteomics,0.004716661635278232,0.8761952041203163
SNRNP200_proteomics,0.0047287071127250155,0.3658937635849876
RMC1_proteomics,0.0047575516503456546,-0.2234869258424877
BUD31_proteomics,0.0047575516503456546,0.6085800236419654
TTC14_proteomics,0.004761973046234826,0.22395386495312022
SSRP1_proteomics,0.004761973046234826,0.6323784150016856
CPPED1_proteomics,0.004761973046234826,-0.5439958156692135
DPY19L4_proteomics,0.004761973046234826,0.4090170912747021
PEX16_proteomics,0.004761973046234826,-0.32935669112997645
TBC1D12_proteomics,0.004761973046234826,-0.48521686615552095
GART_proteomics,0.004761973046234826,0.47822214884033576
POLR1D_proteomics,0.004761973046234826,0.3876955859236415
COQ7_proteomics,0.004761973046234826,-0.3250217380273935
ALG6_proteomics,0.004770154145675567,0.345529533681336
FARSB_proteomics,0.004770154145675567,0.2888932378095768
ZDHHC20_proteomics,0.004816963937732153,-0.2721856794565879
TLR7_proteomics,0.004816963937732153,-0.5958485420065086
CDR2L_proteomics,0.004824488318437574,-0.20079123860011008
TRAPPC9_proteomics,0.004824488318437574,-0.24960982033173099
PPP1R21_proteomics,0.004825238670072994,-0.1481134984694196
UNC45A_proteomics,0.004825238670072994,0.5606067034732595
RCN1_proteomics,0.004825238670072994,0.537546739735475
EIF2S1_proteomics,0.004825238670072994,0.3860446497773473
MED6_proteomics,0.004825238670072994,0.37557783977729153
NEFM_proteomics,0.004825238670072994,-1.3275711447378764
ACSL5_proteomics,0.004825238670072994,-0.5389231854352476
ALG8_proteomics,0.004874017745413204,0.39539635813660956
SRRT_proteomics,0.004874017745413204,0.36681331123719074
EIF5A2_proteomics,0.004901775989075486,-0.5029121439281374
ABCF1_proteomics,0.004950957469702618,0.2905302837714154
CSE1L_proteomics,0.004985681426464758,0.33338641473712044
AKAP8_proteomics,0.005009555992277747,0.2991444851364289
FAM171A1_proteomics,0.005065076721592106,-0.512434834721647
DPM1_proteomics,0.005102058830734328,0.3314066376150005
EIF4E3_proteomics,0.005150515536978339,-0.4461802246087598
SNRPB2_proteomics,0.005150515536978339,0.293980174304747
IARS_proteomics,0.005150515536978339,0.35591499160908924
PLEKHA8_proteomics,0.005156224795685739,0.37349291303522103
SLCO2B1_proteomics,0.005231366927157674,-0.6570331744730775
TBC1D22A_proteomics,0.005249283134840419,-0.26413691129000616
PIK3IP1_proteomics,0.005249283134840419,-0.646863773457775
CTNND1_proteomics,0.005249283134840419,0.278258117574141
SPC24_proteomics,0.005259893068498018,0.8906050849964601
TIA1_proteomics,0.005308475283258767,0.419571608858772
PNN_proteomics,0.005323638727557083,0.38026663807403793
JOSD2_proteomics,0.005323638727557083,-0.393858931098632
RPLP2_proteomics,0.005323638727557083,0.4321751607479325
PPP1R3E_proteomics,0.005323638727557083,-0.38121933901604
SMC4_proteomics,0.005351973922552335,0.679094485521341
LRMP_proteomics,0.005351973922552335,-0.39278630910469603
TNPO3_proteomics,0.005351973922552335,0.27120138743959343
MAP7_proteomics,0.005351973922552335,-0.6789398989164054
ERC1_proteomics,0.005351973922552335,0.18294271445115146
MED8_proteomics,0.005351973922552335,0.3171572335378927
CIAO1_proteomics,0.005351973922552335,-0.2988519293130495
NAPEPLD_proteomics,0.005358892634829248,-0.594146575602659
NCOA7_proteomics,0.005384613958699381,-0.395402837529436
CAB39_proteomics,0.005384613958699381,-0.18709221443190746
PMS1_proteomics,0.005403243721135429,0.336445901783619
PNMA2_proteomics,0.005403243721135429,0.7626537524897815
DOCK2_proteomics,0.00540618583823097,-0.8007981043949994
BCLAF1_proteomics,0.005410587072158392,0.42324372804870375
PWP2_proteomics,0.005433924895372929,0.3155941335395533
CDK2AP1_proteomics,0.005433924895372929,0.42820053306753103
HSPBP1_proteomics,0.005433924895372929,0.3318284492682913
PEBP1_proteomics,0.005514750207388113,-0.639794052140067
TRAPPC10_proteomics,0.005574900970843905,-0.2286983659681743
SF3B4_proteomics,0.005587013000945934,0.33875324104126436
RPS2_proteomics,0.005702021152711795,0.395415715094775
CHUK_proteomics,0.005702021152711795,-0.24222427037246702
GCN1_proteomics,0.005710117627836841,0.2144498436527652
ATAD1_proteomics,0.005710117627836841,-0.4148124099032907
CIAO2B_proteomics,0.005727094740515728,-0.318053934285062
ADAP1_proteomics,0.005732735974779666,-0.847223941489367
MEST_proteomics,0.0057656278168107715,0.671859457124063
FAM102A_proteomics,0.0057656278168107715,-0.4328827069427205
SKP1_proteomics,0.0057656278168107715,-0.3650514882029855
ANK3_proteomics,0.005774142060546261,-0.8955846189519945
PRPF40A_proteomics,0.005774142060546261,0.3634604455111985
NUDT21_proteomics,0.005800479991001752,0.336462878429732
ADNP_proteomics,0.005816644774212355,0.36055551373880496
ADA2_proteomics,0.005854590461040071,-0.6574292878869921
ENPP6_proteomics,0.005865392156260765,-0.7241652770788405
ERMN_proteomics,0.005865392156260765,-1.150162037717064
CDK11B_proteomics,0.005865392156260765,0.38226774641169725
TRIM27_proteomics,0.005865392156260765,0.3496723530510806
C6orf120_proteomics,0.005865392156260765,-0.45740107999389
NSL1_proteomics,0.005865392156260765,0.461735474318737
SMC2_proteomics,0.005865392156260765,0.7850345230351241
ARL8B_proteomics,0.005865392156260765,-0.3058762742944201
ZNF260_proteomics,0.005865392156260765,0.6597983219159771
CTNNBL1_proteomics,0.005865392156260765,0.22421892464573367
NRIP2_proteomics,0.005865392156260765,-0.656744064482397
CNOT10_proteomics,0.005865392156260765,0.23092523870965567
PPIF_proteomics,0.005865392156260765,-0.5520038890901106
CMTM5_proteomics,0.005865392156260765,-0.5782773446014045
RFT1_proteomics,0.005865392156260765,0.5689410133242538
BIN1_proteomics,0.005865392156260765,-0.511620144137503
JAKMIP3_proteomics,0.005866568632519133,-0.4606631849756055
HEBP1_proteomics,0.005866568632519133,-0.3988222734217945
PTPRJ_proteomics,0.005876230934361586,-0.5832697557660331
DDX39A_proteomics,0.005876230934361586,0.4731640685429175
POLR1E_proteomics,0.005903860192866841,0.32839036672971145
SNRPA_proteomics,0.005915724311423113,0.3732081020003945
WDR37_proteomics,0.005947264871473538,-0.5485353595458236
NRDC_proteomics,0.00595743046243469,0.3072494886644872
SUB1_proteomics,0.00595743046243469,0.5231530106352416
XPO1_proteomics,0.00595743046243469,0.2800925368014751
HMGB2_proteomics,0.00595743046243469,0.661917298302351
BORCS8_proteomics,0.00595743046243469,-0.33016481144337606
PCBP2_proteomics,0.00595743046243469,0.2922557137418871
HPF1_proteomics,0.0059771739082107676,0.37230378953953935
TEAD1_proteomics,0.006014652241396818,0.42690268954216004
PRKCG_proteomics,0.006014652241396818,-0.914755909717543
FAM45A_proteomics,0.006014652241396818,-0.3707043283427523
GBF1_proteomics,0.006040658162540426,-0.250844584652212
GLE1_proteomics,0.0060820415957817,0.23051811216284548
TRIM24_proteomics,0.006083064273077949,0.5625986322023601
SHCBP1_proteomics,0.006097236692117132,0.601745712369703
SPIN1_proteomics,0.006097236692117132,0.4164421103584215
