Proteomics,Hnscc_P_Value,Hnscc_Median
AMPD3_proteomics,6.163861679567827e-05,-0.4657908350953548
MPP6_proteomics,6.18437945138854e-05,0.2850803896772476
THOC3_proteomics,6.247787121737455e-05,0.3317734737513476
VSIR_proteomics,6.661286830004717e-05,-0.4770710814047021
CSE1L_proteomics,6.757618314187198e-05,0.2899943479218976
STK10_proteomics,6.760341011819491e-05,-0.40566011401479685
TOP2A_proteomics,6.811073145726174e-05,0.6218802207139973
DHX36_proteomics,7.145691522211466e-05,0.24316935517039795
TRIM2_proteomics,7.198190633691893e-05,0.561701852463699
ICAM3_proteomics,7.370543138797573e-05,-0.5635727028335005
LSP1_proteomics,7.585459519413619e-05,-0.5838208315230489
ALDH3A2_proteomics,7.594276253451101e-05,0.4110982638913008
RGS14_proteomics,7.995613416469202e-05,-0.5711028102204523
JAK1_proteomics,8.263688834080767e-05,-0.16620717745539793
ZMYM2_proteomics,8.598946473389314e-05,0.2688060371320482
TMSB4X_proteomics,8.90054094024837e-05,-0.40986635414014927
OLA1_proteomics,9.162328977626022e-05,0.3072900298606491
NF1_proteomics,9.541392643531494e-05,0.30513542559764417
HSP90AA1_proteomics,9.576603318013696e-05,0.31329566640740225
UCHL1_proteomics,0.0001068583510513744,1.2256193209159
UBXN7_proteomics,0.0001106778615506453,0.5094148166894499
PTPRC_proteomics,0.00011106389283761068,-0.7590497278311013
CAD_proteomics,0.00011395189421198679,0.367408595754398
HDHD5_proteomics,0.00011428347855966251,0.27079815430895593
DGKH_proteomics,0.00011543896566149538,0.24098728085964893
FAS_proteomics,0.00011700155884036706,-0.5134348995534985
PAICS_proteomics,0.00011822994514145712,0.3959232753750932
HNRNPH1_proteomics,0.00011835164455566983,0.13152703673999966
DARS2_proteomics,0.0001226776864270832,0.3748964617965491
CAB39_proteomics,0.0001233592703341553,-0.3880587922021981
SSB_proteomics,0.0001239118744307699,0.2745255723653486
GFM1_proteomics,0.0001246972504420295,0.3962668357991497
CYBA_proteomics,0.00012579127674602975,-0.6760531749156549
PPME1_proteomics,0.00013639024350178017,0.500062274510654
IDI1_proteomics,0.00013689760786255524,0.5687718709011982
RPS6KA4_proteomics,0.0001385183211254644,-0.40112277008389796
RAB3B_proteomics,0.0001415781766219376,1.3262455482910482
TFRC_proteomics,0.00014576703495984732,0.8987722576870496
TNIP1_proteomics,0.0001492570435073008,-0.2533003218060479
TNFAIP8_proteomics,0.00015328778342832452,-0.49847131021629565
ACTR10_proteomics,0.00015372845181781393,-0.15989547672265303
ARHGAP45_proteomics,0.00015519534200370962,-0.4977791106915994
ZBP1_proteomics,0.0001573100674285933,-0.48076942801389677
SQSTM1_proteomics,0.00016457068823437455,0.26711185901690015
PLD4_proteomics,0.0001652910065195412,-0.5925922657374976
TKT_proteomics,0.00016829997843912064,0.2303981496466001
C12orf57_proteomics,0.00016843115577750564,0.28106473295769874
UGT1A7_proteomics,0.0001701460908941029,0.7482906570577512
IMP4_proteomics,0.000171066516479899,0.25858766036339986
GMIP_proteomics,0.00017333483974704534,-0.39113969841345053
RHOF_proteomics,0.00017829608283848207,-0.6980006100844953
HDAC7_proteomics,0.0001791670598393589,-0.20844702059275022
PPP1R18_proteomics,0.00018365973997347325,-0.32235064439979766
PIK3C2B_proteomics,0.0001849083022403624,-0.2763744360846978
SOX2_proteomics,0.00018601866749227478,0.7597432448418502
GNG2_proteomics,0.0001863189066262696,-0.3799196645771481
OPA1_proteomics,0.0001889342326747514,0.2803616896546046
CUTC_proteomics,0.00018944527067846087,-0.3143072125900517
AS3MT_proteomics,0.00019614542191634472,0.30066760739654796
B4GALT2_proteomics,0.00019841062832118712,-0.5925970357908454
DOCK8_proteomics,0.00019953454227844347,-0.5841008130539507
ISG20_proteomics,0.00020062684902465166,-0.7516953007840499
RFTN1_proteomics,0.0002012371961399422,-0.30561284004500067
GINS2_proteomics,0.0002032305714991413,0.5073506386724986
PABPN1_proteomics,0.0002068804445702998,0.12039940276090277
LRCH4_proteomics,0.00020823354399943992,-0.3031577831611507
INPP5D_proteomics,0.00021622050893278902,-0.5561001915026509
TAOK3_proteomics,0.00021861730154864854,-0.29962670634045097
WAS_proteomics,0.00022031435854749182,-0.4264653269372545
FLI1_proteomics,0.0002204218788970965,-0.4008248265583454
CYP4F11_proteomics,0.00022304006818389866,0.7494124612208495
NUP133_proteomics,0.0002236875719503095,0.1394550200803053
COMT_proteomics,0.00022862222035843985,0.28107356507234726
MYO1G_proteomics,0.0002331864575009231,-0.4146136513253005
LIG3_proteomics,0.0002352103805076912,0.2974088301877522
BIN2_proteomics,0.00023618610695743086,-0.6304382099436481
RCSD1_proteomics,0.00023654343753497445,-0.48696540713629943
SC5D_proteomics,0.00023742380581323787,0.78459669350325
ZFR_proteomics,0.00023981616105881872,0.25249652946279966
ABCB6_proteomics,0.00024268588857482364,0.577757562185603
PSPH_proteomics,0.00024388867842666973,0.6611419988428509
ADA2_proteomics,0.00025468393838878336,-0.4369605448002467
EIF3A_proteomics,0.00026143848059350305,-0.1533934116093505
UCHL5_proteomics,0.0002647891880132776,0.22784716905994884
RFC3_proteomics,0.0002659568207597151,0.2512107797439569
LILRB1_proteomics,0.00027105318043969335,-0.6958498296879014
TOR4A_proteomics,0.0002712570670192819,-0.5100517555320998
XPO5_proteomics,0.00027696775064411054,0.511937197969047
NUDT9_proteomics,0.0002778893278617339,0.22888182713435157
PRPF3_proteomics,0.0002783624906639945,0.1679093704371013
ABCC5_proteomics,0.0002830993582684277,0.7670106258314995
GMPS_proteomics,0.0002838597198620421,0.4154515761497457
IPO9_proteomics,0.00028542507842638443,0.2805372578048484
PSMB9_proteomics,0.0002892717851002991,-0.3713575881171991
STX11_proteomics,0.00029471612957465064,-0.42953460292090284
IMP3_proteomics,0.0002976675691252876,0.3357288511238501
PHF6_proteomics,0.0003033329364144176,0.4103769679295013
WDR26_proteomics,0.00030859997798305766,0.14348007596190016
HSPD1_proteomics,0.0003094767052570013,0.31030310226114466
GIMAP6_proteomics,0.0003110142674451052,-0.4291195101102012
NKRF_proteomics,0.0003132985300806934,0.3467709581755507
FYB1_proteomics,0.0003137614278065769,-0.6449807932744491
CCR1_proteomics,0.0003167129646357233,-0.7595716514688995
PRAM1_proteomics,0.00031813898377425274,-0.38425071242250297
ACOT13_proteomics,0.0003198649304083504,0.36704607295930103
GRHL2_proteomics,0.0003200672446752179,0.3660930601195993
LNPK_proteomics,0.0003242275721790693,0.2789242041318545
SP140L_proteomics,0.00032668811889232746,-0.42183926800435145
DECR2_proteomics,0.0003270787675199712,0.5098912509343023
FAM107B_proteomics,0.00032709973408315203,-0.3884232578963953
DEF6_proteomics,0.0003334248499281372,-0.2502478775023036
STK4_proteomics,0.00033402215930731794,-0.2577711207270994
IGLL1_proteomics,0.00033458217332213176,-0.4115814224861474
KPNA2_proteomics,0.00033866520773116217,0.44892787152609515
PI4K2A_proteomics,0.0003398871789384353,-0.2944582595805052
MDC1_proteomics,0.0003421066317473423,0.35795691404410235
UNC13D_proteomics,0.0003430250079988384,-0.5573150835384517
FASN_proteomics,0.000350630196932714,0.28765635029674996
PLCL2_proteomics,0.0003546172269284636,-0.3314737553603493
TMEM14C_proteomics,0.0003584452000332223,0.4285266870165003
ISYNA1_proteomics,0.0003653090790952275,0.36446380150589874
SH3KBP1_proteomics,0.0003661921474570215,-0.5712429370663017
MCCC1_proteomics,0.0003792898775651511,0.4350393272801014
HACD3_proteomics,0.00038165737911513266,0.49912758709190186
SIPA1_proteomics,0.0003849501933162477,-0.23228931451405188
PRKCB_proteomics,0.00038498781651616885,-0.5693018478280543
INTS3_proteomics,0.00038898399774530096,0.18460066810134634
RAB3GAP2_proteomics,0.00039802386878758653,0.11782820971959751
HEXIM1_proteomics,0.00039974611396801453,0.27024428415625223
PRTFDC1_proteomics,0.00040047314399038064,0.6735727697357525
SPN_proteomics,0.00041209370607926405,-0.5637024711200986
VAMP4_proteomics,0.00041740041119121504,0.3447649249717024
ARHGAP9_proteomics,0.0004231349204525695,-0.4104294301352489
NOL9_proteomics,0.00042903229921687457,0.2012821152629023
PRMT5_proteomics,0.0004300393805478972,0.3181353050403537
APBB1IP_proteomics,0.0004429010877951291,-0.5313207538984521
APOBR_proteomics,0.0004430258503880587,-0.4303719550293472
LRPPRC_proteomics,0.0004449193680935934,0.3544197781301506
BDH1_proteomics,0.0004528628931737188,0.49815418551970225
IL16_proteomics,0.0004566192902049018,-0.5034160393343505
TUBB_proteomics,0.00045696664210153254,0.28862190103960117
ACAP1_proteomics,0.00046396627361752524,-0.3952890112701475
GPC3_proteomics,0.00046553645277215723,0.5236574247758021
DCTN6_proteomics,0.00047765988089290925,-0.22588346373199997
PLCG2_proteomics,0.00047809447033232667,-0.38900515240105094
XPNPEP3_proteomics,0.0004804063017337586,0.388347830938649
TOP3A_proteomics,0.0004918525843562126,0.37407119466514516
PHYH_proteomics,0.0004940347456677933,0.4528153794147478
TNFAIP8L2_proteomics,0.0004990053660612354,-0.45917494141779613
GSTCD_proteomics,0.0005005197795461935,0.25863142416370266
RELB_proteomics,0.0005006290562219458,-0.3449216647862521
PCBP1_proteomics,0.0005020574245693278,0.12604188640585434
PTGES_proteomics,0.0005205207159598651,-0.6494503454719514
RFC4_proteomics,0.000522984563513373,0.44631222553274696
CYBB_proteomics,0.0005231291095144943,-0.711264916949748
MT1E_proteomics,0.000530789973613052,-0.9811983276703984
THUMPD3_proteomics,0.0005345062860353349,0.23022848721810263
PTDSS1_proteomics,0.0005345779592363754,0.3132596907473477
RAB8B_proteomics,0.0005438086840717225,-0.3767231471775041
CHUK_proteomics,0.0005445114693709569,-0.224067471199902
SYNJ1_proteomics,0.0005462199663454328,-0.12195249314315504
NUF2_proteomics,0.0005477077471495393,0.6720254981361009
CD27_proteomics,0.0005515905652457355,-0.5507815398445963
BTK_proteomics,0.0005540763247512484,-0.5156384591611953
ARMH3_proteomics,0.0005584141488828229,-0.13594070132674574
MT2A_proteomics,0.0005638154634080263,-0.7808046485823539
TENT5C_proteomics,0.000571174934242412,-0.335868035732652
NOL10_proteomics,0.0005726436042236644,0.3064576532261505
KDM3A_proteomics,0.0005735765030591414,0.4519661654629985
GNAI2_proteomics,0.000576013594028062,-0.1695153037011039
ARHGAP30_proteomics,0.0005811442691747003,-0.5072581047870024
GSS_proteomics,0.000581819133527473,0.25187707245470037
LIN54_proteomics,0.0005856434597018015,0.24060995342750147
ACLY_proteomics,0.0005877974674607687,0.3505277839083476
ARHGAP25_proteomics,0.000589730351415134,-0.47468974789554963
STX2_proteomics,0.0005901162409860394,-0.36144458022175385
LAMB4_proteomics,0.0005903438759801167,-0.4427033330104493
MLKL_proteomics,0.0005906713789296278,-0.31661213624180107
ACAP2_proteomics,0.0005987709111391844,0.2908298249745478
LRRK2_proteomics,0.0005989236187713819,-0.4136310995829504
FES_proteomics,0.0005990403021623286,-0.3028660826041012
TBCE_proteomics,0.0005996148402008354,0.2594553172327956
GRAP_proteomics,0.0006034069627356767,-0.30835880156999806
SAMD9L_proteomics,0.0006038758076884628,-0.40229819743530015
PPP2R2D_proteomics,0.0006109766118429208,-0.23350959252180203
PUF60_proteomics,0.0006147866962404568,0.20372187442735168
DENND3_proteomics,0.0006202071234248553,-0.312258396598903
SPAST_proteomics,0.0006251374783656254,0.3255553168576455
ADAMTSL4_proteomics,0.0006260240546242738,-0.36976423357369725
RFC2_proteomics,0.0006321650909256749,0.37143410174319413
PAPOLA_proteomics,0.000633494522229384,0.2230393295278965
BIN3_proteomics,0.0006389744272781247,-0.22104329294304748
EVI2B_proteomics,0.0006479957487596159,-0.47443390864039614
SP100_proteomics,0.0006504354474107375,-0.4772024822004006
PECAM1_proteomics,0.0006613868898973135,-0.30185163144679805
CPNE2_proteomics,0.0006633025167816207,0.14073426749115114
HNRNPU_proteomics,0.0006651441058186322,0.2235138456816017
CD48_proteomics,0.0006651933613300589,-0.6372385993976017
ZC3H12A_proteomics,0.0006706109869067738,-0.3542929683338478
WAPL_proteomics,0.0006722841145219642,-0.22097438963885097
TSNAX_proteomics,0.000672577611286618,0.215148321809
INPP4B_proteomics,0.0006755535757107907,-0.5915958152576515
ICAM1_proteomics,0.0006772146471907001,-0.4751337209571993
USP5_proteomics,0.0006780605845944113,0.16244302219890017
PPP1R9B_proteomics,0.000679029869144485,-0.1842979970113987
PTGDS_proteomics,0.0006811589627967126,-0.3038046048183993
NAMPT_proteomics,0.0006848679409327151,0.21819705466254646
PAK1_proteomics,0.0006899387171852572,0.37226068664799783
CTSG_proteomics,0.0006907687759396355,-0.6454740067482554
ATAD3B_proteomics,0.0006954152234557886,-0.45871131599564663
PSMD9_proteomics,0.0006999771618957996,-0.1589906919704518
MAP2_proteomics,0.0007105657204907555,0.8483481520040499
RASIP1_proteomics,0.0007231098750579125,-0.28234133487624646
EPCAM_proteomics,0.0007332749471589867,1.2822430793626545
RAB8A_proteomics,0.0007481485471557522,-0.2637322981640544
INTS7_proteomics,0.0007569643337802107,0.15967211492824873
HNRNPL_proteomics,0.0007577135073386766,0.13815728478650158
HSPE1_proteomics,0.0007587259826521402,0.3630246595448483
MCM3_proteomics,0.0007645058100857542,0.48662914919804834
NCKAP1L_proteomics,0.0007865719058409276,-0.4629032158325508
INTS4_proteomics,0.0007877242288862417,0.19297113391385068
ZEB2_proteomics,0.0007996207110122492,-0.2645747679730519
PDZK1IP1_proteomics,0.0008047615634967897,-0.9819435340219016
UBA3_proteomics,0.0008064050070063892,0.07620554533719925
PIK3CG_proteomics,0.0008116374586972778,-0.47524109021304994
TOP2B_proteomics,0.0008133149607204703,0.2577558027713991
PARD3_proteomics,0.0008160994116159188,0.4704434527061494
C1QBP_proteomics,0.0008190673543674562,0.2907007469526981
HNRNPA3_proteomics,0.0008384445532215579,0.32226134388004724
DOCK10_proteomics,0.0008417840960528751,-0.47447377181624617
PCNA_proteomics,0.0008435488188072267,0.42073993630175366
BIRC6_proteomics,0.0008552532959594546,0.21756881113059734
FNBP1_proteomics,0.0008572653606622108,-0.42383608641965154
PCDH1_proteomics,0.0008683837650327301,-0.2852416731935037
KPNB1_proteomics,0.0008698326270580499,0.16172637356549657
PAG1_proteomics,0.0008731461094365146,-0.2503582256217527
FXR1_proteomics,0.0008892995373452746,0.363027464638602
ARHGEF1_proteomics,0.0008912202591715859,-0.16060643173829803
GRK2_proteomics,0.0009095017612205812,-0.18953926504950047
NUP210_proteomics,0.0009096984837813866,0.53503565605455
RAC2_proteomics,0.0009158342426613987,-0.5179849902449511
PSTPIP1_proteomics,0.0009168618958676359,-0.42042527049924416
NCBP1_proteomics,0.0009170549620164025,0.19139309475480104
DARS_proteomics,0.0009178439942487868,0.1784710318758016
IKZF1_proteomics,0.0009330614407957778,-0.4646666633847012
MAP4K1_proteomics,0.0009337926037715625,-0.4191450314306522
DTX2_proteomics,0.0009437946086633594,-0.3644226303010534
ELMO1_proteomics,0.000963025688183689,-0.5086578024041977
LSM2_proteomics,0.0009697176558184136,0.16623464601255478
PIGU_proteomics,0.0009700242986926396,0.2070900881033495
NUP85_proteomics,0.0009766073834731963,0.17515486147190273
PSMD2_proteomics,0.0009774802335134436,0.0986877985704453
UBAP2L_proteomics,0.0009786598554221116,0.17660883582309594
ZNF324_proteomics,0.0009858626127365244,-0.3502671319772972
IRF4_proteomics,0.0009880975897282943,-0.8459168227498033
MCM4_proteomics,0.0009933292548226016,0.5263351540492991
DYNC1H1_proteomics,0.0009968178472352356,0.16469582527079396
SIKE1_proteomics,0.0009971639769965417,-0.17603737615715076
HEATR1_proteomics,0.0009988794690119266,0.18270021754389631
MCM7_proteomics,0.0010021639264309924,0.5777182285904985
ZC3HAV1L_proteomics,0.0010117013867080077,0.19816592583070047
PPAT_proteomics,0.0010119207861818825,0.1887969944217005
PSMD8_proteomics,0.0010162018187456128,0.11681997735569638
SENP3_proteomics,0.0010200949625961348,0.22051329458989954
PSD4_proteomics,0.001022247285641837,-0.2861562932284514
AHCTF1_proteomics,0.001039136841674496,0.13756009268769986
RCOR3_proteomics,0.0010457481086409998,0.3422976557201487
PGRMC1_proteomics,0.0010482965733912264,0.36554153846505244
MCM2_proteomics,0.0010519593414552784,0.470941348502695
WIPF1_proteomics,0.001057345012024447,-0.3376784662828989
SYNE1_proteomics,0.0010624833230685744,-0.3067804478560987
ATAD1_proteomics,0.0010669888486401426,-0.18274669672679877
WDFY4_proteomics,0.0010677268397370604,-0.4761850299486525
DOCK2_proteomics,0.0010707165038263571,-0.4700433080863
DNAJC19_proteomics,0.0010722544066425475,0.22709803243949622
EIF4A3_proteomics,0.0010792536278650955,0.12186121146010365
RAI1_proteomics,0.0010866575462554467,0.26840852259520176
PHB_proteomics,0.0010916191708244011,0.18727295807060074
DHX8_proteomics,0.0010935770213028042,0.23015275867560092
CD2_proteomics,0.0011077487562931403,-0.6411170338958989
CYFIP2_proteomics,0.0011083171487455044,-0.4936720433220465
ANPEP_proteomics,0.0011170411827154114,-0.3091000320386996
VRK1_proteomics,0.0011182032797711367,0.14278053487854336
POLB_proteomics,0.0011231236487314622,0.3952098247138025
UBA2_proteomics,0.0011325759982383195,0.39946673917004816
MYO19_proteomics,0.001135557577295357,0.19660437175905088
PRKDC_proteomics,0.001139289756860648,0.304890431247852
PPP1R3G_proteomics,0.0011519537804928115,0.27153628550395226
TUBA1B_proteomics,0.0011539324152452374,0.2834141577200491
APAF1_proteomics,0.0011546020350454349,-0.30906732995524777
CORO1A_proteomics,0.0011788876090273951,-0.4545491719154029
ENOPH1_proteomics,0.0011802805633640474,0.2460561356095461
TRAP1_proteomics,0.0011823910757612073,0.19126816387054646
NXNL1_proteomics,0.0011847659072928313,-0.8013505591953987
PRPF40A_proteomics,0.001190675725523415,0.17857511290659644
METAP1_proteomics,0.0011973475076045765,0.2122398393400502
ODF2_proteomics,0.001198141434259239,-0.15519133923610084
WDR75_proteomics,0.0012002801192569214,0.26084692949885024
CAPZB_proteomics,0.0012113844005695693,-0.18398273744704952
PFN2_proteomics,0.0012120681100380886,0.7202963138246012
SMAP2_proteomics,0.0012133013511063445,-0.29069419926884876
MME_proteomics,0.001222331428887606,-0.5842013590048474
NAE1_proteomics,0.0012287351884041264,0.12645329418100104
UBE2O_proteomics,0.0012325756223860432,0.14265259157194876
DDX5_proteomics,0.001247277660713336,0.17012925577644822
AP1S2_proteomics,0.0012530170223505055,-0.2126822304852496
CDH5_proteomics,0.0012682674803442073,-0.1646087899107016
APOBEC3A_B_proteomics,0.0012730637714185736,-0.8412874802280506
ZFYVE27_proteomics,0.0012844214840408725,-0.39557006481374657
PSMD1_proteomics,0.0012856803523635875,0.09309789736039775
DOK2_proteomics,0.0012897615840741004,-0.4932939868531001
GFPT1_proteomics,0.0012968673141907589,0.1233072122977994
CD5_proteomics,0.001297345294332657,-0.5940904709317998
LIME1_proteomics,0.0013165260404699043,-0.6145466045625447
ADGRE5_proteomics,0.0013276099213398037,-0.3440021333259011
MAD2L1_proteomics,0.0013279900105569163,0.3852094407858502
GPM6B_proteomics,0.0013518249149888815,-0.324083769008503
SYNCRIP_proteomics,0.0013600404651446874,0.21705693413505145
PREX1_proteomics,0.0013611793874071325,-0.395413674744745
AHCY_proteomics,0.001361840161374395,0.2544271330317933
UTP6_proteomics,0.0013699808456417654,0.1852535153072452
PGLYRP3_proteomics,0.001397320201916131,-0.9600695398598944
C3orf58_proteomics,0.0014022496482951306,0.6276369899395
SKAP2_proteomics,0.0014058563642382837,-0.6211453911069462
MAPKAPK2_proteomics,0.001409980695446585,-0.1341532436867503
PAPLN_proteomics,0.0014105364323683952,-0.5196444519800991
SHOC2_proteomics,0.0014177325133110253,-0.18801840410199588
MAST3_proteomics,0.0014192120936586978,-0.27926622273739454
DKC1_proteomics,0.0014515685690588728,0.14427891517815183
COTL1_proteomics,0.0014574730622222165,-0.4324060357384951
TIMM8A_proteomics,0.001464660073067238,0.26217482179924545
GAPDH_proteomics,0.0014685512147754839,0.3082498346207494
SLC10A6_proteomics,0.0014880054073239195,-0.5769783004811657
MCCC2_proteomics,0.0014941571210202221,0.3153365922861475
RCOR1_proteomics,0.0014994251226300697,0.22851722801610208
PTS_proteomics,0.001499891997331475,0.5099152750079021
ARHGDIB_proteomics,0.001517524299310007,-0.500412812805596
MIF_proteomics,0.0015190791771709617,0.17812213163794866
MCM5_proteomics,0.001524836698211832,0.4759112294018486
DSG2_proteomics,0.001532506387681941,0.5341955630326964
IFNAR2_proteomics,0.001536897452785456,-0.5105976606587461
DNM1L_proteomics,0.001537708442428942,0.1455849052285494
TARBP1_proteomics,0.0015408992741284403,0.20167431387029922
PIP4K2A_proteomics,0.0015436422875741015,-0.2247127830474014
SIRPA_proteomics,0.0015545209693773718,-0.29298588952714866
PMVK_proteomics,0.0015556104982389794,0.40086107958995143
TPR_proteomics,0.00155583574919126,0.2078201641014985
ITGA4_proteomics,0.001556439544050979,-0.1776181335637972
CD4_proteomics,0.0015753711910202412,-0.5795518673823032
ST6GAL1_proteomics,0.0015868760797636543,-0.6245621226267488
FKBP11_proteomics,0.0015906599627126474,-0.3574027942460489
U2AF1L5_proteomics,0.0015916899211675226,0.24224577605674824
RIF1_proteomics,0.0016006367269649764,0.4687724490382479
YARS2_proteomics,0.0016106017535826025,0.2228572359834473
VNN2_proteomics,0.0016207815846315918,-0.6479294598291467
COX7A2_proteomics,0.0016222673190050797,-0.31398245887545073
GSDMB_proteomics,0.0016259247639310525,-0.8570339874127022
ACSS1_proteomics,0.0016264082664883054,0.5476694556889505
HIF1AN_proteomics,0.0016318483444391393,-0.21389154341455097
CD53_proteomics,0.0016378736892817096,-0.4690456356683974
IFT27_proteomics,0.0016454717847987077,0.24093914189504773
TRAFD1_proteomics,0.0016475592483409694,-0.20723576009719835
ANXA4_proteomics,0.0016528001078956478,0.22652962641454621
HDAC2_proteomics,0.0016567107998205445,0.25207511833029983
MYO1F_proteomics,0.0016656441238514254,-0.4747944506606494
NMT1_proteomics,0.0016677872160597393,0.1309382058067996
GCLM_proteomics,0.0016680678178759777,0.6655752322239508
C8orf82_proteomics,0.0016765616667071357,0.3065864821617481
PIK3CA_proteomics,0.001676624117797313,0.16366335136745036
DCTN5_proteomics,0.0016875976653866374,-0.17782068670575768
FAHD1_proteomics,0.0016938051805338312,0.35487383361790137
SEMA4A_proteomics,0.0016951970487427725,-0.4592778492252947
RUNX3_proteomics,0.0016961478865549933,-0.28881426020130263
THOC2_proteomics,0.0017125156977998782,0.2219156390411996
RGS19_proteomics,0.0017197392803496917,-0.3209032049459495
CD93_proteomics,0.0017385509597273292,-0.2309998972838514
PSMB10_proteomics,0.0017411077916941818,-0.4503519273825489
NOTCH2_proteomics,0.001749048412038563,-0.1735293955607986
WDR4_proteomics,0.001749323643061793,0.20614067423919735
SPR_proteomics,0.0017505400637356694,0.2533144594417003
MPHOSPH10_proteomics,0.0017508024520628263,0.13979334434080215
