Proteomics,Luad_P_Value,Luad_Median
RHOJ_proteomics,0.08057323129481006,-0.8337000000000001
PLEKHO1_proteomics,0.08086589694016831,-0.9108499999999999
ANO6_proteomics,0.08086589694016831,-0.7199500000000001
EPHB3_proteomics,0.08086589694016831,1.0613000000000001
MTMR10_proteomics,0.08086589694016831,-0.45914999999999995
RPL13A_proteomics,0.08086589694016831,-0.6590499999999999
CYBB_proteomics,0.08086589694016831,-1.17085
FYB1_proteomics,0.08086589694016831,-0.91735
PCCB_proteomics,0.08086589694016831,0.75995
RPL35_proteomics,0.0822209119349289,-1.54915
SACM1L_proteomics,0.08316107402318977,-0.5372500000000001
GNG5_proteomics,0.08316107402318977,-0.6464
DNMBP_proteomics_1,0.08316107402318977,
RNF113A_proteomics,0.08316107402318977,0.44945
EIF5_proteomics,0.08316107402318977,0.5522
TC2N_proteomics,0.08316107402318977,2.3434999999999997
IDE_proteomics,0.08316107402318977,-0.39685
ASAP3_proteomics,0.08316107402318977,0.78925
GZMK_proteomics,0.08409121317344899,-1.6824000000000001
SYNE2_proteomics,0.08409121317344899,1.3571499999999999
KBTBD2_proteomics,0.08543227632967328,0.36829999999999996
SIGLEC7_proteomics,0.08543227632967328,-1.1160999999999999
SKAP1_proteomics,0.08610386718482403,-0.8702000000000001
FAM49A_proteomics,0.08702859962457352,-0.6905999999999999
NRP1_proteomics,0.08909660992714216,1.2444000000000002
EOGT_proteomics,0.0905491402309089,-0.5996999999999999
SIRT1_proteomics,0.0912956784664713,-0.37545
LACTB_proteomics,0.09191451728361709,-0.39135
RIPOR1_proteomics,0.09351624232872717,-0.49039999999999995
CCDC88B_proteomics,0.09351624232872717,-0.3924
CRIP2_proteomics,0.09351624232872717,1.39705
NUDT9_proteomics,0.09391445875269036,0.72325
TAX1BP1_proteomics,0.09455139088336666,1.5333
DOK2_proteomics,0.09471620508712575,-0.7840499999999999
KIF21B_proteomics,0.09539092515254935,-0.627
IL13RA1_proteomics,0.09539092515254935,1.51595
GIMAP2_proteomics,0.09539092515254935,-0.8305499999999999
METTL3_proteomics,0.09601963095944928,0.37224999999999997
MYH4_proteomics,0.09638094686450108,-0.8132499999999998
ABI3_proteomics,0.0970322181141595,-0.6547000000000001
HIF1AN_proteomics,0.09770107764421904,-0.45420000000000005
KHDRBS3_proteomics,0.09770107764421904,1.8613
ETS1_proteomics,0.09784988071062889,-0.7593
MYOF_proteomics,0.09845831223264047,-0.9802500000000001
ARMC9_proteomics,0.09895957518220753,0.72545
TRPV2_proteomics,0.09963045241281734,-0.5299500000000001
IL16_proteomics,0.09973059580077093,-0.77475
SDHAF3_proteomics,0.09973059580077093,1.4203000000000001
ZDHHC3_proteomics,0.09973059580077093,-0.381
TRMT5_proteomics,0.09973059580077093,0.7165999999999999
LRMDA_proteomics,0.09994119725774833,-0.83795
RALGAPB_proteomics,0.09994119725774833,0.61195
PIK3AP1_proteomics,0.10053249099601626,-0.9702500000000001
ISCA2_proteomics,0.10053249099601626,0.42124999999999996
FAU_proteomics,0.10053249099601626,-0.7586499999999999
LIME1_proteomics,0.10053249099601626,-3.55165
FAS_proteomics,0.10198697364152122,-0.8015
CGGBP1_proteomics,0.10198697364152122,-0.45665
RPS6_proteomics,0.10198697364152122,-1.2318
MICAL1_proteomics,0.10237881799357151,-0.5246000000000001
PPP3CC_proteomics,0.10372629008205547,-0.53355
AHSA1_proteomics,0.10372629008205547,0.6828
CDKN1B_proteomics,0.10442471831637089,-0.8341500000000001
GON7_proteomics,0.10442471831637089,0.8661500000000001
ATG2B_proteomics,0.10638885548309963,0.5578000000000001
FCGR2B_proteomics,0.10638885548309963,-0.8444499999999999
DNAAF5_proteomics,0.10677148563644628,0.5079
CDK13_proteomics,0.10749576096554299,0.49225
DNAJB2_proteomics,0.10749576096554299,0.5206
PI4K2A_proteomics,0.10749576096554299,-0.533
ARPC1B_proteomics,0.10749576096554299,-0.48464999999999997
FAHD2A_proteomics,0.10814526417678455,0.72685
RHBDD1_proteomics,0.10814526417678455,-0.85665
TNFAIP8L3_proteomics,0.10814526417678455,-0.76935
INPP5D_proteomics,0.10814526417678455,-0.6286
CMC4_proteomics,0.10814526417678455,1.1435
RPL8_proteomics,0.10814526417678455,-0.59335
TMED7-TICAM2_proteomics,0.10814526417678455,-0.8866
CR2_proteomics,0.10814526417678455,-1.7755
C11orf98_proteomics,0.10911683392544805,-0.7558
WASHC1_proteomics,0.10941674978894765,-0.34459999999999996
SPCS1_proteomics,0.10946574528163663,-0.8147500000000001
PTPRF_proteomics,0.10946574528163663,0.91075
PSMD10_proteomics,0.10946574528163663,0.48915
DHRS9_proteomics,0.10946574528163663,-0.89335
PGRMC1_proteomics,0.11021650632315451,1.1735
ZFYVE1_proteomics,0.11021650632315451,0.74595
GRK5_proteomics,0.11021650632315451,-0.7303999999999999
RPS27A_proteomics,0.11021650632315451,-0.23489999999999997
CBL_proteomics,0.11021650632315451,-0.5087
ARID3A_proteomics,0.11021650632315451,-1.1195499999999998
THTPA_proteomics,0.11021650632315451,0.6710499999999999
DCTN2_proteomics,0.11103402444251266,-0.87875
XIAP_proteomics,0.11103402444251266,0.5248
GPC4_proteomics,0.1113474769974398,1.41985
RAPH1_proteomics,0.1120916518805568,0.8602
PPP1R9B_proteomics,0.11341239731363092,-0.40549999999999997
SNX17_proteomics,0.11341239731363092,-0.3507
BAG6_proteomics,0.11402619641584684,0.5683499999999999
PRKCQ_proteomics,0.11572351919986286,-0.9066500000000002
KHNYN_proteomics,0.11580313357791615,0.53295
SPTBN2_proteomics,0.11580313357791615,1.2908
ARHGEF1_proteomics,0.11580313357791615,-0.6839999999999999
LILRB1_proteomics,0.11720067478253825,-1.13255
GRK6_proteomics,0.11817806810122347,-0.4962
GLTP_proteomics,0.11817806810122347,1.028
STT3B_proteomics,0.11838676587460684,-0.64435
ZNF195_proteomics,0.11838676587460684,-0.93405
PARVG_proteomics,0.11878839395621218,-0.6088
HCK_proteomics,0.11878839395621218,-0.7555
KIF20A_proteomics,0.11878839395621218,1.3592
HOOK1_proteomics,0.11878839395621218,0.98455
NRAS_proteomics,0.11878839395621218,-0.6493
SIPA1L1_proteomics,0.11907546869217114,0.20074999999999998
TMPO_proteomics,0.11907546869217114,-1.01195
SUPV3L1_proteomics,0.11907546869217114,-0.93575
SP140L_proteomics,0.11930912779205176,-0.48829999999999996
AHR_proteomics,0.11930912779205176,1.0903
HINT2_proteomics,0.11930912779205176,0.7334
UBE2J1_proteomics,0.1202592366875621,-1.12675
PLXNC1_proteomics,0.1202592366875621,-0.51535
DAP_proteomics_1,0.1202592366875621,
LAP3_proteomics,0.1202592366875621,-0.9541499999999999
WASHC4_proteomics,0.1202592366875621,-0.36939999999999995
KIF3A_proteomics,0.1202592366875621,0.53015
NCOA3_proteomics,0.1202592366875621,0.39204999999999995
EHF_proteomics,0.1202592366875621,1.04845
FBXL18_proteomics,0.1202592366875621,0.6798500000000001
MZB1_proteomics,0.1202592366875621,-3.12905
PRNP_proteomics,0.1202592366875621,-0.70355
SMC6_proteomics,0.1202592366875621,-0.5321499999999999
PGLS_proteomics,0.1202592366875621,0.33115
TPRKB_proteomics,0.1202592366875621,0.6827000000000001
CD38_proteomics,0.1202592366875621,-1.70315
ALKBH4_proteomics,0.1202592366875621,0.55755
NCOA2_proteomics,0.12127543003624834,0.3765
DMXL2_proteomics,0.12127543003624834,-0.3496
ALDH1L1_proteomics,0.12127543003624834,1.155
SAV1_proteomics,0.12127543003624834,0.472
DNAJC1_proteomics,0.12173997326448807,-0.876
FAM84B_proteomics,0.12173997326448807,0.6761
MRAS_proteomics,0.12197949053345698,-0.6852500000000001
TM6SF1_proteomics,0.1228302504234067,-0.9789000000000001
RAP2B_proteomics,0.12297159435972506,-0.57345
GRHL2_proteomics,0.12303314002906039,1.1643000000000001
CDV3_proteomics,0.12303314002906039,-0.6417499999999999
POGLUT1_proteomics,0.12378728956355411,-0.5936999999999999
FOXK1_proteomics,0.12378728956355411,0.33165
IVNS1ABP_proteomics,0.12378728956355411,-0.48860000000000003
FOXO1_proteomics,0.12378728956355411,-0.57005
WIPF1_proteomics,0.12378728956355411,-0.795
SLC39A14_proteomics,0.12378728956355411,-1.03225
CD200_proteomics,0.12378728956355411,-0.7707500000000003
SUMF2_proteomics,0.12378728956355411,0.9579
MRM2_proteomics,0.12378728956355411,0.8949
PREX1_proteomics,0.12378728956355411,-0.54605
GZMM_proteomics,0.12378728956355411,-0.9583500000000001
DYRK1A_proteomics,0.12378728956355411,0.23165
C1QTNF3_proteomics,0.12378728956355411,1.6869999999999998
RALGAPA2_proteomics,0.12378728956355411,1.2546
ADGRE5_proteomics,0.12452815187020069,-0.5922499999999999
NKIRAS2_proteomics,0.12500345384302625,0.51425
ZYG11B_proteomics,0.12565506838726687,0.4553
CDKN2A_proteomics,0.12565506838726687,1.60975
ZFP36L1_proteomics,0.12565506838726687,0.68115
ITM2B_proteomics,0.12565506838726687,-0.5457500000000001
ANKRD36_proteomics,0.12565506838726687,-0.6035
NUP88_proteomics,0.12565506838726687,-0.39490000000000003
CCDC50_proteomics_1,0.12565506838726687,
PTGIS_proteomics,0.12658627538370026,-0.7353000000000003
WDR34_proteomics,0.12755275567308255,0.5823499999999999
WDR77_proteomics,0.1283232266602586,0.31275
ACTR10_proteomics,0.1283232266602586,-0.34840000000000004
CYBA_proteomics,0.12875697783411516,-0.7874
HSDL2_proteomics,0.1290221082853218,0.6112500000000001
SEMA4D_proteomics,0.1290221082853218,-0.42035
WDTC1_proteomics,0.12960683650623286,0.3683
RPL14_proteomics,0.12976426800365432,-0.88655
RILP_proteomics,0.12976426800365432,-0.6624999999999999
FGGY_proteomics,0.13007802486609224,0.76795
AKNA_proteomics,0.13078220548274716,-0.29305
RAB5B_proteomics,0.13129695831684132,-0.58595
NOL12_proteomics,0.13169442719305977,-1.0224499999999999
CCDC50_proteomics,0.13220268299303248,-0.4062
PLVAP_proteomics,0.13242480345361987,-0.7494000000000001
MCAT_proteomics,0.13304812907602,1.5361
STAT5B_proteomics,0.13387226019210247,-0.5018
POFUT1_proteomics,0.13398694387797447,0.61125
AIFM2_proteomics,0.13398694387797447,-1.16925
GBP3_proteomics,0.13411633671970347,-0.7875
UCK1_proteomics,0.13411633671970347,0.5188999999999999
LMF1_proteomics,0.13434533342052526,-1.00885
LSP1_proteomics,0.13434533342052526,-0.8135
PPP2R5E_proteomics,0.1345873027251837,0.6266499999999999
BANK1_proteomics,0.13512860779121047,-0.8171499999999999
GBP5_proteomics,0.13699540407461236,-1.36055
PDE12_proteomics,0.13732353128780925,-0.43434999999999996
AOAH_proteomics,0.13732353128780925,-0.8198000000000001
PML_proteomics_2,0.1387613334249915,
PPP1R13B_proteomics,0.13950490830776086,0.79335
ZNF346_proteomics,0.13954282369213322,0.6048499999999999
ITGAX_proteomics,0.13954282369213322,-0.74535
NOC3L_proteomics,0.13954282369213322,-0.5819
CLK3_proteomics,0.13988964543055987,-0.48585
MISP_proteomics,0.1401952363751283,-1.3299
GRB2_proteomics,0.14021536823396089,-0.5588500000000001
PTGS1_proteomics,0.14021536823396089,-0.69785
RPS11_proteomics,0.14021536823396089,-0.3647999999999999
RHOF_proteomics,0.14028268999079252,-0.6890499999999999
UPP1_proteomics,0.14091262185224282,0.9874499999999999
NRBF2_proteomics,0.14091262185224282,-0.58665
TAPBP_proteomics,0.14091262185224282,-0.8502000000000001
AGAP2_proteomics,0.14091262185224282,-0.6285499999999999
PHF6_proteomics,0.14091262185224282,0.67765
ZBTB33_proteomics,0.14091262185224282,0.6752499999999999
OPTN_proteomics,0.14138865863615985,-0.4486
GPCPD1_proteomics,0.1426141372925485,1.0751499999999998
ZNRF2_proteomics,0.14337455060737375,0.5968
VDAC2_proteomics,0.14339849729682358,-1.06365
VTA1_proteomics,0.14339849729682358,0.6946
LBR_proteomics,0.14339849729682358,-0.7079500000000001
S100A4_proteomics,0.14339849729682358,-0.75895
DCAF5_proteomics,0.14339849729682358,0.81515
STX11_proteomics,0.14349176045103906,-0.7904500000000001
PANK4_proteomics,0.14360961082738324,-0.5669
SLC25A5_proteomics,0.14525125092980737,1.0402
NUMB_proteomics,0.14525125092980737,0.33654999999999996
EFHD2_proteomics,0.14525125092980737,-1.1068500000000001
EIF3K_proteomics,0.14549443031420953,-0.23780000000000004
LAIR1_proteomics,0.14616384580913055,-0.7822000000000001
NBEAL2_proteomics,0.14710987251989302,-0.36295
LAMP3_proteomics,0.14710987251989302,-1.56095
CDK6_proteomics,0.14710987251989302,-0.6446999999999999
CSTF1_proteomics,0.14783323127458078,0.4323
MSLN_proteomics_1,0.14783323127458078,
PTGR2_proteomics,0.1496233990182008,1.452
PHYH_proteomics,0.1497939749879282,0.65035
CD84_proteomics,0.15025894192028724,-0.42995
IFT20_proteomics,0.15029488793737233,0.5796
ARHGAP45_proteomics,0.15029488793737233,-0.5755
ADA_proteomics,0.15029488793737233,-1.2137499999999999
PRKD1_proteomics,0.15030140924091037,1.0282
BLVRA_proteomics,0.15071235806209876,0.93
CCDC25_proteomics,0.15108126736088665,-1.3974
ATP6V1B1_proteomics,0.15138786904286,-1.7079500000000003
CEP120_proteomics,0.15142319267127782,-0.41589999999999994
TAZ_proteomics,0.15335221329451154,1.2414
VAMP5_proteomics,0.1534093002705052,-0.8330999999999997
EML2_proteomics,0.1534093002705052,-0.35725
SLCO2B1_proteomics,0.1534093002705052,-0.7192000000000001
RASA2_proteomics,0.1534093002705052,-0.44055
STAU1_proteomics,0.1534093002705052,0.6049
ZNF143_proteomics,0.1534093002705052,-0.321
UPF3B_proteomics,0.1534093002705052,0.30835
IGSF6_proteomics,0.1536725098794732,-0.6926
UBE2E1_proteomics,0.1536725098794732,-0.97
TTC39B_proteomics,0.1536725098794732,0.7138
RRP12_proteomics,0.1536725098794732,-0.6426000000000001
RPS8_proteomics,0.1536725098794732,-1.04055
HSP90AA1_proteomics,0.15372865318383624,0.5444500000000001
DDX39B_proteomics,0.15397954577341535,0.2521500000000001
FBXO4_proteomics,0.15397954577341535,0.78145
PRMT5_proteomics,0.15397954577341535,0.5154500000000001
ZBTB21_proteomics,0.15402267873671388,0.2015
