Proteomics,Colon_P_Value,Colon_Median
NDOR1_proteomics,0.6537756199846515,-0.4048
MCMBP_proteomics,0.6537756199846515,-0.19290000000000002
PHYH_proteomics,0.6537756199846515,0.22019999999999998
CLSTN1_proteomics,0.6537756199846515,-0.1535
ASB9_proteomics,0.6537756199846515,0.49165000000000003
SH3BP1_proteomics,0.6593018829921085,-0.1471
DFNA5_proteomics,0.6593018829921085,-0.19399999999999998
DPH2_proteomics,0.6802457386610424,-0.15869999999999998
SACM1L_proteomics,0.6802457386610424,0.0774
PTEN_proteomics,0.6802457386610424,-0.20400000000000001
CDC16_proteomics,0.6802457386610424,0.11289999999999999
JMJD6_proteomics,0.6802457386610424,-0.388
NPM3_proteomics,0.6802457386610424,-0.12585000000000002
GATB_proteomics,0.6802457386610424,0.23770000000000002
TMEM33_proteomics,0.6802457386610424,-0.2349
TTC37_proteomics,0.6940194711535261,0.14079999999999998
RAVER2_proteomics,0.6940194711535261,-0.1971
ANKRD22_proteomics,0.701336892507411,-0.33799999999999997
PLXNA1_proteomics,0.701336892507411,-0.232
FOCAD_proteomics,0.7106677121799552,0.1594
TOE1_proteomics,0.7123228427504156,-0.3362
CAPN1_proteomics,0.7286324606446389,0.09005
FABP6_proteomics,0.7389643708779768,0.5999999999999999
CCDC50_proteomics,0.7389643708779768,0.17660000000000003
CCDC50_proteomics_1,0.7389643708779768,
AK1_proteomics,0.7389643708779768,0.34450000000000003
RFC3_proteomics,0.7389643708779768,-0.16025
MAP4_proteomics,0.7389643708779768,0.14529999999999998
NUDT3_proteomics,0.7389643708779768,-0.243
GSPT1_proteomics,0.7489190236823835,0.092
PPP6C_proteomics,0.7589123923142392,-0.11789999999999999
AIMP1_proteomics,0.7607619877264231,0.1375
STRN_proteomics,0.7607619877264231,0.13369999999999999
CPSF3_proteomics,0.7607619877264231,0.13129999999999997
PAK1_proteomics,0.7607619877264231,0.1233
RPL28_proteomics,0.7607619877264231,-0.07699999999999999
MINDY3_proteomics,0.7607619877264231,-0.2977
SRF_proteomics,0.7641708805494594,0.7105000000000001
RAC2_proteomics,0.7641708805494594,-0.3415
VPS26A_proteomics,0.7641708805494594,-0.047
CCL20_proteomics,0.7641708805494594,-0.48
RPP14_proteomics,0.7641708805494594,-0.1055
VDAC2_proteomics,0.7641708805494594,-0.1374
NFATC2IP_proteomics,0.7641708805494594,-0.063
TAGLN2_proteomics,0.7641708805494594,0.08900000000000002
AHNAK_proteomics,0.7641708805494594,0.1775
SAMM50_proteomics,0.7641708805494594,-0.12434999999999999
DICER1_proteomics,0.7641708805494594,-0.1758
AP3D1_proteomics_1,0.7641708805494594,
AP3D1_proteomics,0.7641708805494594,0.11859999999999998
COX15_proteomics,0.7641708805494594,-0.20495
TRIM16_proteomics,0.7641708805494594,-0.314
CASP4_proteomics,0.7641708805494594,-0.233
ATP6V1H_proteomics,0.7641708805494594,-0.09575
NUMB_proteomics,0.7641708805494594,0.1298
COMMD8_proteomics,0.7641708805494594,-0.07339999999999999
TTLL12_proteomics,0.7641708805494594,-0.17255
HS2ST1_proteomics,0.7641708805494594,-0.14254999999999998
PPME1_proteomics,0.7641708805494594,0.1086
TRIP6_proteomics,0.7641708805494594,0.21585
SRXN1_proteomics,0.7641708805494594,-0.2953
ATAD3A_proteomics,0.7641708805494594,-0.16240000000000002
RAB27B_proteomics,0.7641708805494594,-0.19949999999999996
DYNC1I2_proteomics,0.7641708805494594,0.0764
SLC4A2_proteomics,0.7641708805494594,-0.26660000000000006
DNAJC9_proteomics,0.7641708805494594,-0.19245
CLDN3_proteomics,0.7641708805494594,0.277
NUP98_proteomics,0.7641708805494594,0.09549999999999997
DCTN4_proteomics,0.7641708805494594,-0.054500000000000035
ANAPC4_proteomics,0.7641708805494594,-0.23070000000000002
DYNC1I2_proteomics_1,0.7641708805494594,
ENPP4_proteomics,0.7641708805494594,0.2546
OSBPL5_proteomics,0.7641708805494594,-0.191
LIME1_proteomics_1,0.7746199511654324,
RPL32_proteomics,0.7746199511654324,-0.128
LIME1_proteomics,0.7746199511654324,-0.423
CHDH_proteomics,0.7751817299607562,0.341
SWAP70_proteomics,0.7751817299607562,0.04575
CUL5_proteomics,0.777799384234316,0.0636
EXOC6_proteomics,0.777799384234316,-0.11525
SMAP2_proteomics,0.777799384234316,-0.08245
SMNDC1_proteomics,0.777799384234316,-0.12860000000000002
MPZL1_proteomics,0.777799384234316,0.19110000000000002
STAMBPL1_proteomics,0.7803709090540158,-0.1693
DHX15_proteomics,0.7819634147407503,-0.0915
NUP50_proteomics,0.7819634147407503,-0.13949999999999999
ACOT7_proteomics,0.7819634147407503,-0.2151
HMOX2_proteomics,0.7819634147407503,0.12850000000000003
GMEB1_proteomics,0.7819634147407503,-0.1916
GTPBP6_proteomics,0.7819634147407503,0.17200000000000001
RPLP0_proteomics,0.7819634147407503,-0.08099999999999999
NTPCR_proteomics,0.7819634147407503,0.2732
PHYKPL_proteomics,0.7819634147407503,-0.131
CGGBP1_proteomics,0.7819634147407503,0.0653
ABCF1_proteomics,0.7819634147407503,0.17670000000000002
SUN2_proteomics,0.7819634147407503,-0.1784
PHAX_proteomics,0.7819634147407503,-0.1598
SELENOK_proteomics,0.7819634147407503,0.08455
RPL35A_proteomics,0.7819634147407503,-0.10699999999999998
SELENOH_proteomics,0.7819634147407503,0.1505
ECHS1_proteomics,0.7819634147407503,-0.21299999999999997
BAIAP2_proteomics_1,0.7819634147407503,
BAIAP2_proteomics,0.7819634147407503,-0.18245
RAD50_proteomics,0.7819634147407503,0.19950000000000004
GFPT1_proteomics,0.7819634147407503,0.3061
ATPAF2_proteomics,0.7819634147407503,-0.10940000000000001
LBH_proteomics,0.7819634147407503,0.40349999999999997
NDRG2_proteomics,0.7819634147407503,0.11499999999999999
GMPR_proteomics,0.7819634147407503,0.36894999999999994
TBC1D15_proteomics,0.7819634147407503,-0.09175
RPL26L1_proteomics,0.7819634147407503,0.187
UCK2_proteomics,0.7819634147407503,-0.26255
PRC1_proteomics,0.7819634147407503,-0.16600000000000004
LRRC14_proteomics,0.7819634147407503,0.4764999999999999
UTP18_proteomics,0.7819634147407503,-0.09850000000000003
CCDC134_proteomics,0.7819634147407503,-0.17385
OSBPL11_proteomics,0.7819634147407503,-0.028450000000000003
EIF3F_proteomics,0.7819634147407503,-0.12014999999999999
SSBP3_proteomics,0.7819634147407503,-0.24764999999999998
DDX39B_proteomics,0.7819634147407503,-0.11880000000000002
TRMU_proteomics,0.7819634147407503,-0.21649999999999997
IL18_proteomics,0.7819634147407503,-0.2893
OSTC_proteomics,0.7819634147407503,-0.21715
ING1_proteomics,0.7819634147407503,-0.1917
NDRG2_proteomics_1,0.7819634147407503,
EXOSC5_proteomics,0.7819634147407503,-0.08399999999999999
DAG1_proteomics,0.7819634147407503,0.10399999999999998
NDRG2_proteomics_2,0.7819634147407503,
PTPN23_proteomics,0.7819634147407503,0.08705
TMEM256_proteomics,0.7819634147407503,-0.29000000000000004
STX8_proteomics,0.7819634147407503,-0.06644999999999998
RHOC_proteomics,0.7819634147407503,0.297
MUT_proteomics,0.7819634147407503,0.16165000000000002
LDHAL6B_proteomics,0.7819634147407503,-0.11715
PIGU_proteomics,0.7819634147407503,-0.20355
NDUFAF2_proteomics,0.7819634147407503,0.3792
GTF2I_proteomics,0.7819634147407503,-0.13604999999999998
CWF19L1_proteomics,0.7819634147407503,-0.1946
SFT2D3_proteomics,0.7819634147407503,0.35150000000000003
PCNA_proteomics,0.7819634147407503,-0.14200000000000002
LY75-CD302_proteomics,0.7819634147407503,0.2274
SYTL1_proteomics,0.7819634147407503,-0.68015
LSS_proteomics,0.7819634147407503,0.2399
EPS8L1_proteomics,0.7819634147407503,-0.23115
OGFR_proteomics,0.7819634147407503,-0.17055
LSM7_proteomics,0.7819634147407503,0.10700000000000001
MRPS11_proteomics,0.7819634147407503,0.262
HMOX2_proteomics_1,0.7819634147407503,
DPP9_proteomics,0.7819634147407503,0.111
CPNE2_proteomics,0.7819634147407503,-0.1173
CHRAC1_proteomics,0.7819634147407503,-0.1655
C12orf4_proteomics,0.7819634147407503,-0.27925
PLEKHA7_proteomics_1,0.7819634147407503,
PLEKHA7_proteomics,0.7819634147407503,0.12460000000000002
KCNAB2_proteomics,0.7819634147407503,-0.2254
FAM91A1_proteomics,0.7819634147407503,-0.09700000000000002
SHC1_proteomics,0.7819634147407503,0.1161
VRK2_proteomics,0.7819634147407503,0.17435
NLE1_proteomics,0.7819634147407503,-0.11585
HDHD2_proteomics,0.7819634147407503,-0.2045
AAAS_proteomics,0.7819634147407503,-0.13824999999999998
NOL9_proteomics,0.7819634147407503,-0.11755000000000002
KIF11_proteomics,0.7819634147407503,-0.2525
COX5A_proteomics,0.7819634147407503,0.19649999999999998
CORO7-PAM16_proteomics,0.7819634147407503,0.12449999999999999
PRRC2C_proteomics,0.7819634147407503,0.06749999999999999
C12orf43_proteomics,0.7819634147407503,0.1789
NT5C2_proteomics,0.7819634147407503,-0.1729
KHK_proteomics,0.7819634147407503,-0.46299999999999997
UBE2L3_proteomics,0.7831876315495732,-0.108
SMARCA1_proteomics,0.7831876315495732,-0.406
ARHGAP35_proteomics,0.7831876315495732,-0.07025
NFIA_proteomics,0.7869068574810871,0.04500000000000004
KIF13B_proteomics,0.7869068574810871,-0.139
MYBBP1A_proteomics,0.7869068574810871,-0.17009999999999997
TFIP11_proteomics,0.7890601001345691,-0.07979999999999998
ESPN_proteomics,0.7890601001345691,-0.21099999999999994
C19orf66_proteomics,0.7890601001345691,0.1345
MPDU1_proteomics,0.7890601001345691,-0.2331
ESYT1_proteomics,0.7890601001345691,0.14035
ESYT1_proteomics_1,0.7890601001345691,
ITSN2_proteomics,0.7890601001345691,0.09949999999999999
HOOK2_proteomics,0.7897308489443727,-0.12465
EPS15_proteomics,0.7897308489443727,0.06325
ATP6V1B2_proteomics,0.7897308489443727,-0.0595
MBOAT2_proteomics,0.7897308489443727,-0.3931
FAM192A_proteomics,0.7897308489443727,0.137
PHACTR2_proteomics,0.7909459008639351,0.29635
HLA-DMA_proteomics,0.7909459008639351,-0.44220000000000004
XRCC6_proteomics,0.7909459008639351,-0.1441
XRCC6_proteomics_1,0.7909459008639351,
ACP2_proteomics,0.791672446194244,-0.1163
TRAPPC13_proteomics,0.791672446194244,-0.08969999999999999
SUCLG2_proteomics,0.791672446194244,0.07400000000000001
ARL6IP6_proteomics,0.791672446194244,-0.10085
RAB11FIP1_proteomics,0.791672446194244,-0.2379
YWHAE_proteomics,0.791672446194244,-0.1667
GALNT3_proteomics,0.791672446194244,0.26749999999999996
PRSS1_proteomics,0.791672446194244,-0.156
AMFR_proteomics,0.791672446194244,-0.393
LPCAT3_proteomics,0.791672446194244,-0.2848
NAXE_proteomics,0.791672446194244,0.21085
RPL30_proteomics,0.791672446194244,-0.16635
TMEM97_proteomics,0.791672446194244,-0.01649999999999996
TRAPPC13_proteomics_1,0.791672446194244,
IRF2BPL_proteomics,0.791672446194244,-0.13265000000000002
TMEM41B_proteomics,0.791672446194244,-0.174
PAPOLA_proteomics,0.791672446194244,-0.1168
RNH1_proteomics,0.791672446194244,0.15200000000000002
C1QBP_proteomics,0.791672446194244,-0.2102
CIR1_proteomics,0.791672446194244,0.25884999999999997
CREB1_proteomics,0.791672446194244,0.05260000000000001
LEFTY1_proteomics,0.791672446194244,0.7355
EPHB4_proteomics,0.791672446194244,0.1834
ACP2_proteomics_1,0.791672446194244,
MSRB2_proteomics,0.791672446194244,0.1114
PCTP_proteomics,0.791672446194244,0.19785000000000003
C16orf58_proteomics,0.791672446194244,0.09615
DENND4C_proteomics,0.791672446194244,0.1133
ENTPD6_proteomics,0.7975628278885036,-0.367
SORBS2_proteomics,0.8016338853409333,0.30300000000000005
SORBS2_proteomics_1,0.8016338853409333,
SORBS2_proteomics_2,0.8016338853409333,
RPL13A_proteomics,0.8025451884616427,-0.14925000000000002
MRE11_proteomics_1,0.8025451884616427,
MRE11_proteomics,0.8025451884616427,0.07699999999999999
B4GALT7_proteomics,0.8025451884616427,0.13349999999999998
CCM2_proteomics,0.8025451884616427,-0.07674999999999998
COX6C_proteomics,0.8025451884616427,0.28405
DDAH2_proteomics,0.8025451884616427,0.20599999999999996
THSD4_proteomics_1,0.8025451884616427,
THSD4_proteomics,0.8025451884616427,0.368
UBE2C_proteomics,0.8025451884616427,-0.31045
SNRPD1_proteomics,0.8063290662099714,-0.1352
DAPK2_proteomics,0.8093069727716542,-0.1562
AFTPH_proteomics,0.8093069727716542,0.0882
TMF1_proteomics,0.8093069727716542,0.11984999999999998
HEATR3_proteomics,0.8093069727716542,0.12890000000000001
FAM160B2_proteomics,0.8093069727716542,-0.3509
OSTF1_proteomics,0.8093069727716542,-0.1523
RAD23A_proteomics,0.8093069727716542,0.08055000000000001
KRT5_proteomics,0.8093069727716542,-0.221
AKAP8_proteomics,0.8093069727716542,-0.11785
TMED4_proteomics,0.8093069727716542,-0.10225
SNTA1_proteomics,0.8093069727716542,-0.20500000000000002
DPAGT1_proteomics,0.8093069727716542,-0.10575000000000001
SMAP1_proteomics,0.8093069727716542,0.05695
HIST2H3A_proteomics,0.8093069727716542,-0.1781
ITPK1_proteomics,0.8093069727716542,-0.1345
ACTR1A_proteomics,0.8093069727716542,-0.14950000000000002
RNF214_proteomics,0.8093069727716542,0.0842
EFTUD2_proteomics,0.8093069727716542,-0.06549999999999997
DUSP23_proteomics,0.8093069727716542,0.12419999999999999
MBP_proteomics,0.8093069727716542,-0.2897
RPS28_proteomics,0.8093069727716542,-0.1915
ARL1_proteomics,0.8093069727716542,-0.0611
ASAH1_proteomics,0.8093069727716542,-0.2029
DAAM1_proteomics,0.8093069727716542,0.16609999999999997
DIAPH1_proteomics,0.8093069727716542,0.07699999999999999
HSD17B11_proteomics,0.8093069727716542,-0.08800000000000002
DHX29_proteomics,0.8093069727716542,0.19820000000000002
ATP6V1G1_proteomics,0.8093069727716542,-0.03520000000000001
TRAPPC10_proteomics,0.8093069727716542,-0.09635
RAB32_proteomics,0.8093069727716542,0.1567
ADK_proteomics,0.8093069727716542,-0.2192
DDX50_proteomics,0.8093069727716542,-0.1789
RAP2C_proteomics,0.8093069727716542,-0.09774999999999999
C6orf47_proteomics,0.8093069727716542,0.29400000000000004
RPA2_proteomics,0.8093069727716542,-0.21995000000000003
ECHDC3_proteomics,0.8093069727716542,0.10999999999999999
WASHC1_proteomics,0.8093069727716542,-0.057150000000000006
EXOSC9_proteomics,0.8093069727716542,-0.08834999999999998
BCAP29_proteomics,0.8093069727716542,0.18209999999999998
THEMIS2_proteomics,0.8093069727716542,-0.24595
SRM_proteomics,0.8093069727716542,-0.15885
RAB4B_proteomics,0.8093069727716542,-0.05990000000000001
TRABD_proteomics,0.8093069727716542,-0.21245
DYNLL1_proteomics,0.8093069727716542,0.06665
PXMP2_proteomics,0.8093069727716542,-0.26520000000000005
RAD23A_proteomics_1,0.8093069727716542,
GRN_proteomics,0.8093069727716542,-0.1878
FCGR3A_proteomics,0.8195392342518814,-0.5549999999999999
C15orf48_proteomics,0.8195392342518814,0.49099999999999994
MZT2B_proteomics,0.8195392342518814,-0.1992
SNAPIN_proteomics,0.8195392342518814,-0.08065
BRIX1_proteomics,0.8195392342518814,-0.015499999999999986
RNASE6_proteomics,0.8195392342518814,-0.23200000000000004
IL33_proteomics,0.8195392342518814,0.31100000000000005
KIF1B_proteomics_1,0.8195392342518814,
YTHDC1_proteomics,0.8195392342518814,-0.036000000000000004
GSTA1_proteomics,0.8195392342518814,0.4939999999999999
HADHB_proteomics,0.8195392342518814,0.17525
MIEF1_proteomics,0.8195392342518814,-0.0407
PPM1H_proteomics,0.8195392342518814,0.438
EIF3L_proteomics,0.8195392342518814,-0.058600000000000006
IGFBP3_proteomics,0.8195392342518814,0.25670000000000004
KIF1B_proteomics,0.8195392342518814,-0.20750000000000002
SUCLG1_proteomics,0.8195392342518814,0.2107
CLTCL1_proteomics,0.8195392342518814,0.22940000000000002
ATM_proteomics,0.8195392342518814,0.1436
ENO1_proteomics,0.8195392342518814,-0.1777
EIF3A_proteomics,0.8195392342518814,-0.07504999999999999
EIF2B5_proteomics,0.8195392342518814,0.11679999999999999
SAFB_proteomics,0.8195392342518814,0.11799999999999997
ENO1_proteomics_1,0.8195392342518814,
COLGALT1_proteomics,0.8195392342518814,-0.064
COMMD2_proteomics,0.8195392342518814,-0.0649
LRRC20_proteomics,0.8195392342518814,-0.19159999999999996
CAPN6_proteomics,0.8195392342518814,0.299
GDAP1_proteomics,0.8195392342518814,-0.15600000000000003
ORC2_proteomics,0.8195392342518814,0.14899999999999997
RNASEH2B_proteomics,0.8195392342518814,0.10250000000000001
IFIT5_proteomics,0.8195392342518814,-0.2262
MED29_proteomics,0.8195392342518814,0.515
RSPRY1_proteomics,0.8195392342518814,-0.0886
IQSEC1_proteomics,0.8195392342518814,0.05250000000000002
GTF3C5_proteomics,0.8195392342518814,0.10524999999999998
NENF_proteomics,0.8195392342518814,0.1965
COX5B_proteomics,0.8195392342518814,0.21145
PREX1_proteomics,0.8195392342518814,-0.1274
TTC1_proteomics,0.8195392342518814,0.1292
PLAUR_proteomics,0.8195392342518814,-0.3115
SNAP23_proteomics,0.8195392342518814,-0.109
BAG4_proteomics,0.8195392342518814,-0.2474
MAP2K4_proteomics,0.8195392342518814,-0.07099999999999998
PTPRE_proteomics,0.8195392342518814,-0.12359999999999999
PES1_proteomics,0.8195392342518814,-0.1355
SGPL1_proteomics,0.8195392342518814,-0.09040000000000002
RPL37A_proteomics,0.8195392342518814,-0.12179999999999999
DNAJC21_proteomics,0.8195392342518814,0.22970000000000002
PEA15_proteomics,0.8195392342518814,0.27325
GAS7_proteomics,0.8195392342518814,0.20404999999999998
SBDS_proteomics,0.8195392342518814,0.11525
L2HGDH_proteomics,0.8195392342518814,-0.10859999999999999
SLC22A18_proteomics,0.8195392342518814,0.24670000000000003
UBE4B_proteomics,0.8195392342518814,-0.11695
SELENOO_proteomics,0.8195392342518814,-0.09135
NFYC_proteomics,0.8195392342518814,-0.21265
XPO7_proteomics,0.8195392342518814,-0.10215
GNL3L_proteomics,0.8195392342518814,-0.09520000000000002
PHKG2_proteomics,0.8195392342518814,0.21135
CRKL_proteomics,0.8195392342518814,-0.15385000000000001
RILP_proteomics,0.8195392342518814,-0.21680000000000005
TCERG1_proteomics,0.8195392342518814,0.08299999999999999
PHB2_proteomics,0.8195392342518814,-0.2112
SNIP1_proteomics,0.8195392342518814,-0.08375
GPRC5A_proteomics,0.8195392342518814,-0.447
MCU_proteomics,0.8195392342518814,-0.16945
HIST1H1E_proteomics,0.8195392342518814,-0.42700000000000005
CRTC3_proteomics,0.8195392342518814,0.21749999999999997
RCOR1_proteomics,0.8195392342518814,-0.1053
CROCC_proteomics,0.8195392342518814,-0.13019999999999998
PPP1R12A_proteomics,0.8195392342518814,0.19399999999999995
NIP7_proteomics,0.8195392342518814,-0.2349
DNAJC25_proteomics,0.8195392342518814,-0.1988
NXT1_proteomics,0.8195392342518814,-0.13419999999999999
COPS5_proteomics,0.8195392342518814,-0.046
COPS4_proteomics,0.8195392342518814,-0.1076
PLIN2_proteomics,0.8195392342518814,-0.38649999999999995
IVNS1ABP_proteomics,0.8195392342518814,-0.1589
CADPS_proteomics,0.8195392342518814,0.3675
PDCD11_proteomics,0.8195392342518814,-0.09599999999999997
CLN6_proteomics,0.8195392342518814,-0.26325000000000004
ARFGAP3_proteomics,0.8195392342518814,-0.1139
WBP4_proteomics,0.8195392342518814,-0.16945
RABL6_proteomics,0.8195392342518814,0.1487
ATP6V1D_proteomics,0.8195392342518814,-0.1637
ERLIN1_proteomics,0.8195392342518814,-0.17515
STK3_proteomics,0.8195392342518814,-0.1501
SHOC2_proteomics,0.8195392342518814,-0.0788
FBN3_proteomics,0.8195392342518814,0.47745000000000004
PLEKHF1_proteomics,0.8195392342518814,-0.12300000000000001
STX6_proteomics,0.8195392342518814,0.17155
PDK1_proteomics,0.8195392342518814,-0.079
CDH1_proteomics_1,0.8195392342518814,
CDH1_proteomics,0.8195392342518814,0.3002
TMTC3_proteomics,0.8195392342518814,-0.1498
NIPSNAP3A_proteomics,0.8195392342518814,-0.37699999999999995
AUP1_proteomics,0.8195392342518814,-0.05725
DNAJC8_proteomics,0.8195392342518814,-0.043999999999999984
LMNB2_proteomics,0.8195392342518814,0.1111
DHRS3_proteomics,0.8220537448584019,-0.28759999999999997
PEF1_proteomics,0.8220537448584019,-0.09434999999999999
CLIP2_proteomics,0.8220537448584019,0.12269999999999999
ATP6V1C1_proteomics,0.8220537448584019,-0.09385000000000002
RPL10_proteomics,0.8220537448584019,-0.07970000000000002
GINS3_proteomics,0.8220537448584019,-0.541
GRK2_proteomics,0.8220537448584019,0.03945
NEDD8_proteomics,0.8227289920947989,-0.3305
DUS1L_proteomics,0.8227289920947989,0.2668
NSMAF_proteomics,0.8227289920947989,-0.1668
OXSR1_proteomics,0.8227289920947989,0.1402
