,Comparison,Correlation_Luad,Correlation_Gbm,Correlation_Brca,Correlation_hnscc,Correlation_colon,Correlation_Lscc
63,COL6A2_proteomics,0.060439319889359966,-0.4827741454334567,0.1580210190940149,0.06452860675642334,0.30350939218143397,-0.018726910341184486
64,COL6A2_proteomics,0.060439319889359966,-0.4827741454334567,0.1580210190940149,0.06452860675642334,0.30350939218143397,-0.018726910341184486
65,COL6A2_proteomics,0.060439319889359966,-0.4827741454334567,0.1580210190940149,0.06452860675642334,0.30350939218143397,-0.018726910341184486
66,COL6A2_proteomics,0.060439319889359966,-0.4827741454334567,0.1580210190940149,0.06452860675642334,0.30350939218143397,-0.018726910341184486
67,COL6A2_proteomics,0.060439319889359966,-0.4827741454334567,0.1580210190940149,0.06452860675642334,0.30350939218143397,-0.018726910341184486
68,COL6A2_proteomics,0.060439319889359966,-0.4827741454334567,0.1580210190940149,0.06452860675642334,0.30350939218143397,-0.018726910341184486
69,COL6A2_proteomics,0.060439319889359966,-0.4827741454334567,0.1580210190940149,0.06452860675642334,0.30350939218143397,-0.018726910341184486
70,COL6A2_proteomics,0.060439319889359966,-0.4827741454334567,0.1580210190940149,0.06452860675642334,0.30350939218143397,-0.018726910341184486
71,COL6A2_proteomics,0.060439319889359966,-0.4827741454334567,0.1580210190940149,0.06452860675642334,0.30350939218143397,-0.018726910341184486
72,COL6A2_proteomics,0.060439319889359966,-0.4827741454334567,0.1580210190940149,0.06452860675642334,0.30350939218143397,-0.018726910341184486
73,COL6A2_proteomics,0.060439319889359966,-0.4827741454334567,0.1580210190940149,0.06452860675642334,0.30350939218143397,-0.018726910341184486
74,COL6A2_proteomics,0.060439319889359966,-0.4827741454334567,0.1580210190940149,0.06452860675642334,0.30350939218143397,-0.018726910341184486
75,HAAO_proteomics,-0.29123233925766445,-0.481973589288038,0.4629989162539492,-0.2315750248838932,0.011210889984103295,-0.2311597975894237
76,CTSZ_proteomics,-0.11145235030838976,-0.4817090471537244,0.2674715286461375,-0.2681026850317217,0.01540984238483635,-0.1768718309583372
77,CSK_proteomics,-0.36156774738483016,-0.481564725075465,0.1698995303390998,-0.3802600095388597,0.14851140025316256,-0.16387192506080378
78,THEMIS2_proteomics,-0.2935074113715896,-0.4810653113683931,0.2867549232942161,-0.4010718283582962,0.184132540208686,-0.19382610867803096
79,THEMIS2_proteomics,-0.2935074113715896,-0.4810653113683931,0.2867549232942161,-0.4010718283582962,0.184132540208686,-0.19382610867803096
80,NFIA_proteomics,,0.4804297800333734,-0.11615198755792105,0.07511992574696716,-0.07564284698670695,0.03782134741269515
81,NIPSNAP2_proteomics,0.42155672041097736,0.4788812086777817,,0.2699553552784687,-0.020335864231242142,0.3692999642549804
82,LANCL2_proteomics,0.5888080582787203,0.4787231306558208,0.30098089285215235,0.7967283641326608,0.32078635342762024,0.5758171115708379
83,RNF130_proteomics,-0.026478914937557385,-0.4754253341978527,0.06391941631671078,,,-0.1714850029539739
84,ARHGAP15_proteomics,-0.31571400968009755,-0.4748493488654879,-0.019800940876507925,-0.3888292496480555,0.22761358705160964,-0.17714245092953174
85,CD14_proteomics,-0.09392059798782912,-0.4746481984106531,0.252201482659813,-0.23904532272405465,0.14241161369172614,0.035939201128077934
86,KCND3_proteomics,,0.4746196748668135,,,,
87,FCGRT_proteomics,-0.04912423461959952,-0.4743710606768027,-0.05325374054624528,-0.2972067299371613,-0.14676157724734856,-0.08403579212763293
88,ABCA1_proteomics,0.06836415253342877,-0.4740946903532618,0.04793883848212535,-0.141808821033876,,0.13544957034067567
89,ZYG11B_proteomics,0.4427123003127549,0.4738725020249037,0.14572504374483547,-0.07447486800240778,,-0.2527549622866702
90,BCR_proteomics,0.1970146624824551,0.473802830539309,-0.013114961852042648,0.004779761233455564,0.04685481971967576,0.33241166741173844
91,ARMT1_proteomics,-0.16252695327784702,-0.4735976201606943,-0.4737404840606695,-0.1705983179477334,0.19445598778342615,-0.06826383646495125
92,DOCK11_proteomics,-0.1738725971468975,-0.473476158513799,0.2883338206186284,-0.2234823476197897,-0.03308249367236188,-0.2671891339893949
93,PLCG2_proteomics,-0.40815336175374417,-0.4724528986019063,0.2686127470048235,-0.3789496501144576,0.20798240431824436,-0.24446617693021405
94,GGA2_proteomics,0.22417895690524767,-0.4714654913986547,-0.4555283468975414,-0.09637420900296263,-0.026906032757782423,-0.2367548894894138
95,SYK_proteomics,-0.24957772786869695,-0.4708487814463348,0.19342296201321726,-0.2984282292601957,0.05921675263811085,0.029967734445366757
96,SYK_proteomics,-0.24957772786869695,-0.4708487814463348,0.19342296201321726,-0.2984282292601957,0.05921675263811085,0.029967734445366757
97,SYK_proteomics,-0.24957772786869695,-0.4708487814463348,0.19342296201321726,-0.2984282292601957,0.05921675263811085,0.029967734445366757
98,SYK_proteomics,-0.24957772786869695,-0.4708487814463348,0.19342296201321726,-0.2984282292601957,0.05921675263811085,0.029967734445366757
99,SYK_proteomics,-0.24957772786869695,-0.4708487814463348,0.19342296201321726,-0.2984282292601957,0.05921675263811085,0.029967734445366757
100,SYK_proteomics,-0.24957772786869695,-0.4708487814463348,0.19342296201321726,-0.2984282292601957,0.05921675263811085,0.029967734445366757
101,SYK_proteomics,-0.24957772786869695,-0.4708487814463348,0.19342296201321726,-0.2984282292601957,0.05921675263811085,0.029967734445366757
102,SYK_proteomics,-0.24957772786869695,-0.4708487814463348,0.19342296201321726,-0.2984282292601957,0.05921675263811085,0.029967734445366757
103,GBA_proteomics,0.3739493032962086,-0.4707960576500572,0.13238039078247127,0.22258217903007174,0.057723543326149235,0.2013301193901407
104,PROCR_proteomics,-0.11581227906026816,-0.47078406471315504,0.33602239239898,0.1571125621465987,0.004822594221839976,0.05116774636303982
105,UAP1_proteomics,-0.13882031933219402,-0.4701864303894616,0.2758597031829649,0.11297572741310367,0.19773588478100726,-0.10112045929731513
106,CTNND2_proteomics,0.012332638613769929,0.4700018930346916,-0.4681084440171536,,,-5.9586768685782054e-05
107,GMIP_proteomics,-0.07582767395645157,-0.4698996531247181,0.2355271303811929,-0.4827415434899717,0.07234963924193899,-0.12811536013703795
108,APC_proteomics,-0.007374624972461483,0.4683330913466173,-0.20338726880126012,0.0862871712710433,,0.19389014032699287
109,ARHGAP24_proteomics,-0.10951824878395552,-0.4678576140628673,0.1741477139377954,-0.14113723328218122,,0.16163757706465748
110,CD4_proteomics,-0.0952120324032581,-0.467479032996641,0.1564835950338556,-0.4172324388659395,0.02181586383537014,-0.16973340260391426
111,NCKAP1L_proteomics,-0.20228722612426908,-0.4671625433058982,0.08965575182899581,-0.4107485259871254,0.185074489370412,-0.2267763252453428
112,ARHGAP30_proteomics,-0.2890853981874569,-0.4670639849246152,0.07678189452263579,-0.4656505687590924,0.22795816930255144,-0.18705421216643175
113,PI4K2A_proteomics,0.043108047448974514,-0.4666231050334723,0.15165115796456713,0.13111085861012606,-0.09912195821384036,0.1874667137819644
114,PIK3CD_proteomics,-0.33176003913986385,-0.4662648948315302,0.09900859126833816,-0.17986923194070234,,-0.14737289990056074
115,SCRN1_proteomics,0.2738904276256204,0.4659651498233915,-0.04683346369116311,0.0009591698393710684,0.05084840861913016,0.16166732195157896
116,SCRN1_proteomics,0.2738904276256204,0.4659651498233915,-0.04683346369116311,0.0009591698393710684,0.05084840861913016,0.16166732195157896
117,SCRN1_proteomics,0.2738904276256204,0.4659651498233915,-0.04683346369116311,0.0009591698393710684,0.05084840861913016,0.16166732195157896
118,SCRN1_proteomics,0.2738904276256204,0.4659651498233915,-0.04683346369116311,0.0009591698393710684,0.05084840861913016,0.16166732195157896
119,BLOC1S1_proteomics,-0.20600326763311105,-0.4658473823629272,0.20931179877958306,-0.1735844766088961,-0.08361525796339805,-0.19171757151109475
120,LDLRAP1_proteomics,0.018082186958357185,-0.465400890732669,0.13847804356193785,0.0710655099349286,-0.3075486254228925,0.1220266855019854
121,NPAS3_proteomics,,0.4651766456630772,,,,
122,FYB1_proteomics,-0.2776553814679984,-0.4650349443921815,,-0.3708165975212031,,-0.17935615655496615
123,RASAL3_proteomics,-0.28262273787687703,-0.4645787127341439,0.02579154617410949,-0.4249307088419797,0.32643367729703243,-0.2181918481989652
124,ADAP2_proteomics,-0.15871485063784044,-0.4644349187011614,0.003955073888361041,-0.1914264107158286,,-0.18902077701640016
125,FAM19A5_proteomics,,0.4640521725822081,,,,
126,PARVG_proteomics,-0.05700363290752662,-0.4631967506858821,0.19621380636528504,-0.32543517894943025,0.13245627116372888,-0.09433298383357198
127,DOCK8_proteomics,-0.10923897742808236,-0.4629196820492616,0.14399946615621936,-0.4710626597250119,0.226717649208366,-0.2298341361270892
128,MAN2A1_proteomics,0.10693369813141278,-0.4621881013097853,-0.02148671545085441,-0.11467248241198888,0.07666647323277022,0.01604495506237209
129,REL_proteomics,0.2497243494261369,-0.4611850658076229,-0.22299620248618807,0.37652670127265897,0.09789750576009004,0.2523389165816041
130,LCP2_proteomics,-0.05797818522859264,-0.4608809701320738,0.1807950193099675,-0.3900975548371692,0.11374206467784925,-0.1526626211390459
131,CTNNB1_proteomics,0.3474829302100987,0.4608358789852845,0.2675313477073756,0.06639839643499595,-0.2496438682503979,0.3761510229755433
132,EHBP1L1_proteomics,-0.2424660811769476,-0.4600736240604506,0.4209661340997355,-0.030440752973161,0.1648713098781044,0.28632349193220696
133,DNAJC21_proteomics,0.4044848841339725,-0.4600181607794885,0.006355823808196647,-0.08066347685098506,-0.02875142719288761,0.09998944224106114
134,DNAJC21_proteomics,0.4044848841339725,-0.4600181607794885,0.006355823808196647,-0.08066347685098506,-0.02875142719288761,0.09998944224106114
135,DNAJC21_proteomics,0.4044848841339725,-0.4600181607794885,0.006355823808196647,-0.08066347685098506,-0.02875142719288761,0.09998944224106114
136,DNAJC21_proteomics,0.4044848841339725,-0.4600181607794885,0.006355823808196647,-0.08066347685098506,-0.02875142719288761,0.09998944224106114
137,ABI3_proteomics,-0.2156243606442443,-0.4585684170672143,0.14476688706999788,-0.4401279828463472,0.02518700410653273,-0.2737337244165675
138,RAB3IL1_proteomics,-0.03387295434494439,-0.4583886434542359,0.2669269663442274,-0.18747020792858934,,-0.003409887006542371
139,AIF1_proteomics,-0.1668488031046591,-0.45812400454394603,0.15067546272788493,-0.32036573043644706,0.02667585707603983,-0.18261681764800414
140,MLC1_proteomics,,0.4580797432124604,,,,
141,FCGR2A_proteomics,-0.04410264282078568,-0.4561475438424893,0.3810238891579138,-0.2337404321805953,0.12754550329172276,-0.09505385731910687
142,PLCB2_proteomics,-0.29281540435637554,-0.4539868320636522,0.18112272101477928,-0.3957625801954976,0.15521891180769004,-0.14647142239832256
143,TRAF3IP3_proteomics,-0.3030530630380918,-0.4537069264726966,0.13464725496139707,-0.30440296349242313,,-0.2420977775167479
144,CTSL_proteomics,-0.1151375672615632,-0.4530784324156623,0.2913654666388807,-0.22490934814678853,0.25386219405855137,-0.016569756426584828
145,INPP5F_proteomics,-0.1847794449116019,-0.45233733977324503,-0.21203258159577604,0.12777560995825954,,0.21469428851428365
146,INPP5F_proteomics,-0.1847794449116019,-0.45233733977324503,-0.21203258159577604,0.12777560995825954,,0.21469428851428365
147,MSR1_proteomics,-0.032175289965753945,-0.4518416229187484,0.031173769471083936,-0.0750742608808553,0.09133999346279774,-0.11443758477035915
148,TBXAS1_proteomics,-0.3573043796713608,-0.4517004156979906,0.20863748398192145,-0.3694256012711927,-0.04475520658503955,-0.19105087750370486
149,TBXAS1_proteomics,-0.3573043796713608,-0.4517004156979906,0.20863748398192145,-0.3694256012711927,-0.04475520658503955,-0.19105087750370486
150,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
151,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
152,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
153,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
154,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
155,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
156,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
157,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
158,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
159,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
160,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
161,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
162,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
163,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
164,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
165,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
166,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
167,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
168,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
169,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
170,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
171,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
172,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
173,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
174,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
175,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
176,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
177,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
178,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
179,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
180,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
181,COL6A3_proteomics,-0.009171800857141615,-0.4506960778806665,0.1715236315596531,0.04838294800332184,0.2806510056616268,0.03750428649897053
182,NAIP_proteomics,-0.16751010073948053,-0.45059904142645096,0.21337105647006727,-0.2963117721929729,0.13455917186242738,-0.17746896183662406
183,OTULINL_proteomics,-0.02942506632699957,-0.450567114368572,,-0.1920965211125772,,-0.14044785237626012
184,FGD3_proteomics,-0.2749275677867784,-0.4505039970948786,-0.24162866604548866,-0.3249135358972597,,-0.09027735857767696
185,COL1A1_proteomics,0.2314286010077233,-0.4504654484371207,0.128633524039961,0.20815192942946026,0.21245980269948425,-0.0408370498033903
186,RIN2_proteomics,0.2897100157853518,-0.4499853188856706,-0.00810558873521502,0.1808041277117637,,0.2560991619061328
187,RGS12_proteomics,-0.07946578168896046,0.4498798737719337,-0.30584991285732305,0.0365959182190619,,0.1004928369775417
188,GAS2_proteomics,-0.4247031694687673,-0.4697398983127423,,,,-0.1861395340535799
189,PHLDB2_proteomics,0.006910213465254146,-0.4490432852775595,0.15334261118124878,0.2741413892400075,0.19957954978485606,0.14041519164676686
190,PHLDB2_proteomics,0.006910213465254146,-0.4490432852775595,0.15334261118124878,0.2741413892400075,0.19957954978485606,0.14041519164676686
191,PHLDB2_proteomics,0.006910213465254146,-0.4490432852775595,0.15334261118124878,0.2741413892400075,0.19957954978485606,0.14041519164676686
192,PHLDB2_proteomics,0.006910213465254146,-0.4490432852775595,0.15334261118124878,0.2741413892400075,0.19957954978485606,0.14041519164676686
193,TNFAIP8_proteomics,-0.2577652539095839,-0.4487992023446223,0.2064636373896939,-0.2308078391840506,0.10290041319563498,-0.11867868168642688
194,MYO10_proteomics,0.2308964693090361,0.4474781939588647,0.5158009122647153,0.3706030282877606,,0.2924655107421276
195,FCGR3A_proteomics,-0.04374963694739577,-0.44714792640110335,0.2551058431474817,-0.341007632865645,0.2158084267115475,0.0445737599587856
196,VAV1_proteomics,-0.06320852069689371,-0.44714281575333015,0.04269889836850184,-0.43946391089850745,0.2175585999846512,-0.18622896990352328
197,MAN2B1_proteomics,0.12633871761057502,-0.4470946229040094,0.1433354203654722,-0.267078893377065,0.10475125238694023,-0.019961529667236938
198,HEXB_proteomics,0.04787166991954428,-0.4468664074316057,-0.06748434841509263,-0.11051640661620676,0.014762339167334175,-0.12240543105333596
199,IL18_proteomics,-0.0663213874785582,-0.44685949345758735,0.10187770238665043,0.06356978553371365,-0.0209442017753598,0.14391180536866893
200,LIG4_proteomics,0.018342297762179997,-0.4459812151698548,0.2788570460164722,-0.03595385862912215,,-0.11550273786039778
201,B4GALT1_proteomics,0.17969310328606353,-0.44594460701449457,0.18242189533213934,0.15198301481253915,-0.048680595561828535,0.09940638887439693
202,GAA_proteomics,0.07803613376917247,-0.4458984482707353,-0.20975034263612305,-0.02274914687296635,0.1339300677439131,-0.021101156915330453
203,ST6GAL1_proteomics,-0.2383653105603019,-0.4456766956565269,0.3587291497615946,-0.4310267641993515,-0.07766366158473266,-0.22442851717404586
204,EMILIN3_proteomics,,0.4448454995715303,,0.032125130961178534,0.2928443266381197,
205,TBC1D2B_proteomics,-0.24540733090923844,-0.4447880007431165,0.2137502438117939,-0.1719915477250617,0.06963049155754618,-0.07495254749578281
206,RNASET2_proteomics,-0.17543420723043754,-0.4446926822173949,-0.22041495615496895,-0.3148212858831092,-0.09092080627470936,-0.13771000981703496
207,ACSL1_proteomics,0.28342228808007336,-0.4430988657917541,0.37763635899490733,-0.189533755905868,-0.0030134400903330393,-0.10797441525186237
208,ACSL1_proteomics,0.28342228808007336,-0.4430988657917541,0.37763635899490733,-0.189533755905868,-0.0030134400903330393,-0.10797441525186237
209,ACSL1_proteomics,0.28342228808007336,-0.4430988657917541,0.37763635899490733,-0.189533755905868,-0.0030134400903330393,-0.10797441525186237
210,ACSL1_proteomics,0.28342228808007336,-0.4430988657917541,0.37763635899490733,-0.189533755905868,-0.0030134400903330393,-0.10797441525186237
211,ACSL1_proteomics,0.28342228808007336,-0.4430988657917541,0.37763635899490733,-0.189533755905868,-0.0030134400903330393,-0.10797441525186237
