Comparison,Correlation_Gbm,Correlation_kidney,Correlation_Ovar,Correlation_Brca,Correlation_Luad,Correlation_hnscc,Correlation_colon,Correlation_Lscc,Pos_Neg,Num_corr
CLIC2_proteomics,-0.4075197024185953,-0.1609188529676433,0.05145886612901407,0.1905787524075429,0.005687411014579969,-0.4062465297524333,0.11214479681683807,-0.2197719843839188,False,2
CDC34_proteomics,0.4074059174559267,0.2986334872975501,-0.016883776424097344,0.15759405687343536,0.3354557618790956,-0.07153463631572635,,0.011730232449206568,False,2
ARPC2_proteomics,-0.4063273917893301,-0.33618147696140066,0.17711250998947373,0.2579989385852495,-0.2927053048353768,-0.05849857537283696,0.09647714828254858,-0.019866360822199083,False,2
MYO1C_proteomics,-0.4059147320458793,0.01875521635684166,0.1861887464698728,0.05819092615081947,-0.3358334732067911,0.2265571639981508,0.2617229683844789,-0.03345352900688671,False,2
GPX3_proteomics,-0.4053625710111532,-0.34501927050048103,0.1539987014214279,0.1033967556303893,-0.0825048569117035,-0.1738598422963432,0.028376792120641606,-0.09774879758672024,False,2
ADGRL2_proteomics,0.4050506627240138,-0.10833356720275167,0.025887855072869143,0.30313004947011457,-0.12343863971209115,-0.02784820524641413,,0.2160920181906995,False,2
LRMP_proteomics,-0.404324668295278,0.10346042563694392,-0.3203094241083006,0.19109869396169155,-0.2785986438135194,-0.3420216403731371,,-0.08194335060473155,False,3
PLEKHO2_proteomics,-0.4036127628005014,-0.3284602432329894,-0.02419950622410854,0.18518484819777992,-0.25833713974853234,-0.34548879828584084,0.18210853814735256,-0.13633328726651567,False,3
CD2AP_proteomics,-0.4032292148942779,-0.04617326416818869,0.15362198529239487,-0.4119476125022682,0.08958648011134122,-0.2702917601921166,0.024187498486865057,-0.06900483189326831,False,2
FMNL1_proteomics,-0.4026844501521673,-0.20159900533900385,-0.1161097265800312,0.1538398041112444,-0.29378011145663463,-0.3651388094817941,0.2659410227515711,-0.09692104879316454,False,2
PTPN6_proteomics,-0.4020169106226247,-0.1949283598805984,-0.07526417157089701,-0.004236106717237967,-0.3719903148809657,-0.411321190584976,0.2543423427081841,-0.1522146240775753,False,3
ABCD1_proteomics,-0.4008443531187188,-0.016242906187160906,-0.12099532078530642,0.1631772762357085,0.26042509337721725,-0.3091011663493006,-0.051291574521496235,0.10143697051189099,False,2
MAGED2_proteomics,-0.40013391079197663,0.13056097048784188,-0.17980618158471162,-0.4996999685114255,0.25872389570341003,0.02169067657605369,-0.3810989393514945,-0.19975386948470286,False,3
ITGA4_proteomics,-0.3996057835812449,-0.2484970894680261,-0.15155825396331,0.1443979860650889,-0.03859710317296993,-0.3356653844655365,-0.06750691882793157,-0.1932152830280948,False,2
GIMAP6_proteomics,-0.41697283505827065,-0.11864124030916727,0.02021835307537205,0.07274401621501049,-0.11754359833236612,-0.3611911680513787,,,False,2
POU2F2_proteomics,-0.4624454522783024,,-0.3314603355144874,,-0.3708639546423269,-0.4154489025835719,,-0.16021336072945525,False,4
AOAH_proteomics,-0.3982750748919244,-0.10584047136590867,,0.053282652158326116,-0.2907171345503743,-0.3453007146966486,,-0.05518053027535219,False,2
PSAT1_proteomics,0.3979466242971892,-0.18505895196035568,0.07869403645883209,0.6093187041227728,-0.043090542128515937,0.0918598439884242,0.16096761636188675,0.042497387298638375,False,2
SEPT7_proteomics,0.3970678329466579,0.44398552443769895,0.14668208900014154,0.22436964469289852,-0.025002261159881186,0.11013055840601672,-0.045987184763347295,-0.12867809367223698,False,2
FOLR2_proteomics,-0.3966539984038359,-0.024564234160092846,0.26387570961068524,0.1316209702475277,-0.2763594401769126,-0.3235351416241986,-0.0377826433680592,-0.2111289908665593,False,2
GIMAP8_proteomics,-0.3962941148471736,-0.07653937987498494,-0.00027065010922191005,0.16722019759409393,-0.3715955247598312,-0.4673424132737701,0.0936515963765969,-0.2498211967089152,False,3
MCC_proteomics,0.3950186172926452,0.08046209861829168,0.28103903276766234,-0.16329489332319366,-0.12927526001907522,0.2874013391198764,,0.3314717757545359,False,2
SALL2_proteomics,0.3950670279171111,,-0.19639909658289986,-0.2695354589829479,0.3331717626366315,,,-0.2257739191673059,False,2
EVL_proteomics,-0.3944477315294467,,-0.07330445685090567,-0.4474442683228739,-0.351042338119793,-0.3773487993726072,0.032124639698096244,-0.17262141714736035,False,4
CCDC88B_proteomics,-0.3940931569868417,-0.20704073306959925,0.048577848510854005,0.13753042688123746,-0.30931580866695896,-0.3152113044407828,0.18163519991180807,0.0234580109809958,False,3
PIK3CG_proteomics,-0.3940482187861718,-0.08402541669277909,-0.16834378944038147,-0.013597577006334904,-0.16240630621589094,-0.4024840049333565,,-0.20605908977672266,False,2
NFATC2_proteomics,-0.3926023250196009,-0.135414896104227,0.013928788231048315,-0.057672953952819024,-0.024328613596651887,-0.4575363475179721,-0.11850217806326173,-0.29742812279350644,False,2
LCP1_proteomics,-0.39249900664722415,-0.3005838657156559,-0.003992211053838124,0.25010586839274945,-0.33398659758915433,-0.3243886196771405,0.21318661115686688,-0.19043665509331387,False,4
SERPINB1_proteomics,-0.3920407666033816,0.15946371053638458,0.12171292698052134,-0.3283548000476273,0.04158639611684667,0.1198200290398051,0.16465229186278854,0.1076106713316029,False,2
RGS10_proteomics,-0.3918117211696854,-0.3086142413863185,-0.10134232679584956,-0.0013331296717402005,-0.01957180254184844,-0.2649418536008289,0.2548451640846794,-0.1916008539443124,False,2
GIMAP1_proteomics,-0.3908771779854077,0.00299920200041634,0.016204236694687908,0.1522891655592311,-0.13561274101575066,-0.4029098239851556,0.113385566838679,-0.25105936432354903,False,2
DTNBP1_proteomics,-0.39041722015349145,0.1768328085907015,0.057498277249130474,-0.009703949878090435,-0.1811218088194012,-0.3352329283623577,-0.06521207163427438,-0.2261331964854967,False,2
SMARCD2_proteomics,-0.3901865118653788,-0.1348678589707998,0.002351204643932105,-0.3942355727124522,0.05390629345858754,0.001017425575687951,-0.05041859696274811,,False,2
AOC3_proteomics,-0.42480934386139946,-0.2601444639699053,-0.055226952025379056,0.11632361698699993,-0.2432767826396401,-0.3125458523499497,0.17381063234373512,-0.2124572392565504,False,2
CYTH4_proteomics,-0.4273470555038196,-0.349217682965967,-0.24319024593904776,0.1298327541561582,-0.21905535908698573,-0.2944344442017075,,-0.1336191421113792,False,2
POU2F1_proteomics,-0.3877721888290956,0.07179271422829885,-0.2290149262981627,-0.4144439671744974,-0.09755298479374266,-0.07358430625131157,-0.05884839029236313,-0.34027572780939314,False,3
PTPN7_proteomics,-0.3869766328697451,-0.2747033179383748,-0.060426916799810285,0.09552173788043296,-0.35413097456969705,-0.3383404855231624,0.13028953053960785,-0.15967113851564266,False,3
MARC2_proteomics,0.38508963954026426,-0.22043586050666752,0.36681365890333983,-0.11518305264167256,-0.11723097191799765,-0.20970523455667064,-0.025429329879026075,-0.06398707231913281,False,2
TNFAIP8L3_proteomics,-0.4022236938039388,-0.356383429816966,0.2525661813493935,-0.05790827887825724,-0.4277237785237742,-0.2340245949533652,0.027141775165179904,-0.2473163871540813,False,3
YES1_proteomics,0.3837622605810781,0.11651633718862855,-0.0013076438249990526,0.4091589127943173,-0.017849874098885513,0.3455594680441884,0.2057769181052299,0.2942056730082243,False,3
CD33_proteomics,-0.3832688389438477,-0.397672347962286,,,0.13476878210272006,,,-0.2820614317101488,False,2
VWA5A_proteomics,-0.3796734211304131,-0.12673384297083887,0.16051579224240842,0.02693988670589042,-0.04984905525741662,-0.3764894838324736,-0.07774868296326427,-0.01939890914989429,False,2
BCHE_proteomics,0.3792644877810271,-0.005375415009946238,0.18629153096944426,0.2947129979084856,-0.20279852214396807,0.17063410324977735,0.38202057884396334,0.031607276661727204,False,2
NDRG2_proteomics,0.3788614489898392,-0.09985495058763028,0.31006884075362884,0.27137780097811864,0.06860808780347984,-0.1918708465502918,0.05128289595993718,0.0697357331546647,False,2
SHOC2_proteomics,-0.3777588599693792,-0.30147638288455536,-0.30330044256083777,-0.19270002707536465,-0.2778125431094801,-0.0744036721674009,0.04473648455273209,-0.03218966163791998,False,3
CAMSAP2_proteomics,0.3772588471341664,0.07173017651034272,0.20477318471424424,0.14727385311688132,0.1255531032304572,0.41541673440419147,,0.2164336541280103,False,2
IKZF1_proteomics,-0.3771072006771064,,-0.1472012659730237,-0.06555313407939048,-0.24234067269377624,-0.4017369571387324,0.20004000176923725,-0.2071686502128081,False,2
VANGL2_proteomics,0.3763389327615382,,-0.028319787245613067,0.06478226736428581,-0.21630592369743,0.31499080599517104,,0.34851755882156266,False,3
ITGB8_proteomics,0.37551510675366095,0.23154919111111805,0.28155376821312617,0.27120047110969936,0.07416107681240618,0.4008437150067259,,0.4684109228653611,False,3
DOK1_proteomics,-0.3752386924655659,-0.08785826579172502,0.18441784485874327,-0.06739220669022891,-0.12346471737756318,-0.3526652900795979,0.19439409246200806,-0.09785017537273838,False,2
ABCG1_proteomics,-0.37522738860857,,,-0.3438054821922316,-0.08071148103654532,-0.2057823320049584,,0.1787591198430635,False,2
MAPKAPK2_proteomics,-0.37380392790261385,-0.014154510753340526,-0.08237098535330603,-0.3581469148557264,0.19090823618286856,-0.25402994309817545,0.15426774490103806,0.04522968375991926,False,2
COLEC12_proteomics,-0.3726036582635239,-0.3442150732623405,-0.020770204595124846,0.0056209386401853,-0.018654982303475627,0.022441707436586383,0.12649754663603818,0.04189431347231658,False,2
TXNDC5_proteomics,-0.3726049898938227,-0.1501046473767047,0.13249247559977873,0.2374207931864575,-0.32586771014741145,-0.2520445006687624,-0.019979976663531858,-0.197149698425245,False,2
MAPK13_proteomics,-0.4092096496132467,0.17963849443566118,0.13002373152734364,0.008686516290056172,0.2792365828322856,-0.04617079866386353,-0.37216992395217,0.14296447553767289,False,2
SEPT1_proteomics,-0.4086561248153019,-0.2836283043278879,-0.11520845248364488,0.011425409708776646,-0.3749046702109369,-0.4621887773977032,0.2162739657136651,-0.32653616971984123,False,4
STK10_proteomics,-0.3710072574688166,-0.34540211015772043,-0.07192000371556412,0.02655562818207332,-0.2732074940314969,-0.353202366441315,0.2952534339832729,-0.1479416778331354,False,3
FUCA1_proteomics,-0.3710356484250017,-0.2012044011512157,-0.02161073895399324,-0.300690093706931,0.2294002086532059,-0.3248929874764853,0.1476240137703262,-0.09587524889641276,False,3
DCLK2_proteomics,0.3705917110177973,-0.10497167040097546,0.05427489162110491,0.3564464642803089,-0.0018926068173191653,-0.1123826798839858,,-0.26729481291286106,False,2
LSP1_proteomics,-0.3699416780625621,-0.3100836062034417,-0.07317178205888322,0.06343748728171525,-0.21789808915118966,-0.3456325541860066,0.2533584704109402,-0.14750237059108065,False,3
DOK2_proteomics,-0.3862487983342143,-0.3295922371587231,0.0890721487000638,0.24345672121644085,-0.2285480271226856,-0.4292908889983384,0.046447832290680696,-0.1837031064856517,False,3
FABP4_proteomics,-0.3692002642340195,-0.16126082061958988,0.0074215199317291545,0.14753208960151035,-0.3153043832454113,0.230416952502568,0.05898136093214276,0.1587005916293498,False,2
PCTP_proteomics,-0.3688736311380297,-0.05811660331186716,0.1982785471637192,-0.06717588832299351,0.13796582667980345,-0.3644661546158969,0.004078616462635864,-0.05352904978966061,False,2
DENND3_proteomics,-0.3669389846332937,0.0052916229064725855,0.03857222876035464,0.14818016726912092,-0.3528941592829694,-0.2534015649034432,0.1535253716863588,-0.1041967072116585,False,2
BLOC1S6_proteomics,-0.3656573725089364,0.157531916627585,0.2477385471839327,0.04190938260885693,-0.1892188839867131,0.04553649155279662,-0.3689039206385795,-0.12560729454493372,False,2
SEPT9_proteomics,0.3647881303163169,0.4616985374897984,0.14308995046248033,-0.1883837092171088,-0.016354820396211563,0.130882171432007,-0.07390009042071853,0.1366590573261445,False,2
ACP2_proteomics,-0.3638616554587999,-0.24966308449311056,-0.3072969596252228,-0.13166668497444253,0.09423800784362854,-0.2050682603211159,0.14041343656684316,-0.02623176777768299,False,2
FERMT3_proteomics,-0.36387895937457615,-0.2603611773459795,-0.08107643295167465,0.2405550061750534,-0.2829655314328778,-0.4481105808159223,0.2038365112671988,-0.14362635724570927,False,2
SYNPO2_proteomics,-0.3615734670331545,-0.05909517594670705,0.2637012318543994,0.10839064057389962,-0.15487610443718905,-0.17235224586391812,0.14773343665759947,-0.3198593453567778,False,2
GDAP2_proteomics,-0.3599428348225043,-0.300247915054895,0.06228374620801075,0.1516782478299347,0.06774985288895881,-0.0015463356730047073,-0.06395423630557831,0.004990599282802849,False,2
PHGDH_proteomics,0.3596728937391537,-0.10473063822085596,0.2533751262005771,0.4464257331864679,-0.15152094976352862,0.12175363173514707,0.013967464182563116,-0.0614333440236245,False,2
