,Comparison,Correlation_Gbm,P_value_Gbm,Correlation_kidney,P_value_kidney,Correlation_Endo,P_value_Endo,Correlation_Ovar,P_value_Ovar,Correlation_Brca,P_value_Brca,Correlation_Luad,P_value_Luad,Correlation_hnscc,P_value_hnscc,Correlation_colon,P_value_colon,Correlation_Lscc,P_value_Lscc
21,REL_proteomics,-0.4611850658076229,1.5545942514295218e-06,-0.18138228526926686,0.05790930935142951,-0.26285653238748635,0.010067089639605968,0.03447376672427191,0.7570173850117613,-0.22299620248618807,0.016598164120858367,0.2497243494261369,0.008512529874341892,0.37652670127265897,5.453675060328998e-05,0.09789750576009004,0.3532033164730481,0.26870362103282386,0.004534162732900303
22,CTNNB1_proteomics,0.4608358789852845,1.5868323599812544e-06,0.21460044476857096,0.024364357258950663,0.4076248191347597,4.131677303179742e-05,0.2607217692846888,0.017284655205237878,0.2675313477073756,0.0038463566984215454,0.3474829302100987,0.00019970056872694282,0.06639839643499595,0.49272246864827096,-0.2496438682503979,0.013662690141427423,0.3691984830054125,7.213702509098772e-05
23,AIF1_proteomics,-0.45812400454394603,1.8596242009010608e-06,-0.3035552725208481,0.0012651538906732515,-0.23395317417689396,0.022496885919441382,-0.005433889939725239,0.9611148113796092,0.15067546272788493,0.107976857579811,-0.1668488031046591,0.0814789070485363,-0.32036573043644706,0.0006834653574916474,0.02667585707603983,0.7964138123276544,-0.16610591494419674,0.08286451095768804
24,FCGR2A_proteomics,-0.4561475438424893,2.0857650169367127e-06,0.18649398452820226,0.12782111477402894,-0.05570907549156919,0.6568397014399027,-0.16952719944009853,0.12548378820182265,0.3810238891579138,2.657478406957301e-05,-0.04410264282078568,0.6473180511893882,-0.2337404321805953,0.019885298497581975,0.12754550329172276,0.2447246073643945,-0.09374544711608863,0.3299939218238495
25,PLCB2_proteomics,-0.4539868320636522,2.362634100990606e-06,-0.2714086987326587,0.004129688480688704,-0.2159471760305578,0.03557113482063287,0.00900781271588075,0.9355834078692749,0.18112272101477928,0.05272578724669902,-0.29281540435637554,0.0019070986328787694,-0.3957625801954976,2.048802946886494e-05,0.15521891180769004,0.177675124171344,-0.1545481497517444,0.1069402392856406
26,CTSL_proteomics,-0.4530784324156623,2.489108678720406e-06,-0.3129602447108125,0.0008719164596988036,-0.3073917286336926,0.0024443619236970853,-0.13077252037433496,0.23863938164211,0.2913654666388807,0.0015817358273971837,-0.1151375672615632,0.2310080093023824,-0.22490934814678853,0.01870996418081993,0.25386219405855137,0.01210431419830804,-0.016640573997179,0.8630082760326675
27,COL6A3_proteomics,-0.4506960778806665,2.851874186008257e-06,-0.11597799575516825,0.22759836294625566,0.14308739438291784,0.16656977752030871,0.19662271181103905,0.07481664410756186,0.1715236315596531,0.06681735812665059,-0.009171800857141615,0.9242371684421612,0.04838294800332184,0.6173553787691641,0.2806510056616268,0.005361808528176572,0.021869955863812542,0.8205941189284937
28,COL1A1_proteomics,-0.4504654484371207,2.8895270750601026e-06,-0.11086918334010623,0.2488770036196563,0.34775624390337584,0.0005542357605886595,0.2627734979654091,0.016394435020269903,0.128633524039961,0.17066486312873408,0.2314286010077233,0.014989283608561329,0.20815192942946026,0.029858313109190706,0.21245980269948425,0.036682885109232996,-0.02596622380549617,0.7877215876746955
29,VAV1_proteomics,-0.44714281575333015,3.4868578325968787e-06,-0.2856930653299403,0.002482501028357213,-0.13921591646312084,0.17846121413205002,-0.09111221594481014,0.4126785762069939,0.04269889836850184,0.6504772895697679,-0.06320852069689371,0.5118112810043333,-0.43946391089850745,1.7459438233465169e-06,0.2175585999846512,0.036184723779152064,-0.18326748015952754,0.05531002091856119
30,HLA-DMB_proteomics,-0.4420053958513874,4.644494274570248e-06,-0.039792374152261535,0.6797956956494481,0.20636770562804496,0.04480836005019527,0.019519436069224263,0.8609615588005057,0.08811117898234859,0.34907360401443416,0.1774183042638892,0.06370175484450999,-0.29054674900402244,0.0021779598807071024,0.03707746741122157,0.7184278137066383,-0.17699870125404776,0.064341599998072
31,GSTA1_proteomics,-0.43969280266112093,5.276262861160558e-06,0.00048580598318364806,0.995981095458532,-0.03840106290856693,0.7193372810680249,0.367427235467402,0.0006331374762964133,0.22143548928381948,0.017392957276896114,-0.1918205353998627,0.04469306001003455,-0.15284303478506495,0.11258767354437807,-0.00940757268113776,0.9306787220138883,0.0860189363959716,0.3715756299133313
32,CD300A_proteomics,-0.43969280266112093,5.276262861160558e-06,-0.1118720892791838,0.3565104846802535,0.12204225192796188,0.23872341764641175,0.04604668105680618,0.6793410195879479,0.2809979603695153,0.003220868256966448,-0.01778364901421249,0.8620194552079203,-0.22773158032906984,0.033890222449688014,0.0960552750524188,0.5114704211882845,0.022113611865762658,0.8186294528240582
33,NF1_proteomics,0.4390237262660885,5.473633839323637e-06,-0.02923861717267589,0.7617230112792859,0.14137672305107454,0.17174982676689518,-0.12907331348288015,0.2448487640666505,-0.14231991022728455,0.12919783768972287,0.05693838667876633,0.5546325610350151,0.1715676089334882,0.07445303780641775,0.15850427232548014,0.14494226406531205,0.064514672402749,0.5031101913176459
34,ABI2_proteomics,0.43736669249384297,5.992812535471229e-06,-0.10206481189903234,0.2886853559428395,0.07922757539040319,0.44534835720300425,0.06961108307921672,0.5317554561556496,-0.2089691356015726,0.02500866909632572,-0.19145948853444672,0.04510416708232221,-0.15829887356391606,0.10017236993113328,0.07957713171232203,0.5455811387033079,0.06335772761617336,0.5108134186091643
35,NEDD4_proteomics,-0.4349245255836749,6.843175520631761e-06,0.3212187054614702,0.0006224679774319696,0.1141005344664664,0.2709000548011342,0.2258579474352813,0.04006595996901613,0.03605557251914823,0.7020508867174291,-0.1455093803933732,0.13667680146706107,0.12334897292165987,0.2013057727809412,-0.043230119319792135,0.6741608033799446,0.2360209123968313,0.013053507105299251
36,PIK3AP1_proteomics,-0.4317342235852393,8.12587010128734e-06,-0.08334091004851843,0.3867046678581388,-0.2457187796901924,0.016386702452589403,-0.06626348165402765,0.5643388817360785,0.3330788378195872,0.0002755280073624665,-0.1700156250127106,0.07577893027704996,-0.4734454453412432,2.0007951681674786e-07,0.2634444732846819,0.027557277699275188,-0.2232801233635044,0.019041727873289636
37,PGM1_proteomics,0.4282548716357236,9.781083515692746e-06,0.3007905203364999,0.0014082174494559055,0.0037092748956981674,0.9715414674944548,0.4125612741165637,0.00010630283213971866,0.3484970962062566,0.0001352162382197626,0.15260576265596135,0.11835741207454385,-0.06103836970405702,0.5283670387982106,0.3344864599829705,0.0008121995858851912,-0.013702375405376513,0.8870194263086314
38,CDKN2C_proteomics,0.42719733165047696,1.0343903942379364e-05,0.11717760922892052,0.22279300275929634,-0.016420043940979463,0.8745082268316837,0.047217591587623266,0.6716493620698349,0.2448378727121765,0.008359938935069961,-0.2702152414304878,0.0043039809874075505,-0.18265941327198426,0.05729403610875895,0.113256073702221,0.2878515355753937,-0.1030664534114104,0.2839545186320618
39,HCK_proteomics,-0.4260010610637584,1.1017203310925383e-05,-0.07294036525093356,0.4707897385898441,-0.004473488995135289,0.9656814703343916,-0.013568281266698484,0.903101896443162,0.4023290968371758,8.302971892233172e-06,-0.11645677671736406,0.2256718220315877,-0.2972727750269033,0.001694547542661888,0.26483053404749346,0.008755723691626274,-0.101398806772509,0.2918597839922153
40,GAB1_proteomics,0.4258739014606532,1.1091145297688345e-05,-0.011799035861361336,0.9026298094424942,0.30626924212302364,0.002540166331807945,0.11600155693953633,0.3150621078865575,-0.1409716470637303,0.1329027883032119,0.02008871063729951,0.8349897769302888,-0.13085601544654013,0.17501452732011966,0.11083155048340132,0.3308562342454389,-0.0568324230979676,0.5553708028992751
41,PTPRC_proteomics,-0.42495788600673146,1.1637740899611716e-05,-0.15172001933444831,0.11359260536671405,0.17498388631125333,0.08987334155855264,-0.08658926697784125,0.43635350131953404,0.203655616514928,0.029033055592747662,-0.25600680133956416,0.006944551317752628,-0.4023965480766871,1.4408816402928146e-05,0.19123172442034406,0.06060667073047395,-0.150857647674684,0.11568376059604345
42,HGF_proteomics,-0.4438754601660816,1.1755081102207464e-05,-0.2279873822761388,0.016598874076885078,0.007031491794025069,0.9481589520657586,0.30569197839020723,0.16650811646782682,-0.0398289217332282,0.6837757778218899,-0.4076931163179989,9.837412678116783e-06,0.14706630311582916,0.1270033699579492,,,-0.23954172929999215,0.011720697617319224
43,AHR_proteomics,-0.4227607316675828,1.305371540938351e-05,0.1698911673438114,0.07599671803179849,0.0159490376524715,0.8780798344801928,0.05688649571809965,0.6094807206420103,0.26547263740458565,0.004138400626513743,0.3818563584763833,3.850019721157611e-05,0.1379079320989271,0.15270425424613368,0.2869910828003065,0.009386012826444835,0.18135682866748465,0.05794508202391385
44,SLC6A9_proteomics,0.4215702800908227,1.3886957899363873e-05,,,,,,,,,,,0.11585150583714447,0.2302850511605724,,,,
45,RASSF1_proteomics,-0.4617734428726475,1.429718265411205e-05,,,-0.024233086004435515,0.8226724764190432,,,0.3046560548676512,0.0009314799991523996,-0.4307299619666217,6.214530087551139e-06,-0.0969844267852793,0.3297727098445802,,,0.04926116249261113,0.6177530120101242
46,COL1A2_proteomics,-0.417762961922836,1.6899498749161662e-05,-0.1128325968490507,0.2405424999404369,0.33730637494518306,0.0008297884695686568,0.3134659476862486,0.0039066022700169215,0.14439304251219118,0.12365609596207455,0.14034453546856418,0.14363727802988074,0.21430708506512647,0.02524045141393752,0.1914017476759736,0.06037379060558299,-0.015507068882800816,0.8722578121362363
47,FLNB_proteomics,-0.4172346263709471,1.7363004175076974e-05,0.08166534803036098,0.3963561599203745,-0.08860701638960661,0.3931700479077165,0.3311960460642511,0.002225291138397202,-0.2535595274056683,0.006252198659611811,-0.2008548284593709,0.03992737270925277,0.3484908637639775,0.000204396075859651,-0.022355718567371417,0.8279347146522246,0.12338547627142775,0.19906913848450808
48,MAPK6_proteomics,-0.4172346263709471,1.7363004175076974e-05,,,,,0.016270465094172862,0.8839272226762598,,,,,,,,,,
49,SERPINB2_proteomics,-0.4827558458776459,1.7493518165940318e-05,,,-0.16028088457571074,0.2469607020790095,-0.06143068651515704,0.5811579914242094,0.2976356296579765,0.009022790562604488,-0.25786656837059785,0.009228903026512074,0.05170649881757095,0.5933654373020845,0.0994409089195141,0.3325014581276903,0.15876110522559594,0.0975996190573352
50,SCIN_proteomics,-0.4154529256827804,1.9015494720089385e-05,-0.051232668648097716,0.5950419822855493,0.11609516797441324,0.2625564657315146,0.2539107751486505,0.020544394571475583,-0.027086377818659645,0.7738454170388076,0.012243719761382645,0.8989791520377233,-0.2476565737712577,0.009421158754180665,0.19266579673265105,0.058665223358127926,-0.12936473853696825,0.17799409346503792
51,NFKB2_proteomics,-0.41429221012761336,2.0170153200168448e-05,-0.06238066179929627,0.5173659814704088,-0.3913237801090923,8.809590292221584e-05,0.07858113550748869,0.480098566825751,0.014378423062301469,0.878780879757006,-0.40788741152781227,9.732741775104173e-06,-0.041395829643406684,0.6690983259251939,0.35736540032853825,0.000326340598822164,0.145247931773569,0.13002281167622354
52,ITGAL_proteomics,-0.41264408258515983,2.1922972679397826e-05,-0.20289477173890424,0.03351715995693294,-0.003382200919707812,0.9740499523302738,0.009113940421888664,0.9348261173731566,0.14927884404550734,0.111320746706385,-0.24823122735490266,0.008928216496995675,-0.4438449068890873,1.3377200617406305e-06,0.19403571847560974,0.062369565441379074,-0.20303193127598146,0.033395092685421804
53,ITGB1_proteomics,-0.4123638693676748,2.2234820131312855e-05,0.2760274761609116,0.003513143469951888,0.5949753692672735,2.0417178597707225e-10,0.27747204011250826,0.01109691958125342,0.410529872552286,5.191577130361927e-06,-0.06322311170354655,0.5117136553987129,0.3473603092996617,0.0002150376702644629,0.1586882419338529,0.1205445556632494,0.2881393010858134,0.0022692634285960338
54,TYMP_proteomics,-0.41204598504497547,2.2593621046913795e-05,0.020879559048835192,0.8285912716712226,-0.3648382446019109,0.0002779084974591044,-0.05889104462343794,0.5969125814355355,0.08558753627551055,0.3631032923664374,-0.014651694842289969,0.8792492551202236,-0.06898449990672523,0.4759907085869906,0.17291533716561805,0.0903175722638212,0.10204775006373472,0.2887663914984553
55,PDGFA_proteomics,0.4129047933502273,2.633332787765381e-05,-0.025139411870425368,0.8895542474347407,0.06335563838595794,0.779401212102675,,,,,,,0.15361681953902925,0.11075741312467588,-0.3272376674844833,0.0018580734678887707,,
56,RELB_proteomics,-0.4087096386196151,2.670113525660627e-05,-0.0682107644380107,0.4872083568078213,-0.3710099088402053,0.00021449590985096785,-0.08792363087328027,0.4292902337478045,0.2087266207539613,0.025181377650832976,-0.1742198372890017,0.0687122155843508,-0.06464504863144956,0.5042407262174715,0.2363264498672329,0.1652393953115354,0.2344739709038689,0.013679709985298138
57,MYOF_proteomics,-0.4084881177494487,2.699722507321451e-05,0.31908253667000963,0.0006797879957388392,0.5214798163712463,6.00538832319395e-08,0.2952188371186265,0.006739396343767657,0.009463980185742418,0.9214696027229315,0.02862781288408392,0.7864760213255091,0.342519899061326,0.0002666566174926641,0.2388282922368063,0.018478203834850576,0.15250354734950122,0.12040174983111188
58,CAV1_proteomics,-0.4079974999455609,2.766397086461079e-05,0.3448892654221376,0.0002244402310585691,0.44957281259008003,4.8689485787476615e-06,0.20072722891816014,0.06882826547302469,0.18665283438647876,0.0457869825835792,-0.16067207080257095,0.09358052811480214,0.2069374913953464,0.030849367896011462,0.15215505178826386,0.13680255904596098,0.1332724908381405,0.1651350988877091
59,PTPRZ1_proteomics,0.4070490288685629,2.899684822834953e-05,,,,,,,,,0.048946183839702326,0.7523709259347227,0.19947437518360436,0.037570377907305934,,,0.3013255915057146,0.0013794324533269828
60,NFKB1_proteomics,-0.40643946833464795,2.9884922582519648e-05,0.07280710370355825,0.44971620038422416,-0.1846689387023131,0.07320593038768408,-0.10173123717223548,0.3601196692122803,0.02028163648829586,0.8296562614104237,-0.09619366839114174,0.3174638364886125,-0.11456935670372975,0.23551972837644905,0.015101267755497591,0.8832815919017225,0.10765255871022364,0.2629574384194606
61,GPX3_proteomics,-0.4053625710111532,3.151634374504714e-05,-0.34501927050048103,0.00022313555770214042,0.08770352846853714,0.39803155820516656,0.1539987014214279,0.1645213115344886,0.1033967556303893,0.2714872348264115,-0.0825048569117035,0.3937143814151874,-0.1738598422963432,0.0706034935892131,0.028376792120641606,0.7826160533604177,-0.10441362761662888,0.2776737489850569
62,PFN1_proteomics,-0.4026947909828807,3.592362620801141e-05,0.10775641135058986,0.2624945319266743,-0.2606045877590627,0.01075160057087588,-0.10615590038332096,0.33949598775343043,0.3030841974434074,0.0009929697086931376,-0.3702617746389454,6.849870967898746e-05,-0.15749977212426428,0.10192040069730728,0.3321150231184814,0.0008892335608987123,-0.08171645187763106,0.3960596906840849
63,DBI_proteomics,0.4021201509340753,3.6945469694249e-05,-0.10610338663938916,0.4930362824652198,-0.2684436475386631,0.008531129608940553,0.03130241748684606,0.7787698319955365,0.193529318996336,0.03823435322832552,-0.2538156882738254,0.00745964570911335,-0.1880778094912144,0.05017524108773012,0.03611246198785733,0.7254605558733366,-0.01011702436086101,0.916456115292909
64,ITGA4_proteomics,-0.3996057835812449,4.17443435506601e-05,-0.2484970894680261,0.008852917555093492,0.12081648135303193,0.24350845971586885,-0.15155825396331,0.1912396051480517,0.1443979860650889,0.12364310359650454,-0.03859710317296993,0.6889099940005583,-0.3356653844655365,0.00035950628669540537,-0.06750691882793157,0.6749482849639236,-0.16434053965635706,0.08623279284511731
65,PTPRA_proteomics,0.3989740691740296,4.303836228845207e-05,0.1562960816041688,0.10298346944077484,0.5587926530865008,3.983565545498928e-09,0.17901295884690374,0.10539104964835964,0.1832966484948223,0.04990113581021139,0.03668612339481856,0.7035742551222337,0.14187697133079485,0.14112426071455925,0.04715931552833751,0.6535131872172909,0.14662866511735806,0.12637328367924094
66,PSAT1_proteomics,0.3979466242971892,4.522328313411529e-05,-0.18505895196035568,0.05292956300479763,-0.3742258211433825,0.0001870293724712656,0.07869403645883209,0.4794659679563006,0.6093187041227728,4.973595244978248e-13,-0.043090542128515937,0.6548877472992581,0.0918598439884242,0.34211289523846145,0.16096761636188675,0.11523679964388354,0.027907252082439063,0.7722703077598145
67,TLR2_proteomics,-0.3972848596462735,4.668492613007562e-05,-0.07405233641029202,0.5032076048029912,0.2315962060571724,0.04132966994117279,0.21193190380910287,0.05442737676054795,0.3673434292560128,0.0006350909627521714,0.2607612623339207,0.00593381605892149,0.17762538283571833,0.06463037489983961,0.1391768791092398,0.3454605906278919,0.1081365904979294,0.26080468004943
68,PIK3CG_proteomics,-0.3940482187861718,5.4490734369864e-05,-0.08402541669277909,0.4586753485658172,-0.1264761790152953,0.2635970733006357,-0.16834378944038147,0.190900100637324,-0.013597577006334904,0.8853176928580059,-0.16240630621589094,0.09004750094635308,-0.4024840049333565,1.4341385286367367e-05,,,-0.19791041275952173,0.038215368848074575
69,SEMA6A_proteomics,0.3886851478050917,7.015522007194627e-05,0.19926109105341447,0.3190380863437444,,,,,,,,,,,,,,
70,PPP5C_proteomics,0.3878299368469947,7.301043919878238e-05,0.1460468410046227,0.12790144342850301,-0.3425798074771899,0.0006780696272487573,-0.17888173313612032,0.10565079344797394,-0.12523886494005654,0.182327530848945,-0.12539778940303087,0.19178454805858197,-0.18969346812845392,0.04819988522807701,0.18630095855516127,0.06768528189636054,,
71,PTPN7_proteomics,-0.3869766328697451,7.596680905904037e-05,-0.2747033179383748,0.004568971252795026,-0.2220888945296844,0.030534297227467082,-0.060426916799810285,0.6166622411087889,0.09552173788043296,0.3098721287076821,-0.35413097456969705,0.00014735108874282268,-0.3383404855231624,0.00032020083883310885,0.13028953053960785,0.38811834854378463,-0.1568782143909642,0.101691493753405
72,C1QB_proteomics,-0.3839822720197488,8.724579663054179e-05,-0.15663799423230826,0.10222308374498376,0.0333669765865304,0.7482065211067926,0.13190983370041606,0.23454475091312654,0.15016100684007255,0.10919935956522668,-0.14403798634544673,0.13328675155548902,0.0857693128677047,0.3752028193415424,0.11112287232734486,0.2785397075106697,-0.0627174308803604,0.5151026487557389
73,YES1_proteomics,0.3837622605810781,8.813310515297752e-05,0.11651633718862855,0.2254329651483732,0.2822339172541861,0.005587900925030311,-0.0013076438249990526,0.9906390078826524,0.4091589127943173,5.620403908152562e-06,-0.017849874098885513,0.8531606485943962,0.3455594680441884,0.0002330525610696249,0.2057769181052299,0.04316707524957202,0.29150506710916824,0.0020029021567925195
74,PPP2R1A_proteomics,0.3833203756976344,8.994064037658247e-05,0.1418339170332215,0.1393926154256543,-0.1275944683805687,0.21786801345473747,-0.03141515928895429,0.777993496518153,-0.24386034892584474,0.008631444528324194,-0.054846713506796464,0.569291946411739,0.13229847763941152,0.1702662784210275,0.13266929027923374,0.1951695861437865,,
75,G6PD_proteomics,-0.3832340889534391,9.029759535157208e-05,-0.1392402114210697,0.14684712705615766,-0.09561054564020073,0.3566989668979559,-0.20666071052779766,0.06086080718137168,0.3168261232539737,0.000561037950435362,-0.0335188152224829,0.7281179966653784,0.1605742673025017,0.09532385381162303,0.15816417238642047,0.12179112198492165,-0.007357263601539162,0.9391938086660101
76,APC2_proteomics,0.3830458272247488,9.108098202854026e-05,,,,,,,-0.14583073386187284,0.2464067886989888,-0.08541758554087549,0.4919107036737679,,,,,-0.012723899974588277,0.909669410364403
77,CAV2_proteomics,-0.3811347164033416,9.939901352812548e-05,0.2455689712462082,0.00971389519010997,0.23102139564728796,0.024292452814921792,0.004920494390109803,0.9647862316915542,,,0.016281170974125528,0.8690650332292934,0.28824895142969265,0.002369706510505944,0.10116607299619544,0.3910853159860535,0.18919864039094336,0.053236389643747606
78,SHOC2_proteomics,-0.3777588599693792,0.00011583950091309864,-0.30147638288455536,0.0013714175945331829,0.1943904882377413,0.059072842726595375,-0.30330044256083777,0.005315395539394594,-0.19270002707536465,0.03908578095229453,-0.2778125431094801,0.003297913066611105,-0.0744036721674009,0.4419478186541982,0.04473648455273209,0.6634830215574532,,
79,ACTR2_proteomics,-0.3770503123017503,0.00011959609037666001,,,0.0011885469878695036,0.9908794474284822,0.008942438523690616,0.9360499239394896,0.3966697765807344,1.139875442731227e-05,-0.19838078211358406,0.03774961317329742,-0.14204374189315874,0.14065268467812173,-0.061502006785537,0.5495470195240356,0.006765920978916484,0.9440728818395766
80,ITGB8_proteomics,0.37551510675366095,0.00012812658312240607,0.23154919111111805,0.014935427774947038,0.3945396942198813,7.610807218516962e-05,0.28155376821312617,0.00992113261527437,0.27120047110969936,0.013140103077113158,0.07416107681240618,0.5025791869106871,0.4008437150067259,1.565685510172535e-05,,,0.4586921444006671,4.6664642022011797e-07
